ccaa;periodo;genero;origen;dif_finmes;espacio_insuf;gasto_elevado;hogares_mono;retrasos_pagos;salario_destinado
Comunidad de Madrid;2023;hombres;real;9,00;9,40;8,90;NA;14,15;0,66
Comunidad de Madrid;2023;mujeres;proyeccion;NA;NA;NA;210,69;NA;NA
Comunidad de Madrid;2023;mujeres;real;9,40;9,40;9,30;NA;13,45;0,77
Comunidad de Madrid;2023;total;proyeccion;NA;NA;NA;254,88;NA;NA
Comunidad de Madrid;2023;total;real;9,20;9,40;9,10;NA;13,80;0,71
Comunidad de Madrid;2024;hombres;proyeccion;8,41;9,17;10,57;42,70;12,91;0,75
Comunidad de Madrid;2024;mujeres;proyeccion;8,73;9,29;10,82;210,69;12,82;0,87
Comunidad de Madrid;2024;total;proyeccion;8,66;9,31;10,55;254,81;13,00;0,81
Comunidad de Madrid;2025;hombres;proyeccion;8,36;9,11;10,82;42,34;13,52;0,83
Comunidad de Madrid;2025;mujeres;proyeccion;8,55;9,33;10,93;210,69;13,73;0,95
Comunidad de Madrid;2025;total;proyeccion;8,54;9,35;10,91;254,81;13,70;0,88
Comunidad de Madrid;2026;hombres;proyeccion;8,33;9,01;11,07;42,66;12,51;0,86
Comunidad de Madrid;2026;mujeres;proyeccion;8,81;9,31;11,16;210,69;12,81;0,98
Comunidad de Madrid;2026;total;proyeccion;8,66;9,20;11,15;254,81;12,54;0,92
Extremadura;2004;hombres;real;14,40;10,45;NA;NA;5,65;NA
Extremadura;2004;mujeres;real;14,80;10,35;NA;NA;5,75;NA
Extremadura;2004;total;real;14,60;10,40;NA;NA;5,70;NA
Extremadura;2005;hombres;real;15,85;7,70;NA;NA;6,50;NA
Extremadura;2005;mujeres;real;16,75;7,70;NA;NA;6,30;NA
Extremadura;2005;total;real;16,30;7,70;NA;NA;6,40;NA
Extremadura;2006;hombres;real;9,90;2,95;NA;NA;3,65;NA
Extremadura;2006;mujeres;real;10,10;2,45;NA;NA;3,35;NA
Extremadura;2006;total;real;10,00;2,70;NA;NA;3,50;NA
Extremadura;2007;hombres;real;7,75;4,35;NA;NA;5,50;NA
Extremadura;2007;mujeres;real;8,25;4,25;NA;NA;5,30;NA
Extremadura;2007;total;real;8,00;4,30;NA;NA;5,40;NA
Extremadura;2008;hombres;real;10,60;5,20;3,15;NA;4,20;NA
Extremadura;2008;mujeres;real;11,00;4,60;3,25;NA;3,60;NA
Extremadura;2008;total;real;10,80;4,90;3,20;NA;3,90;NA
Extremadura;2009;hombres;real;11,15;3,35;3,85;NA;2,00;0,38
Extremadura;2009;mujeres;real;11,05;2,65;3,95;NA;1,60;0,42
Extremadura;2009;total;real;11,10;3,00;3,90;NA;1,80;0,39
Extremadura;2010;hombres;real;11,85;1,75;4,55;NA;9,00;0,35
Extremadura;2010;mujeres;real;12,35;1,25;5,25;NA;9,40;0,41
Extremadura;2010;total;real;12,10;1,50;4,90;NA;9,20;0,37
Extremadura;2011;hombres;real;7,50;2,95;4,50;NA;5,25;0,33
Extremadura;2011;mujeres;real;7,70;2,65;4,70;NA;5,15;0,38
Extremadura;2011;total;real;7,60;2,80;4,60;NA;5,20;0,35
Extremadura;2012;hombres;real;13,40;3,20;6,90;NA;7,70;0,33
Extremadura;2012;mujeres;real;12,80;3,20;7,10;NA;6,90;0,39
Extremadura;2012;total;real;13,10;3,20;7,00;NA;7,30;0,35
Extremadura;2013;hombres;real;21,75;1,65;5,65;NA;9,30;0,31
Extremadura;2013;mujeres;real;22,05;1,35;5,15;NA;9,10;0,38
Extremadura;2013;total;real;21,90;1,50;5,40;NA;9,20;0,33
Extremadura;2014;hombres;real;20,95;3,60;7,55;8,50;7,70;0,30
Extremadura;2014;mujeres;real;21,45;3,60;7,45;31,90;7,90;0,36
Extremadura;2014;total;real;21,20;3,60;7,50;40,40;7,80;0,32
Extremadura;2015;hombres;real;20,55;4,35;5,90;8,20;6,40;0,28
Extremadura;2015;mujeres;real;21,05;4,05;5,70;31,60;6,20;0,35
Extremadura;2015;total;real;20,80;4,20;5,80;39,80;6,30;0,31
Extremadura;2016;hombres;real;17,55;2,50;3,35;6,70;6,25;0,29
Extremadura;2016;mujeres;real;18,65;2,70;3,85;33,50;5,95;0,36
Extremadura;2016;total;real;18,10;2,60;3,60;40,30;6,10;0,32
Extremadura;2017;hombres;real;11,75;2,60;5,40;7,30;11,40;0,30
Extremadura;2017;mujeres;real;12,25;3,00;6,20;34,20;11,20;0,37
Extremadura;2017;total;real;12,00;2,80;5,80;41,50;11,30;0,32
Extremadura;2018;hombres;real;11,95;1,55;4,65;8,40;9,80;0,31
Extremadura;2018;mujeres;real;12,85;1,65;5,75;32,20;10,00;0,38
Extremadura;2018;total;real;12,40;1,60;5,20;40,60;9,90;0,33
Extremadura;2019;hombres;real;12,65;1,50;6,15;9,50;10,05;0,33
Extremadura;2019;mujeres;real;13,75;1,70;6,65;32,40;10,15;0,41
Extremadura;2019;total;real;13,20;1,60;6,40;41,90;10,10;0,35
Extremadura;2020;hombres;real;12,40;4,30;3,25;9,70;14,00;0,33
Extremadura;2020;mujeres;real;13,00;3,90;4,15;34,00;13,40;0,40
Extremadura;2020;total;real;12,70;4,10;3,70;43,70;13,70;0,35
Extremadura;2021;hombres;proyeccion;NA;NA;NA;9,25;NA;NA
Extremadura;2021;hombres;real;7,95;2,45;5,45;NA;12,10;0,34
Extremadura;2021;mujeres;proyeccion;NA;NA;NA;33,96;NA;NA
Extremadura;2021;mujeres;real;8,05;2,15;5,75;NA;11,50;0,40
Extremadura;2021;total;proyeccion;NA;NA;NA;42,97;NA;NA
Extremadura;2021;total;real;8,00;2,30;5,60;NA;11,80;0,36
Extremadura;2022;hombres;proyeccion;NA;NA;NA;9,23;NA;NA
Extremadura;2022;hombres;real;10,60;1,80;4,00;NA;12,65;0,35
Extremadura;2022;mujeres;proyeccion;NA;NA;NA;34,01;NA;NA
Extremadura;2022;mujeres;real;11,40;1,80;4,80;NA;12,15;0,39
Extremadura;2022;total;proyeccion;NA;NA;NA;42,54;NA;NA
Extremadura;2022;total;real;11,00;1,80;4,40;NA;12,40;0,36
Extremadura;2023;hombres;proyeccion;NA;NA;NA;9,24;NA;NA
Extremadura;2023;hombres;real;10,80;2,20;4,50;NA;13,75;0,35
Extremadura;2023;mujeres;proyeccion;NA;NA;NA;34,01;NA;NA
Extremadura;2023;mujeres;real;11,20;2,20;4,90;NA;13,05;0,40
Extremadura;2023;total;proyeccion;NA;NA;NA;42,74;NA;NA
Extremadura;2023;total;real;11,00;2,20;4,70;NA;13,40;0,37
Extremadura;2024;hombres;proyeccion;9,66;2,81;4,89;9,25;12,27;0,38
Extremadura;2024;mujeres;proyeccion;10,32;2,78;4,84;34,17;12,66;0,43
Extremadura;2024;total;proyeccion;9,87;2,79;4,95;42,61;12,33;0,39
Extremadura;2025;hombres;proyeccion;9,28;4,08;5,01;9,34;12,95;0,38
Extremadura;2025;mujeres;proyeccion;9,68;4,05;4,80;34,27;12,76;0,43
Extremadura;2025;total;proyeccion;9,45;4,03;4,88;42,57;13,01;0,39
Extremadura;2026;hombres;proyeccion;8,95;4,10;5,00;9,55;12,36;0,39
Extremadura;2026;mujeres;proyeccion;9,13;4,07;4,83;34,33;12,52;0,44
Extremadura;2026;total;proyeccion;9,13;4,11;4,92;42,79;12,42;0,40
Galicia;2004;hombres;real;8,40;15,85;NA;NA;6,55;NA
Galicia;2004;mujeres;real;8,80;15,75;NA;NA;6,65;NA
Galicia;2004;total;real;8,60;15,80;NA;NA;6,60;NA
Galicia;2005;hombres;real;8,05;3,70;NA;NA;4,70;NA
Galicia;2005;mujeres;real;8,95;3,70;NA;NA;4,50;NA
Galicia;2005;total;real;8,50;3,70;NA;NA;4,60;NA
Galicia;2006;hombres;real;10,70;2,35;NA;NA;6,45;NA
Galicia;2006;mujeres;real;10,90;1,85;NA;NA;6,15;NA
Galicia;2006;total;real;10,80;2,10;NA;NA;6,30;NA
Galicia;2007;hombres;real;8,75;3,45;NA;NA;5,80;NA
Galicia;2007;mujeres;real;9,25;3,35;NA;NA;5,60;NA
Galicia;2007;total;real;9,00;3,40;NA;NA;5,70;NA
Galicia;2008;hombres;real;9,70;3,00;3,65;NA;3,70;0,58
Galicia;2008;mujeres;real;10,10;2,40;3,75;NA;3,10;0,73
Galicia;2008;total;real;9,90;2,70;3,70;NA;3,40;0,62
Galicia;2009;hombres;real;13,15;2,25;4,45;NA;6,90;0,51
Galicia;2009;mujeres;real;13,05;1,55;4,55;NA;6,50;0,62
Galicia;2009;total;real;13,10;1,90;4,50;NA;6,70;0,55
Galicia;2010;hombres;real;13,15;2,75;4,35;NA;6,80;0,44
Galicia;2010;mujeres;real;13,65;2,25;5,05;NA;7,20;0,54
Galicia;2010;total;real;13,40;2,50;4,70;NA;7,00;0,47
Galicia;2011;hombres;real;12,00;3,75;5,70;NA;5,65;0,42
Galicia;2011;mujeres;real;12,20;3,45;5,90;NA;5,55;0,51
Galicia;2011;total;real;12,10;3,60;5,80;NA;5,60;0,45
Galicia;2012;hombres;real;13,30;0,70;6,60;NA;8,00;0,41
Galicia;2012;mujeres;real;12,70;0,70;6,80;NA;7,20;0,51
Galicia;2012;total;real;13,00;0,70;6,70;NA;7,60;0,45
Galicia;2013;hombres;real;16,95;1,45;7,25;NA;6,00;0,36
Galicia;2013;mujeres;real;17,25;1,15;6,75;NA;5,80;0,45
Galicia;2013;total;real;17,10;1,30;7,00;NA;5,90;0,40
Galicia;2014;hombres;real;21,25;1,40;4,55;17,80;7,30;0,35
Galicia;2014;mujeres;real;21,75;1,40;4,45;92,70;7,50;0,44
Galicia;2014;total;real;21,50;1,40;4,50;110,50;7,40;0,39
Galicia;2015;hombres;real;7,55;2,25;6,50;18,50;7,90;0,34
Galicia;2015;mujeres;real;8,05;1,95;6,30;92,60;7,70;0,43
Galicia;2015;total;real;7,80;2,10;6,40;111,10;7,80;0,37
Galicia;2016;hombres;real;5,35;0,80;6,35;19,70;6,55;0,33
Galicia;2016;mujeres;real;6,45;1,00;6,85;95,00;6,25;0,42
Galicia;2016;total;real;5,90;0,90;6,60;114,70;6,40;0,36
Galicia;2017;hombres;real;5,25;2,30;5,90;19,00;4,60;0,33
Galicia;2017;mujeres;real;5,75;2,70;6,70;94,00;4,40;0,42
Galicia;2017;total;real;5,50;2,50;6,30;113,00;4,50;0,36
Galicia;2018;hombres;real;5,75;1,45;4,05;19,30;3,80;0,35
Galicia;2018;mujeres;real;6,65;1,55;5,15;102,50;4,00;0,44
Galicia;2018;total;real;6,20;1,50;4,60;121,80;3,90;0,38
Galicia;2019;hombres;real;4,95;1,90;4,85;19,40;5,55;0,37
Galicia;2019;mujeres;real;6,05;2,10;5,35;104,40;5,65;0,47
Galicia;2019;total;real;5,50;2,00;5,10;123,90;5,60;0,41
Galicia;2020;hombres;real;6,30;2,00;4,85;21,70;8,80;0,39
Galicia;2020;mujeres;real;6,90;1,60;5,75;88,40;8,20;0,49
Galicia;2020;total;real;6,60;1,80;5,30;110,00;8,50;0,42
Galicia;2021;hombres;proyeccion;NA;NA;NA;21,54;NA;NA
Galicia;2021;hombres;real;6,85;2,55;5,25;NA;9,30;0,40
Galicia;2021;mujeres;proyeccion;NA;NA;NA;99,16;NA;NA
Galicia;2021;mujeres;real;6,95;2,25;5,55;NA;8,70;0,50
Galicia;2021;total;proyeccion;NA;NA;NA;116,00;NA;NA
Galicia;2021;total;real;6,90;2,40;5,40;NA;9,00;0,43
Galicia;2022;hombres;proyeccion;NA;NA;NA;22,16;NA;NA
Galicia;2022;hombres;real;6,60;3,20;4,40;NA;9,65;0,39
Galicia;2022;mujeres;proyeccion;NA;NA;NA;99,37;NA;NA
Galicia;2022;mujeres;real;7,40;3,20;5,20;NA;9,15;0,49
Galicia;2022;total;proyeccion;NA;NA;NA;115,66;NA;NA
Galicia;2022;total;real;7,00;3,20;4,80;NA;9,40;0,43
Galicia;2023;hombres;proyeccion;NA;NA;NA;22,31;NA;NA
Galicia;2023;hombres;real;8,40;4,50;4,60;NA;9,55;0,40
Galicia;2023;mujeres;proyeccion;NA;NA;NA;100,06;NA;NA
Galicia;2023;mujeres;real;8,80;4,50;5,00;NA;8,85;0,50
Galicia;2023;total;proyeccion;NA;NA;NA;116,26;NA;NA
Galicia;2023;total;real;8,60;4,50;4,80;NA;9,20;0,44
Galicia;2024;hombres;proyeccion;7,51;4,77;4,85;22,34;10,05;0,43
Galicia;2024;mujeres;proyeccion;8,20;4,73;5,19;99,84;9,38;0,53
Galicia;2024;total;proyeccion;8,19;4,77;4,94;116,26;9,53;0,47
Galicia;2025;hombres;proyeccion;7,83;5,46;4,76;22,37;11,45;0,44
Galicia;2025;mujeres;proyeccion;8,20;5,39;5,10;99,94;9,48;0,54
Galicia;2025;total;proyeccion;8,07;5,41;4,97;116,25;9,63;0,48
Galicia;2026;hombres;proyeccion;7,81;5,62;4,82;22,47;12,20;0,44
Galicia;2026;mujeres;proyeccion;8,21;5,62;5,06;99,86;9,62;0,54
Galicia;2026;total;proyeccion;8,00;5,63;4,95;116,25;10,11;0,48
Islas Baleares;2004;hombres;real;9,40;11,75;NA;NA;8,35;NA
Islas Baleares;2004;mujeres;real;9,80;11,65;NA;NA;8,45;NA
Islas Baleares;2004;total;real;9,60;11,70;NA;NA;8,40;NA
Islas Baleares;2005;hombres;real;15,35;8,70;NA;NA;12,80;NA
Islas Baleares;2005;mujeres;real;16,25;8,70;NA;NA;12,60;NA
Islas Baleares;2005;total;real;15,80;8,70;NA;NA;12,70;NA
Islas Baleares;2006;hombres;real;11,80;10,45;NA;NA;12,45;NA
Islas Baleares;2006;mujeres;real;12,00;9,95;NA;NA;12,15;NA
Islas Baleares;2006;total;real;11,90;10,20;NA;NA;12,30;NA
Islas Baleares;2007;hombres;real;7,15;8,35;NA;NA;10,30;NA
Islas Baleares;2007;mujeres;real;7,65;8,25;NA;NA;10,10;NA
Islas Baleares;2007;total;real;7,40;8,30;NA;NA;10,20;NA
Islas Baleares;2008;hombres;real;13,90;3,30;19,35;NA;8,80;0,83
Islas Baleares;2008;mujeres;real;14,30;2,70;19,45;NA;8,20;0,98
Islas Baleares;2008;total;real;14,10;3,00;19,40;NA;8,50;0,90
Islas Baleares;2009;hombres;real;16,45;6,25;18,45;NA;18,80;0,68
Islas Baleares;2009;mujeres;real;16,35;5,55;18,55;NA;18,40;0,81
Islas Baleares;2009;total;real;16,40;5,90;18,50;NA;18,60;0,74
Islas Baleares;2010;hombres;real;14,55;5,05;20,25;NA;13,50;0,60
Islas Baleares;2010;mujeres;real;15,05;4,55;20,95;NA;13,90;0,68
Islas Baleares;2010;total;real;14,80;4,80;20,60;NA;13,70;0,64
Islas Baleares;2011;hombres;real;15,90;4,65;20,00;NA;17,45;0,53
Islas Baleares;2011;mujeres;real;16,10;4,35;20,20;NA;17,35;0,60
Islas Baleares;2011;total;real;16,00;4,50;20,10;NA;17,40;0,57
Islas Baleares;2012;hombres;real;9,20;6,50;20,80;NA;18,10;0,50
Islas Baleares;2012;mujeres;real;8,60;6,50;21,00;NA;17,30;0,57
Islas Baleares;2012;total;real;8,90;6,50;20,90;NA;17,70;0,54
Islas Baleares;2013;hombres;real;18,65;7,45;19,75;NA;19,50;0,47
Islas Baleares;2013;mujeres;real;18,95;7,15;19,25;NA;19,30;0,54
Islas Baleares;2013;total;real;18,80;7,30;19,50;NA;19,40;0,51
Islas Baleares;2014;hombres;real;16,45;10,40;21,85;8,60;21,20;0,46
Islas Baleares;2014;mujeres;real;16,95;10,40;21,75;31,50;21,40;0,54
Islas Baleares;2014;total;real;16,70;10,40;21,80;40,10;21,30;0,50
Islas Baleares;2015;hombres;real;17,65;6,55;20,60;8,40;21,80;0,50
Islas Baleares;2015;mujeres;real;18,15;6,25;20,40;31,30;21,60;0,58
Islas Baleares;2015;total;real;17,90;6,40;20,50;39,70;21,70;0,54
Islas Baleares;2016;hombres;real;13,45;10,40;11,25;8,90;12,75;0,59
Islas Baleares;2016;mujeres;real;14,55;10,60;11,75;34,20;12,45;0,68
Islas Baleares;2016;total;real;14,00;10,50;11,50;43,20;12,60;0,63
Islas Baleares;2017;hombres;real;5,65;11,50;16,40;8,20;15,50;0,71
Islas Baleares;2017;mujeres;real;6,15;11,90;17,20;35,30;15,30;0,79
Islas Baleares;2017;total;real;5,90;11,70;16,80;43,50;15,40;0,75
Islas Baleares;2018;hombres;real;9,95;7,85;9,15;6,80;10,10;0,70
Islas Baleares;2018;mujeres;real;10,85;7,95;10,25;35,40;10,30;0,80
Islas Baleares;2018;total;real;10,40;7,90;9,70;42,20;10,20;0,74
Islas Baleares;2019;hombres;real;5,65;13,70;11,45;6,90;13,95;0,70
Islas Baleares;2019;mujeres;real;6,75;13,90;11,95;36,20;14,05;0,77
Islas Baleares;2019;total;real;6,20;13,80;11,70;43,10;14,00;0,74
Islas Baleares;2020;hombres;real;8,70;9,90;9,95;8,30;13,40;0,68
Islas Baleares;2020;mujeres;real;9,30;9,50;10,85;37,20;12,80;0,79
Islas Baleares;2020;total;real;9,00;9,70;10,40;45,40;13,10;0,73
Islas Baleares;2021;hombres;proyeccion;NA;NA;NA;8,55;NA;NA
Islas Baleares;2021;hombres;real;5,35;6,65;17,65;NA;20,60;0,63
Islas Baleares;2021;mujeres;proyeccion;NA;NA;NA;36,82;NA;NA
Islas Baleares;2021;mujeres;real;5,45;6,35;17,95;NA;20,00;0,70
Islas Baleares;2021;total;proyeccion;NA;NA;NA;43,67;NA;NA
Islas Baleares;2021;total;real;5,40;6,50;17,80;NA;20,30;0,66
Islas Baleares;2022;hombres;proyeccion;NA;NA;NA;8,88;NA;NA
Islas Baleares;2022;hombres;real;5,30;9,30;11,40;NA;20,75;0,66
Islas Baleares;2022;mujeres;proyeccion;NA;NA;NA;36,60;NA;NA
Islas Baleares;2022;mujeres;real;6,10;9,30;12,20;NA;20,25;0,69
Islas Baleares;2022;total;proyeccion;NA;NA;NA;43,92;NA;NA
Islas Baleares;2022;total;real;5,70;9,30;11,80;NA;20,50;0,67
Islas Baleares;2023;hombres;proyeccion;NA;NA;NA;8,98;NA;NA
Islas Baleares;2023;hombres;real;5,00;10,10;14,30;NA;16,15;0,78
Islas Baleares;2023;mujeres;proyeccion;NA;NA;NA;36,72;NA;NA
Islas Baleares;2023;mujeres;real;5,40;10,10;14,70;NA;15,45;0,82
Islas Baleares;2023;total;proyeccion;NA;NA;NA;43,82;NA;NA
Islas Baleares;2023;total;real;5,20;10,10;14,50;NA;15,80;0,80
Islas Baleares;2024;hombres;proyeccion;5,42;9,02;12,83;8,99;16,00;0,86
Islas Baleares;2024;mujeres;proyeccion;5,65;9,08;12,97;36,54;16,02;0,90
Islas Baleares;2024;total;proyeccion;5,36;9,06;12,94;43,83;15,96;0,87
Islas Baleares;2025;hombres;proyeccion;5,61;9,13;12,39;9,00;15,73;0,89
Islas Baleares;2025;mujeres;proyeccion;5,43;9,18;12,70;36,68;15,70;0,94
Islas Baleares;2025;total;proyeccion;5,30;9,15;12,78;43,83;15,69;0,91
Islas Baleares;2026;hombres;proyeccion;5,56;9,32;12,62;8,97;15,83;0,90
Islas Baleares;2026;mujeres;proyeccion;5,59;9,49;12,51;36,31;15,69;0,95
Islas Baleares;2026;total;proyeccion;5,26;9,39;12,56;43,83;15,65;0,91
La Rioja;2004;hombres;real;6,50;15,05;NA;NA;4,85;NA
La Rioja;2004;mujeres;real;6,90;14,95;NA;NA;4,95;NA
La Rioja;2004;total;real;6,70;15,00;NA;NA;4,90;NA
La Rioja;2005;hombres;real;4,65;4,10;NA;NA;4,60;NA
La Rioja;2005;mujeres;real;5,55;4,10;NA;NA;4,40;NA
La Rioja;2005;total;real;5,10;4,10;NA;NA;4,50;NA
La Rioja;2006;hombres;real;9,70;6,85;NA;NA;5,35;NA
La Rioja;2006;mujeres;real;9,90;6,35;NA;NA;5,05;NA
La Rioja;2006;total;real;9,80;6,60;NA;NA;5,20;NA
La Rioja;2007;hombres;real;8,65;1,75;NA;NA;9,90;NA
La Rioja;2007;mujeres;real;9,15;1,65;NA;NA;9,70;NA
La Rioja;2007;total;real;8,90;1,70;NA;NA;9,80;NA
La Rioja;2008;hombres;real;13,00;3,60;11,95;NA;7,60;NA
La Rioja;2008;mujeres;real;13,40;3,00;12,05;NA;7,00;NA
La Rioja;2008;total;real;13,20;3,30;12,00;NA;7,30;NA
La Rioja;2009;hombres;real;15,35;6,25;7,45;NA;11,90;NA
La Rioja;2009;mujeres;real;15,25;5,55;7,55;NA;11,50;NA
La Rioja;2009;total;real;15,30;5,90;7,50;NA;11,70;NA
La Rioja;2010;hombres;real;16,15;7,35;7,75;NA;12,10;0,38
La Rioja;2010;mujeres;real;16,65;6,85;8,45;NA;12,50;0,49
La Rioja;2010;total;real;16,40;7,10;8,10;NA;12,30;0,41
La Rioja;2011;hombres;real;8,70;5,25;12,30;NA;10,75;0,35
La Rioja;2011;mujeres;real;8,90;4,95;12,50;NA;10,65;0,47
La Rioja;2011;total;real;8,80;5,10;12,40;NA;10,70;0,39
La Rioja;2012;hombres;real;14,70;2,40;11,80;NA;11,20;0,35
La Rioja;2012;mujeres;real;14,10;2,40;12,00;NA;10,40;0,48
La Rioja;2012;total;real;14,40;2,40;11,90;NA;10,80;0,40
La Rioja;2013;hombres;real;14,25;0,65;14,75;NA;11,10;0,33
La Rioja;2013;mujeres;real;14,55;0,35;14,25;NA;10,90;0,43
La Rioja;2013;total;real;14,40;0,50;14,50;NA;11,00;0,37
La Rioja;2014;hombres;real;10,65;1,40;9,05;1,90;11,30;0,29
La Rioja;2014;mujeres;real;11,15;1,40;8,95;8,60;11,50;0,38
La Rioja;2014;total;real;10,90;1,40;9,00;10,50;11,40;0,32
La Rioja;2015;hombres;real;8,45;1,15;8,30;1,60;16,30;0,29
La Rioja;2015;mujeres;real;8,95;0,85;8,10;8,90;16,10;0,37
La Rioja;2015;total;real;8,70;1,00;8,20;10,50;16,20;0,32
La Rioja;2016;hombres;real;7,75;0,50;6,35;2,10;12,65;0,29
La Rioja;2016;mujeres;real;8,85;0,70;6,85;10,60;12,35;0,37
La Rioja;2016;total;real;8,30;0,60;6,60;12,70;12,50;0,32
La Rioja;2017;hombres;real;0,35;-0,10;3,60;2,40;4,50;0,30
La Rioja;2017;mujeres;real;0,85;0,30;4,40;9,80;4,30;0,40
La Rioja;2017;total;real;0,60;0,10;4,00;12,20;4,40;0,33
La Rioja;2018;hombres;real;6,95;-0,05;8,85;2,30;7,80;0,32
La Rioja;2018;mujeres;real;7,85;0,05;9,95;8,30;8,00;0,42
La Rioja;2018;total;real;7,40;0,00;9,40;10,60;7,90;0,35
La Rioja;2019;hombres;real;2,25;2,00;5,55;2,40;4,85;0,34
La Rioja;2019;mujeres;real;3,35;2,20;6,05;9,60;4,95;0,44
La Rioja;2019;total;real;2,80;2,10;5,80;12,00;4,90;0,37
La Rioja;2020;hombres;real;5,70;2,80;4,15;2,80;8,50;0,36
La Rioja;2020;mujeres;real;6,30;2,40;5,05;10,10;7,90;0,46
La Rioja;2020;total;real;6,00;2,60;4,60;12,90;8,20;0,39
La Rioja;2021;hombres;proyeccion;NA;NA;NA;2,55;NA;NA
La Rioja;2021;hombres;real;3,05;3,85;8,05;NA;8,30;0,36
La Rioja;2021;mujeres;proyeccion;NA;NA;NA;10,15;NA;NA
La Rioja;2021;mujeres;real;3,15;3,55;8,35;NA;7,70;0,46
La Rioja;2021;total;proyeccion;NA;NA;NA;11,86;NA;NA
La Rioja;2021;total;real;3,10;3,70;8,20;NA;8,00;0,39
La Rioja;2022;hombres;proyeccion;NA;NA;NA;2,55;NA;NA
La Rioja;2022;hombres;real;2,90;5,00;6,50;NA;8,05;0,35
La Rioja;2022;mujeres;proyeccion;NA;NA;NA;10,14;NA;NA
La Rioja;2022;mujeres;real;3,70;5,00;7,30;NA;7,55;0,46
La Rioja;2022;total;proyeccion;NA;NA;NA;12,54;NA;NA
La Rioja;2022;total;real;3,30;5,00;6,90;NA;7,80;0,39
La Rioja;2023;hombres;proyeccion;NA;NA;NA;2,54;NA;NA
La Rioja;2023;hombres;real;4,60;5,70;5,30;NA;10,75;0,35
La Rioja;2023;mujeres;proyeccion;NA;NA;NA;10,23;NA;NA
La Rioja;2023;mujeres;real;5,00;5,70;5,70;NA;10,05;0,43
La Rioja;2023;total;proyeccion;NA;NA;NA;11,83;NA;NA
La Rioja;2023;total;real;4,80;5,70;5,50;NA;10,40;0,39
La Rioja;2024;hombres;proyeccion;4,72;5,49;6,88;2,54;12,08;0,37
La Rioja;2024;mujeres;proyeccion;4,83;5,54;6,92;10,36;10,67;0,45
La Rioja;2024;total;proyeccion;4,83;5,50;7,01;11,97;11,34;0,40
La Rioja;2025;hombres;proyeccion;5,47;5,68;6,44;2,54;12,81;0,40
La Rioja;2025;mujeres;proyeccion;4,78;5,78;6,47;10,36;12,17;0,48
La Rioja;2025;total;proyeccion;4,92;5,72;6,47;11,89;13,01;0,43
La Rioja;2026;hombres;proyeccion;5,63;5,57;6,65;2,54;12,60;0,40
La Rioja;2026;mujeres;proyeccion;4,88;5,79;6,80;10,36;12,73;0,48
La Rioja;2026;total;proyeccion;5,23;5,56;6,89;11,88;12,88;0,43
País Vasco;2004;hombres;real;5,00;16,15;NA;NA;4,05;NA
País Vasco;2004;mujeres;real;5,40;16,05;NA;NA;4,15;NA
País Vasco;2004;total;real;5,20;16,10;NA;NA;4,10;NA
País Vasco;2005;hombres;real;7,45;5,20;NA;NA;5,30;NA
País Vasco;2005;mujeres;real;8,35;5,20;NA;NA;5,10;NA
País Vasco;2005;total;real;7,90;5,20;NA;NA;5,20;NA
País Vasco;2006;hombres;real;5,00;3,65;NA;NA;6,15;NA
País Vasco;2006;mujeres;real;5,20;3,15;NA;NA;5,85;NA
País Vasco;2006;total;real;5,10;3,40;NA;NA;6,00;NA
País Vasco;2007;hombres;real;6,45;4,45;NA;NA;4,80;NA
País Vasco;2007;mujeres;real;6,95;4,35;NA;NA;4,60;NA
País Vasco;2007;total;real;6,70;4,40;NA;NA;4,70;NA
País Vasco;2008;hombres;real;6,90;3,20;4,15;NA;5,10;NA
País Vasco;2008;mujeres;real;7,30;2,60;4,25;NA;4,50;NA
País Vasco;2008;total;real;7,10;2,90;4,20;NA;4,80;NA
País Vasco;2009;hombres;real;10,35;2,75;5,45;NA;4,00;NA
País Vasco;2009;mujeres;real;10,25;2,05;5,55;NA;3,60;NA
País Vasco;2009;total;real;10,30;2,40;5,50;NA;3,80;NA
País Vasco;2010;hombres;real;5,45;3,25;7,75;NA;4,70;0,46
País Vasco;2010;mujeres;real;5,95;2,75;8,45;NA;5,10;0,64
País Vasco;2010;total;real;5,70;3,00;8,10;NA;4,90;0,52
País Vasco;2011;hombres;real;6,30;3,15;9,30;NA;5,25;0,48
País Vasco;2011;mujeres;real;6,50;2,85;9,50;NA;5,15;0,67
País Vasco;2011;total;real;6,40;3,00;9,40;NA;5,20;0,55
País Vasco;2012;hombres;real;6,70;0,80;7,80;NA;4,30;0,47
País Vasco;2012;mujeres;real;6,10;0,80;8,00;NA;3,50;0,66
País Vasco;2012;total;real;6,40;0,80;7,90;NA;3,90;0,54
País Vasco;2013;hombres;real;11,35;1,55;6,65;NA;5,60;0,44
País Vasco;2013;mujeres;real;11,65;1,25;6,15;NA;5,40;0,61
País Vasco;2013;total;real;11,50;1,40;6,40;NA;5,50;0,50
País Vasco;2014;hombres;real;10,85;1,00;7,45;15,70;5,60;0,41
País Vasco;2014;mujeres;real;11,35;1,00;7,35;64,80;5,80;0,55
País Vasco;2014;total;real;11,10;1,00;7,40;80,50;5,70;0,46
País Vasco;2015;hombres;real;10,15;0,55;7,60;16,60;6,20;0,41
País Vasco;2015;mujeres;real;10,65;0,25;7,40;69,40;6,00;0,57
