ccaa;periodo;genero;origen;dif_finmes;espacio_insuf;gasto_elevado;hogares_mono;retrasos_pagos;salario_destinado
País Vasco;2015;total;real;10,40;0,40;7,50;86,00;6,10;0,47
País Vasco;2016;hombres;real;5,45;1,50;6,85;16,90;6,65;0,42
País Vasco;2016;mujeres;real;6,55;1,70;7,35;75,00;6,35;0,58
País Vasco;2016;total;real;6,00;1,60;7,10;91,90;6,50;0,48
País Vasco;2017;hombres;real;5,15;0,50;7,90;15,50;6,00;0,43
País Vasco;2017;mujeres;real;5,65;0,90;8,70;80,00;5,80;0,59
País Vasco;2017;total;real;5,40;0,70;8,30;95,40;5,90;0,49
País Vasco;2018;hombres;real;6,05;3,05;6,85;16,80;5,30;0,46
País Vasco;2018;mujeres;real;6,95;3,15;7,95;79,40;5,50;0,64
País Vasco;2018;total;real;6,50;3,10;7,40;96,10;5,40;0,52
País Vasco;2019;hombres;real;5,65;2,30;6,05;17,70;8,45;0,47
País Vasco;2019;mujeres;real;6,75;2,50;6,55;75,10;8,55;0,61
País Vasco;2019;total;real;6,20;2,40;6,30;92,80;8,50;0,52
País Vasco;2020;hombres;real;5,30;5,30;6,75;16,50;8,50;0,48
País Vasco;2020;mujeres;real;5,90;4,90;7,65;76,80;7,90;0,61
País Vasco;2020;total;real;5,60;5,10;7,20;93,30;8,20;0,54
País Vasco;2021;hombres;proyeccion;NA;NA;NA;17,56;NA;NA
País Vasco;2021;hombres;real;4,55;3,85;6,45;NA;9,10;0,47
País Vasco;2021;mujeres;proyeccion;NA;NA;NA;76,78;NA;NA
País Vasco;2021;mujeres;real;4,65;3,55;6,75;NA;8,50;0,60
País Vasco;2021;total;proyeccion;NA;NA;NA;94,06;NA;NA
País Vasco;2021;total;real;4,60;3,70;6,60;NA;8,80;0,52
País Vasco;2022;hombres;proyeccion;NA;NA;NA;17,05;NA;NA
País Vasco;2022;hombres;real;3,50;3,00;6,90;NA;7,45;0,46
País Vasco;2022;mujeres;proyeccion;NA;NA;NA;77,54;NA;NA
País Vasco;2022;mujeres;real;4,30;3,00;7,70;NA;6,95;0,59
País Vasco;2022;total;proyeccion;NA;NA;NA;94,55;NA;NA
País Vasco;2022;total;real;3,90;3,00;7,30;NA;7,20;0,51
País Vasco;2023;hombres;proyeccion;NA;NA;NA;17,87;NA;NA
País Vasco;2023;hombres;real;6,10;5,20;5,70;NA;10,75;0,48
País Vasco;2023;mujeres;proyeccion;NA;NA;NA;79,84;NA;NA
País Vasco;2023;mujeres;real;6,50;5,20;6,10;NA;10,05;0,57
País Vasco;2023;total;proyeccion;NA;NA;NA;96,19;NA;NA
País Vasco;2023;total;real;6,30;5,20;5,90;NA;10,40;0,51
País Vasco;2024;hombres;proyeccion;5,82;4,76;6,96;17,85;10,13;0,53
País Vasco;2024;mujeres;proyeccion;6,14;4,54;7,19;81,70;9,42;0,62
País Vasco;2024;total;proyeccion;5,87;4,49;6,96;96,18;9,57;0,55
País Vasco;2025;hombres;proyeccion;5,64;5,23;6,41;18,16;10,64;0,56
País Vasco;2025;mujeres;proyeccion;5,98;4,97;6,47;82,46;9,73;0,64
País Vasco;2025;total;proyeccion;5,48;4,95;6,45;95,95;9,78;0,58
País Vasco;2026;hombres;proyeccion;5,60;5,15;7,21;18,87;10,89;0,58
País Vasco;2026;mujeres;proyeccion;5,43;5,13;7,16;84,65;9,44;0,66
País Vasco;2026;total;proyeccion;5,44;5,09;7,19;95,95;9,73;0,60
Principado de Asturias;2004;hombres;real;6,60;10,55;NA;NA;4,65;NA
Principado de Asturias;2004;mujeres;real;7,00;10,45;NA;NA;4,75;NA
Principado de Asturias;2004;total;real;6,80;10,50;NA;NA;4,70;NA
Principado de Asturias;2005;hombres;real;3,95;2,30;NA;NA;1,80;NA
Principado de Asturias;2005;mujeres;real;4,85;2,30;NA;NA;1,60;NA
Principado de Asturias;2005;total;real;4,40;2,30;NA;NA;1,70;NA
Principado de Asturias;2006;hombres;real;3,10;2,95;NA;NA;2,95;NA
Principado de Asturias;2006;mujeres;real;3,30;2,45;NA;NA;2,65;NA
Principado de Asturias;2006;total;real;3,20;2,70;NA;NA;2,80;NA
Principado de Asturias;2007;hombres;real;6,95;1,95;NA;NA;5,60;NA
Principado de Asturias;2007;mujeres;real;7,45;1,85;NA;NA;5,40;NA
Principado de Asturias;2007;total;real;7,20;1,90;NA;NA;5,50;NA
Principado de Asturias;2008;hombres;real;4,30;2,20;3,65;NA;3,80;0,56
Principado de Asturias;2008;mujeres;real;4,70;1,60;3,75;NA;3,20;0,77
Principado de Asturias;2008;total;real;4,50;1,90;3,70;NA;3,50;0,63
Principado de Asturias;2009;hombres;real;8,15;2,05;4,75;NA;5,50;0,46
Principado de Asturias;2009;mujeres;real;8,05;1,35;4,85;NA;5,10;0,62
Principado de Asturias;2009;total;real;8,10;1,70;4,80;NA;5,30;0,51
Principado de Asturias;2010;hombres;real;5,55;1,45;3,45;NA;3,10;0,42
Principado de Asturias;2010;mujeres;real;6,05;0,95;4,15;NA;3,50;0,59
Principado de Asturias;2010;total;real;5,80;1,20;3,80;NA;3,30;0,48
Principado de Asturias;2011;hombres;real;3,20;1,95;5,20;NA;2,65;0,39
Principado de Asturias;2011;mujeres;real;3,40;1,65;5,40;NA;2,55;0,56
Principado de Asturias;2011;total;real;3,30;1,80;5,30;NA;2,60;0,45
Principado de Asturias;2012;hombres;real;7,30;1,70;5,60;NA;5,50;0,37
Principado de Asturias;2012;mujeres;real;6,70;1,70;5,80;NA;4,70;0,52
Principado de Asturias;2012;total;real;7,00;1,70;5,70;NA;5,10;0,43
Principado de Asturias;2013;hombres;real;8,65;1,15;7,85;NA;7,60;0,34
Principado de Asturias;2013;mujeres;real;8,95;0,85;7,35;NA;7,40;0,49
Principado de Asturias;2013;total;real;8,80;1,00;7,60;NA;7,50;0,39
Principado de Asturias;2014;hombres;real;5,65;0,90;7,25;7,20;8,30;0,32
Principado de Asturias;2014;mujeres;real;6,15;0,90;7,15;41,90;8,50;0,45
Principado de Asturias;2014;total;real;5,90;0,90;7,20;49,10;8,40;0,38
Principado de Asturias;2015;hombres;real;8,85;1,35;8,80;6,20;6,60;0,31
Principado de Asturias;2015;mujeres;real;9,35;1,05;8,60;40,20;6,40;0,46
Principado de Asturias;2015;total;real;9,10;1,20;8,70;46,40;6,50;0,36
Principado de Asturias;2016;hombres;real;4,65;1,30;6,25;8,00;5,45;0,32
Principado de Asturias;2016;mujeres;real;5,75;1,50;6,75;43,40;5,15;0,47
Principado de Asturias;2016;total;real;5,20;1,40;6,50;51,40;5,30;0,37
Principado de Asturias;2017;hombres;real;10,45;1,50;7,00;8,60;5,90;0,32
Principado de Asturias;2017;mujeres;real;10,95;1,90;7,80;46,10;5,70;0,49
Principado de Asturias;2017;total;real;10,70;1,70;7,40;54,70;5,80;0,38
Principado de Asturias;2018;hombres;real;8,65;2,75;6,25;7,30;4,40;0,33
Principado de Asturias;2018;mujeres;real;9,55;2,85;7,35;44,20;4,60;0,48
Principado de Asturias;2018;total;real;9,10;2,80;6,80;51,50;4,50;0,39
Principado de Asturias;2019;hombres;real;8,85;3,70;11,15;7,90;4,75;0,35
Principado de Asturias;2019;mujeres;real;9,95;3,90;11,65;44,50;4,85;0,49
Principado de Asturias;2019;total;real;9,40;3,80;11,40;52,40;4,80;0,39
Principado de Asturias;2020;hombres;real;9,00;3,50;9,25;8,70;12,00;0,35
Principado de Asturias;2020;mujeres;real;9,60;3,10;10,15;43,20;11,40;0,50
Principado de Asturias;2020;total;real;9,30;3,30;9,70;51,90;11,70;0,41
Principado de Asturias;2021;hombres;proyeccion;NA;NA;NA;8,67;NA;NA
Principado de Asturias;2021;hombres;real;6,65;3,05;10,35;NA;10,30;0,36
Principado de Asturias;2021;mujeres;proyeccion;NA;NA;NA;44,40;NA;NA
Principado de Asturias;2021;mujeres;real;6,75;2,75;10,65;NA;9,70;0,50
Principado de Asturias;2021;total;proyeccion;NA;NA;NA;52,34;NA;NA
Principado de Asturias;2021;total;real;6,70;2,90;10,50;NA;10,00;0,41
Principado de Asturias;2022;hombres;proyeccion;NA;NA;NA;8,91;NA;NA
Principado de Asturias;2022;hombres;real;6,10;3,80;10,00;NA;7,85;0,36
Principado de Asturias;2022;mujeres;proyeccion;NA;NA;NA;44,28;NA;NA
Principado de Asturias;2022;mujeres;real;6,90;3,80;10,80;NA;7,35;0,49
Principado de Asturias;2022;total;proyeccion;NA;NA;NA;52,39;NA;NA
Principado de Asturias;2022;total;real;6,50;3,80;10,40;NA;7,60;0,40
Principado de Asturias;2023;hombres;proyeccion;NA;NA;NA;9,06;NA;NA
Principado de Asturias;2023;hombres;real;5,40;2,10;6,30;NA;9,35;0,37
Principado de Asturias;2023;mujeres;proyeccion;NA;NA;NA;44,46;NA;NA
Principado de Asturias;2023;mujeres;real;5,80;2,10;6,70;NA;8,65;0,48
Principado de Asturias;2023;total;proyeccion;NA;NA;NA;52,57;NA;NA
Principado de Asturias;2023;total;real;5,60;2,10;6,50;NA;9,00;0,41
Principado de Asturias;2024;hombres;proyeccion;5,94;3,46;7,18;9,14;8,54;0,39
Principado de Asturias;2024;mujeres;proyeccion;6,25;3,44;7,62;44,29;8,43;0,52
Principado de Asturias;2024;total;proyeccion;6,06;3,43;7,37;53,27;8,35;0,44
Principado de Asturias;2025;hombres;proyeccion;5,99;3,26;6,55;9,30;9,24;0,43
Principado de Asturias;2025;mujeres;proyeccion;5,92;3,13;6,57;44,47;9,18;0,54
Principado de Asturias;2025;total;proyeccion;6,08;3,16;6,61;55,27;9,36;0,47
Principado de Asturias;2026;hombres;proyeccion;5,98;3,52;7,63;9,38;9,15;0,45
Principado de Asturias;2026;mujeres;proyeccion;5,80;3,38;7,70;44,30;8,77;0,56
Principado de Asturias;2026;total;proyeccion;6,17;3,46;7,93;55,36;8,93;0,48
Región de Murcia;2004;hombres;real;20,90;16,25;NA;NA;15,55;NA
Región de Murcia;2004;mujeres;real;21,30;16,15;NA;NA;15,65;NA
Región de Murcia;2004;total;real;21,10;16,20;NA;NA;15,60;NA
Región de Murcia;2005;hombres;real;17,85;9,30;NA;NA;8,30;NA
Región de Murcia;2005;mujeres;real;18,75;9,30;NA;NA;8,10;NA
Región de Murcia;2005;total;real;18,30;9,30;NA;NA;8,20;NA
Región de Murcia;2006;hombres;real;14,90;11,75;NA;NA;9,25;NA
Región de Murcia;2006;mujeres;real;15,10;11,25;NA;NA;8,95;NA
Región de Murcia;2006;total;real;15,00;11,50;NA;NA;9,10;NA
Región de Murcia;2007;hombres;real;16,65;9,05;NA;NA;13,70;NA
Región de Murcia;2007;mujeres;real;17,15;8,95;NA;NA;13,50;NA
Región de Murcia;2007;total;real;16,90;9,00;NA;NA;13,60;NA
Región de Murcia;2008;hombres;real;15,20;7,80;7,85;NA;8,80;0,46
Región de Murcia;2008;mujeres;real;15,60;7,20;7,95;NA;8,20;0,59
Región de Murcia;2008;total;real;15,40;7,50;7,90;NA;8,50;0,49
Región de Murcia;2009;hombres;real;28,15;7,45;12,75;NA;18,30;0,39
Región de Murcia;2009;mujeres;real;28,05;6,75;12,85;NA;17,90;0,51
Región de Murcia;2009;total;real;28,10;7,10;12,80;NA;18,10;0,42
Región de Murcia;2010;hombres;real;25,85;4,25;11,15;NA;20,20;0,35
Región de Murcia;2010;mujeres;real;26,35;3,75;11,85;NA;20,60;0,47
Región de Murcia;2010;total;real;26,10;4,00;11,50;NA;20,40;0,39
Región de Murcia;2011;hombres;real;12,70;9,25;8,80;NA;11,15;0,35
Región de Murcia;2011;mujeres;real;12,90;8,95;9,00;NA;11,05;0,44
Región de Murcia;2011;total;real;12,80;9,10;8,90;NA;11,10;0,38
Región de Murcia;2012;hombres;real;27,70;5,90;11,60;NA;14,50;0,35
Región de Murcia;2012;mujeres;real;27,10;5,90;11,80;NA;13,70;0,45
Región de Murcia;2012;total;real;27,40;5,90;11,70;NA;14,10;0,38
Región de Murcia;2013;hombres;real;25,95;6,45;10,25;NA;24,60;0,32
Región de Murcia;2013;mujeres;real;26,25;6,15;9,75;NA;24,40;0,44
Región de Murcia;2013;total;real;26,10;6,30;10,00;NA;24,50;0,36
Región de Murcia;2014;hombres;real;24,65;3,40;12,55;9,30;19,40;0,31
Región de Murcia;2014;mujeres;real;25,15;3,40;12,45;41,80;19,60;0,42
Región de Murcia;2014;total;real;24,90;3,40;12,50;51,10;19,50;0,34
Región de Murcia;2015;hombres;real;21,25;4,85;12,90;8,50;17,20;0,30
Región de Murcia;2015;mujeres;real;21,75;4,55;12,70;44,90;17,00;0,41
Región de Murcia;2015;total;real;21,50;4,70;12,80;53,40;17,10;0,33
Región de Murcia;2016;hombres;real;25,65;4,00;9,45;9,40;15,05;0,31
Región de Murcia;2016;mujeres;real;26,75;4,20;9,95;47,00;14,75;0,42
Región de Murcia;2016;total;real;26,20;4,10;9,70;56,40;14,90;0,35
Región de Murcia;2017;hombres;real;17,35;3,30;7,80;9,40;17,00;0,32
Región de Murcia;2017;mujeres;real;17,85;3,70;8,60;44,30;16,80;0,43
Región de Murcia;2017;total;real;17,60;3,50;8,20;53,70;16,90;0,35
Región de Murcia;2018;hombres;real;15,15;7,85;8,15;9,10;14,80;0,34
Región de Murcia;2018;mujeres;real;16,05;7,95;9,25;47,00;15,00;0,45
Región de Murcia;2018;total;real;15,60;7,90;8,70;56,10;14,90;0,37
Región de Murcia;2019;hombres;real;12,95;4,20;5,45;10,30;11,55;0,36
Región de Murcia;2019;mujeres;real;14,05;4,40;5,95;46,10;11,65;0,47
Región de Murcia;2019;total;real;13,50;4,30;5,70;56,40;11,60;0,39
Región de Murcia;2020;hombres;real;10,90;10,50;4,45;10,90;15,80;0,36
Región de Murcia;2020;mujeres;real;11,50;10,10;5,35;44,10;15,20;0,48
Región de Murcia;2020;total;real;11,20;10,30;4,90;55,00;15,50;0,40
Región de Murcia;2021;hombres;proyeccion;NA;NA;NA;10,62;NA;NA
Región de Murcia;2021;hombres;real;11,75;4,25;5,75;NA;21,60;0,38
Región de Murcia;2021;mujeres;proyeccion;NA;NA;NA;45,31;NA;NA
Región de Murcia;2021;mujeres;real;11,85;3,95;6,05;NA;21,00;0,49
Región de Murcia;2021;total;proyeccion;NA;NA;NA;55,80;NA;NA
Región de Murcia;2021;total;real;11,80;4,10;5,90;NA;21,30;0,41
Región de Murcia;2022;hombres;proyeccion;NA;NA;NA;10,64;NA;NA
Región de Murcia;2022;hombres;real;6,90;4,50;7,60;NA;12,55;0,39
Región de Murcia;2022;mujeres;proyeccion;NA;NA;NA;45,03;NA;NA
Región de Murcia;2022;mujeres;real;7,70;4,50;8,40;NA;12,05;0,50
Región de Murcia;2022;total;proyeccion;NA;NA;NA;56,17;NA;NA
Región de Murcia;2022;total;real;7,30;4,50;8,00;NA;12,30;0,43
Región de Murcia;2023;hombres;proyeccion;NA;NA;NA;10,65;NA;NA
Región de Murcia;2023;hombres;real;7,60;5,90;5,80;NA;16,95;0,40
Región de Murcia;2023;mujeres;proyeccion;NA;NA;NA;45,15;NA;NA
Región de Murcia;2023;mujeres;real;8,00;5,90;6,20;NA;16,25;0,51
Región de Murcia;2023;total;proyeccion;NA;NA;NA;56,18;NA;NA
Región de Murcia;2023;total;real;7,80;5,90;6,00;NA;16,60;0,43
Región de Murcia;2024;hombres;proyeccion;7,56;5,87;6,69;10,63;16,88;0,42
Región de Murcia;2024;mujeres;proyeccion;7,23;5,44;6,30;45,15;18,97;0,53
Región de Murcia;2024;total;proyeccion;7,41;5,64;6,98;56,18;17,25;0,45
Región de Murcia;2025;hombres;proyeccion;7,43;6,33;6,70;10,72;15,38;0,44
Región de Murcia;2025;mujeres;proyeccion;7,67;5,50;6,96;45,15;14,86;0,55
Región de Murcia;2025;total;proyeccion;7,47;5,61;6,50;56,21;14,78;0,47
Región de Murcia;2026;hombres;proyeccion;7,44;6,43;6,72;10,90;15,33;0,44
Región de Murcia;2026;mujeres;proyeccion;7,51;5,46;6,44;45,15;15,63;0,55
Región de Murcia;2026;total;proyeccion;7,54;5,52;7,27;56,33;15,39;0,47
