ccaa;ccaa_cod;periodo;origen;avs_65;mort_cancer;mort_cardio;mort_diabetes;mort_ictus;mort_epoc;mort_evitable_idx;mort_evitable_idx_0_100;med_ae;med_ap;enf_ae;enf_ap;camas;gasto_farmacia_pct;pct_pib_sanidad;imp_sanidad_eur;pib_regional_eur;espera_quir;espera_ae;reingresos_psiq;poblacion_total
Comunidad de Madrid;13;2022;real;19,19;99,17;15,25;1,34;7,36;5,53;0,47;6,02;2,39;0,69;3,84;0,51;2,64;14,10;3,28;8759661476,00;267171570000,00;63,44;75,41;10,94;6824710,00
Comunidad de Madrid;13;2023;real;21,76;98,21;16,03;1,39;6,75;6,18;0,48;6,33;2,37;0,72;3,80;0,51;2,59;13,67;2,96;8759661476,00;295939562000,00;50,65;66,77;10,00;6917111,00
Comunidad de Madrid;13;2024;proyeccion;19,56;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13,75;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;13;2024;real;NA;93,36;14,76;1,33;7,41;5,13;0,45;5,35;2,47;0,71;3,89;0,50;2,54;NA;3,23;10211960772,00;316193370000,00;48,09;71,59;10,72;7056184,00
Comunidad de Madrid;13;2025;proyeccion;19,56;NA;NA;NA;NA;NA;0,46;5,63;2,47;0,72;3,84;0,51;2,53;13,64;NA;NA;NA;NA;NA;10,57;NA
Comunidad de Madrid;13;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,19;10542858597,00;330794990991,15;50,00;68,00;NA;7148686,00
Comunidad de Madrid;13;2026;proyeccion;19,56;NA;NA;NA;NA;NA;0,46;5,59;2,50;0,72;3,85;0,51;2,51;13,53;3,20;NA;NA;48,22;69,16;10,57;7261300,18
Extremadura;11;1990;real;NA;3,58;62,59;16,06;45,86;15,69;1,48;39,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1064177,00
Extremadura;11;1991;real;NA;5,10;69,35;13,63;51,20;18,38;1,56;41,74;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1061901,00
Extremadura;11;1992;real;NA;4,15;67,42;12,47;46,74;16,30;1,44;37,75;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1061888,00
Extremadura;11;1993;real;NA;5,61;72,14;16,38;45,70;20,16;1,62;43,81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1062565,00
Extremadura;11;1994;real;NA;3,87;59,95;13,66;43,01;16,42;1,39;36,22;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1063584,00
Extremadura;11;1995;real;NA;4,29;64,21;14,25;36,60;16,45;1,37;35,48;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1063589,00
Extremadura;11;1996;real;NA;3,92;58,02;10,06;33,98;18,75;1,24;31,25;1,10;NA;1,92;NA;3,75;NA;NA;NA;NA;NA;NA;NA;1062690,00
Extremadura;11;1997;real;NA;4,15;53,48;9,03;29,90;18,71;1,15;28,22;1,18;NA;2,12;NA;3,73;NA;NA;NA;NA;NA;NA;11,16;1061463,00
Extremadura;11;1998;real;NA;4,12;51,12;9,55;31,26;14,45;1,09;26,27;1,18;NA;2,24;NA;3,66;NA;NA;NA;NA;NA;NA;15,31;1059725,00
Extremadura;11;1999;real;NA;156,90;56,74;11,07;29,08;18,22;1,49;39,56;1,22;NA;2,27;NA;3,56;NA;NA;NA;NA;NA;NA;16,19;1058023,00
Extremadura;11;2000;real;NA;163,94;52,41;8,79;31,85;12,60;1,35;35,03;1,26;NA;2,35;NA;3,64;NA;NA;NA;NA;NA;NA;16,30;1058640,00
Extremadura;11;2001;real;NA;167,37;47,01;8,90;26,98;11,31;1,26;32,04;1,37;NA;2,40;NA;3,60;NA;NA;NA;NA;NA;NA;13,55;1059076,00
Extremadura;11;2002;real;NA;159,24;46,43;8,67;23,21;13,13;1,23;31,05;1,40;NA;2,56;NA;3,66;23,43;NA;NA;NA;NA;NA;15,42;1059751,00
Extremadura;11;2003;real;NA;166,05;48,74;8,06;25,88;12,13;1,25;31,69;1,45;NA;2,62;NA;3,67;23,64;NA;NA;NA;NA;NA;16,73;1063753,00
Extremadura;11;2004;real;NA;151,59;39,93;8,72;20,97;8,67;1,09;26,20;1,50;0,86;2,57;0,83;3,46;23,34;NA;NA;NA;NA;NA;17,82;1067415,00
Extremadura;11;2005;real;NA;153,45;38,32;6,65;23,03;15,15;1,16;28,58;1,53;0,85;2,59;0,81;3,48;22,72;NA;NA;NA;NA;NA;17,30;1070065,00
Extremadura;11;2006;real;16,81;148,87;37,18;7,62;15,53;9,79;1,00;23,46;1,58;0,86;2,63;0,81;3,44;21,84;NA;NA;NA;NA;NA;20,00;1072521,00
Extremadura;11;2007;real;16,80;144,59;36,23;5,80;20,43;10,36;1,00;23,39;1,66;0,85;2,66;0,80;3,55;20,29;NA;NA;NA;NA;NA;17,42;1076695,00
Extremadura;11;2008;real;16,69;137,17;35,12;7,76;18,67;7,73;0,97;22,33;1,69;0,87;2,86;0,82;3,62;19,71;NA;NA;NA;NA;NA;17,55;1079725,00
Extremadura;11;2009;real;16,15;149,49;30,91;3,58;17,66;9,77;0,89;19,64;1,70;0,87;2,78;0,82;3,54;20,32;NA;NA;NA;NA;NA;18,51;1081022,00
Extremadura;11;2010;real;16,30;151,28;31,36;4,10;16,32;8,17;0,87;18,94;1,77;0,88;2,70;0,83;3,60;21,06;NA;NA;NA;NA;NA;18,32;1082404,00
Extremadura;11;2011;real;17,01;142,50;28,29;5,40;15,82;9,18;0,88;19,33;1,65;0,87;2,82;0,83;3,56;20,10;NA;NA;NA;NA;NA;16,22;1083114,00
Extremadura;11;2012;real;17,45;158,94;25,39;5,59;15,25;9,35;0,89;19,89;1,78;0,88;2,79;0,84;3,48;19,50;NA;NA;NA;103,00;99,00;15,44;1081817,00
Extremadura;11;2013;real;17,68;151,26;31,67;2,73;12,87;9,55;0,82;17,51;1,72;0,88;2,76;0,84;3,51;18,57;NA;NA;NA;126,00;93,00;16,29;1098242,00
Extremadura;11;2014;real;18,35;134,43;27,79;4,10;15,31;7,14;0,79;16,32;1,75;0,88;2,92;0,84;3,48;19,31;NA;NA;NA;127,00;77,00;18,01;1093809,00
Extremadura;11;2015;real;18,00;141,21;27,69;4,51;14,85;7,04;0,80;16,87;1,81;0,90;3,09;0,86;3,30;19,10;7,44;1376856967,00;18494971000,00;144,00;68,00;15,88;1087628,00
Extremadura;11;2016;real;18,40;135,94;25,30;5,12;11,83;6,94;0,76;15,58;1,82;0,90;3,18;0,86;3,26;19,31;8,13;1550101891,00;19069471000,00;133,56;69,15;15,08;1081084,00
Extremadura;11;2017;real;18,25;135,14;23,98;3,95;12,94;8,24;0,76;15,40;1,81;0,91;3,33;0,86;3,27;19,25;7,63;1539066245,00;20169546000,00;145,52;73,85;14,81;1072883,00
Extremadura;11;2018;real;18,38;139,87;22,18;2,73;11,35;7,04;0,69;13,15;1,84;0,91;3,41;0,87;3,30;19,26;7,74;1603961004,00;20713254000,00;118,24;68,32;15,94;1067018,00
Extremadura;11;2019;real;19,46;138,90;21,24;3,23;12,65;8,00;0,72;14,29;1,88;0,92;3,57;0,88;3,36;18,95;7,99;1691119508,00;21166132000,00;125,06;78,85;14,32;1062845,00
Extremadura;11;2020;real;18,35;137,83;22,30;4,29;12,25;7,44;0,74;14,87;1,91;0,93;3,66;0,89;3,51;18,58;8,94;1742520488,00;19497343000,00;174,97;125,83;14,75;1059264,00
Extremadura;11;2021;real;18,88;124,69;23,10;2,99;13,41;5,98;0,67;12,65;1,91;0,94;3,75;0,89;3,55;18,51;8,71;1876516389,00;21551517000,00;144,93;63,93;16,86;1054785,00
Extremadura;11;2022;real;18,92;123,28;19,75;3,55;9,83;7,33;0,66;12,03;1,94;0,94;3,77;0,89;3,48;18,71;8,55;2008513430,00;23486645000,00;155,61;75,64;15,91;1055080,00
Extremadura;11;2023;real;19,31;116,39;21,54;4,38;13,44;6,81;0,70;13,49;2,01;0,95;3,95;0,87;3,48;17,99;8,75;2204300044,00;25192615000,00;180,91;106,25;14,48;1053463,00
Extremadura;11;2024;proyeccion;19,35;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,26;NA;NA;NA;NA;NA;NA;NA
Extremadura;11;2024;real;NA;118,57;20,20;2,33;10,95;6,85;0,62;10,88;2,10;0,95;4,06;0,86;3,43;NA;8,58;2282097280,00;26583476000,00;177,52;125,10;17,22;1051810,00
Extremadura;11;2025;proyeccion;19,45;NA;NA;NA;NA;NA;0,60;10,35;2,11;0,96;4,13;0,86;3,44;18,21;NA;NA;NA;NA;NA;16,15;NA
Extremadura;11;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,14;2282097280,00;28051125150,87;135,00;112,00;NA;1053625,00
Extremadura;11;2026;proyeccion;19,55;NA;NA;NA;NA;NA;0,58;9,67;2,17;0,96;4,22;0,86;3,44;18,16;8,35;NA;NA;155,87;105,52;16,16;1052495,95
Galicia;12;1990;real;NA;5,37;48,97;11,29;37,47;22,36;1,32;33,86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2739375,00
Galicia;12;1991;real;NA;5,78;47,83;9,36;41,04;18,76;1,24;31,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2732164,00
Galicia;12;1992;real;NA;6,55;47,16;7,67;37,86;19,12;1,17;28,86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2729231,00
Galicia;12;1993;real;NA;5,69;47,09;7,22;34,65;16,85;1,08;26,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2726739,00
Galicia;12;1994;real;NA;6,23;43,18;7,58;33,22;16,21;1,05;24,91;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2722505,00
Galicia;12;1995;real;NA;5,97;44,99;7,34;32,82;15,05;1,03;24,24;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2715574,00
Galicia;12;1996;real;NA;6,12;47,45;6,08;32,21;17,29;1,04;24,71;1,33;NA;2,21;NA;3,90;NA;NA;NA;NA;NA;NA;NA;2707143,00
Galicia;12;1997;real;NA;7,41;44,15;6,40;28,35;15,43;0,96;22,16;1,37;NA;2,23;NA;3,83;NA;NA;NA;NA;NA;NA;5,90;2698677,00
Galicia;12;1998;real;NA;6,90;44,21;4,38;25,77;13,28;0,85;18,41;1,42;NA;2,33;NA;3,80;NA;NA;NA;NA;NA;NA;7,10;2691857,00
Galicia;12;1999;real;NA;163,54;42,82;6,54;26,30;14,49;1,22;30,63;1,42;NA;2,33;NA;3,73;NA;NA;NA;NA;NA;NA;8,23;2686843,00
Galicia;12;2000;real;NA;163,14;40,68;6,77;24,68;12,21;1,16;28,59;1,44;NA;2,49;NA;3,69;NA;NA;NA;NA;NA;NA;7,75;2690966,00
Galicia;12;2001;real;NA;161,94;38,21;6,19;22,21;11,18;1,09;26,21;1,45;NA;2,54;NA;3,65;NA;NA;NA;NA;NA;NA;7,80;2695558,00
Galicia;12;2002;real;NA;158,96;36,42;5,11;22,58;10,91;1,04;24,76;1,47;NA;2,61;NA;3,58;26,21;NA;NA;NA;NA;NA;8,29;2696867,00
Galicia;12;2003;real;NA;159,82;34,47;5,83;21,35;10,59;1,03;24,47;1,52;NA;2,62;NA;3,54;27,12;NA;NA;NA;NA;NA;8,57;2703033,00
Galicia;12;2004;real;NA;158,25;33,03;4,69;20,21;9,60;0,97;22,23;1,65;0,74;2,69;0,56;3,66;26,51;NA;NA;NA;NA;NA;7,59;2709098,00
Galicia;12;2005;real;NA;156,68;34,91;4,66;17,92;9,12;0,94;21,45;1,59;0,74;2,78;0,53;3,62;27,34;NA;NA;NA;NA;NA;8,28;2715361,00
Galicia;12;2006;real;17,47;154,02;31,86;4,95;18,50;7,83;0,91;20,43;1,63;0,76;2,91;0,56;3,63;25,98;NA;NA;NA;NA;NA;8,48;2720369,00
Galicia;12;2007;real;17,48;152,79;30,62;4,17;17,62;8,54;0,89;19,59;1,70;0,77;3,09;0,57;3,63;25,31;NA;NA;NA;NA;NA;8,56;2728772,00
Galicia;12;2008;real;16,98;150,34;28,63;4,72;16,74;8,17;0,87;19,04;1,77;0,80;3,20;0,64;3,62;24,78;NA;NA;NA;NA;NA;8,32;2738098,00
Galicia;12;2009;real;16,21;148,55;25,09;4,86;16,90;6,80;0,83;17,67;1,84;0,80;3,24;0,66;3,60;24,74;NA;NA;NA;NA;NA;7,69;2737046,00
Galicia;12;2010;real;16,41;145,74;24,71;3,91;15,69;7,78;0,80;16,79;1,80;0,80;3,20;0,65;3,62;25,77;NA;NA;NA;NA;NA;7,10;2736580,00
Galicia;12;2011;real;19,51;144,46;22,30;3,41;14,56;8,40;0,77;15,83;1,80;0,80;3,16;0,65;3,48;23,01;NA;NA;NA;NA;NA;7,82;2731977,00
Galicia;12;2012;real;17,20;145,50;22,05;2,61;13,86;7,76;0,73;14,59;1,79;0,81;3,19;0,65;3,48;22,33;NA;NA;NA;83,00;55,00;8,58;2720453,00
Galicia;12;2013;real;17,49;142,12;24,25;1,82;13,71;6,15;0,69;13,17;1,76;0,81;3,10;0,65;3,36;22,48;NA;NA;NA;84,00;49,00;8,36;2753236,00
Galicia;12;2014;real;18,03;138,86;21,65;3,46;11,80;6,17;0,69;13,25;1,76;0,82;3,16;0,66;3,31;21,45;NA;NA;NA;80,00;50,00;8,57;2739335,00
Galicia;12;2015;real;18,80;139,42;21,78;4,00;11,38;7,24;0,72;14,24;1,79;0,82;3,28;0,66;3,35;19,81;5,56;3170026461,00;57010602000,00;79,00;51,00;9,54;2725090,00
Galicia;12;2016;real;20,09;144,46;23,40;3,97;11,14;7,08;0,74;14,66;1,83;0,82;3,37;0,67;3,33;18,84;5,65;3309935296,00;58564023000,00;68,28;47,29;8,21;2713036,00
Galicia;12;2017;real;20,13;138,11;20,04;3,59;11,08;5,60;0,67;12,48;1,88;0,82;3,42;0,67;3,33;18,91;5,63;3412155657,00;60630852000,00;66,39;46,58;7,66;2703667,00
Galicia;12;2018;real;20,02;135,38;19,89;2,58;11,17;6,50;0,65;11,96;1,92;0,82;3,51;0,68;3,32;18,79;5,85;3664934669,00;62649363000,00;61,61;44,77;8,81;2699001,00
Galicia;12;2019;real;18,57;131,06;19,23;2,65;12,56;6,20;0,65;11,91;1,95;0,83;3,68;0,70;3,30;17,96;5,86;3782335225,00;64502005000,00;54,52;41,55;9,19;2698920,00
Galicia;12;2020;real;18,31;128,25;22,13;2,95;10,56;6,25;0,65;11,90;2,10;0,83;3,83;0,70;3,31;17,33;6,61;3897761068,00;59007178000,00;72,64;49,27;10,36;2698535,00
Galicia;12;2021;real;18,42;125,79;22,15;3,65;10,41;4,93;0,64;11,54;2,17;0,84;3,93;0,73;3,22;17,36;6,80;4378280132,00;64387386000,00;77,30;56,40;9,99;2690729,00
Galicia;12;2022;real;18,07;123,51;20,83;3,98;10,70;6,43;0,67;12,38;2,13;0,85;3,79;0,74;3,21;17,48;6,41;4589357966,00;71636381000,00;74,76;66,01;9,90;2694762,00
Galicia;12;2023;real;18,70;120,03;20,26;3,69;9,45;6,91;0,65;11,68;2,22;0,85;3,75;0,77;3,19;16,45;6,42;4972964283,00;77461411000,00;67,45;73,36;9,72;2699938,00
Galicia;12;2024;proyeccion;18,55;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,29;NA;NA;NA;NA;NA;NA;NA
Galicia;12;2024;real;NA;116,83;19,97;3,10;9,36;7,11;0,63;11,01;2,25;0,85;3,99;0,79;3,17;NA;6,34;5191549097,00;81839712000,00;67,09;60,83;10,02;2706643,00
Galicia;12;2025;proyeccion;18,55;NA;NA;NA;NA;NA;0,62;10,70;2,28;0,86;3,97;0,80;3,15;15,92;NA;NA;NA;NA;NA;9,88;NA
Galicia;12;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,44;5458255848,00;84727981648,30;73,00;63,00;NA;2719518,00
Galicia;12;2026;proyeccion;18,55;NA;NA;NA;NA;NA;0,61;10,37;2,31;0,86;4,03;0,81;3,12;15,54;6,40;NA;NA;69,85;62,87;9,91;2718394,85
Islas Baleares;04;1990;real;NA;7,84;69,77;11,80;36,69;21,99;1,44;37,81;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;707501,00
Islas Baleares;04;1991;real;NA;8,32;64,40;11,15;38,17;17,31;1,33;34,15;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;713988,00
Islas Baleares;04;1992;real;NA;8,21;61,72;9,75;34,60;16,82;1,23;31,04;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;723255,00
Islas Baleares;04;1993;real;NA;8,36;63,09;9,23;38,69;18,97;1,30;33,40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;730870,00
Islas Baleares;04;1994;real;NA;5,89;47,94;10,95;35,91;15,61;1,17;29,11;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;738227,00
Islas Baleares;04;1995;real;NA;5,08;51,25;10,71;25,90;17,14;1,11;27,12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;748080,00
Islas Baleares;04;1996;real;NA;3,96;48,50;7,13;29,65;21,00;1,11;26,92;1,16;NA;2,30;NA;4,35;NA;NA;NA;NA;NA;NA;NA;759173,00
Islas Baleares;04;1997;real;NA;6,03;47,48;10,34;26,02;18,88;1,12;27,18;1,30;NA;2,47;NA;4,44;NA;NA;NA;NA;NA;NA;7,07;771307,00
Islas Baleares;04;1998;real;NA;5,46;49,70;10,27;24,55;19,34;1,12;27,29;1,35;NA;2,60;NA;4,40;NA;NA;NA;NA;NA;NA;6,70;788481,00
Islas Baleares;04;1999;real;NA;170,37;48,68;6,87;27,23;19,98;1,38;35,79;1,32;NA;2,72;NA;4,18;NA;NA;NA;NA;NA;NA;8,05;810706,00
Islas Baleares;04;2000;real;NA;168,45;41,42;7,73;27,17;14,31;1,26;31,86;1,35;NA;2,68;NA;3,99;NA;NA;NA;NA;NA;NA;10,45;836212,00
Islas Baleares;04;2001;real;NA;165,37;37,86;8,24;19,06;9,63;1,09;26,20;1,43;NA;2,83;NA;3,94;NA;NA;NA;NA;NA;NA;10,03;861463,00
Islas Baleares;04;2002;real;NA;159,12;37,06;5,19;24,24;11,01;1,07;25,54;1,46;NA;3,01;NA;3,78;19,90;NA;NA;NA;NA;NA;13,19;889542,00
Islas Baleares;04;2003;real;NA;158,69;33,24;9,12;18,90;13,25;1,13;27,65;1,60;NA;3,23;NA;3,60;19,60;NA;NA;NA;NA;NA;12,09;919047,00
Islas Baleares;04;2004;real;NA;151,41;33,48;7,14;19,03;11,55;1,04;24,65;1,66;0,62;3,25;0,51;3,46;18,98;NA;NA;NA;NA;NA;13,04;944886,00
Islas Baleares;04;2005;real;NA;145,18;30,60;5,83;14,15;12,52;0,95;21,61;1,65;0,60;3,33;0,49;3,32;17,76;NA;NA;NA;NA;NA;10,63;971779,00
Islas Baleares;04;2006;real;15,63;151,01;26,40;4,99;14,69;8,73;0,85;18,55;1,76;0,59;3,43;0,47;3,19;17,75;NA;NA;NA;NA;NA;11,97;998054,00
Islas Baleares;04;2007;real;15,88;149,78;27,83;6,03;16,98;9,34;0,92;20,69;1,89;0,59;3,73;0,48;3,30;16,73;NA;NA;NA;NA;NA;10,56;1028635,00
Islas Baleares;04;2008;real;16,95;141,07;25,62;6,54;13,71;8,34;0,85;18,55;1,86;0,64;3,72;0,53;3,24;15,67;NA;NA;NA;NA;NA;12,77;1058668,00
Islas Baleares;04;2009;real;17,77;147,51;30,41;4,52;13,57;13,07;0,92;20,75;1,82;0,64;3,49;0,53;3,11;15,35;NA;NA;NA;NA;NA;10,25;1074949,00
Islas Baleares;04;2010;real;18,12;144,96;26,52;5,99;13,07;10,23;0,88;19,35;1,84;0,65;3,56;0,53;3,11;12,04;NA;NA;NA;NA;NA;11,10;1080066,00
Islas Baleares;04;2011;real;17,64;137,86;22,88;4,32;12,83;8,94;0,78;16,03;1,83;0,64;3,48;0,52;3,01;16,13;NA;NA;NA;NA;NA;11,06;1092508,00
Islas Baleares;04;2012;real;18,31;138,37;23,22;4,65;12,86;9,61;0,80;16,79;1,86;0,64;3,44;0,52;2,99;14,33;NA;NA;NA;122,00;109,00;10,79;1097345,00
Islas Baleares;04;2013;real;18,31;129,35;21,60;5,47;10,96;7,06;0,73;14,57;1,81;0,64;3,45;0,53;2,96;13,97;NA;NA;NA;115,00;NA;12,06;1112736,00
Islas Baleares;04;2014;real;18,28;127,62;21,03;5,33;11,13;10,14;0,78;16,02;1,87;0,63;3,60;0,50;2,99;13,96;NA;NA;NA;114,00;NA;11,54;1120464,00
Islas Baleares;04;2015;real;18,64;124,50;21,75;7,80;10,57;11,98;0,86;18,89;1,93;0,62;3,77;0,51;3,10;13,19;4,51;1293305893,00;28653742000,00;111,00;91,00;10,24;1129741,00
Islas Baleares;04;2016;real;20,13;124,40;20,30;5,67;8,82;8,79;0,73;14,47;1,96;0,61;3,84;0,50;3,09;13,45;4,53;1370092639,00;30233284000,00;77,60;49,28;8,29;1143287,00
Islas Baleares;04;2017;real;19,97;127,14;19,88;6,28;9,93;9,16;0,77;15,64;1,99;0,62;3,83;0,50;3,00;13,32;4,64;1473247771,00;31746251000,00;76,38;34,59;9,81;1160594,00
Islas Baleares;04;2018;real;20,20;123,75;18,87;6,47;9,42;7,59;0,73;14,37;1,99;0,62;3,98;0,50;3,00;13,04;4,68;1554338007,00;33185968000,00;81,14;34,35;11,06;1175745,00
Islas Baleares;04;2019;real;19,42;116,21;16,06;4,49;8,86;8,38;0,65;11,97;2,00;0,62;3,91;0,50;2,88;13,15;4,97;1706834266,00;34350576000,00;79,06;39,10;9,33;1198081,00
Islas Baleares;04;2020;real;19,09;114,81;13,79;5,66;8,42;7,48;0,65;11,80;2,04;0,61;4,02;0,57;2,81;12,56;6,39;1705436416,00;26669106000,00;135,31;46,75;9,67;1215102,00
Islas Baleares;04;2021;real;19,07;117,99;15,25;4,29;7,86;7,37;0,62;10,88;2,10;0,60;4,10;0,56;2,70;12,72;5,77;1760322500,00;30512146000,00;133,96;51,21;10,12;1219379,00
Islas Baleares;04;2022;real;18,46;117,21;17,10;4,96;9,72;8,05;0,68;12,71;2,15;0,62;4,10;0,58;2,73;12,97;5,21;1938048858,00;37189162000,00;123,64;63,87;9,41;1199002,00
Islas Baleares;04;2023;real;19,50;114,31;13,14;4,64;6,75;9,32;0,63;11,29;2,30;0,64;4,31;0,66;2,70;12,52;5,30;2198416178,00;41502526000,00;124,84;91,30;9,69;1220739,00
Islas Baleares;04;2024;proyeccion;19,19;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,46;NA;NA;NA;NA;NA;NA;NA
Islas Baleares;04;2024;real;NA;108,43;17,36;5,23;8,39;8,27;0,66;12,14;2,35;0,68;4,38;0,72;2,77;NA;5,08;2271828953,00;44692852000,00;98,84;83,99;10,23;1239143,00
Islas Baleares;04;2025;proyeccion;19,19;NA;NA;NA;NA;NA;0,61;10,51;2,40;0,67;4,45;0,73;2,73;12,39;NA;NA;NA;NA;NA;9,84;NA
Islas Baleares;04;2025;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,07;2392009631,00;47156552442,12;105,00;71,00;NA;1257667,00
Islas Baleares;04;2026;proyeccion;19,19;NA;NA;NA;NA;NA;0,60;10,04;2,46;0,67;4,52;0,75;2,71;12,34;5,11;NA;NA;103,52;77,21;9,86;1271176,88
La Rioja;17;1990;real;NA;5,35;47,05;7,69;31,64;16,27;1,05;25,18;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;263256,00
La Rioja;17;1991;real;NA;7,82;33,60;8,08;28,03;16,47;0,96;22,14;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;263638,00
La Rioja;17;1992;real;NA;4,87;46,88;7,56;33,35;14,15;1,03;24,37;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;263596,00
La Rioja;17;1993;real;NA;5,62;36,66;5,29;26,37;12,40;0,82;17,40;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;263265,00
La Rioja;17;1994;real;NA;3,44;32,76;5,39;28,42;13,05;0,83;17,66;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;263192,00
La Rioja;17;1995;real;NA;8,38;33,13;5,09;28,58;10,90;0,80;16,62;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;263334,00
La Rioja;17;1996;real;NA;3,68;35,13;8,79;29,49;11,15;0,90;20,24;1,13;NA;2,14;NA;3,63;NA;NA;NA;NA;NA;NA;NA;263522,00
La Rioja;17;1997;real;NA;4,49;36,67;4,65;20,84;10,30;0,71;13,84;1,20;NA;2,46;NA;3,77;NA;NA;NA;NA;NA;NA;4,26;263915,00
La Rioja;17;1998;real;NA;4,41;33,92;8,82;23,07;7,81;0,78;16,14;1,22;NA;2,46;NA;3,74;NA;NA;NA;NA;NA;NA;1,85;264746,00
La Rioja;17;1999;real;NA;148,91;29,38;6,04;26,38;8,20;1,00;23,31;1,25;NA;2,46;NA;3,32;NA;NA;NA;NA;NA;NA;4,48;266645,00
La Rioja;17;2000;real;NA;148,33;38,01;6,22;22,96;6,54;0,99;22,97;1,23;NA;2,41;NA;3,18;NA;NA;NA;NA;NA;NA;6,06;269505,00
La Rioja;17;2001;real;NA;140,29;33,46;6,64;20,54;7,30;0,95;21,63;1,38;NA;2,73;NA;3,22;NA;NA;NA;NA;NA;NA;2,78;273884,00
La Rioja;17;2002;real;NA;154,03;31,40;8,78;19,06;8,74;1,03;24,25;1,40;NA;2,88;NA;3,18;22,07;NA;NA;NA;NA;NA;2,63;279359,00
La Rioja;17;2003;real;NA;160,15;34,49;7,19;18,15;8,13;1,00;23,23;1,44;NA;2,88;NA;3,14;22,31;NA;NA;NA;NA;NA;2,94;285227,00
La Rioja;17;2004;real;NA;143,20;30,47;4,53;18,63;5,19;0,83;17,70;1,54;0,77;2,96;0,65;3,36;21,02;NA;NA;NA;NA;NA;3,77;291351,00
La Rioja;17;2005;real;NA;135,80;24,79;5,04;15,69;10,32;0,85;18,56;1,50;0,76;3,01;0,64;3,15;19,62;NA;NA;NA;NA;NA;4,00;297566,00
La Rioja;17;2006;real;17,16;141,45;28,12;3,39;19,34;7,05;0,82;17,47;1,54;0,76;3,00;0,63;3,13;15,95;NA;NA;NA;NA;NA;7,91;303278,00
La Rioja;17;2007;real;17,00;142,16;27,17;3,89;20,84;6,85;0,84;18,14;1,67;0,78;3,12;0,73;3,06;13,86;NA;NA;NA;NA;NA;8,56;309360,00
La Rioja;17;2008;real;17,32;140,89;24,12;5,42;19,16;7,46;0,85;18,58;1,76;0,83;3,44;0,65;3,00;17,70;NA;NA;NA;NA;NA;9,35;313772,00
La Rioja;17;2009;real;17,72;135,69;23,97;4,67;14,04;5,93;0,75;15,08;1,71;0,83;3,03;0,65;2,81;19,09;NA;NA;NA;NA;NA;9,09;316337,00
La Rioja;17;2010;real;17,67;132,82;23,21;4,52;8,91;6,19;0,69;13,14;1,63;0,88;2,98;0,73;2,97;19,09;NA;NA;NA;NA;NA;8,53;314746,00
La Rioja;17;2011;real;18,99;135,20;24,45;2,06;15,79;5,42;0,69;13,23;1,65;0,83;3,08;0,72;2,98;17,80;NA;NA;NA;NA;NA;8,93;312715,00
