ccaa;ccaa_cod;periodo;genero;origen;avs_65;mort_cancer;mort_cardio;mort_diabetes;mort_ictus;mort_epoc;mort_evitable_idx;mort_evitable_idx_0_100;reingresos_psiq;poblacion_total
Comunidad Valenciana;10;2020;hombres;real;17,25;160,97;39,27;7,88;15,04;10,57;1,05;25,11;10,40;2480152
Comunidad Valenciana;10;2020;mujeres;real;18,60;90,46;8,46;3,98;8,69;4,42;0,48;6,26;11,16;2556896
Comunidad Valenciana;10;2021;hombres;real;17,09;160,96;43,99;7,04;17,45;9,59;1,06;25,49;11,27;2486576
Comunidad Valenciana;10;2021;mujeres;real;18,51;86,75;9,44;3,00;8,30;3,90;0,44;4,96;10,64;2565610
Comunidad Valenciana;10;2022;hombres;real;17,28;157,63;39,45;7,75;15,46;10,78;1,05;25,07;11,64;2538679
Comunidad Valenciana;10;2022;mujeres;real;18,55;90,08;9,83;3,52;9,47;3,67;0,47;5,93;10,51;2619367
Comunidad Valenciana;10;2023;hombres;real;17,95;151,33;43,91;6,51;15,12;11,61;1,04;24,82;11,62;2589585
Comunidad Valenciana;10;2023;mujeres;real;21,23;86,07;8,60;2,55;8,44;3,76;0,42;4,35;10,35;2678427
Comunidad Valenciana;10;2024;hombres;proyeccion;17,67;140,39;36,89;4,78;13,70;10,23;0,90;20,16;10,32;2637169
Comunidad Valenciana;10;2024;mujeres;proyeccion;20,00;86,35;7,86;2,54;7,76;4,43;0,42;4,39;10,24;2723468
Comunidad Valenciana;10;2025;hombres;proyeccion;17,70;NA;NA;NA;NA;NA;0,92;20,63;10,83;2699091
Comunidad Valenciana;10;2025;mujeres;proyeccion;20,01;NA;NA;NA;NA;NA;0,42;4,36;10,30;2778527
Comunidad de Madrid;13;1990;hombres;real;NA;8,69;72,67;7,73;38,68;19,26;1,33;34,08;NA;2380117
Comunidad de Madrid;13;1990;mujeres;real;NA;1,04;18,55;6,99;23,38;3,98;0,58;9,52;NA;2559155
Comunidad de Madrid;13;1991;hombres;real;NA;9,20;75,29;6,81;37,07;18,26;1,28;32,74;NA;2389806
Comunidad de Madrid;13;1991;mujeres;real;NA;1,05;18,07;6,68;23,29;4,08;0,57;9,20;NA;2570254
Comunidad de Madrid;13;1992;hombres;real;NA;9,34;68,83;5,81;35,10;20,08;1,23;31,11;NA;2403169
Comunidad de Madrid;13;1992;mujeres;real;NA;1,16;17,65;5,97;17,54;3,72;0,49;6,47;NA;2584521
Comunidad de Madrid;13;1993;hombres;real;NA;9,70;71,68;7,87;31,38;19,03;1,25;31,59;NA;2415215
Comunidad de Madrid;13;1993;mujeres;real;NA;1,09;17,62;4,74;17,96;3,22;0,45;5,29;NA;2598036
Comunidad de Madrid;13;1994;hombres;real;NA;10,10;66,76;6,08;30,13;19,51;1,17;29,08;NA;2423720
Comunidad de Madrid;13;1994;mujeres;real;NA;0,99;15,03;5,44;16,05;3,76;0,45;5,08;NA;2608176
Comunidad de Madrid;13;1995;hombres;real;NA;9,80;66,12;7,73;29,14;23,37;1,27;32,19;NA;2430610
Comunidad de Madrid;13;1995;mujeres;real;NA;0,86;16,40;5,09;16,72;3,99;0,45;5,37;NA;2616803
Comunidad de Madrid;13;1996;hombres;real;NA;9,80;65,89;7,26;27,49;20,63;1,19;29,68;NA;2438406
Comunidad de Madrid;13;1996;mujeres;real;NA;1,52;15,26;5,20;14,37;3,63;0,42;4,34;NA;2626873
Comunidad de Madrid;13;1997;hombres;real;NA;9,70;59,28;6,54;24,27;21,99;1,13;27,58;8,76;2447174
Comunidad de Madrid;13;1997;mujeres;real;NA;1,31;14,63;4,74;14,02;3,57;0,40;3,68;8,22;2638326
Comunidad de Madrid;13;1998;hombres;real;NA;7,71;61,66;6,87;24,53;23,11;1,17;28,89;9,58;2458968
Comunidad de Madrid;13;1998;mujeres;real;NA;0,86;13,51;3,88;13,56;3,92;0,38;2,77;9,23;2653165
Comunidad de Madrid;13;1999;hombres;real;NA;224,71;60,78;6,20;24,10;23,22;1,56;41,68;9,47;2479554
Comunidad de Madrid;13;1999;mujeres;real;NA;98,07;15,51;3,53;11,54;4,09;0,55;8,38;9,01;2677686
Comunidad de Madrid;13;2000;hombres;real;NA;227,34;57,59;5,49;21,48;19,88;1,44;37,94;9,73;2514581
Comunidad de Madrid;13;2000;mujeres;real;NA;98,58;13,33;3,72;12,67;3,15;0,53;8,01;9,64;2715525
Comunidad de Madrid;13;2001;hombres;real;NA;222,05;55,32;4,83;21,73;18,91;1,39;36,17;10,05;2573941
Comunidad de Madrid;13;2001;mujeres;real;NA;97,69;12,94;3,26;10,81;2,42;0,49;6,48;11,73;2776319
Comunidad de Madrid;13;2002;hombres;real;NA;210,44;53,12;5,87;21,04;16,95;1,34;34,59;9,77;2650558
Comunidad de Madrid;13;2002;mujeres;real;NA;92,14;12,90;2,84;11,02;2,97;0,48;6,15;13,09;2849264
Comunidad de Madrid;13;2003;hombres;real;NA;216,13;53,87;4,86;21,56;19,03;1,37;35,57;10,67;2723957
Comunidad de Madrid;13;2003;mujeres;real;NA;92,72;11,29;2,78;11,66;2,56;0,47;5,82;11,95;2915509
Comunidad de Madrid;13;2004;hombres;real;NA;200,59;48,34;4,33;19,22;13,96;1,19;29,53;9,84;2787996
Comunidad de Madrid;13;2004;mujeres;real;NA;92,31;12,37;2,38;10,19;2,74;0,45;5,29;11,11;2975375
Comunidad de Madrid;13;2005;hombres;real;NA;201,08;46,17;4,82;17,87;15,41;1,20;29,95;10,37;2847706
Comunidad de Madrid;13;2005;mujeres;real;NA;91,73;9,82;2,90;9,93;2,13;0,44;4,79;11,21;3032060
Comunidad de Madrid;13;2006;hombres;real;16,62;197,67;43,04;4,20;17,96;12,49;1,11;27,03;8,95;2902239
Comunidad de Madrid;13;2006;mujeres;real;20,87;91,80;10,03;1,80;9,23;2,20;0,40;3,72;10,88;3084935
Comunidad de Madrid;13;2007;hombres;real;16,60;192,61;42,79;3,69;15,27;12,53;1,06;25,39;9,66;2965126
Comunidad de Madrid;13;2007;mujeres;real;20,94;87,50;9,29;1,96;9,37;1,77;0,39;3,25;10,74;3146952
Comunidad de Madrid;13;2008;hombres;real;16,46;183,69;37,77;3,02;14,85;13,95;1,02;24,02;10,20;3031261
Comunidad de Madrid;13;2008;mujeres;real;20,13;88,32;8,95;1,98;8,61;2,53;0,40;3,44;9,47;3214622
Comunidad de Madrid;13;2009;hombres;real;16,38;182,70;35,87;3,46;12,35;14,41;1,00;23,43;9,71;3057372
Comunidad de Madrid;13;2009;mujeres;real;19,06;87,84;9,20;1,70;7,08;2,15;0,37;2,51;9,89;3243088
Comunidad de Madrid;13;2010;hombres;real;16,74;171,32;32,65;3,03;11,82;11,16;0,89;19,76;10,16;3076814
Comunidad de Madrid;13;2010;mujeres;real;19,37;86,15;7,46;1,21;7,30;2,80;0,36;2,12;9,53;3281773
Comunidad de Madrid;13;2011;hombres;real;18,91;167,35;30,26;4,08;11,29;11,64;0,90;20,06;10,00;3075319
Comunidad de Madrid;13;2011;mujeres;real;21,42;84,56;6,41;1,69;5,68;2,52;0,34;1,55;9,52;3296248
Comunidad de Madrid;13;2012;hombres;real;17,82;170,91;26,49;3,09;10,26;10,16;0,82;17,59;9,80;3087988
Comunidad de Madrid;13;2012;mujeres;real;20,11;83,10;5,76;1,13;5,69;2,21;0,31;0,70;9,24;3318540
Comunidad de Madrid;13;2013;hombres;real;18,31;160,34;30,42;3,32;9,15;8,56;0,79;16,59;11,59;3074467
Comunidad de Madrid;13;2013;mujeres;real;20,44;82,51;6,80;1,31;6,18;2,81;0,34;1,50;10,48;3318248
Comunidad de Madrid;13;2014;hombres;real;18,82;156,19;29,83;3,24;9,92;8,31;0,78;16,27;10,61;3063927
Comunidad de Madrid;13;2014;mujeres;real;20,69;84,16;7,68;1,22;5,92;2,23;0,33;1,28;9,40;3312825
Comunidad de Madrid;13;2015;hombres;real;18,27;149,81;28,38;3,65;11,29;11,03;0,83;17,91;9,66;3074100
Comunidad de Madrid;13;2015;mujeres;real;20,40;82,04;6,79;1,30;5,95;2,95;0,34;1,46;10,26;3327064
Comunidad de Madrid;13;2016;hombres;real;18,64;150,83;28,57;2,59;10,82;9,08;0,77;15,87;10,88;3095019
Comunidad de Madrid;13;2016;mujeres;real;21,20;79,82;6,49;1,18;5,36;3,53;0,33;1,31;9,96;3350545
Comunidad de Madrid;13;2017;hombres;real;18,59;146,17;27,27;3,30;9,01;10,43;0,78;16,11;12,82;3122550
Comunidad de Madrid;13;2017;mujeres;real;20,98;86,01;6,98;1,29;6,02;3,19;0,35;1,89;11,54;3383887
Comunidad de Madrid;13;2018;hombres;real;18,81;141,48;28,17;2,44;8,37;9,26;0,73;14,40;12,21;3159107
Comunidad de Madrid;13;2018;mujeres;real;21,36;80,40;6,59;1,03;5,10;2,70;0,31;0,68;12,21;3427575
Comunidad de Madrid;13;2019;hombres;real;18,22;138,95;26,59;2,39;9,39;8,25;0,71;13,67;11,71;3205785
Comunidad de Madrid;13;2019;mujeres;real;20,59;84,39;5,92;0,63;5,37;3,16;0,32;0,82;12,13;3480728
Comunidad de Madrid;13;2020;hombres;real;15,56;126,50;26,93;3,26;10,39;8,58;0,72;14,19;10,98;3238421
Comunidad de Madrid;13;2020;mujeres;real;18,39;78,75;6,55;1,16;5,70;3,30;0,33;1,21;10,92;3518621
Comunidad de Madrid;13;2021;hombres;real;17,65;124,65;26,74;2,41;9,83;7,40;0,67;12,48;10,35;3228906
Comunidad de Madrid;13;2021;mujeres;real;20,62;75,64;5,83;0,77;5,34;2,52;0,29;0,00;10,34;3509455
Comunidad de Madrid;13;2022;hombres;real;17,87;127,39;25,58;2,24;10,55;7,70;0,68;12,69;10,88;3267270
Comunidad de Madrid;13;2022;mujeres;real;20,29;76,11;6,39;0,59;4,69;3,78;0,31;0,48;10,99;3557440
Comunidad de Madrid;13;2023;hombres;real;20,36;124,01;27,31;2,34;8,91;8,90;0,69;13,03;10,81;3312222
Comunidad de Madrid;13;2023;mujeres;real;22,93;77,13;6,40;0,60;4,92;3,95;0,31;0,73;9,35;3604889
Comunidad de Madrid;13;2024;hombres;proyeccion;19,13;117,39;24,91;2,02;9,54;7,47;0,63;11,31;10,60;3381226
Comunidad de Madrid;13;2024;mujeres;proyeccion;20,59;73,76;6,03;0,75;5,60;3,21;0,30;0,38;10,82;3674958
Comunidad de Madrid;13;2025;hombres;proyeccion;19,13;NA;NA;NA;NA;NA;0,65;11,73;11,07;3424350
Comunidad de Madrid;13;2025;mujeres;proyeccion;20,59;NA;NA;NA;NA;NA;0,31;0,49;10,39;3724336
Extremadura;11;1990;hombres;real;NA;6,44;96,61;13,67;58,11;30,07;1,98;55,66;NA;526232
Extremadura;11;1990;mujeres;real;NA;0,95;32,35;18,08;35,43;4,20;1,06;25,36;NA;537945
Extremadura;11;1991;hombres;real;NA;10,02;107,41;9,87;61,93;37,68;2,12;60,18;NA;525023
Extremadura;11;1991;mujeres;real;NA;0,66;35,00;16,72;42,09;2,55;1,08;25,90;NA;536878
Extremadura;11;1992;hombres;real;NA;6,74;106,64;11,49;56,14;31,40;1,98;55,81;NA;525073
Extremadura;11;1992;mujeres;real;NA;1,78;32,31;13,19;38,50;3,62;0,96;21,96;NA;536815
Extremadura;11;1993;hombres;real;NA;10,21;105,06;14,44;56,44;35,40;2,13;60,55;NA;525570
Extremadura;11;1993;mujeres;real;NA;1,47;42,01;17,97;35,94;7,05;1,17;28,85;NA;536995
Extremadura;11;1994;hombres;real;NA;6,71;94,47;13,05;53,77;29,51;1,90;53,05;NA;526337
Extremadura;11;1994;mujeres;real;NA;1,20;28,64;13,99;33,20;5,04;0,93;21,01;NA;537247
Extremadura;11;1995;hombres;real;NA;7,25;101,07;11,27;49,59;30,32;1,87;51,91;NA;526587
Extremadura;11;1995;mujeres;real;NA;1,56;30,24;16,66;25,13;4,38;0,92;20,61;NA;537002
Extremadura;11;1996;hombres;real;NA;6,97;88,56;9,84;40,69;35,24;1,76;48,30;NA;526267
Extremadura;11;1996;mujeres;real;NA;1,00;30,14;10,08;27,92;4,57;0,78;16,03;NA;536423
Extremadura;11;1997;hombres;real;NA;7,83;85,02;7,49;35,41;35,25;1,63;44,03;10,09;525710
Extremadura;11;1997;mujeres;real;NA;0,70;24,93;10,16;25,13;4,48;0,72;14,17;12,47;535753
Extremadura;11;1998;hombres;real;NA;7,56;79,05;9,37;40,90;25,70;1,53;40,89;13,29;524901
Extremadura;11;1998;mujeres;real;NA;0,78;25,89;9,65;22,85;4,81;0,70;13,38;17,44;534824
Extremadura;11;1999;hombres;real;NA;226,76;89,46;10,96;33,89;34,43;2,13;60,53;14,60;524209
Extremadura;11;1999;mujeres;real;NA;94,51;26,71;11,08;24,71;3,98;0,92;20,74;17,73;533814
Extremadura;11;2000;hombres;real;NA;241,02;81,50;9,60;39,58;23,50;1,94;54,50;16,25;524937
Extremadura;11;2000;mujeres;real;NA;94,66;25,50;8,08;25,01;2,95;0,82;17,52;16,35;533703
Extremadura;11;2001;hombres;real;NA;248,14;72,99;8,09;35,63;21,05;1,79;49,47;14,56;525309
Extremadura;11;2001;mujeres;real;NA;94,02;22,94;9,45;19,05;2,77;0,78;16,14;12,25;533767
Extremadura;11;2002;hombres;real;NA;230,65;73,03;9,73;28,90;24,47;1,79;49,51;14,59;525525
Extremadura;11;2002;mujeres;real;NA;94,45;22,24;7,52;18,01;3,11;0,72;14,27;16,44;534226
Extremadura;11;2003;hombres;real;NA;235,51;79,06;9,74;32,91;23,12;1,85;51,46;17,34;527585
Extremadura;11;2003;mujeres;real;NA;103,54;20,77;6,49;19,48;2,47;0,71;13,82;15,97;536168
Extremadura;11;2004;hombres;real;NA;219,63;63,17;10,06;28,44;15,88;1,57;42,30;18,88;529472
Extremadura;11;2004;mujeres;real;NA;89,59;18,34;7,38;14,35;2,28;0,64;11,49;16,55;537943
Extremadura;11;2005;hombres;real;NA;224,57;62,30;7,88;34,16;29,51;1,81;50,12;19,39;530853
Extremadura;11;2005;mujeres;real;NA;88,89;16,37;5,44;12,95;2,56;0,57;9,16;14,71;539212
Extremadura;11;2006;hombres;real;14,88;217,54;58,91;9,96;19,80;18,56;1,51;40,03;23,51;532128
Extremadura;11;2006;mujeres;real;18,71;85,75;17,02;5,38;11,77;2,01;0,54;8,35;15,24;540393
Extremadura;11;2007;hombres;real;14,91;209,68;61,47;6,34;27,01;18,79;1,49;39,42;19,86;534290
Extremadura;11;2007;mujeres;real;18,71;84,61;12,86;5,24;14,27;2,94;0,56;8,72;13,97;542405
Extremadura;11;2008;hombres;real;15,52;195,01;54,71;10,36;24,00;16,30;1,45;38,26;17,49;535423
Extremadura;11;2008;mujeres;real;17,75;84,93;16,66;5,37;13,77;0,18;0,53;7,83;17,61;544302
Extremadura;11;2009;hombres;real;15,51;227,13;50,09;3,86;21,86;18,29;1,33;34,40;21,62;535939
Extremadura;11;2009;mujeres;real;16,54;77,83;12,75;3,19;13,77;2,14;0,47;5,94;14,85;545083
Extremadura;11;2010;hombres;real;15,83;212,78;51,70;4,81;21,94;15,79;1,30;33,22;19,87;536855
Extremadura;11;2010;mujeres;real;16,56;94,23;11,77;3,41;11,34;1,47;0,47;5,81;16,31;545549
Extremadura;11;2011;hombres;real;16,69;206,20;47,29;7,20;21,19;17,14;1,34;34,52;16,19;537093
Extremadura;11;2011;mujeres;real;16,95;83,14;10,20;3,67;10,90;2,00;0,45;5,20;16,26;546021
Extremadura;11;2012;hombres;real;16,76;221,56;42,16;6,99;21,50;17,04;1,33;34,40;14,97;536407
Extremadura;11;2012;mujeres;real;18,03;100,24;9,63;4,33;9,30;2,30;0,48;6,38;15,93;545410
Extremadura;11;2013;hombres;real;16,96;213,77;53,03;3,41;16,88;18,36;1,27;32,16;17,21;546438
Extremadura;11;2013;mujeres;real;18,41;92,92;11,25;2,06;8,99;1,55;0,41;3,79;15,33;551804
Extremadura;11;2014;hombres;real;17,69;193,30;47,62;4,46;19,98;12,57;1,16;28,52;18,28;544071
Extremadura;11;2014;mujeres;real;19,10;78,47;8,44;3,72;10,85;2,02;0,43;4,63;17,70;549738
Extremadura;11;2015;hombres;real;17,18;194,34;42,48;5,99;20,99;12,75;1,18;29,34;16,44;540855
Extremadura;11;2015;mujeres;real;18,82;90,64;13,08;3,04;9,03;1,74;0,44;4,93;15,21;546773
Extremadura;11;2016;hombres;real;17,57;188,31;42,20;7,51;14,91;10,71;1,11;27,08;17,22;537391
Extremadura;11;2016;mujeres;real;19,16;85,90;8,68;2,85;8,89;3,46;0,43;4,58;12,32;543693
Extremadura;11;2017;hombres;real;17,48;186,52;40,22;5,84;18,56;14,32;1,15;28,41;14,55;532921
Extremadura;11;2017;mujeres;real;18,97;85,82;7,96;2,13;7,41;2,43;0,38;2,79;15,10;539962
Extremadura;11;2018;hombres;real;17,52;197,49;35,40;3,09;15,39;12,05;1,01;23,61;17,61;529857
Extremadura;11;2018;mujeres;real;19,23;84,36;9,06;2,44;7,57;2,38;0,39;3,18;14,03;537161
Extremadura;11;2019;hombres;real;17,56;189,87;34,51;4,36;15,24;14,89;1,07;25,58;12,81;527504
Extremadura;11;2019;mujeres;real;20,95;89,61;8,18;2,07;10,01;1,46;0,39;3,31;15,98;535342
Extremadura;11;2020;hombres;real;16,52;186,84;36,10;6,97;16,84;12,68;1,11;27,15;14,91;525524
Extremadura;11;2020;mujeres;real;19,82;90,99;8,65;1,64;7,72;2,40;0,38;2,91;14,56;533740
Extremadura;11;2021;hombres;real;16,98;166,29;37,89;3,21;17,21;9,43;0,94;21,33;15,88;523219
Extremadura;11;2021;mujeres;real;20,41;83,79;8,41;2,69;9,64;2,61;0,41;4,03;17,89;531566
Extremadura;11;2022;hombres;real;17,04;164,77;31,25;4,83;13,06;12,09;0,94;21,53;15,73;522138
Extremadura;11;2022;mujeres;real;20,42;83,16;8,36;2,32;6,71;2,72;0,38;2,80;16,07;532942
Extremadura;11;2023;hombres;real;18,42;151,41;34,76;6,80;17,83;10,08;1,00;23,39;13,67;521029
Extremadura;11;2023;mujeres;real;20,48;81,97;8,38;1,95;9,09;3,61;0,40;3,68;15,26;532434
Extremadura;11;2024;hombres;proyeccion;17,93;154,65;32,01;3,41;14,46;10,97;0,89;19,66;17,63;520110
Extremadura;11;2024;mujeres;proyeccion;20,47;83,16;8,46;1,27;7,52;2,79;0,36;2,23;16,76;531700
Extremadura;11;2025;hombres;proyeccion;17,93;NA;NA;NA;NA;NA;0,85;18,52;16,03;520562
Extremadura;11;2025;mujeres;proyeccion;20,47;NA;NA;NA;NA;NA;0,36;2,30;15,57;533063
Galicia;12;1990;hombres;real;NA;10,56;80,09;11,26;43,78;39,92;1,86;51,78;NA;1322093
Galicia;12;1990;mujeres;real;NA;0,96;22,95;11,15;32,09;8,84;0,88;19,35;NA;1417282
Galicia;12;1991;hombres;real;NA;11,07;80,88;11,21;49,40;33,46;1,81;50,09;NA;1317931
Galicia;12;1991;mujeres;real;NA;1,20;20,33;7,75;34,21;7,35;0,77;15,87;NA;1414233
Galicia;12;1992;hombres;real;NA;12,26;82,32;8,27;48,73;35,27;1,77;48,77;NA;1316116
Galicia;12;1992;mujeres;real;NA;1,39;17,97;7,12;28,91;6,41;0,68;12,68;NA;1413115
Galicia;12;1993;hombres;real;NA;11,42;82,26;8,46;40,48;30,07;1,60;43,28;NA;1314661
Galicia;12;1993;mujeres;real;NA;0,66;17,37;6,13;29,66;6,47;0,65;11,97;NA;1412078
Galicia;12;1994;hombres;real;NA;10,91;73,77;7,22;42,15;28,07;1,51;40,06;NA;1312368
Galicia;12;1994;mujeres;real;NA;2,01;17,23;7,80;25,87;6,75;0,67;12,38;NA;1410137
Galicia;12;1995;hombres;real;NA;11,28;74,67;8,87;42,30;27,16;1,54;41,17;NA;1308576
Galicia;12;1995;mujeres;real;NA;1,31;19,61;5,94;24,91;5,28;0,60;10,07;NA;1406998
Galicia;12;1996;hombres;real;NA;12,23;79,55;7,78;40,61;31,05;1,59;42,86;NA;1304080
Galicia;12;1996;mujeres;real;NA;0,64;19,97;4,61;25,02;6,13;0,58;9,50;NA;1403063
Galicia;12;1997;hombres;real;NA;14,47;73,79;7,20;33,21;27,74;1,42;37,21;6,65;1299424
Galicia;12;1997;mujeres;real;NA;1,04;18,62;5,73;24,23;5,48;0,58;9,60;4,83;1399253
Galicia;12;1998;hombres;real;NA;12,76;72,57;4,95;31,48;23,30;1,26;31,94;7,37;1295303
Galicia;12;1998;mujeres;real;NA;1,61;19,50;3,88;20,80;5,04;0,50;6,89;6,73;1396554
Galicia;12;1999;hombres;real;NA;238,38;71,45;9,21;33,20;25,88;1,85;51,44;8,71;1291895
Galicia;12;1999;mujeres;real;NA;99,50;18,22;4,34;20,32;5,11;0,69;13,05;7,52;1394948
Galicia;12;2000;hombres;real;NA;234,14;70,41;7,97;31,56;21,60;1,72;47,01;7,93;1293488
Galicia;12;2000;mujeres;real;NA;102,00;14,98;5,72;18,92;4,46;0,68;12,95;7,48;1397478
Galicia;12;2001;hombres;real;NA;235,39;64,66;6,97;27,25;20,46;1,60;43,16;7,79;1295387
Galicia;12;2001;mujeres;real;NA;98,75;15,19;5,50;17,93;3,46;0,65;11,72;7,82;1400171
Galicia;12;2002;hombres;real;NA;228,63;62,23;6,59;29,30;19,92;1,58;42,33;7,93;1295920
Galicia;12;2002;mujeres;real;NA;98,41;13,89;3,81;16,68;3,45;0,58;9,63;8,72;1400947
Galicia;12;2003;hombres;real;NA;231,00;57,68;8,11;27,30;19,01;1,56;41,76;9,05;1299577
Galicia;12;2003;mujeres;real;NA;97,86;14,05;3,84;16,16;3,57;0,58;9,55;7,97;1403456
Galicia;12;2004;hombres;real;NA;229,36;55,25;5,67;26,68;18,03;1,46;38,42;7,45;1302943
Galicia;12;2004;mujeres;real;NA;95,97;13,32;3,81;14,54;2,51;0,54;8,16;7,76;1406155
Galicia;12;2005;hombres;real;NA;220,28;59,37;6,78;24,39;16,53;1,44;37,96;8,27;1306248
Galicia;12;2005;mujeres;real;NA;101,02;13,35;2,85;12,33;2,85;0,51;7,15;8,30;1409113
Galicia;12;2006;hombres;real;16,02;219,25;54,75;6,69;25,33;12,76;1,36;35,15;8,76;1309052
Galicia;12;2006;mujeres;real;18,56;96,43;11,50;3,41;12,43;3,71;0,52;7,52;8,15;1411317
Galicia;12;2007;hombres;real;15,96;222,02;51,34;5,67;23,81;16,40;1,36;35,40;8,10;1313580
Galicia;12;2007;mujeres;real;18,63;91,33;12,00;2,85;12,29;1,88;0,47;5,75;9,11;1415192
Galicia;12;2008;hombres;real;15,69;213,30;47,69;6,29;23,17;14,05;1,30;33,17;8,58;1318617
Galicia;12;2008;mujeres;real;18,05;94,49;11,56;3,32;11,01;3,15;0,49;6,55;7,99;1419481
Galicia;12;2009;hombres;real;15,09;208,76;43,57;5,64;22,45;12,35;1,21;30,40;7,03;1318561
Galicia;12;2009;mujeres;real;17,22;94,98;8,48;4,16;12,02;2,00;0,49;6,40;8,38;1418485
Galicia;12;2010;hombres;real;15,28;203,13;42,35;5,53;21,02;14,01;1,21;30,20;7,26;1317859
Galicia;12;2010;mujeres;real;17,43;94,36;8,89;2,46;10,98;2,35;0,44;4,87;6,93;1418721
Galicia;12;2011;hombres;real;17,76;202,21;36,73;4,54;17,82;14,40;1,12;27,47;7,29;1315849
Galicia;12;2011;mujeres;real;21,04;92,59;9,23;2,42;11,75;3,13;0,46;5,48;8,35;1416128
Galicia;12;2012;hombres;real;15,99;204,91;37,19;3,68;18,62;13,66;1,11;26,84;8,90;1309550
Galicia;12;2012;mujeres;real;18,25;91,88;8,27;1,69;9,49;2,56;0,40;3,59;8,25;1410903
Galicia;12;2013;hombres;real;16,21;198,94;41,61;2,61;17,63;10,87;1,03;24,50;9,38;1331434
Galicia;12;2013;mujeres;real;18,57;90,88;8,38;1,13;10,14;2,02;0,38;2,98;7,31;1421802
Galicia;12;2014;hombres;real;16,67;197,24;36,92;4,15;16,28;10,55;1,03;24,21;9,67;1324361
Galicia;12;2014;mujeres;real;19,16;86,25;7,62;2,83;7,71;2,29;0,39;3,35;7,52;1414974
Galicia;12;2015;hombres;real;17,26;191,32;37,62;5,91;14,53;12,72;1,08;26,10;10,09;1317282
Galicia;12;2015;mujeres;real;20,13;92,48;7,37;2,28;8,57;2,36;0,40;3,56;8,95;1407808
Galicia;12;2016;hombres;real;18,26;201,58;40,18;4,95;16,38;11,68;1,09;26,41;8,87;1311220
Galicia;12;2016;mujeres;real;21,70;92,72;8,00;3,10;6,32;3,00;0,41;4,01;7,55;1401816
Galicia;12;2017;hombres;real;18,35;190,14;33,68;5,26;13,51;9,47;0,98;22,60;8,06;1306138
Galicia;12;2017;mujeres;real;21,70;91,12;7,58;2,07;8,92;2,14;0,39;3,32;7,22;1397529
Galicia;12;2018;hombres;real;18,15;183,83;33,55;3,52;14,29;11,46;0,96;22,09;9,65;1303209
Galicia;12;2018;mujeres;real;21,69;91,73;7,43;1,75;8,36;2,09;0,38;2,85;7,90;1395793
Galicia;12;2019;hombres;real;17,15;178,96;32,50;3,80;16,24;10,56;0,96;21,95;9,61;1302677
Galicia;12;2019;mujeres;real;20,00;87,96;7,06;1,61;9,24;2,30;0,38;2,84;8,74;1396243
Galicia;12;2020;hombres;real;16,95;168,14;39,33;4,42;13,83;10,10;0,96;22,01;10,05;1302231
Galicia;12;2020;mujeres;real;19,69;92,54;6,31;1,64;7,67;2,84;0,38;2,81;10,69;1396304
Galicia;12;2021;hombres;real;16,91;172,19;36,10;5,74;11,99;8,10;0,93;21,06;11,36;1298435
Galicia;12;2021;mujeres;real;19,96;83,85;9,28;1,74;8,98;2,09;0,38;2,90;8,72;1392294
Galicia;12;2022;hombres;real;16,73;161,83;35,41;6,06;13,37;10,09;0,96;22,12;9,45;1297043
Galicia;12;2022;mujeres;real;19,45;89,18;7,42;2,06;8,25;3,19;0,40;3,54;10,34;1397719
Galicia;12;2023;hombres;real;18,00;160,79;35,20;5,36;11,90;10,91;0,94;21,41;9,79;1298718
Galicia;12;2023;mujeres;real;19,35;83,48;6,52;2,19;7,20;3,36;0,38;2,88;9,66;1401220
Galicia;12;2024;hombres;proyeccion;17,46;156,37;34,35;4,72;11,51;10,94;0,91;20,34;8,83;1302399
Galicia;12;2024;mujeres;proyeccion;19,63;81,51;6,74;1,63;7,40;3,66;0,37;2,57;11,04;1404244
Galicia;12;2025;hombres;proyeccion;17,46;NA;NA;NA;NA;NA;0,88;19,38;9,76;1309813
Galicia;12;2025;mujeres;proyeccion;19,63;NA;NA;NA;NA;NA;0,37;2,66;10,69;1409705
Islas Baleares;04;1990;hombres;real;NA;15,77;111,56;13,33;54,23;39,81;2,20;62,93;NA;348003
Islas Baleares;04;1990;mujeres;real;NA;0,74;32,98;10,41;21,98;7,33;0,79;16,46;NA;359498
Islas Baleares;04;1991;hombres;real;NA;15,33;108,29;11,26;42,56;29,10;1,83;50,78;NA;351142
Islas Baleares;04;1991;mujeres;real;NA;1,81;25,99;10,97;34,32;7,31;0,89;19,67;NA;362846
Islas Baleares;04;1992;hombres;real;NA;15,43;95,61;7,87;47,92;30,58;1,75;48,17;NA;355847
Islas Baleares;04;1992;mujeres;real;NA;1,42;31,73;11,13;23,29;5,37;0,78;16,19;NA;367408
Islas Baleares;04;1993;hombres;real;NA;15,44;105,62;10,68;50,42;32,93;1,94;54,50;NA;359546
Islas Baleares;04;1993;mujeres;real;NA;1,87;25,82;8,12;28,79;7,46;0,76;15,55;NA;371324
Islas Baleares;04;1994;hombres;real;NA;11,09;79,93;13,59;44,74;27,12;1,71;46,86;NA;363141
Islas Baleares;04;1994;mujeres;real;NA;1,14;19,91;8,60;28,12;6,15;0,71;13,88;NA;375086
Islas Baleares;04;1995;hombres;real;NA;9,76;83,77;11,87;34,15;32,32;1,67;45,55;NA;368095
