"ccaa","codigo_ccaa","periodo","periodo_label","precio_alquiler_m2","fuente_url","fetched_at"
"La Rioja","26","2016","2016",5.17,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2017","2017",5.42,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2018","2018",5.91,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2019","2019",6.23,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2020","2020",6.6,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2021","2021",6.85,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2022","2022",7.19,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2023","2023",7.5,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2024","2024",8.04,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2025","2025",8.91,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"La Rioja","26","2026","2026",9.09,"idealista_historico_ccaa","2026-04-22T13:38:14.492471+00:00"
"Madrid","13","2007","2007",11.36,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2008","2008",11.23,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2009","2009",11.05,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2010","2010",11.01,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2011","2011",11,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2012","2012",10.54,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2013","2013",9.91,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2014","2014",9.97,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2015","2015",10.41,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2016","2016",11.12,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2017","2017",12.28,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2018","2018",13.57,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2019","2019",14.16,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2020","2020",14.43,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2021","2021",13.54,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2022","2022",14.13,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2023","2023",15.49,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2024","2024",17.9,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2025","2025",20.15,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Madrid","13","2026","2026",21.25,"idealista_historico_ccaa","2026-04-22T14:38:02.552676+00:00"
"Melilla","19","2013","2013",9.22,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2014","2014",8.51,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2015","2015",8.43,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2016","2016",8.27,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2017","2017",8.35,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2018","2018",8.25,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2019","2019",8.45,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2020","2020",8.52,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2021","2021",8.95,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2022","2022",9.12,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2023","2023",9.49,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2024","2024",9.95,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2025","2025",10.22,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Melilla","19","2026","2026",10.82,"idealista_historico_ccaa","2026-04-22T14:04:08.580394+00:00"
"Murcia","14","2007","2007",7.21,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2008","2008",6.72,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2009","2009",6.04,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2010","2010",5.7,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2011","2011",5.57,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2012","2012",5.55,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2013","2013",5.17,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2014","2014",4.98,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2015","2015",4.89,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2016","2016",5.08,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2017","2017",5.31,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2018","2018",5.76,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2019","2019",6.09,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2020","2020",6.39,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2021","2021",6.64,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2022","2022",7.06,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2023","2023",7.52,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2024","2024",8.14,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2025","2025",8.8,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Murcia","14","2026","2026",9.09,"idealista_historico_ccaa","2026-04-22T14:40:54.461512+00:00"
"Navarra","15","2010","2010",6.59,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2011","2011",7.07,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2012","2012",7.28,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2013","2013",6.52,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2014","2014",6.34,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2015","2015",6.36,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2016","2016",6.6,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2017","2017",6.89,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2018","2018",7.44,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2019","2019",8.02,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2020","2020",8.49,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2021","2021",8.89,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2022","2022",9.24,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2023","2023",9.61,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2024","2024",10.14,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2025","2025",10.64,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"Navarra","15","2026","2026",10.95,"idealista_historico_ccaa","2026-04-22T14:02:42.591894+00:00"
"País Vasco","16","2010","2010",10.37,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2011","2011",11.06,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2012","2012",10.86,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2013","2013",9.97,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2014","2014",9.8,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2015","2015",9.77,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2016","2016",9.96,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2017","2017",10.49,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2018","2018",11.09,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2019","2019",11.38,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2020","2020",11.96,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2021","2021",12.09,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2022","2022",12.25,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2023","2023",12.87,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2024","2024",13.89,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2025","2025",14.74,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
"País Vasco","16","2026","2026",15.22,"idealista_historico_ccaa","2026-04-22T14:39:28.996764+00:00"
