ccaa;genero;periodo;t_mental;antidep_ajustado;hipno_ajustado;suicidios;censo;origen;brecha_rel;n_personas_tm;antidep_anual_total;hipno_anual_total;n_suicidios
Cantabria;hombres;2013;5,94500000000000;32,9724391330715;21,2613199212575;NA;288100,000000000;real;53,9468587806956;17128;3467266;2235766;NA
Cantabria;mujeres;2013;12,90900000000000;110,2205690313758;71,0725333549454;NA;300998,000000000;real;53,9468587806956;38856;12109302;7808332;NA
Cantabria;total;2013;9,50323661258398;71,5965040822236;46,1669266381015;NA;589098,000000000;real;53,9468587806956;55983;15394735;9926848;NA
Cantabria;hombres;2014;6,40300000000000;34,7718678434772;22,2466589260778;NA;286709,000000000;real;53,1704819717692;18358;3638834;2328086;NA
Cantabria;mujeres;2014;13,67300000000000;113,7321924482186;72,7646068856547;NA;300057,000000000;real;53,1704819717692;41027;12456041;7969238;NA
Cantabria;total;2014;10,12069051035677;74,2520301458479;47,5056329058663;NA;586766,000000000;real;53,1704819717692;59385;15902527;10174262;NA
Cantabria;hombres;2015;6,72900000000000;36,3427424721142;23,3085983107245;NA;285208,000000000;real;52,8418249351741;19192;3783313;2426447;NA
Cantabria;mujeres;2015;14,26900000000000;117,7885080360139;75,5442443986612;NA;299102,000000000;real;52,8418249351741;42679;12859234;8247334;NA
Cantabria;total;2015;10,58864484605774;77,0656252540640;49,4264213546929;NA;584310,000000000;real;52,8418249351741;61871;16436029;10541329;NA
Cantabria;hombres;2016;6,82000000000000;38,0307853128393;24,6170908373912;NA;283715,000000000;real;52,9525386313466;19349;3938315;2549247;NA
Cantabria;mujeres;2016;14,49600000000000;123,6390867971076;80,0308120302988;NA;298255,000000000;real;52,9525386313466;43235;13459731;8712400;NA
Cantabria;total;2016;10,75388899771466;80,8349360549735;52,3239514338450;NA;581970,000000000;real;52,9525386313466;62584;17170880;11114604;NA
Cantabria;hombres;2017;7,10200000000000;39,5281535217260;25,6369712597055;NA;283117,000000000;real;52,2971520687802;20107;4084749;2649266;NA
Cantabria;mujeres;2017;14,88800000000000;126,1984445158568;81,8491532445175;NA;298107,000000000;real;52,2971520687802;44382;13731533;8905929;NA
Cantabria;total;2017;11,09540203088654;82,8632990187914;53,7430622521115;NA;581224,000000000;real;52,2971520687802;64489;17579180;11401417;NA
Cantabria;hombres;2018;7,37500000000000;42,2763622299028;27,0872387408386;8,11700000000000;282830,000000000;real;51,7532382572288;20859;4364314;2796296;23
Cantabria;mujeres;2018;15,28600000000000;132,9742067318040;85,1990070605061;1,68000000000000;298550,000000000;real;51,7532382572288;45636;14490299;9284200;5
Cantabria;total;2018;11,43745321476487;87,6252844808534;56,1431229006724;4,82000000000000;581380,000000000;real;51,7532382572288;66495;18594410;11913778;28
Cantabria;hombres;2019;7,78800000000000;44,1507703394525;27,8943513842193;8,81600000000000;282792,000000000;real;52,1621621621622;22024;4557202;2879229;25
Cantabria;mujeres;2019;16,28000000000000;140,4343711927220;88,7261007305958;3,68800000000000;299332,000000000;real;52,1621621621622;48731;15343323;9693875;11
Cantabria;total;2019;12,15464240608530;92,2925707660873;58,3102260574076;6,18700000000000;582124,000000000;real;52,1621621621622;70755;19609888;12389480;36
Cantabria;hombres;2020;8,29700000000000;47,9379005484130;29,9868169055817;11,98100000000000;283096,000000000;real;51,1740128288119;23488;4953425;3098539;34
Cantabria;mujeres;2020;16,99300000000000;148,4243373735303;92,8445630333238;4,01900000000000;299963,000000000;real;51,1740128288119;50973;16250460;10165226;12
Cantabria;total;2020;12,77078095184192;98,1811189609716;61,4156899694527;7,89900000000000;583059,000000000;real;51,1740128288119;74461;20894566;13070274;46
Cantabria;hombres;2021;8,74600000000000;51,4573882630913;31,0018967925638;14,09900000000000;283882,000000000;real;50,8430755395683;24828;5331857;3212321;40
Cantabria;mujeres;2021;17,79200000000000;157,9022851823513;95,1325069882035;2,65900000000000;300963,000000000;real;50,8430755395683;53547;17345802;10450448;8
Cantabria;total;2021;13,40109886893108;104,6798367227213;63,0672018903836;8,21200000000000;584846,000000000;real;50,8430755395683;78376;22345878;13462879;48
Cantabria;hombres;2022;9,10142773803676;54,9989763399345;31,5637024279770;13,70400000000000;284334,000000000;real;50,9444646746116;25878;5707899;3275741;39
Cantabria;mujeres;2022;18,55331447851180;169,2325032479361;97,1218871537613;6,61500000000000;301852,000000000;real;50,9444646746116;56004;18645357;10700499;20
