ccaa_id3,ccaa,anio,pib_regional_eur,origen_pib,pib_lo,pib_hi,imp_social_total,pct_pib_social_total,imp_sanidad,imp_educacion,imp_soberania,imp_direccion,imp_vivienda,imp_empleo,imp_idi,imp_dependencia,imp_discapacidad,imp_salud_mental,imp_diversidad,imp_turismo,imp_igualdad,pct_pib_sanidad,pct_pib_educacion,pct_pib_soberania,pct_pib_direccion,pct_pib_vivienda,pct_pib_empleo,pct_pib_idi,pct_pib_dependencia,pct_pib_discapacidad,pct_pib_salud_mental,pct_pib_diversidad,pct_pib_turismo,pct_pib_igualdad
cat,Cataluña,2022,258787407000.0,real,,,43818651621.23,16.9323,10354756810.75,7687714793.25,4954802029.44,15752603804.68,657626712.74,895917646.46,608782713.62,1749979172.98,11890551.84,218468457.23,790488992.32,95355899.94,40264035.98,4.0013,2.9707,1.9146,6.0871,0.2541,0.3462,0.2352,0.6762,0.0046,0.0844,0.3055,0.0368,0.0156
cat,Cataluña,2023,283274025000.0,real,,,46257224022.42,16.3295,11335301941.0,8023063295.99,5235440412.13,16291925790.4,502086405.37,962454841.41,660263757.82,1969629181.49,16089099.51,205499066.29,882892513.8,126236675.11,46341042.1,4.0015,2.8323,1.8482,5.7513,0.1772,0.3398,0.2331,0.6953,0.0057,0.0725,0.3117,0.0446,0.0164
cat,Cataluña,2024,302303884000.0,real,,,46143310889.15,15.2639,11747006548.59,8389127300.59,5435604695.37,15081172160.48,436402658.31,909960745.67,681107521.32,2163059090.84,16089948.35,212076042.9,899088040.2,119952907.54,52663228.99,3.8858,2.7751,1.7981,4.9887,0.1444,0.301,0.2253,0.7155,0.0053,0.0702,0.2974,0.0397,0.0174
cat,Cataluña,2025,314476551469.5445,proyeccion,270447466869.6506,333158608025.8428,46143310889.15,14.6731,11747006548.59,8389127300.59,5435604695.37,15081172160.48,436402658.31,909960745.67,681107521.32,2163059090.84,16089948.35,212076042.9,899088040.2,119952907.54,52663228.99,3.7354,2.6676,1.7285,4.7956,0.1388,0.2894,0.2166,0.6878,0.0051,0.0674,0.2859,0.0381,0.0167
cat,Cataluña,2026,335602542224.5094,proyeccion,281017635653.4131,364113246843.837,50495020405.56,15.0461,13004607194.14,9270136188.03,6860043304.3,15103291832.92,527641332.01,941924973.15,844523682.99,2484712971.42,14706385.94,267551321.1,943164289.77,140733040.46,91983889.33,3.875,2.7622,2.0441,4.5004,0.1572,0.2807,0.2516,0.7404,0.0044,0.0797,0.281,0.0419,0.0274
clm,Cast.-La Mancha,2015,37998035000.0,real,,,5916368950.0,15.5702,2412822220.0,1515797070.0,1193769760.0,112600040.0,48559460.0,53549430.0,21456800.0,389383670.0,99388360.0,0.0,40315940.0,10119350.0,18606850.0,6.3499,3.9891,3.1417,0.2963,0.1278,0.1409,0.0565,1.0247,0.2616,0.0,0.1061,0.0266,0.049
clm,Cast.-La Mancha,2016,39136242000.0,real,,,6294752000.0,16.0842,2630611680.0,1649848580.0,1227825760.0,99227680.0,42983640.0,66476340.0,22786400.0,381779990.0,101107350.0,0.0,42955100.0,10289070.0,18860410.0,6.7217,4.2157,3.1373,0.2535,0.1098,0.1699,0.0582,0.9755,0.2583,0.0,0.1098,0.0263,0.0482
clm,Cast.-La Mancha,2017,40768959000.0,real,,,6492330560.0,15.9247,2724969590.0,1718009180.0,1220888050.0,103519940.0,45406150.0,76282560.0,23570030.0,398834370.0,104891360.0,0.0,44379180.0,10842640.0,20737510.0,6.6839,4.214,2.9947,0.2539,0.1114,0.1871,0.0578,0.9783,0.2573,0.0,0.1089,0.0266,0.0509
clm,Cast.-La Mancha,2018,42290925000.0,real,,,6668449190.0,15.768,2809202270.0,1801375270.0,1200959330.0,105570320.0,49731840.0,78559290.0,24105210.0,406118870.0,108328000.0,0.0,45748920.0,15306490.0,23443380.0,6.6426,4.2595,2.8398,0.2496,0.1176,0.1858,0.057,0.9603,0.2561,0.0,0.1082,0.0362,0.0554
clm,Cast.-La Mancha,2019,43393303000.0,real,,,6668449190.0,15.3675,2809202270.0,1801375270.0,1200959330.0,105570320.0,49731840.0,78559290.0,24105210.0,406118870.0,108328000.0,0.0,45748920.0,15306490.0,23443380.0,6.4738,4.1513,2.7676,0.2433,0.1146,0.181,0.0556,0.9359,0.2496,0.0,0.1054,0.0353,0.054
clm,Cast.-La Mancha,2020,40254360000.0,real,,,7128523000.0,17.7087,3040499320.0,1947035400.0,1201079790.0,123949130.0,59397780.0,76325520.0,27037220.0,443199000.0,116345440.0,0.0,48690740.0,16500020.0,28463640.0,7.5532,4.8368,2.9837,0.3079,0.1476,0.1896,0.0672,1.101,0.289,0.0,0.121,0.041,0.0707
clm,Cast.-La Mancha,2021,44123986000.0,real,,,8265916850.0,18.7334,3717533530.0,2231740420.0,1195893060.0,135527730.0,110840190.0,77019810.0,38493510.0,512425730.0,125225230.0,0.0,49800110.0,37795770.0,33621760.0,8.4252,5.0579,2.7103,0.3072,0.2512,0.1746,0.0872,1.1613,0.2838,0.0,0.1129,0.0857,0.0762
clm,Cast.-La Mancha,2022,50032018000.0,real,,,8520314260.0,17.0297,3673248580.0,2354316640.0,1189688600.0,190923240.0,106598350.0,82841930.0,39521180.0,530612120.0,137281350.0,0.0,60103810.0,104299320.0,50879140.0,7.3418,4.7056,2.3779,0.3816,0.2131,0.1656,0.079,1.0605,0.2744,0.0,0.1201,0.2085,0.1017
clm,Cast.-La Mancha,2023,52544941000.0,real,,,8781350590.0,16.7121,3675941730.0,2424973030.0,1188177060.0,204926320.0,223490620.0,117383250.0,42620650.0,525429910.0,150707730.0,0.0,66428950.0,109416570.0,51854770.0,6.9958,4.615,2.2613,0.39,0.4253,0.2234,0.0811,1.0,0.2868,0.0,0.1264,0.2082,0.0987
clm,Cast.-La Mancha,2024,55559897000.0,real,,,9113522960.0,16.4031,3909573620.0,2473722660.0,1205982310.0,204369330.0,232403540.0,121452570.0,38668490.0,525324890.0,158259930.0,0.0,68660820.0,122274720.0,52830080.0,7.0367,4.4524,2.1706,0.3678,0.4183,0.2186,0.0696,0.9455,0.2848,0.0,0.1236,0.2201,0.0951
clm,Cast.-La Mancha,2025,57877789156.0775,proyeccion,51540858629.7502,62999153494.0237,9018506850.0,15.582,3834163140.0,2530782640.0,1159814830.0,212279490.0,218226660.0,124336360.0,44929700.0,512692410.0,156848960.0,0.0,66230510.0,108190760.0,50011390.0,6.6246,4.3726,2.0039,0.3668,0.377,0.2148,0.0776,0.8858,0.271,0.0,0.1144,0.1869,0.0864
clm,Cast.-La Mancha,2026,60528774710.7235,proyeccion,53084732308.4389,66613957739.8164,9474383650.0,15.6527,4126166360.0,2633020170.0,1136287490.0,222255350.0,270553240.0,121712450.0,50872500.0,536482460.0,159133450.0,0.0,74755820.0,89966570.0,53177790.0,6.8169,4.35,1.8773,0.3672,0.447,0.2011,0.084,0.8863,0.2629,0.0,0.1235,0.1486,0.0879
cnt,Cantabria,2015,12443843000.0,real,,,1684107268.0,13.5337,791173926.0,520417665.0,21049003.0,49785633.0,21462880.0,93256835.0,24662333.0,137060482.0,0.0,0.0,10838358.0,12882424.0,1517729.0,6.358,4.1821,0.1692,0.4001,0.1725,0.7494,0.1982,1.1014,0.0,0.0,0.0871,0.1035,0.0122
cnt,Cantabria,2016,12833899000.0,real,,,1722120334.0,13.4185,807838982.0,546242340.0,19203374.0,51094384.0,23839088.0,93691369.0,14337798.0,137899656.0,0.0,0.0,11437096.0,14829474.0,1706773.0,6.2946,4.2562,0.1496,0.3981,0.1858,0.73,0.1117,1.0745,0.0,0.0,0.0891,0.1155,0.0133
cnt,Cantabria,2017,13318023000.0,real,,,1762663419.0,13.2352,827085351.0,562272196.0,20301447.0,50718844.0,24124504.0,91691369.0,19000371.0,132529538.0,0.0,0.0,11881158.0,21292996.0,1765645.0,6.2103,4.2219,0.1524,0.3808,0.1811,0.6885,0.1427,0.9951,0.0,0.0,0.0892,0.1599,0.0133
cnt,Cantabria,2018,13843935000.0,real,,,1826155647.0,13.191,853389380.0,587781378.0,21045344.0,51893111.0,25223654.0,96234032.0,19497531.0,133157316.0,0.0,0.0,12600670.0,23477508.0,1855723.0,6.1644,4.2458,0.152,0.3748,0.1822,0.6951,0.1408,0.9618,0.0,0.0,0.091,0.1696,0.0134
cnt,Cantabria,2019,14274351000.0,real,,,1886620828.0,13.2169,876879573.0,612600404.0,21241225.0,57297380.0,22730397.0,98443330.0,20481355.0,135272079.0,0.0,0.0,14629432.0,23631802.0,3413851.0,6.143,4.2916,0.1488,0.4014,0.1592,0.6897,0.1435,0.9477,0.0,0.0,0.1025,0.1656,0.0239
cnt,Cantabria,2020,12991241000.0,real,,,1972039847.0,15.1798,923332337.0,619193625.0,25443127.0,54689807.0,23909703.0,98443330.0,42743819.0,142736558.0,0.0,0.0,14529632.0,23569169.0,3448740.0,7.1073,4.7662,0.1958,0.421,0.184,0.7578,0.329,1.0987,0.0,0.0,0.1118,0.1814,0.0265
cnt,Cantabria,2021,14206538000.0,real,,,2099399809.0,14.7777,997231051.0,654698991.0,28317313.0,58076855.0,24815672.0,100056330.0,42967168.0,149100265.0,0.0,0.0,14412201.0,26230083.0,3493880.0,7.0195,4.6084,0.1993,0.4088,0.1747,0.7043,0.3024,1.0495,0.0,0.0,0.1014,0.1846,0.0246
cnt,Cantabria,2022,15557155000.0,real,,,2114365630.0,13.591,1024213022.0,639297501.0,16873139.0,59591474.0,26705133.0,100243599.0,49656475.0,153165201.0,0.0,0.0,14192435.0,26907677.0,3519974.0,6.5835,4.1093,0.1085,0.383,0.1717,0.6444,0.3192,0.9845,0.0,0.0,0.0912,0.173,0.0226
cnt,Cantabria,2023,16740663000.0,real,,,2258099202.0,13.4887,1080659864.0,691376763.0,17829646.0,58355881.0,30474540.0,103564000.0,51590872.0,169095783.0,0.0,0.0,15266220.0,32559773.0,7325860.0,6.4553,4.1299,0.1065,0.3486,0.182,0.6186,0.3082,1.0101,0.0,0.0,0.0912,0.1945,0.0438
cnt,Cantabria,2024,17700122000.0,real,,,2375258871.0,13.4194,1153704317.0,723842463.0,17980803.0,65842609.0,30836033.0,108749736.0,49604154.0,177234691.0,0.0,0.0,14475355.0,25466443.0,7522267.0,6.5181,4.0895,0.1016,0.372,0.1742,0.6144,0.2802,1.0013,0.0,0.0,0.0818,0.1439,0.0425
cnt,Cantabria,2025,18399077585.3196,proyeccion,16109072183.485,19382874383.1122,2490306964.0,13.535,1225308481.0,746611006.0,17790064.0,43423689.0,31611589.0,112749736.0,77307482.0,185614577.0,0.0,0.0,17077855.0,25121524.0,7690961.0,6.6596,4.0579,0.0967,0.236,0.1718,0.6128,0.4202,1.0088,0.0,0.0,0.0928,0.1365,0.0418
cnt,Cantabria,2026,19638827481.9118,proyeccion,16614015894.17,21166619148.597,2680650954.0,13.6498,1324077382.0,793193442.0,19247162.0,44481120.0,46014536.0,112749736.0,83491279.0,205233389.0,0.0,0.0,19250355.0,24653291.0,8259262.0,6.7421,4.0389,0.098,0.2265,0.2343,0.5741,0.4251,1.045,0.0,0.0,0.098,0.1255,0.0421
cym,Cast. y León,2015,53183396000.0,real,,,9330755146.0,17.5445,3252486438.0,1777814120.0,1443880658.0,1488507504.0,135785844.0,231123060.0,178457014.0,584230223.0,128871699.0,8314980.0,71332532.0,22502178.0,7448896.0,6.1156,3.3428,2.7149,2.7988,0.2553,0.4346,0.3356,1.0985,0.2423,0.0156,0.1341,0.0423,0.014
cym,Cast. y León,2016,54630532000.0,real,,,9333351242.0,17.0845,3285027920.0,1829589229.0,1318536495.0,1494594547.0,145271044.0,233704628.0,166951996.0,618898555.0,130292035.0,8325168.0,72240073.0,22460969.0,7458583.0,6.0132,3.349,2.4136,2.7358,0.2659,0.4278,0.3056,1.1329,0.2385,0.0152,0.1322,0.0411,0.0137
cym,Cast. y León,2017,55879293000.0,real,,,9676204403.0,17.3163,3446716392.0,1900565408.0,1346493414.0,1430901081.0,152388567.0,261461840.0,224628906.0,661201402.0,135944676.0,8722181.0,75180759.0,23983830.0,8015947.0,6.1681,3.4012,2.4096,2.5607,0.2727,0.4679,0.402,1.1833,0.2433,0.0156,0.1345,0.0429,0.0143
cym,Cast. y León,2018,58326859000.0,real,,,10339089520.0,17.7261,3544930466.0,1954038890.0,1382181385.0,1816297934.0,166810280.0,271877156.0,242182633.0,696811366.0,140093908.0,8978860.0,81009410.0,25339532.0,8537700.0,6.0777,3.3502,2.3697,3.114,0.286,0.4661,0.4152,1.1947,0.2402,0.0154,0.1389,0.0434,0.0146
cym,Cast. y León,2019,59649198000.0,real,,,10339089520.0,17.3332,3544930466.0,1954038890.0,1382181385.0,1816297934.0,166810280.0,271877156.0,242182633.0,696811366.0,140093908.0,8978860.0,81009410.0,25339532.0,8537700.0,5.943,3.2759,2.3172,3.045,0.2797,0.4558,0.406,1.1682,0.2349,0.0151,0.1358,0.0425,0.0143
cym,Cast. y León,2020,54794589000.0,real,,,10339089520.0,18.8688,3544930466.0,1954038890.0,1382181385.0,1816297934.0,166810280.0,271877156.0,242182633.0,696811366.0,140093908.0,8978860.0,81009410.0,25339532.0,8537700.0,6.4695,3.5661,2.5225,3.3147,0.3044,0.4962,0.442,1.2717,0.2557,0.0164,0.1478,0.0462,0.0156
cym,Cast. y León,2021,59465900000.0,real,,,11748004613.0,19.7559,4316967631.0,2248721516.0,1419449800.0,1929481958.0,173261426.0,300892031.0,303237083.0,744737627.0,172600101.0,10261322.0,87676150.0,29882122.0,10835846.0,7.2596,3.7815,2.387,3.2447,0.2914,0.506,0.5099,1.2524,0.2903,0.0173,0.1474,0.0503,0.0182
cym,Cast. y León,2022,65467208000.0,real,,,11748004613.0,17.9449,4316967631.0,2248721516.0,1419449800.0,1929481958.0,173261426.0,300892031.0,303237083.0,744737627.0,172600101.0,10261322.0,87676150.0,29882122.0,10835846.0,6.5941,3.4349,2.1682,2.9472,0.2647,0.4596,0.4632,1.1376,0.2636,0.0157,0.1339,0.0456,0.0166
cym,Cast. y León,2023,69893920000.0,real,,,13021761576.0,18.6308,4690046743.0,2481746644.0,1460955044.0,2157219135.0,144968061.0,375461898.0,438440387.0,865314063.0,191657715.0,10306603.0,108523011.0,85235574.0,11886698.0,6.7102,3.5507,2.0902,3.0864,0.2074,0.5372,0.6273,1.238,0.2742,0.0147,0.1553,0.1219,0.017
cym,Cast. y León,2024,73992645000.0,real,,,13686100132.0,18.4966,4812765002.0,2630711524.0,1497089801.0,2491550593.0,133066524.0,388138640.0,379187952.0,950482061.0,204458058.0,12633520.0,109844387.0,61329866.0,14842204.0,6.5044,3.5554,2.0233,3.3673,0.1798,0.5246,0.5125,1.2846,0.2763,0.0171,0.1485,0.0829,0.0201
cym,Cast. y León,2025,77233592986.7985,proyeccion,67970680373.5719,81459994394.8575,13686100132.0,17.7204,4812765002.0,2630711524.0,1497089801.0,2491550593.0,133066524.0,388138640.0,379187952.0,950482061.0,204458058.0,12633520.0,109844387.0,61329866.0,14842204.0,6.2314,3.4062,1.9384,3.226,0.1723,0.5026,0.491,1.2307,0.2647,0.0164,0.1422,0.0794,0.0192
cym,Cast. y León,2026,80786752445.5297,proyeccion,69524374465.2564,86968094491.438,13686100132.0,16.941,4812765002.0,2630711524.0,1497089801.0,2491550593.0,133066524.0,388138640.0,379187952.0,950482061.0,204458058.0,12633520.0,109844387.0,61329866.0,14842204.0,5.9574,3.2564,1.8531,3.0841,0.1647,0.4804,0.4694,1.1765,0.2531,0.0156,0.136,0.0759,0.0184
ext,Extremadura,2015,18494971000.0,real,,,4963005637.0,26.8344,1376856967.0,1019830034.0,1008359989.0,632243278.0,48234914.0,244119405.0,107270160.0,295124175.0,0.0,0.0,189164321.0,35571564.0,6230830.0,7.4445,5.5141,5.4521,3.4185,0.2608,1.3199,0.58,1.5957,0.0,0.0,1.0228,0.1923,0.0337
ext,Extremadura,2016,19069471000.0,real,,,4898101514.0,25.6856,1550101891.0,1016192181.0,867731588.0,526188628.0,48458475.0,256405996.0,107590586.0,301023551.0,0.0,0.0,192882314.0,23479376.0,8046928.0,8.1287,5.3289,4.5504,2.7593,0.2541,1.3446,0.5642,1.5786,0.0,0.0,1.0115,0.1231,0.0422
ext,Extremadura,2017,20169546000.0,real,,,4884241506.0,24.2159,1539066245.0,1016627283.0,909494357.0,460889966.0,44149780.0,269570975.0,108445889.0,309634440.0,0.0,0.0,195493738.0,22428519.0,8440314.0,7.6306,5.0404,4.5092,2.2851,0.2189,1.3365,0.5377,1.5352,0.0,0.0,0.9693,0.1112,0.0418
ext,Extremadura,2018,20713254000.0,real,,,5131990769.0,24.7764,1603961004.0,1041322738.0,918227109.0,535461641.0,50311665.0,307539563.0,109954628.0,317996579.0,0.0,0.0,215354989.0,23083317.0,8777536.0,7.7436,5.0273,4.433,2.5851,0.2429,1.4847,0.5308,1.5352,0.0,0.0,1.0397,0.1114,0.0424
ext,Extremadura,2019,21166132000.0,real,,,5471857502.0,25.8519,1691119508.0,1071976980.0,940779570.0,688083005.0,64571981.0,313361114.0,120609777.0,330608387.0,0.0,0.0,216217987.0,23694251.0,10834942.0,7.9897,5.0646,4.4447,3.2509,0.3051,1.4805,0.5698,1.562,0.0,0.0,1.0215,0.1119,0.0512
ext,Extremadura,2020,19497343000.0,real,,,5634069953.0,28.8966,1742520488.0,1096831818.0,957921474.0,739763386.0,63786749.0,327303628.0,107121478.0,347141661.0,0.0,0.0,215058454.0,25053164.0,11567653.0,8.9372,5.6255,4.9131,3.7942,0.3272,1.6787,0.5494,1.7805,0.0,0.0,1.103,0.1285,0.0593
ext,Extremadura,2021,21551517000.0,real,,,6028267608.0,27.9714,1876516389.0,1187831592.0,1002336789.0,810635397.0,70705624.0,343359065.0,117651204.0,360672739.0,0.0,0.0,217134557.0,26431175.0,14993077.0,8.7071,5.5116,4.6509,3.7614,0.3281,1.5932,0.5459,1.6735,0.0,0.0,1.0075,0.1226,0.0696
ext,Extremadura,2022,23486645000.0,real,,,6515258320.0,27.7403,2008513430.0,1233864419.0,1000410914.0,932107104.0,84768631.0,393155595.0,152257697.0,412180332.0,0.0,0.0,245746355.0,27195666.0,25058177.0,8.5517,5.2535,4.2595,3.9687,0.3609,1.674,0.6483,1.755,0.0,0.0,1.0463,0.1158,0.1067
ext,Extremadura,2023,25192615000.0,real,,,7224669370.0,28.6777,2204300044.0,1308948181.0,1074515804.0,1135428936.0,134258208.0,400616946.0,171999033.0,459483120.0,0.0,0.0,277867352.0,29692255.0,27559491.0,8.7498,5.1958,4.2652,4.507,0.5329,1.5902,0.6827,1.8239,0.0,0.0,1.103,0.1179,0.1094
ext,Extremadura,2024,26583476000.0,real,,,7519027597.0,28.2846,2282097280.0,1370679428.0,1137029049.0,1176503074.0,142682822.0,407922127.0,162079750.0,485778189.0,0.0,0.0,282630133.0,41550144.0,30075601.0,8.5846,5.1561,4.2772,4.4257,0.5367,1.5345,0.6097,1.8274,0.0,0.0,1.0632,0.1563,0.1131
ext,Extremadura,2025,28051125150.8657,proyeccion,24487570506.707,29384220964.5228,7519027597.0,26.8047,2282097280.0,1370679428.0,1137029049.0,1176503074.0,142682822.0,407922127.0,162079750.0,485778189.0,0.0,0.0,282630133.0,41550144.0,30075601.0,8.1355,4.8864,4.0534,4.1941,0.5087,1.4542,0.5778,1.7318,0.0,0.0,1.0076,0.1481,0.1072
ext,Extremadura,2026,29283045487.1274,proyeccion,25147678968.497,31571705572.6025,7519027597.0,25.6771,2282097280.0,1370679428.0,1137029049.0,1176503074.0,142682822.0,407922127.0,162079750.0,485778189.0,0.0,0.0,282630133.0,41550144.0,30075601.0,7.7932,4.6808,3.8829,4.0177,0.4873,1.393,0.5535,1.6589,0.0,0.0,0.9652,0.1419,0.1027
gal,Galicia,2015,57010602000.0,real,,,8731966877.0,15.3164,3170026461.0,2097391793.0,523023071.0,2020403575.0,86575531.0,194115762.0,156560923.0,327047917.0,0.0,0.0,108424740.0,39133184.0,9263920.0,5.5604,3.679,0.9174,3.5439,0.1519,0.3405,0.2746,0.5737,0.0,0.0,0.1902,0.0686,0.0162
gal,Galicia,2016,58564023000.0,real,,,9179970934.0,15.6751,3309935296.0,2198190396.0,584454250.0,2092082613.0,90453187.0,210933016.0,173927979.0,352447241.0,0.0,0.0,116330918.0,40252422.0,10963616.0,5.6518,3.7535,0.998,3.5723,0.1545,0.3602,0.297,0.6018,0.0,0.0,0.1986,0.0687,0.0187
gal,Galicia,2017,60630852000.0,real,,,9651192606.0,15.918,3412155657.0,2261255143.0,604934345.0,2323609136.0,86987427.0,242973137.0,179181305.0,366132154.0,0.0,0.0,118577576.0,43198184.0,12188542.0,5.6278,3.7295,0.9977,3.8324,0.1435,0.4007,0.2955,0.6039,0.0,0.0,0.1956,0.0712,0.0201
gal,Galicia,2018,62649363000.0,real,,,9483858976.0,15.138,3664934669.0,2337684996.0,583679346.0,1751000144.0,96898363.0,246971190.0,199985847.0,404565100.0,0.0,0.0,130321193.0,55164376.0,12653752.0,5.8499,3.7314,0.9317,2.7949,0.1547,0.3942,0.3192,0.6458,0.0,0.0,0.208,0.0881,0.0202
gal,Galicia,2019,64502005000.0,real,,,10240228968.0,15.8758,3782335225.0,2412867739.0,603130896.0,2225410520.0,99298730.0,263825058.0,213093067.0,419338223.0,0.0,0.0,138507243.0,60944672.0,21477595.0,5.8639,3.7408,0.9351,3.4501,0.1539,0.409,0.3304,0.6501,0.0,0.0,0.2147,0.0945,0.0333
gal,Galicia,2020,59007178000.0,real,,,10521994913.0,17.8317,3897761068.0,2520437222.0,634635466.0,2208494403.0,87884035.0,275655389.0,226133089.0,441575398.0,0.0,0.0,145699645.0,60556034.0,23163164.0,6.6056,4.2714,1.0755,3.7428,0.1489,0.4672,0.3832,0.7483,0.0,0.0,0.2469,0.1026,0.0393
gal,Galicia,2021,64387386000.0,real,,,11786830919.0,18.3061,4378280132.0,2689451194.0,690517653.0,2401157530.0,102460068.0,372567704.0,326291465.0,519013879.0,0.0,0.0,177379512.0,104770454.0,24941328.0,6.7999,4.177,1.0724,3.7292,0.1591,0.5786,0.5068,0.8061,0.0,0.0,0.2755,0.1627,0.0387
gal,Galicia,2022,71636381000.0,real,,,10903928029.0,15.2212,4589357966.0,2751484107.0,823358178.0,503086009.0,0.0,428504950.0,477245111.0,928313621.0,0.0,0.0,0.0,402578087.0,0.0,6.4065,3.8409,1.1494,0.7023,0.0,0.5982,0.6662,1.2959,0.0,0.0,0.0,0.562,0.0
gal,Galicia,2023,77461411000.0,real,,,11315652474.0,14.6081,4972964283.0,2894320839.0,891206012.0,646763997.0,0.0,489892623.0,0.0,1077654504.0,0.0,0.0,342850216.0,0.0,0.0,6.4199,3.7365,1.1505,0.8349,0.0,0.6324,0.0,1.3912,0.0,0.0,0.4426,0.0,0.0
gal,Galicia,2024,81839712000.0,real,,,11894800796.0,14.5343,5191549097.0,2975998635.0,909327425.0,746646781.0,0.0,501607999.0,0.0,1205712646.0,0.0,0.0,363958213.0,0.0,0.0,6.3436,3.6364,1.1111,0.9123,0.0,0.6129,0.0,1.4733,0.0,0.0,0.4447,0.0,0.0
gal,Galicia,2025,84727981648.3003,proyeccion,74867912299.0475,91053561170.5415,13260173298.0,15.6503,5458255848.0,3042771180.0,921939150.0,1355905591.0,513782603.0,497465978.0,0.0,1323430494.0,0.0,0.0,146622454.0,0.0,0.0,6.4421,3.5912,1.0881,1.6003,0.6064,0.5871,0.0,1.562,0.0,0.0,0.1731,0.0,0.0
gal,Galicia,2026,89517006299.2806,proyeccion,77081876370.4385,98457476862.8383,13605722692.0,15.199,5671724741.0,3086864219.0,933661651.0,1314330664.0,560293592.0,497847734.0,0.0,1390991353.0,0.0,0.0,150008738.0,0.0,0.0,6.3359,3.4484,1.043,1.4682,0.6259,0.5561,0.0,1.5539,0.0,0.0,0.1676,0.0,0.0
lar,La Rioja,2015,8033065000.0,real,,,1024996258.0,12.7597,397009501.0,233361150.0,53335125.0,55714757.0,6988257.0,63419484.0,76289102.0,106536250.0,0.0,0.0,0.0,32342632.0,0.0,4.9422,2.905,0.6639,0.6936,0.087,0.7895,0.9497,1.3262,0.0,0.0,0.0,0.4026,0.0
lar,La Rioja,2016,8074094000.0,real,,,1027478168.0,12.7256,406963277.0,256504296.0,57785912.0,57660699.0,6219759.0,27490682.0,73303485.0,112846197.0,0.0,0.0,0.0,28703861.0,0.0,5.0404,3.1769,0.7157,0.7141,0.077,0.3405,0.9079,1.3976,0.0,0.0,0.0,0.3555,0.0
lar,La Rioja,2017,8351707000.0,real,,,1078654345.0,12.9154,408215639.0,260232242.0,64084883.0,66438872.0,11084961.0,22170495.0,76240158.0,58462305.0,22293635.0,0.0,43887027.0,43820964.0,1723164.0,4.8878,3.1159,0.7673,0.7955,0.1327,0.2655,0.9129,0.7,0.2669,0.0,0.5255,0.5247,0.0206
lar,La Rioja,2018,8649852000.0,real,,,940943291.0,10.8781,425013914.0,277146239.0,54935338.0,47353226.0,11194045.0,22913948.0,47883143.0,9682000.0,0.0,0.0,0.0,44821438.0,0.0,4.9135,3.2041,0.6351,0.5474,0.1294,0.2649,0.5536,0.1119,0.0,0.0,0.0,0.5182,0.0
lar,La Rioja,2019,8889997000.0,real,,,1130350259.0,12.7149,435489541.0,290204605.0,63346771.0,78316321.0,11735007.0,22612330.0,53135779.0,58823612.0,22663575.0,0.0,46111215.0,45269841.0,2641662.0,4.8986,3.2644,0.7126,0.8809,0.132,0.2544,0.5977,0.6617,0.2549,0.0,0.5187,0.5092,0.0297
lar,La Rioja,2020,8186915000.0,real,,,1150604125.0,14.0542,454040465.0,299552395.0,59636207.0,86011049.0,11985836.0,20716746.0,80655340.0,59357460.0,21771506.0,0.0,54014920.0,0.0,2862201.0,5.5459,3.6589,0.7284,1.0506,0.1464,0.253,0.9852,0.725,0.2659,0.0,0.6598,0.0,0.035
lar,La Rioja,2021,8735750000.0,real,,,1379015894.0,15.7859,529044979.0,345047771.0,73573095.0,98063361.0,19355606.0,25985635.0,72180296.0,68201540.0,25396989.0,0.0,61239060.0,58000986.0,2926576.0,6.0561,3.9498,0.8422,1.1226,0.2216,0.2975,0.8263,0.7807,0.2907,0.0,0.701,0.6639,0.0335
lar,La Rioja,2022,9767469000.0,real,,,1366475603.0,13.9901,524388258.0,347811369.0,74231604.0,77852471.0,19428731.0,24795145.0,106079483.0,72086345.0,24284690.0,0.0,57176093.0,35376260.0,2965154.0,5.3687,3.5609,0.76,0.7971,0.1989,0.2539,1.086,0.738,0.2486,0.0,0.5854,0.3622,0.0304
lar,La Rioja,2023,10476650000.0,real,,,1438056104.0,13.7263,546720797.0,368053803.0,74838757.0,79370340.0,21532755.0,27497803.0,111742707.0,77425735.0,25884747.0,0.0,59240928.0,42790032.0,2957700.0,5.2185,3.5131,0.7143,0.7576,0.2055,0.2625,1.0666,0.739,0.2471,0.0,0.5655,0.4084,0.0282
lar,La Rioja,2024,11111889000.0,real,,,1621536534.0,14.5928,592298603.0,403158839.0,90602990.0,119505239.0,30992918.0,29003475.0,107029279.0,82746928.0,28378907.0,1566950.0,68918432.0,62871065.0,4462909.0,5.3303,3.6282,0.8154,1.0755,0.2789,0.261,0.9632,0.7447,0.2554,0.0141,0.6202,0.5658,0.0402
lar,La Rioja,2025,11508568881.8379,proyeccion,10233084525.4993,12424237339.5462,1674852737.0,14.5531,640739777.0,434726679.0,97033492.0,89488321.0,28375471.0,27155299.0,113567983.0,89181987.0,29795599.0,1636719.0,71528950.0,47761407.0,3861053.0,5.5675,3.7774,0.8431,0.7776,0.2466,0.236,0.9868,0.7749,0.2589,0.0142,0.6215,0.415,0.0335
