anio,codigo,denominacion,seccion,n_lineas,importe_eur,en_staging,concepto_origen,concepto_modelo,concepto_memoria,score,margen,evidencia,objetivos
2022,12O,D.S.G. SALUD Y FAMILIAS,CONSEJERÍA DE SALUD Y FAMILIAS,23,0,no,,,sanidad,2,0,SANITARI×1,"Garantizar el carácter público y universal del sistema sanitario público de Andalucía. · Gestionar el personal. · Gestión de la formación del personal. · Gestión de recursos y reclamaciones del personal. · Gestionar el área jurídica. · Asistencia jurídica. · Coordinación legislativa. · Dar soporte informático a servicios centrales y delegaciones territoriales. · Soporte informático y gestión de telefonía. · Realizar la planificación, control y gestión económico-presupuestaria eficaz y eficientemente. · Planificación y control del presupuesto. · Realización de informes económico-financieros. · "
2022,12O,D.S.G. SALUD Y FAMILIAS,CONSEJERÍA DE SALUD Y FAMILIAS,14,0,no,,,educacion,4,4,ALUMNAD×1,"Tiempos medios de respuesta para G0 DIAS 130,00 · Tiempos medios de respuesta en consultas G0 DIAS 45,00 · Tiempo medio de respuesta en pruebas G0 DIAS 30,00 · Recursos resueltos en materia de personal frente G0 PORCENTAJE 90,00 · Variación anual en el número de cursos de G0 NUMERO 42,00 · Cursos de formación y perfeccionamiento del G0 NUMERO 72,00 · Alumnado de cursos de formación y G2 NUMERO 3.200,00 1.600,00 1.600,00 · Sesiones formativas en materia de violencia de G1 NUMERO 2,00 · Expedientes de recursos y reclamaciones en G0 NUMERO 55,00 · Expedientes de recursos y reclamaciones en G0 NUM"
2022,12O,D.S.G. SALUD Y FAMILIAS,CONSEJERÍA DE SALUD Y FAMILIAS,21,0,no,,,empleo,4,4,CONTRATACION×2,"Normas tramitadas G0 NUMERO 80,00 · Actuaciones de coordinación de convenios G0 NUMERO 40,00 · Variación interanual del tiempo medio de G0 PORCENTAJE 5,00 · Variación interanual del número de equipos G0 PORCENTAJE 66,00 · Tickets de soportes informáticos tramitados G0 NUMERO 31.134,00 · Expedientes de contratación adjudicados frente a G0 PORCENTAJE 95,00 · Memorias económicas con informe favorable G0 PORCENTAJE 95,00 · Obligaciones reconocidas netas frente a créditos G0 PORCENTAJE 100,00 · Informes de seguimiento del presupuesto G0 NUMERO 260,00 · Informes económico-presupuestarios decreto G0 "
2022,12O,D.S.G. SALUD Y FAMILIAS,CONSEJERÍA DE SALUD Y FAMILIAS,12,0,no,,,idi,4,4,INVESTIGADOR×1,"Ejecución planes de salud recogidos en el G0 PORCENTAJE 70,00 · Indicadores de salud y de determinantes, G0 PORCENTAJE 63,00 · Indicadores de resultados y determinantes en G0 PORCENTAJE 100,00 · Investigadores/as principales G1 PORCENTAJE 50,00 · Variación de la diferencia entre el porcentaje de G1 PORCENTAJE 1,00 · Planes de salud que integren la perspectiva de G1 PORCENTAJE 100,00 · Variación interanual acciones formativas y de G1 NUMERO 1,00 · Variación interanual del personal que ha recibido G1 PORCENTAJE 2,00 · Acciones formativas en materia de género e G1 NUMERO 10,00 · Acciones formativ"
2022,31B,PLAN SOBRE ADICCIONES,CONSEJERÍA DE SALUD Y FAMILIAS,21,32325730.0,sí,,salud_mental,salud_mental,45,40,DEN:ADICCION×1; ADICCION×8; DROGODEPENDENC×1,Abordar de manera integral el fenómeno de las adicciones en Andalucía teniendo en cuenta la socialización diferencial de · Incrementar las acciones preventivas dirigidas a reducir las conductas de riesgo y el consumo de OO X · Desarrollo del Programa de Prevención Comunitaria “Ciudades ante las drogas” · Desarrollo de Programas de prevención selectiva e indicada · Desarrollo de Programas de Prevención Educativa AC X · Aumento del grado de información sobre el consumo de drogas y otras adicciones AC X · Fomento y coordinación de las intervenciones preventivas del movimiento asociativo específic
2022,31B,PLAN SOBRE ADICCIONES,CONSEJERÍA DE SALUD Y FAMILIAS,14,32325730.0,sí,,salud_mental,salud_mental,20,14,DEN:ADICCION×1; ADICCION×1,"Población joven atendida en la red de adicciones G2 NUMERO 430,00 345,00 85,00 · Personas atendidas en centros de tratamiento G2 TASA 54.000,00 46.000,00 8.000,00 · Actuaciones preventivas a nivel comunitario G0 NUMERO 2.267,00 · Personas que reciben acciones preventivas G2 NUMERO 1.712.718,00 847.859,00 864.859,00 · Municipios programa Ciudades ante la Droga G0 NUMERO 158,00 · Porcentaje de municipios con programa Ciudades G0 PORCENTAJE 19,68 · Proyectos subvencionados G0 NUMERO 50,00 · Centros educativos con programas de prevención G0 PORCENTAJE 65,74 · Alumnado que recibe programas de preve"
2022,31B,PLAN SOBRE ADICCIONES,CONSEJERÍA DE SALUD Y FAMILIAS,20,32325730.0,sí,,salud_mental,salud_mental,25,20,DEN:ADICCION×1; ADICCION×2,"Altas terapéuticas en centros residenciales de G2 PORCENTAJE 43,00 44,00 38,00 · Ingresos residenciales G2 NUMERO 1.500,00 1.240,00 260,00 · Admisiones a tratamiento G2 NUMERO 19.500,00 16.200,00 3.300,00 · Programas de Intervención Revisados G0 NUMERO 2,00 · Manuales clínicos de intervención revisados G0 NUMERO 2,00 · Protocolos de coordinación con Atención Primaria G0 NUMERO 1,00 · Personas usuarias atendidas en Centros de G2 NUMERO 2.465,00 2.005,00 460,00 · Reparto de materia de conductas de riesgo G2 NUMERO 1.490,00 1.050,00 440,00 · Personas con adicciones que reciben G2 NUMERO 224,00 15"
2022,31P,SERVICIO DE APOYO A FAMILIAS,CONSEJERÍA DE SALUD Y FAMILIAS,27,66933842.0,sí,diversidad,diversidad,sanidad,6,6,SALUD PUBLICA×1; SANITARI×1,Garantizar el carácter público y universal del sistema sanitario público de Andalucía. · Incrementar la salud bucodental de la población de 6-15 años. · Personas atendidas con derecho a la prestación dental. · Personas atendidas por dentistas privados contratados. · Incrementar y formar profesionales para la prestación dental. · Actuaciones formativas para dentistas. · Reducir las desigualdades sociales en salud. · Garantizar una atención de calidad en cualquier fase de la enfermedad del alzheimer. · Subvención nominativa desarrollo del Plan Andaluz de Alzheimer / Estrategia de Alzheimer Andal
2022,31P,SERVICIO DE APOYO A FAMILIAS,CONSEJERÍA DE SALUD Y FAMILIAS,13,66933842.0,sí,diversidad,diversidad,,0,0,,"Tiempos medios de respuesta para G0 DIAS 130,00 · Tiempos medios de respuesta en consultas G0 DIAS 45,00 · Tiempo medio de respuesta en pruebas G0 DIAS 30,00 · Población total cubierta G0 NUMERO 864.583,00 · Niños/as atendidos (6 a 15 años) G2 NUMERO 280.966,00 139.827,00 141.139,00 · Niños/as atendidos dentistas concertados G2 NUMERO 255.398,00 127.103,00 128.295,00 · Dentistas programa G2 NUMERO 1.354,00 533,00 821,00 · Actuaciones formativas dentistas G0 NUMERO 8,00 · Entidades firmantes del Convenio 'Prostitución' G0 PORCENTAJE 80,00 · Entidades subvencionadas en la convocatoria de G0 PORC"
2022,31P,SERVICIO DE APOYO A FAMILIAS,CONSEJERÍA DE SALUD Y FAMILIAS,24,66933842.0,sí,diversidad,diversidad,idi,4,4,INVESTIGADOR×1,"Personas con Tarjetas + Cuidados G2 NUMERO 36.000,00 5.500,00 30.500,00 · Personas participantes en talleres Al Lado G2 NUMERO 60,00 25,00 35,00 · Menores atendidos derivados por la Unidad de G0 PORCENTAJE 100,00 · Niños/as atendidas en el programa de atención G2 NUMERO 18.950,00 12.900,00 6.050,00 · Investigadores/as principales G1 PORCENTAJE 50,00 · Variación de la diferencia entre el porcentaje de G1 PORCENTAJE 1,00 · Planes de salud que integren la perspectiva de G1 PORCENTAJE 100,00 · Grado de elaboración del mapa integral de la G1 PORCENTAJE 100,00 · Actas de la comisión de género y salu"
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,34,27619704.0,sí,sanidad,sanidad,sanidad,33,25,ATENCION SANITARIA×1; ATENCION PRIMARIA×2; DEN:SALUD PUBLICA×1; SANITARI×3,Proteger la salud de las personas. · Implementar actuaciones de promoción de salud dirigidas a todas las etapas de la vida de las personas. · Desarrollo del programa de Promoción de la Salud en los Lugares de Trabajo (PSLT). · Desarrollo del programa “Creciendo en Salud” en los centros educativos de Andalucía. · Desarrollo del programa “Forma Joven” en los centros educativos de Andalucía. · Desarrollo del Plan EVACOLE · Desarrollo de la Estrategia Andaluza de Salud Sexual. · Desarrollo del Proyecto de Humanización a la Atención Perinatal en Andalucía. · Desarrollo del Plan Integral de Accident
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,35,27619704.0,sí,sanidad,sanidad,sanidad,37,22,ATENCION SANITARIA×1; DEN:SALUD PUBLICA×1; SALUD PUBLICA×1; SANITARI×7,"Jornada TDAH de difusión para la implementación del Protocolo de Déficit de atención e hiperactividad, · Edición del protocolo de coordinación de TDAH · Avanzar en la calidad asistencial con la finalidad de mejorar los resultados en salud. · Garantizar la ordenación farmacéutica en Andalucía. · Autorización, coordinación y control de servicios y establecimientos farmacéuticos. · Autorización, coordinación y control productos sanitarios. · Plan de Atención Socio Sanitaria de Andalucía. · Desarrollo de Unidades de Residencia, con la integración de los equipos asistenciales de Atención · Regulaci"
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,10,27619704.0,sí,sanidad,sanidad,sanidad,12,12,DEN:SALUD PUBLICA×1,"Favorecer la participación activa de la ciudadanía en aspectos de la salud y sus determinantes. · Elaboración de la estrategia de Participación en Salud. · Gestión del Censo de Asociaciones en Salud de Andalucía. · Tiempo medio de respuesta en intervenciones G0 DIAS 70,00 · Ejecución de planes de salud del contrato G0 PORCENTAJE 70,00 · Ejecución de los planes de salud recogidos en el G0 PORCENTAJE 70,00 · Tiempo medio de respuesta en consultas G0 DIAS 45,00 · Tiempo medio de respuesta en pruebas G0 DIAS 32,00 · Ejecución planes de salud recogidos en el G0 PORCENTAJE 70,00 · Ejecución planes d"
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,20,27619704.0,sí,sanidad,sanidad,educacion,35,14,ENSENANZA×2; ALUMNAD×4; ESCOLAR×1; EDUCATIV×4,"Ejecución planes de salud recogidos en el G0 PORCENTAJE 70,00 · Variación de la población andaluza que valora G1 PORCENTAJE 0,50 · Centros de trabajo suscritos al compromiso de G0 NUMERO 250,00 · Asistentes a las sesiones informativas de G2 NUMERO 21.000,00 10.000,00 11.000,00 · Centros inscritos en el programa 'Creciendo en G0 NUMERO 1.800,00 · Alumnado inscrito en el programa 'Creciendo en G2 NUMERO 500.000,00 255.000,00 245.000,00 · Centros inscritos en el programa 'Creciendo en G0 PORCENTAJE 60,00 · alumnado inscrito en el programa 'Creciendo en G2 PORCENTAJE 60,00 32,00 28,00 · Centros ed"
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,21,27619704.0,sí,sanidad,sanidad,sanidad,14,12,DEN:SALUD PUBLICA×1; SANITARI×1,"Jornadas, reuniones, conferencias y seminarios G0 NUMERO 3,00 · Jóvenes, desagregados por sexo, participantes G2 NUMERO 30.000,00 16.000,00 14.000,00 · Profesionales formados en movilidad segura y G2 NUMERO 40,00 10,00 30,00 · Personas incluidas en intervenciones avanzadas G2 NUMERO 50.000,00 25.500,00 24.500,00 · Unidades de gestión clínica de distritos de G0 NUMERO 150,00 · Actuaciones en centros educativos inscritos en G0 NUMERO 240,00 · Planes de salud evaluados durante el ejercicio G0 NUMERO 2,00 · Desarrollo de nuevos Planes de Salud de G0 NUMERO 4,00 · Planes de salud en seguimiento dur"
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,19,27619704.0,sí,sanidad,sanidad,sanidad,17,7,ATENCION PRIMARIA×1; DEN:SALUD PUBLICA×1,"Subvenciones concedidas respecto al total de G0 PORCENTAJE 60,00 · Entidades firmantes del Convenio 'Prostitución' G0 PORCENTAJE 80,00 · Entidades subvencionadas en la convocatoria de G0 PORCENTAJE 30,00 · Cobertura de centros con accesibilidad cognitiva G0 PORCENTAJE 50,00 · Demandas realizadas en promoción de estilos de G1 PORCENTAJE 100,00 · Grupos socioeducativos de atención primaria G0 NUMERO 320,00 · Personas participantes de colectivos G2 NUMERO 3.200,00 100,00 3.100,00 · Cobertura de alumnado del programa 'Creciendo G1 PORCENTAJE 60,00 · Cobertura del alumnado del programa 'Forma G1 PO"
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,22,27619704.0,sí,sanidad,sanidad,sanidad,14,14,DEN:SALUD PUBLICA×1; FARMAC×1,"Personas participantes en talleres de la G2 NUMERO 100,00 40,00 60,00 · Líneas de subvenciones para desarrollar G0 NUMERO 125,00 · Difusión e implantación del protocolo de atención G0 PORCENTAJE 100,00 · Subvenciones concedidas en la línea de atención G0 NUMERO 40,00 · Centros con pictogramas de señalización G0 NUMERO 700,00 · Pictogramas de accesibilidad cognitiva editados G0 NUMERO 20.000,00 · Talleres provinciales de Trastornos del Espectro G0 NUMERO 8,00 · Personas asistentes a los talleres provinciales de G2 NUMERO 300,00 150,00 150,00 · Protocolos adaptados a sistemas aumentativo de G0 N"
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,22,27619704.0,sí,sanidad,sanidad,sanidad,14,14,DEN:SALUD PUBLICA×1; SANITARI×1,"Centros con Unidades Asistenciales de Atención G0 NUMERO 8,00 · Personas que participan en el congreso G2 NUMERO 300,00 150,00 150,00 · Talleres autonómicos y provinciales de difusión e G0 NUMERO 9,00 · Personas que asisten a jornadas, exposiciones y G2 NUMERO 300,00 150,00 150,00 · Personas que asisten a jornadas, exposiciones y G2 NUMERO 300,00 150,00 150,00 · Jornadas G0 NUMERO 8,00 · Factor de impacto global del SSPA G0 NUMERO 12.500,00 · Orientación de las acciones del Sistema Sanitario G0 PORCENTAJE 100,00 · Planes provinciales de implantación y ejecución G0 NUMERO 8,00 · Actividades de "
2022,41D,SALUD PÚBLICA Y PARTICIPACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,21,27619704.0,sí,sanidad,sanidad,sanidad,14,10,DEN:SALUD PUBLICA×1; SANITARI×1,"Indicadores desarrollados e implantados en los G0 NUMERO 10,00 · Boletines de vigilancia epidemiológica G0 NUMERO 52,00 · Consultas externas al repositorio de salud G0 NUMERO 3.000,00 · Publicaciones con información de salud laboral en G0 NUMERO 12,00 · Notificaciones de reacciones adversas a G0 NUMERO 3.000,00 · Sistemas de vigilancia en materia de salud G0 NUMERO 3,00 · Muestras ambientales de agua de consumo G0 NUMERO 55,00 · Muestras de productos químicos G0 NUMERO 35,00 · Evaluaciones de impacto en salud. G0 NUMERO 800,00 · Informes elaborados G0 NUMERO 800,00 · Investigadores/as principa"
2022,41H,PLANIFICACIÓN Y FINANCIACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,19,12086127606.0,sí,sanidad,sanidad,sanidad,62,59,ATENCION SANITARIA×1; ATENCION PRIMARIA×2; ATENCION HOSPITALARIA×1; SERVICIO ANDALUZ DE SALUD×1,Garantizar el carácter público y universal del sistema sanitario público de Andalucía. · Garantizar la prestación de la asistencia sanitaria por parte del Servicio Andaluz de Salud. · Realización de consultas de Atención Primaria. · Realización de Consultas Hospitalarias. · Prestación de Atención Primaria Domiciliaria por parte del SAS. · Garantizar la atención a las personas con enfermedad mental para la integración social por parte de · Dotación de plazas en las Viviendas Supervisadas que gestiona FAISEM. AC X · Elevar la formación de los profesionales sanitarios del SSPA a través de las act
2022,41H,PLANIFICACIÓN Y FINANCIACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,15,12086127606.0,sí,sanidad,sanidad,sanidad,24,20,ATENCION PRIMARIA×3; HOSPITAL×1; PACIENTE×2,"Tiempos medios de respuesta para G0 DIAS 130,00 · Tiempos medios de respuesta en consultas G0 DIAS 45,00 · Tiempo medio de respuesta en pruebas G0 DIAS 30,00 · Pacientes atendidos en atención especializada en G0 PORCENTAJE 100,00 · Pacientes atendidos en atención primaria en G0 PORCENTAJE 100,00 · Consultas en atención primaria G2 NUMERO 71.735.178,00 30.198.794,00 41.536.384,00 · Consultas hospitalarias atendidas G2 NUMERO 12.628.974,00 5.545.725,00 7.083.249,00 · Visitas domiciliarias de atención primaria G2 NUMERO 4.200.231,00 1.478.401,00 2.721.830,00 · Plazas en las casas hogar que gestio"
2022,41H,PLANIFICACIÓN Y FINANCIACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,20,12086127606.0,sí,sanidad,sanidad,sanidad,20,16,ATENCION HOSPITALARIA×1; ASISTENCIA SANITARIA×1; HOSPITAL×2; PACIENTE×1,"Ejecución de los planes de salud recogidos en el G0 PORCENTAJE 70,00 · Tiempo medio de respuesta en consultas G0 DIAS 45,00 · Tiempo medio de respuesta en pruebas G0 DIAS 32,00 · Ejecución planes de salud recogidos en el G0 PORCENTAJE 70,00 · Ejecución planes de salud recogidos en el G0 PORCENTAJE 70,00 · Ejecución planes de salud recogidos en el G0 PORCENTAJE 70,00 · Consultas de asistencia especializada realizadas G0 PORCENTAJE 100,00 · Procedimientos diagnósticos realizados en los G0 PORCENTAJE 100,00 · Intervenciones quirúrgicas realizadas en los G0 PORCENTAJE 100,00 · Estancias hospitalar"
2022,41H,PLANIFICACIÓN Y FINANCIACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,4,12086127606.0,sí,sanidad,sanidad,,0,0,,"Actuaciones de sensibilización, asesoramiento y G1 NUMERO 8,00 · Cursos, jornadas y conferencias G1 NUMERO 10,00 · Estudios e investigaciones realizados G1 NUMERO 3,00 · Estudios y proyectos G1 NUMERO 2,00"
2022,41J,INSPECCIÓN DE SERVICIOS SANITARIOS,CONSEJERÍA DE SALUD Y FAMILIAS,31,11194580.0,sí,sanidad,sanidad,sanidad,30,30,PACIENTE×2; DEN:SANITARI×1; SANITARI×8; FARMAC×4,"Potenciar la eficiencia y la sostenibilidad del sistema sanitario. · Salvaguardar los derechos que la legislación sanitaria reconoce a los andaluces. · Elaboración de un procedimiento normalizado de respuesta a reclamaciones y denuncias de la · Realización de informes sobre denuncias y reclamaciones · Emisión de informes dentro del plazo establecido · Vigilar el cumplimiento de la normativa sanitaria vigente. · Realización de informes en los procedimientos de autorización, certificación, licencias y otros similares. · Emisión de informes dentro del plazo establecido · Evaluar la capacidad func"
2022,41J,INSPECCIÓN DE SERVICIOS SANITARIOS,CONSEJERÍA DE SALUD Y FAMILIAS,17,11194580.0,sí,sanidad,sanidad,sanidad,6,6,DEN:SANITARI×1,"Cumplimiento medio de objetivos G0 PORCENTAJE 100,00 · Informes sobre denuncias y reclamaciones G1 RATIO 300,00 · Tiempo de respuesta en la emisión de informes. G1 PROMEDIO 30,00 · Procedimientos normalizados de respuesta a G0 NUMERO 1,00 · Resolución de denuncias G0 RATIO 1,00 · Tiempo medio de emisión de informes G0 PROMEDIO 30,00 · Informes sobre procedimientos en centros, G1 NUMERO 6.000,00 · Tiempo de respuesta en la emisión de informes. G0 PROMEDIO 15,00 · Informes emitidos sobre expedientes tramitados G0 RATIO 1,00 · Tiempo medio de emisión de informes G0 PROMEDIO 15,00 · Propuestas de "
2022,41J,INSPECCIÓN DE SERVICIOS SANITARIOS,CONSEJERÍA DE SALUD Y FAMILIAS,24,11194580.0,sí,sanidad,sanidad,sanidad,12,12,DEN:SANITARI×1; SANITARI×1; FARMAC×2,"Cursos de formación G1 NUMERO 7,00 · Profesionales de la Inspección que han G0 PORCENTAJE 45,00 · Asistencias a cursos de formación de los G0 NUMERO 100,00 · Unidades de gestión clinica en fase activa de G0 PORCENTAJE 60,00 · Variación de la esperanza de vida en buena salud G0 PORCENTAJE 3,00 · Incidencias relacionadas con el ejercicio y G0 NUMERO 50,00 · Informes de evaluación de la calidad de centros y G0 NUMERO 650,00 · Informes de cumplimiento de la normativa G0 NUMERO 140,00 · Informes de certificación de Almacenes de G0 RATIO 1,00 · Informes emitidos de evaluación de oficinas y G0 NUMERO"
2022,41J,INSPECCIÓN DE SERVICIOS SANITARIOS,CONSEJERÍA DE SALUD Y FAMILIAS,1,11194580.0,sí,sanidad,sanidad,sanidad,6,6,DEN:SANITARI×1,"Informes de evaluación de Procesos G0 NUMERO 25,00"
2022,41K,POLÍTICA DE CALIDAD Y MODERNIZACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,26,35843907.0,sí,sanidad,sanidad,idi,19,9,INNOVACION×6; INVESTIGADOR×1,"Avanzar en la calidad asistencial con la finalidad de mejorar los resultados en salud. · Impulsar la calidad en el SSPA. · Realización de seminarios, talleres de evaluación y difusión selectiva. · Evaluación de Tecnologías Emergentes. · Evaluación de Tecnologías Sanitarias. · Garantía de la perspectiva de igualdad en la Evaluación de Tecnologías Sanitarias. · Evaluación de EECC y Estudios y Observacionales. · Evaluación ética de proyectos de investigación biomédica. · Diseño y elaboración de procesos asistenciales integrados, planes y estrategias · Desarrollo profesional y formación. · Acredit"
2022,41K,POLÍTICA DE CALIDAD Y MODERNIZACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,12,35843907.0,sí,sanidad,sanidad,sanidad,10,10,SANITARI×5,"Unidades de gestión clinica en fase activa de G0 PORCENTAJE 60,00 · Variación de la esperanza de vida en buena salud G0 PORCENTAJE 3,00 · Incidencias relacionadas con el ejercicio y G0 NUMERO 50,00 · Unidades de gestión clinica en fase activa de G0 PORCENTAJE 60,00 · Seminarios, talleres de eval. tec. sanitarias y G0 NUMERO 30,00 · Informes de tecnologías sanitarias y fichas G0 NUMERO 20,00 · Informes de evaluación de tecnologias sanitarias G0 NUMERO 20,00 · Informes de evaluación de tecnologías sanitarias G1 PORCENTAJE 60,00 · Evaluaciones de ensayos clínicos y estudios G0 NUMERO 100,00 · Pro"
2022,41K,POLÍTICA DE CALIDAD Y MODERNIZACIÓN,CONSEJERÍA DE SALUD Y FAMILIAS,23,35843907.0,sí,sanidad,sanidad,idi,25,21,I+D+I×1; INNOVACION×4; INVESTIGADOR×2,"Actividades de formación continuada acreditadas G0 NUMERO 12.000,00 · Procedimientos de reconocimiento de interés G0 NUMERO 100,00 · Profesionales sanitarios en fase activa de G0 PORCENTAJE 60,00 · Factor de impacto global del SSPA G0 NUMERO 12.500,00 · Orientación de las acciones del Sistema Sanitario G0 PORCENTAJE 100,00 · Grupos SSPA en redes de investigación G0 NUMERO 110,00 · Proyectos europeos activos en el SSPA G0 NUMERO 65,00 · Variación interanual de proyectos de I+D+i G0 PORCENTAJE 1,00 · Variacion interanual de investigadores a tiempo G0 PORCENTAJE 15,00 · Innovaciones identificadas"
2022,44H,CONSUMO,CONSEJERÍA DE SALUD Y FAMILIAS,20,13381145.0,sí,,,educacion,6,6,ESCOLAR×2,"Garantizar la protección y defensa de los derechos de las personas consumidoras. · Incrementar la información, asesoramiento y formación de las personas consumidoras y usuarias. · Información a la ciudadanía para colaborar en garantizar los derechos en materia de consumo. · Aumento del conocimiento técnico de las y los profesionales que desarrollan su actividad en el ámbito de · Mantenimiento del concurso escolar consumópolis dirigido a la población escolar. · Reforzar el uso del arbitraje y la mediación como vías de resolución de conflictos. · Impulso de los órganos de mediación y concertació"
2022,44H,CONSUMO,CONSEJERÍA DE SALUD Y FAMILIAS,14,13381145.0,sí,,,educacion,8,8,ALUMNAD×2,"Establecimientos inspeccionados que cumplen G0 PORCENTAJE 85,00 · Grado de satisfacción de la ciudadanía que G0 PORCENTAJE 85,00 · Personas formadas en programas de actividades G2 NUMERO 2.000,00 1.000,00 1.000,00 · Noticias en la página web G0 NUMERO 60,00 · Consultas y peticiones de información atendidas G2 NUMERO 15.000,00 7.500,00 7.500,00 · Llamadas consumidores-web Consumo G2 NUMERO 40.000,00 20.000,00 20.000,00 · Consultas web Consumo Responde atendidas G1 NUMERO 6.000,00 · Cursos de formación y perfeccionamiento del G0 NUMERO 6,00 · Alumnado de cursos de formación y G2 NUMERO 160,00 80"
2022,44H,CONSUMO,CONSEJERÍA DE SALUD Y FAMILIAS,26,13381145.0,sí,,,idi,4,4,INVESTIGADOR×1,"Empresas públicas adheridas a la Junta Arbitral G0 NUMERO 1,00 · Empresas adheridas a la Junta Arbitral de G0 NUMERO 100,00 · Demora en resolución de quejas G0 DIAS 90,00 · Quejas/reclamaciones/denuncias tramitadas G0 NUMERO 20.000,00 · Laudos arbitrales emitidos G2 NUMERO 900,00 450,00 450,00 · Mediaciones G0 NUMERO 120,00 · Solicitudes de arbitraje G1 NUMERO 1.500,00 · Actas de inspección G0 NUMERO 14.000,00 · Establecimientos visitados G0 NUMERO 11.500,00 · Campañas de inspección G0 NUMERO 22,00 · Muestras tomadas G0 NUMERO 450,00 · Actuaciones inspectoras en materia de no G1 NUMERO 900,00 "
2022,12P,"D.S.G. IGUALDAD, POLÍTICAS SOCIALES Y CONCILIACIÓN","CONSEJERÍA DE IGUALDAD, POLÍTICAS SOCIALES",18,159224170.0,sí,,igualdad,igualdad,9,6,DEN:CONCILIACION×1,"OPTIMIZAR LOS RECURSOS E IMPULSAR EL PRINCIPIO DE IGUALDAD OE+ X · Incrementar la formación y capacitación del personal OO X · Realización de acciones formativas de capacitación para el mejor desempeño profesional AC X · Realización de acciones formativas para capacitar en el diseño de planes y programas con enfoque de AC X · Realización de acciones formativas en materia de Prevención de Riesgos Laborales AC X · Garantizar la asistencia instrumental a los centros directivos · Adaptación de los sistemas de información a los cambios normativos, incorporando la variable de sexo · Provisión de los"
2022,12P,"D.S.G. IGUALDAD, POLÍTICAS SOCIALES Y CONCILIACIÓN","CONSEJERÍA DE IGUALDAD, POLÍTICAS SOCIALES",13,159224170.0,sí,,igualdad,igualdad,9,5,DEN:CONCILIACION×1,"Procedimientos en los que se ha implantado la G1 PORCENTAJE 25,00 · Variación de personas formadas G2 PORCENTAJE 20,00 5,00 15,00 · Personas que acceden a la formación específica G2 NUMERO 1.281,00 257,00 1.024,00 · Acciones de formación y perfeccionamiento del G0 NUMERO 170,00 · Acciones formativas en materia de género e G1 NUMERO 4,00 · Alumnado de acciones formativas en materia de G2 NUMERO 120,00 40,00 80,00 · Acciones de sensibilización en prevención de G1 NUMERO 360,00 · Personas participantes en acciones de G2 NUMERO 3.000,00 1.200,00 1.800,00 · Acciones de formación/información en prev"
2022,12P,"D.S.G. IGUALDAD, POLÍTICAS SOCIALES Y CONCILIACIÓN","CONSEJERÍA DE IGUALDAD, POLÍTICAS SOCIALES",20,159224170.0,sí,,igualdad,igualdad,9,1,DEN:CONCILIACION×1,"Tiempo medio de resolución de incidencias G0 HORAS 35,00 · Tiempo medio de resoluciones de peticiones G0 HORAS 30,00 · Expedientes de contratación administrativa G0 NUMERO 300,00 · Expedientes de contratación adjudicados frente a G0 PORCENTAJE 100,00 · Expedientes de contratación con cláusula de G1 PORCENTAJE 100,00 · Pliegos de contratación que incorporan cláusulas G0 PORCENTAJE 100,00 · Procedimientos internos implantados G0 NUMERO 3,00 · Reuniones de coordinación G0 NUMERO 4,00 · Informes económico-presupuestarios decreto G0 NUMERO 35,00 · Informes de seguimiento del presupuesto G0 NUMERO 1"
