ccaa_id3,ccaa,anio,pib_regional_eur,origen_pib,concepto,pct_pib_regional,importe_eur
mad,Madrid,2024,316193370000.0,real,educacion,0.9714,3071356976.0
mad,Madrid,2025,330794990991.154,proyeccion,educacion,0.9609,3178683222.0
mad,Madrid,2026,356751462437.7044,proyeccion,educacion,0.9226,3291300291.0
mur,Murcia,2015,29168718000.0,real,educacion,4.4615,1301370707.0
mur,Murcia,2016,30009138000.0,real,educacion,4.4515,1335846593.0
mur,Murcia,2017,31192490000.0,real,educacion,4.3346,1352081667.0
mur,Murcia,2018,31715345000.0,real,educacion,4.4486,1410897383.0
mur,Murcia,2019,33000651000.0,real,educacion,4.4502,1468600514.0
mur,Murcia,2020,30440306000.0,real,educacion,5.1667,1572762131.0
mur,Murcia,2021,33603543000.0,real,educacion,4.8309,1623351758.0
mur,Murcia,2022,37380806000.0,real,educacion,4.5242,1691192872.0
mur,Murcia,2023,39838741000.0,real,educacion,4.5855,1826798528.0
mur,Murcia,2024,42488024000.0,real,educacion,5.1121,2172034241.0
mur,Murcia,2025,44209906961.5551,proyeccion,educacion,5.2327,2313361348.0
mur,Murcia,2026,46619073818.1298,proyeccion,educacion,4.9623,2313361348.0
nav,Navarra,2015,18334417000.0,real,educacion,3.1261,573147512.0
nav,Navarra,2016,18911331000.0,real,educacion,3.1777,600949459.0
nav,Navarra,2017,19698794000.0,real,educacion,3.2659,643352335.0
nav,Navarra,2018,20235995000.0,real,educacion,3.2345,654538007.0
nav,Navarra,2019,21070268000.0,real,educacion,3.2745,689939162.0
nav,Navarra,2020,19160726000.0,real,educacion,3.9572,758237455.0
nav,Navarra,2021,20821017000.0,real,educacion,3.9455,821486275.0
nav,Navarra,2022,23204474000.0,real,educacion,3.8416,891414962.0
nav,Navarra,2023,24975376000.0,real,educacion,3.7641,940095265.0
nav,Navarra,2024,26619297000.0,real,educacion,3.7668,1002695363.0
nav,Navarra,2025,27727717738.525,proyeccion,educacion,3.7264,1033257219.0
nav,Navarra,2026,29541097405.4703,proyeccion,educacion,3.6016,1063943100.0
pvc,País Vasco,2015,65073341000.0,real,educacion,3.9106,2544775749.0
pvc,País Vasco,2016,67114993000.0,real,educacion,3.8488,2583113822.0
pvc,País Vasco,2017,69585295000.0,real,educacion,3.7829,2632327803.0
pvc,País Vasco,2018,71915111000.0,real,educacion,3.7311,2683253688.0
pvc,País Vasco,2019,73999981000.0,real,educacion,3.7836,2799852674.0
pvc,País Vasco,2020,66672598000.0,real,educacion,4.3282,2885693937.0
pvc,País Vasco,2021,72513029000.0,real,educacion,4.0701,2951381469.0
pvc,País Vasco,2022,80218167000.0,real,educacion,3.7507,3008746454.0
pvc,País Vasco,2023,86748107000.0,real,educacion,3.7488,3251996590.0
pvc,País Vasco,2024,91612735000.0,real,educacion,3.7651,3449291856.0
pvc,País Vasco,2025,94984725555.0161,proyeccion,educacion,3.7836,3593813245.0
pvc,País Vasco,2026,100311243579.2912,proyeccion,educacion,3.7774,3789148697.0
val,C. Valenciana,2015,101214206000.0,real,educacion,3.9434,3991316670.0
val,C. Valenciana,2016,104205396000.0,real,educacion,4.0145,4183282590.0
val,C. Valenciana,2017,108666712000.0,real,educacion,4.0439,4394327370.0
val,C. Valenciana,2018,112749574000.0,real,educacion,4.0515,4568049700.0
val,C. Valenciana,2019,116588528000.0,real,educacion,4.2423,4945999170.0
val,C. Valenciana,2020,106067171000.0,real,educacion,4.8316,5124742490.0
val,C. Valenciana,2021,116386906000.0,real,educacion,4.7692,5550771650.0
val,C. Valenciana,2022,127583394000.0,real,educacion,4.8067,6132544500.0
val,C. Valenciana,2023,139655905000.0,real,educacion,4.6062,6432865520.0
val,C. Valenciana,2024,148283453000.0,real,educacion,4.4511,6600309300.0
val,C. Valenciana,2025,154631870325.7606,proyeccion,educacion,4.6757,7230131350.0
val,C. Valenciana,2026,164184591233.3746,proyeccion,educacion,4.6121,7572363510.0
and,Andalucía,2015,146406094000.0,real,soberania,1.5849,2320441753.0
and,Andalucía,2016,149901897000.0,real,soberania,1.5374,2304635011.0
and,Andalucía,2017,156789484000.0,real,soberania,0.4396,689198945.0
and,Andalucía,2018,161894301000.0,real,soberania,0.4474,724288201.0
and,Andalucía,2019,166478730000.0,real,soberania,0.497,827419323.0
and,Andalucía,2020,150452909000.0,real,soberania,1.7129,2577053563.0
and,Andalucía,2021,166296356000.0,real,soberania,1.6982,2824012606.0
and,Andalucía,2022,184364390000.0,real,soberania,0.6804,1254456779.0
and,Andalucía,2023,199406067000.0,real,soberania,0.4465,890403807.0
and,Andalucía,2024,212359142000.0,real,soberania,0.4838,1027298672.0
and,Andalucía,2025,222116470593.1817,proyeccion,soberania,0.4772,1059877200.0
and,Andalucía,2026,235169103530.3166,proyeccion,soberania,0.3878,912065768.0
ara,Aragón,2015,33265930000.0,real,soberania,1.9481,648055750.07
ara,Aragón,2016,34542128000.0,real,soberania,1.8274,631230481.22
ara,Aragón,2017,35983544000.0,real,soberania,1.7666,635679223.88
ara,Aragón,2018,37213896000.0,real,soberania,1.7277,642933404.76
ara,Aragón,2019,38465053000.0,real,soberania,1.6715,642933404.76
ara,Aragón,2020,35955571000.0,real,soberania,1.8136,652097327.27
ara,Aragón,2021,38782157000.0,real,soberania,1.7384,674185062.13
ara,Aragón,2022,43668835000.0,real,soberania,1.5793,689672358.27
ara,Aragón,2023,46778120000.0,real,soberania,1.5286,715069103.18
ara,Aragón,2024,49634925000.0,real,soberania,1.4809,735047604.45
ara,Aragón,2025,51706151620.8324,proyeccion,soberania,1.4216,735047604.45
ara,Aragón,2026,54863918381.8983,proyeccion,soberania,1.3398,735047604.45
ast,Asturias,2015,21388142000.0,real,soberania,0.6767,144724327.0
ast,Asturias,2016,21675441000.0,real,soberania,0.6784,147056925.0
ast,Asturias,2017,22538267000.0,real,soberania,0.8045,181323431.0
ast,Asturias,2018,23185680000.0,real,soberania,0.8807,204193205.0
ast,Asturias,2019,23666618000.0,real,soberania,0.8497,201089264.0
ast,Asturias,2020,21376392000.0,real,soberania,0.9397,200868212.0
ast,Asturias,2021,23617641000.0,real,soberania,0.9773,230805182.0
ast,Asturias,2022,26690102000.0,real,soberania,0.874,233277063.0
ast,Asturias,2023,28350371000.0,real,soberania,0.8659,245492124.0
ast,Asturias,2024,30012308000.0,real,soberania,0.3116,93514159.0
ast,Asturias,2025,31206996480.0363,proyeccion,soberania,0.3078,96062583.0
ast,Asturias,2026,32540503695.6435,proyeccion,soberania,0.3032,98668088.0
bal,Baleares,2015,28653742000.0,real,soberania,0.201,57579872.0
bal,Baleares,2016,30233284000.0,real,soberania,0.1691,51118398.0
bal,Baleares,2017,31746251000.0,real,soberania,0.168,53334795.0
bal,Baleares,2018,33185968000.0,real,soberania,0.1667,55322573.0
bal,Baleares,2019,34350576000.0,real,soberania,0.1966,67528611.0
bal,Baleares,2020,26669106000.0,real,soberania,0.197,52546841.0
bal,Baleares,2021,30512146000.0,real,soberania,0.1576,48073143.0
bal,Baleares,2022,37189162000.0,real,soberania,0.1519,56493886.0
bal,Baleares,2023,41502526000.0,real,soberania,0.1645,68278986.0
bal,Baleares,2024,44692852000.0,real,soberania,0.2025,90522325.0
bal,Baleares,2025,47156552442.1196,proyeccion,soberania,0.1523,71808431.0
bal,Baleares,2026,50781507109.3719,proyeccion,soberania,0.1294,65715277.0
can,Canarias,2015,39636569000.0,real,soberania,0.139,55114206.0
can,Canarias,2016,40979670000.0,real,soberania,0.1476,60478490.0
can,Canarias,2017,43035839000.0,real,soberania,0.154,66258575.0
can,Canarias,2018,44609266000.0,real,soberania,0.1618,72187990.0
can,Canarias,2019,45766832000.0,real,soberania,0.178,81466630.0
can,Canarias,2020,37587399000.0,real,soberania,0.2424,91123442.0
can,Canarias,2021,41407275000.0,real,soberania,0.2348,97222642.0
can,Canarias,2022,48908196000.0,real,soberania,0.2502,122367315.0
can,Canarias,2023,53990089000.0,real,soberania,0.2646,142858532.0
can,Canarias,2024,58144618000.0,real,soberania,0.2042,118713832.0
can,Canarias,2025,61062044154.199,proyeccion,soberania,0.1953,119247851.0
can,Canarias,2026,65760759009.7699,proyeccion,soberania,0.1987,130679861.0
cat,Cataluña,2015,206434270000.0,real,soberania,1.6608,3428434583.49
cat,Cataluña,2016,214502547000.0,real,soberania,1.6537,3547319083.71
cat,Cataluña,2017,223139777000.0,real,soberania,1.7197,3837349914.35
cat,Cataluña,2018,231101287000.0,real,soberania,1.6605,3837349914.35
cat,Cataluña,2019,240165818000.0,real,soberania,1.6931,4066200004.78
cat,Cataluña,2020,214857435000.0,real,soberania,1.9597,4210510791.34
cat,Cataluña,2021,234820402000.0,real,soberania,1.7931,4210510791.34
cat,Cataluña,2022,258787407000.0,real,soberania,1.9146,4954802029.44
cat,Cataluña,2023,283274025000.0,real,soberania,1.8482,5235440412.13
cat,Cataluña,2024,302303884000.0,real,soberania,1.7981,5435604695.37
cat,Cataluña,2025,314476551469.5445,proyeccion,soberania,1.7285,5435604695.37
cat,Cataluña,2026,335602542224.5094,proyeccion,soberania,2.0441,6860043304.3
clm,Cast.-La Mancha,2015,37998035000.0,real,soberania,3.1417,1193769760.0
clm,Cast.-La Mancha,2016,39136242000.0,real,soberania,3.1373,1227825760.0
clm,Cast.-La Mancha,2017,40768959000.0,real,soberania,2.9947,1220888050.0
clm,Cast.-La Mancha,2018,42290925000.0,real,soberania,2.8398,1200959330.0
clm,Cast.-La Mancha,2019,43393303000.0,real,soberania,2.7676,1200959330.0
clm,Cast.-La Mancha,2020,40254360000.0,real,soberania,2.9837,1201079790.0
clm,Cast.-La Mancha,2021,44123986000.0,real,soberania,2.7103,1195893060.0
clm,Cast.-La Mancha,2022,50032018000.0,real,soberania,2.3779,1189688600.0
clm,Cast.-La Mancha,2023,52544941000.0,real,soberania,2.2613,1188177060.0
clm,Cast.-La Mancha,2024,55559897000.0,real,soberania,2.1706,1205982310.0
clm,Cast.-La Mancha,2025,57877789156.0775,proyeccion,soberania,2.0039,1159814830.0
clm,Cast.-La Mancha,2026,60528774710.7235,proyeccion,soberania,1.8773,1136287490.0
cnt,Cantabria,2015,12443843000.0,real,soberania,0.1692,21049003.0
cnt,Cantabria,2016,12833899000.0,real,soberania,0.1496,19203374.0
cnt,Cantabria,2017,13318023000.0,real,soberania,0.1524,20301447.0
cnt,Cantabria,2018,13843935000.0,real,soberania,0.152,21045344.0
cnt,Cantabria,2019,14274351000.0,real,soberania,0.1488,21241225.0
cnt,Cantabria,2020,12991241000.0,real,soberania,0.1958,25443127.0
cnt,Cantabria,2021,14206538000.0,real,soberania,0.1993,28317313.0
cnt,Cantabria,2022,15557155000.0,real,soberania,0.1085,16873139.0
cnt,Cantabria,2023,16740663000.0,real,soberania,0.1065,17829646.0
cnt,Cantabria,2024,17700122000.0,real,soberania,0.1016,17980803.0
cnt,Cantabria,2025,18399077585.3196,proyeccion,soberania,0.0967,17790064.0
cnt,Cantabria,2026,19638827481.9118,proyeccion,soberania,0.098,19247162.0
cym,Cast. y León,2015,53183396000.0,real,soberania,2.7149,1443880658.0
cym,Cast. y León,2016,54630532000.0,real,soberania,2.4136,1318536495.0
cym,Cast. y León,2017,55879293000.0,real,soberania,2.4096,1346493414.0
cym,Cast. y León,2018,58326859000.0,real,soberania,2.3697,1382181385.0
cym,Cast. y León,2019,59649198000.0,real,soberania,2.3172,1382181385.0
cym,Cast. y León,2020,54794589000.0,real,soberania,2.5225,1382181385.0
cym,Cast. y León,2021,59465900000.0,real,soberania,2.387,1419449800.0
cym,Cast. y León,2022,65467208000.0,real,soberania,2.1682,1419449800.0
cym,Cast. y León,2023,69893920000.0,real,soberania,2.0902,1460955044.0
cym,Cast. y León,2024,73992645000.0,real,soberania,2.0233,1497089801.0
cym,Cast. y León,2025,77233592986.7985,proyeccion,soberania,1.9384,1497089801.0
cym,Cast. y León,2026,80786752445.5297,proyeccion,soberania,1.8531,1497089801.0
ext,Extremadura,2015,18494971000.0,real,soberania,5.4521,1008359989.0
ext,Extremadura,2016,19069471000.0,real,soberania,4.5504,867731588.0
ext,Extremadura,2017,20169546000.0,real,soberania,4.5092,909494357.0
ext,Extremadura,2018,20713254000.0,real,soberania,4.433,918227109.0
ext,Extremadura,2019,21166132000.0,real,soberania,4.4447,940779570.0
ext,Extremadura,2020,19497343000.0,real,soberania,4.9131,957921474.0
ext,Extremadura,2021,21551517000.0,real,soberania,4.6509,1002336789.0
ext,Extremadura,2022,23486645000.0,real,soberania,4.2595,1000410914.0
ext,Extremadura,2023,25192615000.0,real,soberania,4.2652,1074515804.0
ext,Extremadura,2024,26583476000.0,real,soberania,4.2772,1137029049.0
ext,Extremadura,2025,28051125150.8657,proyeccion,soberania,4.0534,1137029049.0
ext,Extremadura,2026,29283045487.1274,proyeccion,soberania,3.8829,1137029049.0
gal,Galicia,2015,57010602000.0,real,soberania,0.9174,523023071.0
gal,Galicia,2016,58564023000.0,real,soberania,0.998,584454250.0
gal,Galicia,2017,60630852000.0,real,soberania,0.9977,604934345.0
gal,Galicia,2018,62649363000.0,real,soberania,0.9317,583679346.0
gal,Galicia,2019,64502005000.0,real,soberania,0.9351,603130896.0
gal,Galicia,2020,59007178000.0,real,soberania,1.0755,634635466.0
gal,Galicia,2021,64387386000.0,real,soberania,1.0724,690517653.0
gal,Galicia,2022,71636381000.0,real,soberania,1.1494,823358178.0
gal,Galicia,2023,77461411000.0,real,soberania,1.1505,891206012.0
gal,Galicia,2024,81839712000.0,real,soberania,1.1111,909327425.0
gal,Galicia,2025,84727981648.3003,proyeccion,soberania,1.0881,921939150.0
gal,Galicia,2026,89517006299.2806,proyeccion,soberania,1.043,933661651.0
lar,La Rioja,2015,8033065000.0,real,soberania,0.6639,53335125.0
lar,La Rioja,2016,8074094000.0,real,soberania,0.7157,57785912.0
lar,La Rioja,2017,8351707000.0,real,soberania,0.7673,64084883.0
lar,La Rioja,2018,8649852000.0,real,soberania,0.6351,54935338.0
lar,La Rioja,2019,8889997000.0,real,soberania,0.7126,63346771.0
lar,La Rioja,2020,8186915000.0,real,soberania,0.7284,59636207.0
lar,La Rioja,2021,8735750000.0,real,soberania,0.8422,73573095.0
lar,La Rioja,2022,9767469000.0,real,soberania,0.76,74231604.0
lar,La Rioja,2023,10476650000.0,real,soberania,0.7143,74838757.0
lar,La Rioja,2024,11111889000.0,real,soberania,0.8154,90602990.0
lar,La Rioja,2025,11508568881.8379,proyeccion,soberania,0.8431,97033492.0
lar,La Rioja,2026,12112848663.0821,proyeccion,soberania,0.8011,97033492.0
mad,Madrid,2015,206231525000.0,real,soberania,0.0,0.0
mad,Madrid,2016,214469101000.0,real,soberania,0.0158,33927477.0
mad,Madrid,2017,224373156000.0,real,soberania,0.0181,40692773.0
mad,Madrid,2018,233735808000.0,real,soberania,0.0194,45256684.0
mad,Madrid,2019,243889359000.0,real,soberania,0.0198,48402728.0
mad,Madrid,2020,221061932000.0,real,soberania,0.0219,48402728.0
mad,Madrid,2021,239837609000.0,real,soberania,0.0202,48402728.0
mad,Madrid,2022,267171570000.0,real,soberania,0.0327,87383205.0
mad,Madrid,2023,295939562000.0,real,soberania,0.0295,87383205.0
mad,Madrid,2024,316193370000.0,real,soberania,0.0311,98207107.0
mad,Madrid,2025,330794990991.154,proyeccion,soberania,0.0303,100152638.0
mad,Madrid,2026,356751462437.7044,proyeccion,soberania,0.0294,104850437.0
mur,Murcia,2015,29168718000.0,real,soberania,0.3839,111985399.0
mur,Murcia,2016,30009138000.0,real,soberania,0.3115,93468320.0
mur,Murcia,2017,31192490000.0,real,soberania,0.3686,114988164.0
mur,Murcia,2018,31715345000.0,real,soberania,0.4221,133875189.0
mur,Murcia,2019,33000651000.0,real,soberania,0.3773,124516464.0
mur,Murcia,2020,30440306000.0,real,soberania,0.4117,125334263.0
mur,Murcia,2021,33603543000.0,real,soberania,0.4068,136683389.0
mur,Murcia,2022,37380806000.0,real,soberania,0.4259,159202572.0
mur,Murcia,2023,39838741000.0,real,soberania,0.4319,172046776.0
mur,Murcia,2024,42488024000.0,real,soberania,0.3848,163492042.0
mur,Murcia,2025,44209906961.5551,proyeccion,soberania,0.4186,185070075.0
mur,Murcia,2026,46619073818.1298,proyeccion,soberania,0.397,185070075.0
nav,Navarra,2015,18334417000.0,real,soberania,0.4732,86756412.0
nav,Navarra,2016,18911331000.0,real,soberania,0.5016,94866733.0
nav,Navarra,2017,19698794000.0,real,soberania,0.5175,101943559.0
nav,Navarra,2018,20235995000.0,real,soberania,0.5191,105050595.0
nav,Navarra,2019,21070268000.0,real,soberania,0.5556,117065311.0
nav,Navarra,2020,19160726000.0,real,soberania,0.5748,110139479.0
nav,Navarra,2021,20821017000.0,real,soberania,0.4857,101135130.0
nav,Navarra,2022,23204474000.0,real,soberania,0.483,112088961.0
nav,Navarra,2023,24975376000.0,real,soberania,0.5004,124966970.0
nav,Navarra,2024,26619297000.0,real,soberania,0.5019,133593576.0
nav,Navarra,2025,27727717738.525,proyeccion,soberania,0.5201,144213954.0
nav,Navarra,2026,29541097405.4703,proyeccion,soberania,0.4774,141025876.0
pvc,País Vasco,2015,65073341000.0,real,soberania,0.1695,110297987.0
pvc,País Vasco,2016,67114993000.0,real,soberania,0.1663,111621719.0
pvc,País Vasco,2017,69585295000.0,real,soberania,0.164,114103909.0
pvc,País Vasco,2018,71915111000.0,real,soberania,0.1654,118978614.0
pvc,País Vasco,2019,73999981000.0,real,soberania,0.175,129468759.0
pvc,País Vasco,2020,66672598000.0,real,soberania,0.199,132657441.0
pvc,País Vasco,2021,72513029000.0,real,soberania,0.1992,144423189.0
pvc,País Vasco,2022,80218167000.0,real,soberania,0.1986,159302686.0
pvc,País Vasco,2023,86748107000.0,real,soberania,0.2096,181855054.0
pvc,País Vasco,2024,91612735000.0,real,soberania,0.2269,207904603.0
pvc,País Vasco,2025,94984725555.0161,proyeccion,soberania,0.2329,221216137.0
pvc,País Vasco,2026,100311243579.2912,proyeccion,soberania,0.2082,208876985.0
val,C. Valenciana,2015,101214206000.0,real,soberania,0.134,135618340.0
val,C. Valenciana,2016,104205396000.0,real,soberania,0.1798,187348640.0
val,C. Valenciana,2017,108666712000.0,real,soberania,0.1831,198979340.0
val,C. Valenciana,2018,112749574000.0,real,soberania,0.1965,221557690.0
val,C. Valenciana,2019,116588528000.0,real,soberania,0.2116,246733510.0
val,C. Valenciana,2020,106067171000.0,real,soberania,0.24,254566260.0
val,C. Valenciana,2021,116386906000.0,real,soberania,0.2305,268258060.0
val,C. Valenciana,2022,127583394000.0,real,soberania,0.2142,273302910.0
val,C. Valenciana,2023,139655905000.0,real,soberania,0.2023,282549210.0
val,C. Valenciana,2024,148283453000.0,real,soberania,0.1993,295541920.0
val,C. Valenciana,2025,154631870325.7606,proyeccion,soberania,0.2013,311269080.0
val,C. Valenciana,2026,164184591233.3746,proyeccion,soberania,0.1852,304091320.0
and,Andalucía,2015,146406094000.0,real,direccion,4.675,6844554769.0
and,Andalucía,2016,149901897000.0,real,direccion,4.8851,7322807362.0
and,Andalucía,2017,156789484000.0,real,direccion,3.3543,5259118498.0
and,Andalucía,2018,161894301000.0,real,direccion,3.5164,5692789642.0
and,Andalucía,2019,166478730000.0,real,direccion,3.5031,5831865932.0
and,Andalucía,2020,150452909000.0,real,direccion,6.8338,10281592450.0
and,Andalucía,2021,166296356000.0,real,direccion,6.0661,10087754255.0
and,Andalucía,2022,184364390000.0,real,direccion,3.552,6548679951.0
and,Andalucía,2023,199406067000.0,real,direccion,3.6417,7261813138.0
and,Andalucía,2024,212359142000.0,real,direccion,3.0221,6417772418.0
and,Andalucía,2025,222116470593.1817,proyeccion,direccion,2.9123,6468741330.0
and,Andalucía,2026,235169103530.3166,proyeccion,direccion,2.856,6716313527.0
ara,Aragón,2015,33265930000.0,real,direccion,0.5437,180879870.64
ara,Aragón,2016,34542128000.0,real,direccion,0.4261,147185493.36
ara,Aragón,2017,35983544000.0,real,direccion,0.4597,165401408.71
ara,Aragón,2018,37213896000.0,real,direccion,0.4771,177554581.51
ara,Aragón,2019,38465053000.0,real,direccion,0.4616,177554581.51
ara,Aragón,2020,35955571000.0,real,direccion,0.5014,180272823.25
ara,Aragón,2021,38782157000.0,real,direccion,0.6002,232770691.13
ara,Aragón,2022,43668835000.0,real,direccion,0.4945,215932166.48
ara,Aragón,2023,46778120000.0,real,direccion,0.4863,227463740.08
ara,Aragón,2024,49634925000.0,real,direccion,0.4643,230437093.64
ara,Aragón,2025,51706151620.8324,proyeccion,direccion,0.4457,230437093.64
ara,Aragón,2026,54863918381.8983,proyeccion,direccion,0.42,230437093.64
ast,Asturias,2015,21388142000.0,real,direccion,1.8094,387003615.0
ast,Asturias,2016,21675441000.0,real,direccion,1.9175,415634835.0
ast,Asturias,2017,22538267000.0,real,direccion,1.9822,446755919.0
ast,Asturias,2018,23185680000.0,real,direccion,2.0731,480651754.0
ast,Asturias,2019,23666618000.0,real,direccion,2.074,490853037.0
ast,Asturias,2020,21376392000.0,real,direccion,2.3698,506586802.0
ast,Asturias,2021,23617641000.0,real,direccion,2.641,623750794.0
ast,Asturias,2022,26690102000.0,real,direccion,2.0893,557625232.0
ast,Asturias,2023,28350371000.0,real,direccion,2.3602,669127894.0
ast,Asturias,2024,30012308000.0,real,direccion,2.1215,636719640.0
ast,Asturias,2025,31206996480.0363,proyeccion,direccion,2.1993,686320896.0
ast,Asturias,2026,32540503695.6435,proyeccion,direccion,2.1682,705534258.0
bal,Baleares,2015,28653742000.0,real,direccion,1.5106,432841908.0
bal,Baleares,2016,30233284000.0,real,direccion,1.5033,454494817.0
bal,Baleares,2017,31746251000.0,real,direccion,1.9481,618450464.0
bal,Baleares,2018,33185968000.0,real,direccion,1.5081,500471524.0
bal,Baleares,2019,34350576000.0,real,direccion,1.5879,545445407.0
bal,Baleares,2020,26669106000.0,real,direccion,1.9935,531659586.0
bal,Baleares,2021,30512146000.0,real,direccion,2.1153,645421941.0
bal,Baleares,2022,37189162000.0,real,direccion,2.1424,796748738.0
bal,Baleares,2023,41502526000.0,real,direccion,2.194,910557711.0
bal,Baleares,2024,44692852000.0,real,direccion,2.1647,967461100.0
bal,Baleares,2025,47156552442.1196,proyeccion,direccion,1.9929,939767000.0
bal,Baleares,2026,50781507109.3719,proyeccion,direccion,2.6545,1348004205.0
can,Canarias,2015,39636569000.0,real,direccion,0.9726,385504779.0
can,Canarias,2016,40979670000.0,real,direccion,0.9153,375105162.0
can,Canarias,2017,43035839000.0,real,direccion,1.0098,434555556.0
can,Canarias,2018,44609266000.0,real,direccion,1.1168,498201841.0
can,Canarias,2019,45766832000.0,real,direccion,1.2184,557610535.0
can,Canarias,2020,37587399000.0,real,direccion,1.53,575083623.0
can,Canarias,2021,41407275000.0,real,direccion,1.4099,583787037.0
can,Canarias,2022,48908196000.0,real,direccion,1.2219,597609592.0
can,Canarias,2023,53990089000.0,real,direccion,1.2135,655176029.0
can,Canarias,2024,58144618000.0,real,direccion,1.3199,767441894.0
can,Canarias,2025,61062044154.199,proyeccion,direccion,1.314,802339328.0
can,Canarias,2026,65760759009.7699,proyeccion,direccion,1.3156,865129963.0
cat,Cataluña,2015,206434270000.0,real,direccion,4.721,9745712277.47
cat,Cataluña,2016,214502547000.0,real,direccion,4.5231,9702222373.16
cat,Cataluña,2017,223139777000.0,real,direccion,4.1102,9171381232.69
cat,Cataluña,2018,231101287000.0,real,direccion,3.9686,9171381232.69
cat,Cataluña,2019,240165818000.0,real,direccion,4.7063,11302965894.35
cat,Cataluña,2020,214857435000.0,real,direccion,6.4852,13934023166.98
cat,Cataluña,2021,234820402000.0,real,direccion,5.9339,13934023166.98
cat,Cataluña,2022,258787407000.0,real,direccion,6.0871,15752603804.68
cat,Cataluña,2023,283274025000.0,real,direccion,5.7513,16291925790.4
cat,Cataluña,2024,302303884000.0,real,direccion,4.9887,15081172160.48
cat,Cataluña,2025,314476551469.5445,proyeccion,direccion,4.7956,15081172160.48
cat,Cataluña,2026,335602542224.5094,proyeccion,direccion,4.5004,15103291832.92
clm,Cast.-La Mancha,2015,37998035000.0,real,direccion,0.2963,112600040.0
clm,Cast.-La Mancha,2016,39136242000.0,real,direccion,0.2535,99227680.0
clm,Cast.-La Mancha,2017,40768959000.0,real,direccion,0.2539,103519940.0
clm,Cast.-La Mancha,2018,42290925000.0,real,direccion,0.2496,105570320.0
clm,Cast.-La Mancha,2019,43393303000.0,real,direccion,0.2433,105570320.0
clm,Cast.-La Mancha,2020,40254360000.0,real,direccion,0.3079,123949130.0
clm,Cast.-La Mancha,2021,44123986000.0,real,direccion,0.3072,135527730.0
clm,Cast.-La Mancha,2022,50032018000.0,real,direccion,0.3816,190923240.0
clm,Cast.-La Mancha,2023,52544941000.0,real,direccion,0.39,204926320.0
clm,Cast.-La Mancha,2024,55559897000.0,real,direccion,0.3678,204369330.0
clm,Cast.-La Mancha,2025,57877789156.0775,proyeccion,direccion,0.3668,212279490.0
clm,Cast.-La Mancha,2026,60528774710.7235,proyeccion,direccion,0.3672,222255350.0
cnt,Cantabria,2015,12443843000.0,real,direccion,0.4001,49785633.0
cnt,Cantabria,2016,12833899000.0,real,direccion,0.3981,51094384.0
cnt,Cantabria,2017,13318023000.0,real,direccion,0.3808,50718844.0
cnt,Cantabria,2018,13843935000.0,real,direccion,0.3748,51893111.0
cnt,Cantabria,2019,14274351000.0,real,direccion,0.4014,57297380.0
cnt,Cantabria,2020,12991241000.0,real,direccion,0.421,54689807.0
cnt,Cantabria,2021,14206538000.0,real,direccion,0.4088,58076855.0
cnt,Cantabria,2022,15557155000.0,real,direccion,0.383,59591474.0
cnt,Cantabria,2023,16740663000.0,real,direccion,0.3486,58355881.0
cnt,Cantabria,2024,17700122000.0,real,direccion,0.372,65842609.0
cnt,Cantabria,2025,18399077585.3196,proyeccion,direccion,0.236,43423689.0
cnt,Cantabria,2026,19638827481.9118,proyeccion,direccion,0.2265,44481120.0
cym,Cast. y León,2015,53183396000.0,real,direccion,2.7988,1488507504.0
cym,Cast. y León,2016,54630532000.0,real,direccion,2.7358,1494594547.0
cym,Cast. y León,2017,55879293000.0,real,direccion,2.5607,1430901081.0
cym,Cast. y León,2018,58326859000.0,real,direccion,3.114,1816297934.0
cym,Cast. y León,2019,59649198000.0,real,direccion,3.045,1816297934.0
cym,Cast. y León,2020,54794589000.0,real,direccion,3.3147,1816297934.0
cym,Cast. y León,2021,59465900000.0,real,direccion,3.2447,1929481958.0
cym,Cast. y León,2022,65467208000.0,real,direccion,2.9472,1929481958.0
cym,Cast. y León,2023,69893920000.0,real,direccion,3.0864,2157219135.0
cym,Cast. y León,2024,73992645000.0,real,direccion,3.3673,2491550593.0
cym,Cast. y León,2025,77233592986.7985,proyeccion,direccion,3.226,2491550593.0
cym,Cast. y León,2026,80786752445.5297,proyeccion,direccion,3.0841,2491550593.0
ext,Extremadura,2015,18494971000.0,real,direccion,3.4185,632243278.0
ext,Extremadura,2016,19069471000.0,real,direccion,2.7593,526188628.0
ext,Extremadura,2017,20169546000.0,real,direccion,2.2851,460889966.0
ext,Extremadura,2018,20713254000.0,real,direccion,2.5851,535461641.0
ext,Extremadura,2019,21166132000.0,real,direccion,3.2509,688083005.0
ext,Extremadura,2020,19497343000.0,real,direccion,3.7942,739763386.0
ext,Extremadura,2021,21551517000.0,real,direccion,3.7614,810635397.0
ext,Extremadura,2022,23486645000.0,real,direccion,3.9687,932107104.0
ext,Extremadura,2023,25192615000.0,real,direccion,4.507,1135428936.0
ext,Extremadura,2024,26583476000.0,real,direccion,4.4257,1176503074.0
ext,Extremadura,2025,28051125150.8657,proyeccion,direccion,4.1941,1176503074.0
ext,Extremadura,2026,29283045487.1274,proyeccion,direccion,4.0177,1176503074.0
gal,Galicia,2015,57010602000.0,real,direccion,3.5439,2020403575.0
