ccaa_id3,ccaa,anio,pib_regional_eur,origen_pib,concepto,pct_pib_regional,importe_eur
ext,Extremadura,2022,23486645000.0,real,sanidad,8.5517,2008513430.0
ext,Extremadura,2023,25192615000.0,real,sanidad,8.7498,2204300044.0
ext,Extremadura,2024,26583476000.0,real,sanidad,8.5846,2282097280.0
ext,Extremadura,2025,28051125150.8657,proyeccion,sanidad,8.1355,2282097280.0
ext,Extremadura,2026,29283045487.1274,proyeccion,sanidad,7.7932,2282097280.0
gal,Galicia,2015,57010602000.0,real,sanidad,5.5604,3170026461.0
gal,Galicia,2016,58564023000.0,real,sanidad,5.6518,3309935296.0
gal,Galicia,2017,60630852000.0,real,sanidad,5.6278,3412155657.0
gal,Galicia,2018,62649363000.0,real,sanidad,5.8499,3664934669.0
gal,Galicia,2019,64502005000.0,real,sanidad,5.8639,3782335225.0
gal,Galicia,2020,59007178000.0,real,sanidad,6.6056,3897761068.0
gal,Galicia,2021,64387386000.0,real,sanidad,6.7999,4378280132.0
gal,Galicia,2022,71636381000.0,real,sanidad,6.4065,4589357966.0
gal,Galicia,2023,77461411000.0,real,sanidad,6.4199,4972964283.0
gal,Galicia,2024,81839712000.0,real,sanidad,6.3436,5191549097.0
gal,Galicia,2025,84727981648.3003,proyeccion,sanidad,6.4421,5458255848.0
gal,Galicia,2026,89517006299.2806,proyeccion,sanidad,6.3359,5671724741.0
lar,La Rioja,2015,8033065000.0,real,sanidad,4.9422,397009501.0
lar,La Rioja,2016,8074094000.0,real,sanidad,5.0404,406963277.0
lar,La Rioja,2017,8351707000.0,real,sanidad,4.8878,408215639.0
lar,La Rioja,2018,8649852000.0,real,sanidad,4.9135,425013914.0
lar,La Rioja,2019,8889997000.0,real,sanidad,4.8986,435489541.0
lar,La Rioja,2020,8186915000.0,real,sanidad,5.5459,454040465.0
lar,La Rioja,2021,8735750000.0,real,sanidad,6.0561,529044979.0
lar,La Rioja,2022,9767469000.0,real,sanidad,5.3687,524388258.0
lar,La Rioja,2023,10476650000.0,real,sanidad,5.2185,546720797.0
lar,La Rioja,2024,11111889000.0,real,sanidad,5.3303,592298603.0
lar,La Rioja,2025,11508568881.8379,proyeccion,sanidad,5.5675,640739777.0
