ccaa,ccaa_nombre,anio,filas,n_conceptos,imp_sanidad,imp_educacion,imp_soberania,imp_direccion,imp_vivienda,imp_empleo,imp_idi,imp_dependencia,imp_discapacidad,imp_salud_mental,imp_diversidad,imp_turismo,imp_igualdad,gasto_social_estricto,gasto_clasificado,total_extraido,total_hacienda,social_estricto_pct,cobertura_clasif_pct
ast,Asturias,2017,91,9,1668954671.0,749559459.0,181323431.0,273566018.0,29118540.0,100967817.0,17846760.0,0.0,0.0,0.0,0.0,10164720.0,2244818.0,2760180216.0,3033746234.0,3656129227.0,4225564280.0,65.3,71.8
ast,Asturias,2018,90,9,1699483931.0,773957382.0,204193205.0,297305583.0,33338517.0,115091779.0,18294788.0,0.0,0.0,0.0,0.0,11722048.0,2520649.0,2858602299.0,3155907882.0,3821745567.0,4213439720.0,67.8,74.9
ast,Asturias,2019,90,9,1751509971.0,803249554.0,201089264.0,299267890.0,33433490.0,118335912.0,19042320.0,0.0,0.0,0.0,0.0,10006430.0,4092550.0,2940759491.0,3240027381.0,3915957847.0,4524241250.0,65.0,71.6
ast,Asturias,2020,95,9,1801183712.0,845304215.0,200868212.0,305450925.0,33687548.0,118580815.0,27138013.0,0.0,0.0,0.0,0.0,10322743.0,5073031.0,3042158289.0,3347609214.0,4040840881.0,4757273750.0,63.9,70.4
ast,Asturias,2021,96,10,1942029769.0,894354551.0,230805182.0,397867686.0,36725415.0,133483253.0,33372041.0,0.0,0.0,0.0,65000.0,12233440.0,6907500.0,3289976151.0,3687843837.0,4469965260.0,5237551810.0,62.8,70.4
ast,Asturias,2022,96,10,1987383547.0,942696580.0,233277063.0,314640964.0,39465130.0,142372110.0,37751388.0,0.0,0.0,0.0,75000.0,12859884.0,11532497.0,3407413199.0,3722054163.0,4636961432.0,5354165590.0,63.6,69.5
ast,Asturias,2023,96,10,2115483423.0,999121164.0,245492124.0,384753067.0,79339082.0,167228333.0,37751121.0,0.0,0.0,0.0,90000.0,30351673.0,13215572.0,3688072492.0,4072825559.0,5202241139.0,5968218490.0,61.8,68.2
ast,Asturias,2024,104,10,2322856371.0,1042251593.0,93514159.0,384511599.0,98362253.0,172265850.0,54665975.0,0.0,0.0,0.0,2947640.0,40587909.0,14837739.0,3842289489.0,4226801088.0,5439551624.0,6348595440.0,60.5,66.6
ast,Asturias,2025,105,10,2446640883.0,1093294252.0,96062583.0,398841547.0,156632049.0,170516236.0,66721856.0,0.0,0.0,0.0,3429620.0,46161143.0,14025107.0,4093483729.0,4492325276.0,5752807971.0,6664478950.0,61.4,67.4
ast,Asturias,2026,104,10,2549313952.0,1178921574.0,98668088.0,407825256.0,187209040.0,171633689.0,65937175.0,0.0,0.0,0.0,3406440.0,49644246.0,15884896.0,4320619100.0,4728444356.0,6029640577.0,0.0,,
bal,Baleares,2015,131,13,1293305893.0,775802264.0,57579872.0,432841908.0,14903480.0,49930749.0,9642026.0,112865122.0,12561851.0,7737937.0,1773683.0,39767443.0,4773448.0,2380643768.0,2813485676.0,4011310834.0,4035591970.0,59.0,69.7
bal,Baleares,2016,132,13,1370092639.0,817453988.0,51118398.0,454494817.0,12891087.0,59775360.0,11915305.0,129501729.0,14053433.0,7566414.0,2178344.0,38294520.0,5385367.0,2520226584.0,2974721401.0,4218304698.0,4240896700.0,59.4,70.1
bal,Baleares,2017,129,13,1473247771.0,883516262.0,53334795.0,618450464.0,19036281.0,85942112.0,13590027.0,136815763.0,16240099.0,2521219.0,17370552.0,41390816.0,6200983.0,2749206680.0,3367657144.0,4646728893.0,4668235900.0,58.9,72.1
bal,Baleares,2018,82,13,1554338007.0,1006436.0,55322573.0,500471524.0,24334680.0,99221099.0,13485466.0,146065584.0,16882456.0,2323372.0,17588973.0,54392944.0,6634571.0,1991596161.0,2492067685.0,3864103791.0,5008809100.0,39.8,49.8
