ccaa,ccaa_nombre,anio,estado,filas,pct_concepto,n_conceptos,magnitud_disp,imp_sanidad,imp_educacion,imp_soberania,imp_direccion,imp_vivienda,imp_empleo,imp_idi,imp_dependencia,imp_discapacidad,imp_salud_mental,imp_diversidad,imp_turismo,imp_igualdad,total_extraido,gasto_social
cym,Cast. y León,2022,VERDE,104,85.6,13,si,4316967631.0,2248721516.0,1419449800.0,1929481958.0,173261426.0,300892031.0,303237083.0,744737627.0,172600101.0,10261322.0,87676150.0,29882122.0,10835846.0,12291444523.0,11748004613.0
cym,Cast. y León,2023,VERDE,107,86.0,13,si,4690046743.0,2481746644.0,1460955044.0,2157219135.0,144968061.0,375461898.0,438440387.0,865314063.0,191657715.0,10306603.0,108523011.0,85235574.0,11886698.0,13809836891.0,13021761576.0
cym,Cast. y León,2024,VERDE,104,85.6,13,si,4812765002.0,2630711524.0,1497089801.0,2491550593.0,133066524.0,388138640.0,379187952.0,950482061.0,204458058.0,12633520.0,109844387.0,61329866.0,14842204.0,14562494117.0,13686100132.0
cym,Cast. y León,2025,VERDE,103,85.4,13,DB,,,,,,,,,,,,,,,
cym,Cast. y León,2026,VERDE,103,85.4,13,DB,,,,,,,,,,,,,,,
ext,Extremadura,2015,VERDE,78,82.1,11,si,1376856967.0,1019830034.0,1008359989.0,632243278.0,48234914.0,244119405.0,107270160.0,295124175.0,0.0,0.0,189164321.0,35571564.0,6230830.0,5365699560.0,4963005637.0
ext,Extremadura,2016,VERDE,77,83.1,11,si,1550101891.0,1016192181.0,867731588.0,526188628.0,48458475.0,256405996.0,107590586.0,301023551.0,0.0,0.0,192882314.0,23479376.0,8046928.0,5197428064.0,4898101514.0
ext,Extremadura,2017,VERDE,77,83.1,11,si,1539066245.0,1016627283.0,909494357.0,460889966.0,44149780.0,269570975.0,108445889.0,309634440.0,0.0,0.0,195493738.0,22428519.0,8440314.0,5171626735.0,4884241506.0
ext,Extremadura,2018,VERDE,77,83.1,11,si,1603961004.0,1041322738.0,918227109.0,535461641.0,50311665.0,307539563.0,109954628.0,317996579.0,0.0,0.0,215354989.0,23083317.0,8777536.0,5433975906.0,5131990769.0
ext,Extremadura,2019,VERDE,77,83.1,11,si,1691119508.0,1071976980.0,940779570.0,688083005.0,64571981.0,313361114.0,120609777.0,330608387.0,0.0,0.0,216217987.0,23694251.0,10834942.0,5797947023.0,5471857502.0
ext,Extremadura,2020,VERDE,80,80.0,11,si,1742520488.0,1096831818.0,957921474.0,739763386.0,63786749.0,327303628.0,107121478.0,347141661.0,0.0,0.0,215058454.0,25053164.0,11567653.0,6006647051.0,5634069953.0
ext,Extremadura,2021,VERDE,80,80.0,11,si,1876516389.0,1187831592.0,1002336789.0,810635397.0,70705624.0,343359065.0,117651204.0,360672739.0,0.0,0.0,217134557.0,26431175.0,14993077.0,6423894820.0,6028267608.0
ext,Extremadura,2022,VERDE,79,81.0,11,si,2008513430.0,1233864419.0,1000410914.0,932107104.0,84768631.0,393155595.0,152257697.0,412180332.0,0.0,0.0,245746355.0,27195666.0,25058177.0,6984511147.0,6515258320.0
ext,Extremadura,2023,VERDE,81,81.5,11,si,2204300044.0,1308948181.0,1074515804.0,1135428936.0,134258208.0,400616946.0,171999033.0,459483120.0,0.0,0.0,277867352.0,29692255.0,27559491.0,7781092744.0,7224669370.0
ext,Extremadura,2024,VERDE,79,82.3,11,si,2282097280.0,1370679428.0,1137029049.0,1176503074.0,142682822.0,407922127.0,162079750.0,485778189.0,0.0,0.0,282630133.0,41550144.0,30075601.0,8127109106.0,7519027597.0
ext,Extremadura,2025,VERDE_PRAGM,79,79.7,11,si,2282097280.0,1370679428.0,1137029049.0,1176503074.0,142682822.0,407922127.0,162079750.0,485778189.0,0.0,0.0,282630133.0,41550144.0,30075601.0,8127109106.0,7519027597.0
ext,Extremadura,2026,VERDE_PRAGM,79,79.7,11,si,2282097280.0,1370679428.0,1137029049.0,1176503074.0,142682822.0,407922127.0,162079750.0,485778189.0,0.0,0.0,282630133.0,41550144.0,30075601.0,8127109106.0,7519027597.0
gal,Galicia,2015,VERDE_PRAGM,107,77.6,11,si,3170026461.0,2097391793.0,523023071.0,2020403575.0,86575531.0,194115762.0,156560923.0,327047917.0,0.0,0.0,108424740.0,39133184.0,9263920.0,9548703938.0,8731966877.0
gal,Galicia,2016,VERDE_PRAGM,108,77.8,11,si,3309935296.0,2198190396.0,584454250.0,2092082613.0,90453187.0,210933016.0,173927979.0,352447241.0,0.0,0.0,116330918.0,40252422.0,10963616.0,10097367642.0,9179970934.0
gal,Galicia,2017,VERDE_PRAGM,108,77.8,11,si,3412155657.0,2261255143.0,604934345.0,2323609136.0,86987427.0,242973137.0,179181305.0,366132154.0,0.0,0.0,118577576.0,43198184.0,12188542.0,10607668505.0,9651192606.0
gal,Galicia,2018,VERDE_PRAGM,108,77.8,11,si,3664934669.0,2337684996.0,583679346.0,1751000144.0,96898363.0,246971190.0,199985847.0,404565100.0,0.0,0.0,130321193.0,55164376.0,12653752.0,10520621657.0,9483858976.0
gal,Galicia,2019,VERDE_PRAGM,107,77.6,11,si,3782335225.0,2412867739.0,603130896.0,2225410520.0,99298730.0,263825058.0,213093067.0,419338223.0,0.0,0.0,138507243.0,60944672.0,21477595.0,11337351325.0,10240228968.0
gal,Galicia,2020,VERDE_PRAGM,107,77.6,11,si,3897761068.0,2520437222.0,634635466.0,2208494403.0,87884035.0,275655389.0,226133089.0,441575398.0,0.0,0.0,145699645.0,60556034.0,23163164.0,11594119316.0,10521994913.0
gal,Galicia,2021,VERDE_PRAGM,107,77.6,11,si,4378280132.0,2689451194.0,690517653.0,2401157530.0,102460068.0,372567704.0,326291465.0,519013879.0,0.0,0.0,177379512.0,104770454.0,24941328.0,13183470154.0,11786830919.0
gal,Galicia,2022,VERDE_PRAGM,41,73.2,8,si,4589357966.0,2751484107.0,823358178.0,503086009.0,0.0,428504950.0,477245111.0,928313621.0,0.0,0.0,0.0,402578087.0,0.0,11847730084.0,10903928029.0
gal,Galicia,2023,VERDE_PRAGM,42,66.7,7,si,4972964283.0,2894320839.0,891206012.0,646763997.0,0.0,489892623.0,0.0,1077654504.0,0.0,0.0,342850216.0,0.0,0.0,12847054532.0,11315652474.0
gal,Galicia,2024,VERDE_PRAGM,43,67.4,7,si,5191549097.0,2975998635.0,909327425.0,746646781.0,0.0,501607999.0,0.0,1205712646.0,0.0,0.0,363958213.0,0.0,0.0,13486478379.0,11894800796.0
gal,Galicia,2025,VERDE_PRAGM,47,78.7,8,si,5458255848.0,3042771180.0,921939150.0,1355905591.0,513782603.0,497465978.0,0.0,1323430494.0,0.0,0.0,146622454.0,0.0,0.0,14185738910.0,13260173298.0
gal,Galicia,2026,VERDE,47,80.9,8,si,5671724741.0,3086864219.0,933661651.0,1314330664.0,560293592.0,497847734.0,0.0,1390991353.0,0.0,0.0,150008738.0,0.0,0.0,14695050401.0,13605722692.0
lar,La Rioja,2015,VERDE_PRAGM,69,75.4,9,si,397009501.0,233361150.0,53335125.0,55714757.0,6988257.0,63419484.0,76289102.0,106536250.0,0.0,0.0,0.0,32342632.0,0.0,1284250000.0,1024996258.0
lar,La Rioja,2016,VERDE_PRAGM,70,77.1,9,si,406963277.0,256504296.0,57785912.0,57660699.0,6219759.0,27490682.0,73303485.0,112846197.0,0.0,0.0,0.0,28703861.0,0.0,1334190000.0,1027478168.0
lar,La Rioja,2017,VERDE_PRAGM,74,74.3,12,si,408215639.0,260232242.0,64084883.0,66438872.0,11084961.0,22170495.0,76240158.0,58462305.0,22293635.0,0.0,43887027.0,43820964.0,1723164.0,1452535000.0,1078654345.0
lar,La Rioja,2018,VERDE_PRAGM,53,79.2,9,si,425013914.0,277146239.0,54935338.0,47353226.0,11194045.0,22913948.0,47883143.0,9682000.0,0.0,0.0,0.0,44821438.0,0.0,1303297669.0,940943291.0
lar,La Rioja,2019,VERDE_PRAGM,73,71.2,12,si,435489541.0,290204605.0,63346771.0,78316321.0,11735007.0,22612330.0,53135779.0,58823612.0,22663575.0,0.0,46111215.0,45269841.0,2641662.0,1533400000.0,1130350259.0
lar,La Rioja,2020,VERDE_PRAGM,76,68.4,11,si,454040465.0,299552395.0,59636207.0,86011049.0,11985836.0,20716746.0,80655340.0,59357460.0,21771506.0,0.0,54014920.0,0.0,2862201.0,1555780820.0,1150604125.0
lar,La Rioja,2021,VERDE_PRAGM,81,72.8,12,si,529044979.0,345047771.0,73573095.0,98063361.0,19355606.0,25985635.0,72180296.0,68201540.0,25396989.0,0.0,61239060.0,58000986.0,2926576.0,1809334875.0,1379015894.0
lar,La Rioja,2022,VERDE_PRAGM,64,70.3,12,si,524388258.0,347811369.0,74231604.0,77852471.0,19428731.0,24795145.0,106079483.0,72086345.0,24284690.0,0.0,57176093.0,35376260.0,2965154.0,1823595894.0,1366475603.0
lar,La Rioja,2023,VERDE_PRAGM,62,71.0,12,si,546720797.0,368053803.0,74838757.0,79370340.0,21532755.0,27497803.0,111742707.0,77425735.0,25884747.0,0.0,59240928.0,42790032.0,2957700.0,1732167919.0,1438056104.0
lar,La Rioja,2024,VERDE_PRAGM,76,71.1,13,si,592298603.0,403158839.0,90602990.0,119505239.0,30992918.0,29003475.0,107029279.0,82746928.0,28378907.0,1566950.0,68918432.0,62871065.0,4462909.0,1947377372.0,1621536534.0
lar,La Rioja,2025,VERDE,58,84.5,13,si,640739777.0,434726679.0,97033492.0,89488321.0,28375471.0,27155299.0,113567983.0,89181987.0,29795599.0,1636719.0,71528950.0,47761407.0,3861053.0,2014043086.0,1674852737.0
lar,La Rioja,2026,VERDE_PRAGM,60,76.7,13,si,637055097.0,428443953.0,97033492.0,90758321.0,28375471.0,27155299.0,113047983.0,89181987.0,29795599.0,1636719.0,71528950.0,47821407.0,4361053.0,2030153703.0,1666195331.0
mad,Madrid,2015,VERDE_PRAGM,82,42.7,10,si,7191837009.0,2074434949.0,0.0,408193562.0,301398956.0,167256077.0,444566824.0,1220062890.0,0.0,0.0,116147741.0,13023263.0,21543341.0,20852588670.0,11958464612.0
mad,Madrid,2016,VERDE_PRAGM,73,46.6,12,si,7415379241.0,2314363938.0,33927477.0,372050802.0,491712203.0,241165802.0,15029996.0,1073078872.0,302971858.0,0.0,45437306.0,25251048.0,22471311.0,20139609305.0,12352839854.0
mad,Madrid,2017,VERDE_PRAGM,73,46.6,12,si,7599708222.0,2370928847.0,40692773.0,405243781.0,411345906.0,243461968.0,16144647.0,1167421468.0,309725958.0,0.0,48792419.0,32015390.0,22566555.0,20504093715.0,12668047934.0
mad,Madrid,2018,VERDE_PRAGM,76,48.7,12,si,7828244717.0,2361681788.0,45256684.0,474165292.0,330310560.0,254911655.0,124626170.0,1258136922.0,334830730.0,0.0,49299422.0,23827754.0,23722547.0,21633750660.0,13109014241.0
mad,Madrid,2019,VERDE_PRAGM,80,48.8,12,si,8066704298.0,2487484407.0,48402728.0,501901873.0,332761011.0,263604632.0,154239111.0,1324040720.0,341816832.0,0.0,55426096.0,24437277.0,24865106.0,22776618164.0,13625684091.0
mad,Madrid,2020,VERDE_PRAGM,80,48.8,12,si,8066704298.0,2487484407.0,48402728.0,501901873.0,332761011.0,263604632.0,154239111.0,1324040720.0,341816832.0,0.0,55426096.0,24437277.0,24865106.0,22776618164.0,13625684091.0
mad,Madrid,2021,VERDE_PRAGM,80,48.8,12,si,8066704298.0,2487484407.0,48402728.0,501901873.0,332761011.0,263604632.0,154239111.0,1324040720.0,341816832.0,0.0,55426096.0,24437277.0,24865106.0,22776618164.0,13625684091.0
mad,Madrid,2022,VERDE_PRAGM,89,46.1,12,si,8759661476.0,2825098365.0,87383205.0,577051444.0,264614300.0,355681255.0,229000297.0,1468148434.0,426658876.0,0.0,105642033.0,71660709.0,32807176.0,25900845912.0,15203407570.0
mad,Madrid,2023,VERDE_PRAGM,89,46.1,12,si,8759661476.0,2825098365.0,87383205.0,577051444.0,264614300.0,355681255.0,229000297.0,1468148434.0,426658876.0,0.0,105642033.0,71660709.0,32807176.0,25900845912.0,15203407570.0
mad,Madrid,2024,VERDE_PRAGM,87,49.4,12,si,10211960772.0,3071356976.0,98207107.0,696219642.0,528876920.0,328483601.0,220655159.0,1809832916.0,450655867.0,0.0,205835759.0,76311934.0,40535484.0,30446555330.0,17738932137.0
mad,Madrid,2025,VERDE_PRAGM,88,50.0,12,si,10542858597.0,3178683222.0,100152638.0,796359062.0,743072168.0,354460441.0,238625438.0,1882516974.0,450974972.0,0.0,235220213.0,58827686.0,39849524.0,31453014267.0,18621600935.0
mad,Madrid,2026,VERDE_PRAGM,88,50.0,12,si,11093460615.0,3291300291.0,104850437.0,821501227.0,769773510.0,351803506.0,246701357.0,2043283812.0,497641026.0,0.0,241717724.0,57406038.0,38265006.0,33271722212.0,19557704549.0
mur,Murcia,2015,VERDE_PRAGM,150,72.7,13,si,1859495700.0,1301370707.0,111985399.0,920382805.0,24852219.0,22065249.0,24561951.0,92652199.0,59246671.0,13504074.0,15766812.0,40341138.0,6243968.0,4907800412.0,4492468892.0
mur,Murcia,2016,VERDE_PRAGM,145,74.5,13,si,1958971130.0,1335846593.0,93468320.0,995053957.0,40025740.0,23321012.0,24646907.0,92828035.0,62893152.0,14441338.0,23174000.0,24890377.0,7015192.0,5138121095.0,4696575753.0
mur,Murcia,2017,VERDE_PRAGM,149,74.5,13,si,2000860733.0,1352081667.0,114988164.0,1044911625.0,41154042.0,23062691.0,24259845.0,100101578.0,66102308.0,17168214.0,24690936.0,29772868.0,6619090.0,5319896372.0,4845773761.0
mur,Murcia,2018,VERDE_PRAGM,147,74.1,13,si,2124384788.0,1410897383.0,133875189.0,1237979230.0,52012726.0,29595660.0,28839541.0,108157734.0,70841254.0,18149920.0,34425613.0,31287502.0,6987827.0,5771835853.0,5287434367.0
mur,Murcia,2019,VERDE_PRAGM,149,73.8,13,si,2188488008.0,1468600514.0,124516464.0,1431439079.0,51781136.0,33799587.0,29682179.0,111952655.0,72832470.0,18886138.0,34839645.0,17089291.0,7668836.0,6056851732.0,5591576002.0
mur,Murcia,2020,VERDE_PRAGM,154,74.0,13,si,2203429680.0,1572762131.0,125334263.0,1685646863.0,26782024.0,38000877.0,18475584.0,117774419.0,103529877.0,18307335.0,5055006.0,23152099.0,10889174.0,6464745691.0,5949139332.0
mur,Murcia,2021,VERDE_PRAGM,154,73.4,13,si,2487112377.0,1623351758.0,136683389.0,1774034803.0,32283621.0,31062217.0,29200123.0,137172304.0,109035673.0,28298826.0,4062951.0,59901204.0,19870159.0,7054370647.0,6472069405.0
mur,Murcia,2022,VERDE_PRAGM,154,73.4,13,si,2530062207.0,1691192872.0,159202572.0,1863477368.0,45119660.0,44173619.0,29184468.0,161289755.0,121679850.0,31208914.0,4055849.0,47540280.0,19268958.0,7267842228.0,6747456372.0
mur,Murcia,2023,VERDE_PRAGM,155,73.5,13,si,2661157290.0,1826798528.0,172046776.0,2191266798.0,47107892.0,38258107.0,20610121.0,189336986.0,138070824.0,31286223.0,6492289.0,73705868.0,20320094.0,8157161600.0,7416457796.0
mur,Murcia,2024,VERDE_PRAGM,160,74.4,13,si,2847362340.0,2172034241.0,163492042.0,1900699189.0,27609541.0,39724648.0,20462159.0,194306355.0,163144771.0,25105724.0,7252103.0,47243581.0,24524759.0,8237038771.0,7632961453.0
mur,Murcia,2025,VERDE_PRAGM,149,79.2,13,si,2972286524.0,2313361348.0,185070075.0,1844871240.0,36991194.0,41253142.0,21386224.0,220761192.0,168663594.0,31256422.0,6158402.0,45848955.0,16082000.0,8460496103.0,7903990312.0
mur,Murcia,2026,VERDE_PRAGM,149,79.2,13,si,2972286524.0,2313361348.0,185070075.0,1844871240.0,36991194.0,41253142.0,21386224.0,220761192.0,168663594.0,31256422.0,6158402.0,45848955.0,16082000.0,8460496103.0,7903990312.0
nav,Navarra,2015,VERDE_PRAGM,167,75.4,13,si,904884244.0,573147512.0,86756412.0,1103841169.0,55570729.0,51433626.0,53329419.0,132524989.0,210000.0,27149023.0,90615050.0,7558346.0,4748207.0,3458311879.0,3091768726.0
nav,Navarra,2016,VERDE_PRAGM,168,76.2,13,si,950290485.0,600949459.0,94866733.0,1078353788.0,45913023.0,50728092.0,69929845.0,135868207.0,421000.0,27585465.0,124916534.0,7618845.0,4570431.0,3506170400.0,3192011907.0
nav,Navarra,2017,VERDE_PRAGM,173,75.7,13,si,1006123754.0,643352335.0,101943559.0,1070097478.0,53900469.0,58876993.0,86911374.0,140857234.0,1370000.0,28979216.0,161071313.0,9066199.0,5422722.0,3731453266.0,3367972646.0
nav,Navarra,2018,VERDE_PRAGM,172,76.7,13,si,1024602853.0,654538007.0,105050595.0,1157047352.0,61432763.0,60539965.0,55673776.0,148959127.0,1511000.0,30662441.0,171828571.0,10961496.0,6255055.0,3889805200.0,3489063001.0
nav,Navarra,2019,VERDE_PRAGM,167,77.2,12,si,1047750152.0,689939162.0,117065311.0,1188053933.0,61004440.0,59789949.0,56830229.0,164750303.0,0.0,34254463.0,177213289.0,11264355.0,6811409.0,4016552285.0,3614726995.0
nav,Navarra,2020,VERDE_PRAGM,170,76.5,12,si,1122231413.0,758237455.0,110139479.0,1253661087.0,57995787.0,62681582.0,59288428.0,165529340.0,0.0,36296315.0,192482976.0,10639297.0,7524739.0,4256568023.0,3836707898.0
nav,Navarra,2021,VERDE_PRAGM,170,77.1,12,si,1211356190.0,821486275.0,101135130.0,1250798411.0,64723248.0,64669872.0,67356127.0,176033515.0,0.0,37892168.0,221299137.0,12064855.0,8339501.0,4481439037.0,4037154429.0
nav,Navarra,2022,VERDE_PRAGM,170,76.5,12,si,1217768301.0,891414962.0,112088961.0,1312585325.0,101490757.0,82705639.0,83730303.0,208247972.0,0.0,38741281.0,220929309.0,9071432.0,10559435.0,4767034210.0,4289333677.0
nav,Navarra,2023,VERDE_PRAGM,169,76.9,12,si,1285836840.0,940095265.0,124966970.0,1464051364.0,111764638.0,81668075.0,87391215.0,244247845.0,0.0,41086982.0,272539154.0,21712285.0,9812464.0,5238730313.0,4685173097.0
nav,Navarra,2024,VERDE_PRAGM,167,77.8,12,si,1415375379.0,1002695363.0,133593576.0,1742071850.0,148041783.0,75647559.0,80781074.0,251016523.0,0.0,43843236.0,297227028.0,26427391.0,10603769.0,5835972554.0,5227324531.0
nav,Navarra,2025,VERDE_PRAGM,168,77.4,12,si,1460097315.0,1033257219.0,144213954.0,1796188215.0,149930256.0,75522428.0,72065748.0,254338477.0,0.0,44170464.0,302408443.0,17788647.0,10925788.0,5986566198.0,5360906954.0
nav,Navarra,2026,VERDE_PRAGM,167,77.8,12,si,1508379759.0,1063943100.0,141025876.0,1928246658.0,153543125.0,77686463.0,78112661.0,266742173.0,0.0,45731453.0,332718164.0,24282799.0,12487304.0,6318652183.0,5632899535.0
pvc,País Vasco,2015,VERDE_PRAGM,105,46.7,11,si,3384908174.0,2544775749.0,110297987.0,307908300.0,110722750.0,654870712.0,206541101.0,0.0,0.0,5097224.0,4216387.0,13597537.0,10785000.0,11631245000.0,7353720921.0
pvc,País Vasco,2016,VERDE_PRAGM,106,46.2,11,si,3416697951.0,2583113822.0,111621719.0,270047845.0,112679947.0,687590577.0,220465184.0,0.0,0.0,5045447.0,4225123.0,13607069.0,10785000.0,11937001000.0,7435879684.0
pvc,País Vasco,2017,VERDE_PRAGM,108,47.2,11,si,3538134644.0,2632327803.0,114103909.0,274107381.0,125389229.0,676907176.0,261790988.0,0.0,0.0,4582356.0,4283087.0,17170804.0,10942892.0,12093991000.0,7659740269.0
pvc,País Vasco,2018,VERDE_PRAGM,109,46.8,11,si,3672658495.0,2683253688.0,118978614.0,274215383.0,135019410.0,715374596.0,283676821.0,0.0,0.0,4658505.0,4518474.0,18343057.0,11056800.0,12545549000.0,7921753843.0
pvc,País Vasco,2019,VERDE_PRAGM,110,47.3,11,si,3795519108.0,2799852674.0,129468759.0,313092145.0,150581895.0,743789973.0,302457565.0,0.0,0.0,4603892.0,6346607.0,18843039.0,11853004.0,12850594000.0,8276408661.0
pvc,País Vasco,2020,VERDE_PRAGM,110,47.3,11,si,3938835835.0,2885693937.0,132657441.0,277958483.0,164070631.0,806185815.0,328283963.0,0.0,0.0,4855165.0,6713383.0,19876097.0,14249666.0,12869016000.0,8579380416.0
pvc,País Vasco,2021,VERDE_PRAGM,112,49.1,11,si,3989532488.0,2951381469.0,144423189.0,839614816.0,173434237.0,824363262.0,367996509.0,0.0,0.0,4879512.0,8114553.0,18829896.0,14363666.0,13577660000.0,9336933597.0
pvc,País Vasco,2022,VERDE_PRAGM,113,48.7,11,si,4186527007.0,3008746454.0,159302686.0,820373645.0,193449154.0,847628336.0,408732933.0,0.0,0.0,4884993.0,8507633.0,25960688.0,15138000.0,14172905000.0,9679251529.0
pvc,País Vasco,2023,VERDE_PRAGM,113,48.7,11,si,4628962720.0,3251996590.0,181855054.0,578753092.0,225527077.0,706058210.0,431185537.0,0.0,0.0,4345690.0,16104285.0,26001642.0,15337817.0,15502145000.0,10066127714.0
pvc,País Vasco,2024,VERDE_PRAGM,114,48.2,11,si,4888865872.0,3449291856.0,207904603.0,660008465.0,253469311.0,719210432.0,438520451.0,0.0,0.0,5034128.0,17503465.0,24847812.0,15933890.0,16350975000.0,10680590285.0
pvc,País Vasco,2025,VERDE_PRAGM,119,47.9,11,si,5106543104.0,3593813245.0,221216137.0,611070880.0,321804915.0,717455977.0,472955042.0,0.0,0.0,5031709.0,19022678.0,25082941.0,15882890.0,17069776000.0,11109879518.0
pvc,País Vasco,2026,VERDE_PRAGM,119,47.9,11,si,5317027591.0,3789148697.0,208876985.0,460288455.0,442040124.0,355985346.0,504844585.0,0.0,0.0,4737909.0,18044148.0,27129421.0,16449500.0,17495938000.0,11144572761.0
val,C. Valenciana,2015,VERDE,122,81.1,12,si,5480479460.0,3991316670.0,135618340.0,5909262020.0,41974450.0,138352840.0,61622870.0,489973780.0,0.0,12515300.0,113591100.0,96157970.0,15890370.0,17188151440.0,16486755170.0
val,C. Valenciana,2016,VERDE,129,81.4,13,si,5896703080.0,4183282590.0,187348640.0,4946319150.0,83395000.0,170205520.0,54806950.0,599969780.0,200433920.0,12442080.0,137364970.0,112837740.0,18378450.0,17155819500.0,16603487870.0
val,C. Valenciana,2017,VERDE,128,81.2,13,si,6072586120.0,4394327370.0,198979340.0,4925279780.0,98198450.0,166171540.0,63987810.0,593977190.0,215297560.0,11680590.0,199034940.0,118119260.0,20736830.0,17724974080.0,17078376780.0
val,C. Valenciana,2018,VERDE,128,83.6,13,si,6378603750.0,4568049700.0,221557690.0,6414826870.0,102836690.0,174123530.0,77532390.0,624710410.0,233458270.0,12091250.0,288726540.0,129119790.0,25469300.0,19956909560.0,19251106180.0
val,C. Valenciana,2019,VERDE,131,84.0,13,si,6624076700.0,4945999170.0,246733510.0,7315696790.0,170321490.0,167540960.0,95580270.0,823333840.0,279766500.0,11330320.0,359892490.0,138422460.0,39206840.0,22096214220.0,21217901340.0
val,C. Valenciana,2020,VERDE,153,85.6,13,si,6753056640.0,5124742490.0,254566260.0,8595160000.0,194288260.0,169460990.0,105405520.0,434862340.0,49148710.0,12026290.0,283241640.0,135992740.0,42816320.0,23021985480.0,22154768200.0
val,C. Valenciana,2021,VERDE,154,85.7,13,si,7516686070.0,5550771650.0,268258060.0,9535560150.0,216863020.0,259028730.0,148627900.0,467008970.0,51759770.0,13370220.0,399153350.0,136079490.0,43690940.0,25627550850.0,24606858320.0
val,C. Valenciana,2022,VERDE,169,84.6,13,si,7824377320.0,6132544500.0,273302910.0,10231369910.0,381260490.0,266150430.0,224806540.0,522005270.0,59417930.0,13310670.0,418064850.0,128285500.0,68897080.0,27967471340.0,26543793400.0
val,C. Valenciana,2023,VERDE,174,84.5,13,si,8244060650.0,6432865520.0,282549210.0,9633809080.0,423116830.0,285203190.0,208185880.0,563536190.0,55098660.0,14765420.0,480454950.0,133881280.0,72399760.0,28438260300.0,26829926620.0
val,C. Valenciana,2024,VERDE,173,85.5,13,si,8484087430.0,6600309300.0,295541920.0,9886936590.0,418548100.0,208245860.0,252834540.0,1710297880.0,52625140.0,20092700.0,516927880.0,111260140.0,59199230.0,29732195350.0,28616906710.0
val,C. Valenciana,2025,VERDE,174,86.2,13,si,8994839160.0,7230131350.0,311269080.0,10275428400.0,316426640.0,303502580.0,225882520.0,1920151830.0,58802180.0,192134990.0,575139820.0,141756740.0,61604780.0,32291432470.0,30607070070.0
val,C. Valenciana,2026,VERDE,176,86.4,13,si,9234412650.0,7572363510.0,304091320.0,10734000380.0,408610000.0,215370650.0,319064750.0,2028205580.0,61112500.0,218813260.0,602224520.0,150597210.0,67329440.0,33305507720.0,31916195770.0
