ccaa;fecha;cobertura_pct_ppd;solicitudes_pct_ppd;pct_mujeres_benef;limbo_grado_pct_ppd;limbo_pia_pct_ppd;limbo_prestaciones_pct_ppd;tiempo_espera_total_dias;pct_pecef;pct_atencion_residencial;ratio_prest_x_benef;pct_grado3;origen;solicitudes;pers_benef_prest;atencion_residencial;pe_cuidados_fam;pe_vinc_serv;ayuda_domicilio;centros_dia_noche;teleasistencia;total;resoluciones_grado;grado1;grado2;grado3;total_der_prest;solicitudes_dict;pendientes_grado_total;pendientes_grado_6m_o_mas;pendientes_pia_total;personas_con_pia;personas_prest_efectiva;pendientes_prest_efectiva;tiempo_solicitud_grado;tiempo_grado_prestacion
Andalucía;2023-01-01;25,6124;40,0579;82,7271;4,4591;3,5314;0,0535;538,0800;19,8321;6,8703;1,4446;26,9960;real;421864;269733;26770;77276;4177;145587;14106;120937;389651;374904;86252;137814;82857;306923;421864;46960;32642;37190;269733;269170;563;334,66;187,86
Andalucía;2023-02-01;25,6612;40,2659;82,6796;4,5773;3,5979;0,0511;533,8700;19,7874;6,8916;1,4461;27,0398;real;424055;270247;26933;77331;4284;145945;14128;121406;390810;375850;86506;138312;83320;308138;424055;48205;32416;37891;270247;269709;538;337,09;187,55
Andalucía;2023-03-01;25,6301;40,4062;82,6702;4,6215;3,7177;0,0574;533,3100;19,8038;6,8986;1,4485;27,0455;real;425532;269920;26972;77428;4256;145775;14179;121595;390976;376861;86661;138821;83590;309072;425532;48671;32363;39152;269920;269316;604;340,08;190,36
Andalucía;2023-04-01;25,7624;40,5767;82,6885;4,6698;3,7029;0,0568;530,2800;19,7155;6,8435;1,4519;27,0146;real;427328;271313;26957;77661;4343;147009;14201;122978;393909;378149;87255;139226;83829;310310;427328;49179;33251;38997;271313;270715;598;343,22;189,40
Andalucía;2023-05-01;25,8346;40,8480;82,6777;4,6433;3,8922;0,0562;529,0500;19,6872;6,8573;1,4539;27,0303;real;430185;272073;27125;77875;4370;147538;14261;123640;395562;381285;88220;140221;84622;313063;430185;48900;33062;40990;272073;271481;592;344,64;190,23
Andalucía;2023-06-01;25,9115;41,1615;82,5862;4,6760;4,0439;0,0589;529,1100;19,6540;6,8852;1,4555;26,9454;real;433486;272883;27347;78063;4498;147945;14282;124306;397187;384241;89229;141237;85005;315471;433486;49245;31602;42588;272883;272263;620;345,59;189,40
Andalucía;2023-07-01;26,1601;40,9556;82,5089;4,2168;4,0111;0,0619;532,1300;19,5947;6,8336;1,4566;26,8950;real;431318;275501;27423;78633;4664;149207;14306;126328;401297;386909;90241;142045;85457;317743;431318;44409;29673;42242;275501;274849;652;347,73;191,80
Andalucía;2023-08-01;26,2187;40,7281;82,5198;3,8599;4,0632;0,0618;538,1300;19,3947;6,8249;1,4601;26,8232;real;428922;276119;27515;78191;4578;150399;14387;127361;403157;388272;90741;142627;85542;318910;428922;40650;29825;42791;276119;275468;651;347,53;194,90
Andalucía;2023-09-01;26,4990;40,5071;82,4271;3,5579;3,8542;0,0618;541,5700;19,4407;6,7363;1,4636;26,7131;real;426595;279070;27514;79404;4690;152273;14474;129373;408443;389125;91330;142939;85391;319660;426595;37470;30520;40590;279070;278419;651;348,98;199,77
Andalucía;2023-10-01;26,6008;40,3996;82,2968;3,2124;3,9505;0,0670;542,2200;19,5543;6,8108;1,4643;26,6797;real;425463;280143;27938;80212;4724;152250;14536;129841;410202;391632;92215;143691;85841;321747;425463;33831;29211;41604;280143;279437;706;351,55;203,20
Andalucía;2023-11-01;26,7642;40,1635;82,1876;2,6583;4,0426;0,0602;549,0700;19,6512;6,9141;1,4657;26,6357;real;422976;281863;28563;81182;4758;152643;14622;130661;413115;394981;93431;144590;86416;324437;422976;27995;25801;42574;281863;281229;634;354,29;209,22
Andalucía;2023-12-01;27,2140;39,9736;82,0601;2,6997;3,3764;0,0586;556,9900;19,5556;6,8138;1,4699;26,5010;real;420976;286600;28704;82380;4940;155969;14657;133935;421261;392545;93130;143653;85375;322158;420976;28431;26745;35558;286600;285983;617;356,02;212,57
Andalucía;2024-01-01;28,2165;41,1920;82,0607;2,8720;3,1859;0,0620;561,1300;19,5148;6,8234;1,4716;26,3449;real;417819;286206;28739;82193;4813;156018;14714;134040;421183;388688;92357;142250;83914;318521;417819;29131;27267;32315;286206;285577;629;356,35;215,31
Andalucía;2024-02-01;28,2314;40,8188;81,9607;2,8048;2,8870;0,0611;563,9800;19,5465;6,8054;1,4730;26,1456;real;414034;286357;28705;82447;4854;156155;14665;134317;421799;385584;91992;141122;82526;315640;414034;28450;26593;29283;286357;285737;620;352,58;217,18
Andalucía;2024-03-01;28,2995;41,0839;81,9932;3,2692;2,6408;0,0567;568,0000;19,6122;6,8015;1,4742;26,0138;real;416723;287048;28781;82990;4910;156352;14740;134709;423155;383563;91861;140333;81640;313834;416723;33160;31328;26786;287048;286473;575;350,01;220,31
Andalucía;2024-04-01;28,2765;40,7569;81,9441;3,1989;2,4311;0,0577;574,2600;19,7091;6,7930;1,4751;25,8331;real;413406;286814;28739;83383;4863;155997;14739;134688;423068;380959;91630;139380;80463;311473;413406;32447;30998;24659;286814;286229;585;350,26;224,79
Andalucía;2024-05-01;28,2739;40,4084;81,9150;3,0906;2,2262;0,0582;579,9100;19,8093;6,8575;1,4754;25,7227;real;409871;286788;29015;83816;4949;155460;14720;134504;423114;378522;91296;138495;79578;309369;409871;31349;30474;22581;286788;286198;590;350,98;228,50
Andalucía;2024-06-01;28,2817;40,1433;81,8703;3,0018;2,0664;0,0593;585,0800;19,9144;6,8399;1,4757;25,6157;real;407182;286867;28955;84303;5008;155162;14740;134516;423327;376734;91112;137863;78852;307827;407182;30448;29831;20960;286867;286266;601;354,74;233,27
Andalucía;2024-07-01;28,3168;40,5608;81,8510;3,6007;1,8741;0,0582;593,7800;19,9590;6,8127;1,4763;25,4627;real;411417;287223;28887;84629;5070;155297;14743;134750;424014;374894;90980;137277;77975;306232;411417;36523;36112;19009;287223;286633;590;358,31;240,70
Andalucía;2024-08-01;28,4292;40,9791;81,8028;2,9219;2,4725;0,0584;603,1400;19,9656;6,7734;1,4780;25,1163;real;415660;288363;28868;85092;5181;156094;14738;135595;426194;386023;95554;139163;78725;313442;415660;29637;29479;25079;288363;287771;592;378,19;251,59
Andalucía;2024-09-01;28,3511;40,6960;81,7700;2,9000;2,3188;0,0577;609,2900;20,1177;6,7872;1,4778;25,0123;real;412788;287571;28844;85495;5164;155062;14732;135057;424974;383373;95154;138126;77811;311091;412788;29415;29360;23520;287571;286986;585;378,92;255,19
Andalucía;2024-10-01;28,3948;40,7065;81,6983;3,1243;2,0997;0,0581;617,8500;20,1850;6,7455;1,4794;24,9347;real;412895;288014;28742;86006;5125;155246;14760;135594;426089;381205;94840;137346;77126;309312;412895;31690;29360;21298;288014;287425;589;383,13;261,29
Andalucía;2024-11-01;28,7584;41,5285;81,6486;3,5460;1,8646;0,3395;611,0200;19,9073;6,5866;1,4839;24,7406;real;421232;291702;28511;86172;5044;159122;14782;138622;432866;385264;96221;137546;76848;310615;421232;35968;35512;18913;291702;288258;3444;390,58;247,58
Andalucía;2024-12-01;29,2474;41,7399;81,5937;3,1646;1,6949;0,1535;602,1100;19,6352;6,3970;1,4907;24,4664;real;423377;296663;28290;86835;4991;163692;14823;142999;442241;391278;98818;138248;76789;313855;423377;32099;31870;17192;296663;295106;1557;409,37;216,24
Andalucía;2025-01-01;28,1697;40,2298;81,6195;3,0710;1,5882;0,1462;596,7500;19,5020;6,2955;1,4936;24,2338;real;424865;297499;27974;86657;4887;165159;14805;144258;444349;392432;100066;138046;76160;314272;424865;32433;32301;16773;297499;295955;1544;421,27;200,35
Andalucía;2025-02-01;28,2445;40,0923;81,6260;2,9170;1,5631;0,1945;592,0200;19,4593;6,2061;1,4962;24,0034;real;423413;298289;27698;86847;4754;166169;14934;145293;446301;392607;101353;137882;75562;314797;423413;30806;30725;16508;298289;296235;2054;432,83;181,75
Andalucía;2025-03-01;28,3259;40,1557;81,6304;2,7609;1,5014;0,3084;586,5200;19,5024;6,1362;1,4974;23,8375;real;424082;299148;27487;87361;4659;166851;14978;146012;447951;394924;102208;137707;75089;315004;424082;29158;28960;15856;299148;295891;3257;463,54;165,59
Andalucía;2025-04-01;28,3965;40,1558;81,6282;2,7210;1,5056;0,3681;584,2800;19,5135;6,0625;1,4992;23,6616;real;424084;299894;27256;87730;4566;167574;15007;146855;449587;395348;103398;137675;74722;315795;424084;28736;28488;15901;299894;296006;3888;474,68;150,01
Andalucía;2025-05-01;28,5418;40,2670;81,6256;2,7088;1,5121;0,5443;579,2600;19,5500;6,0557;1,5004;23,5644;real;425258;301429;27388;88418;4490;168306;15223;147843;452267;396650;104508;138097;74793;317398;425258;28608;28311;15969;301429;295681;5748;480,70;133,37
Andalucía;2025-06-01;28,6784;40,3390;81,5979;2,7558;1,4280;0,5793;574,2300;19,6138;5,9745;1,5024;23,4127;real;426018;302871;27186;89249;4388;169213;15275;149122;455031;396914;105499;138012;74441;317952;426018;29104;28871;15081;302871;296753;6118;483,26;118,51
Andalucía;2025-07-01;28,8191;40,4462;81,5600;2,8344;1,3403;0,7109;569,8100;19,7433;6,2926;1,5000;23,3712;real;427150;304357;28728;90136;4100;168666;15070;149248;456539;397216;106094;137978;74440;318512;427150;29934;28467;14155;304357;296849;7508;485,71;106,36
Andalucía;2025-08-01;28,9433;40,6875;81,4872;3,0138;1,3036;0,6972;565,0800;19,7440;6,1933;1,5028;23,1812;real;429699;305669;28450;90697;4049;169769;15121;150688;459364;397870;107300;138087;74049;319436;429699;31829;28842;13767;305669;298306;7363;489,81;90,88
Andalucía;2025-09-01;29,5117;40,7640;81,3671;2,8181;1,2648;0,7980;559,3700;19,3647;6,0689;1,5156;23,4825;real;430507;311672;28668;91474;4245;175050;15663;156731;472375;400745;108237;140467;76325;325029;430507;29762;27208;13357;311672;303244;8428;496,36;80,16
Andalucía;2025-10-01;30,4584;41,4090;81,3272;1,9180;1,2458;1,0294;534,1400;18,8836;5,8679;1,5266;23,1433;real;437319;321670;28816;92733;4237;183508;16105;165135;491077;417063;113656;143681;77490;334827;437319;20256;18507;13157;321670;310799;10871;484,91;57,81
Andalucía;2025-11-01;31,5150;42,2762;81,2591;1,4787;1,2858;1,1503;512,1300;18,4832;5,7432;1,5381;23,2972;real;446477;332828;29401;94621;4196;192219;16539;174422;511929;430860;118161;147543;80703;346407;446477;15617;14900;13579;332828;320680;12148;470,73;43,48
Andalucía;2025-12-01;32,0929;43,1905;81,1753;1,3892;1,2594;1,1477;495,7900;18,3130;5,6001;1,5442;22,9871;real;456133;338932;29310;95847;4134;197240;16632;179694;523381;441462;121806;149458;80968;352232;456133;14671;14401;13300;338932;326811;12121;443,09;38,60
Andalucía;2026-01-01;31,3678;42,4080;81,1300;1,6203;1,2210;1,2690;488,2900;18,3800;5,5112;1,5466;22,7778;real;459849;340135;28991;96686;4081;197964;16731;181063;526040;442279;123201;149683;80491;353375;459849;17570;15338;13240;340135;326375;13760;437,75;36,58
Andalucía;2026-02-01;31,2443;42,7800;81,0701;2,1963;1,5991;1,4255;476,7500;18,5550;5,4391;1,5476;23,4997;real;463883;338796;28518;97286;3963;196702;16664;180658;524311;440067;121672;150773;83691;356136;463883;23816;17256;17340;338796;323339;15457;430,37;32,41
Andalucía;2026-03-01;32,0024;43,3165;81,0036;2,2913;1,1029;1,2076;464,4700;18,1380;5,6827;1,5606;23,6943;real;469701;347017;30776;98230;3958;202278;17038;188811;541570;444855;122295;151624;85057;358976;469701;24846;16623;11959;347017;333922;13095;416,33;28,84
Andalucía;2026-04-01;32,1681;43,3165;80,9419;2,2913;1,1029;1,1411;452,2242;18,1380;5,6827;1,5677;23,7569;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Andalucía;2026-05-01;32,3337;43,3165;80,8802;2,2913;1,1029;1,2075;439,9783;18,1380;5,6827;1,5748;23,9111;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Andalucía;2026-06-01;32,4994;43,3165;80,8186;2,2913;1,1029;1,0889;427,7324;18,1380;5,6827;1,5818;24,0652;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Andalucía;2026-07-01;32,6651;43,3165;80,7569;2,2913;1,1029;1,0183;415,4865;18,1380;5,6827;1,5889;24,2194;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Andalucía;2026-08-01;32,8308;43,3165;80,6952;2,2913;1,1029;0,8249;403,2406;18,1380;5,6827;1,5960;24,3735;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Andalucía;2026-09-01;32,9964;43,3165;80,6335;2,2913;1,1029;0,7025;390,9947;18,1380;5,6827;1,6030;24,5277;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Andalucía;2026-10-01;33,1621;43,3165;80,5718;2,2913;1,1029;0,6585;378,7488;18,1380;5,6827;1,6101;24,6819;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Andalucía;2026-11-01;33,3278;43,3165;80,5102;2,2913;1,1029;2,4491;366,5029;18,1380;5,6827;1,6171;24,8360;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aragón;2023-01-01;19,1838;26,3552;69,9288;2,1223;1,0277;0,2932;220,1100;43,8121;9,1670;1,1646;30,7112;real;51138;37223;3974;18993;6743;5203;1659;3330;43351;47020;12713;14460;12044;39217;51138;4118;431;1994;37223;36654;569;157,76;62,48
Aragón;2023-02-01;19,3915;26,4207;69,9627;2,1130;0,9045;0,2902;214,4400;43,8015;9,0175;1,1615;30,8524;real;51265;37626;3941;19143;6963;5252;1671;3302;43704;47165;12718;14513;12150;39381;51265;4100;235;1755;37626;37063;563;156,91;54,67
Aragón;2023-03-01;19,5420;26,5516;69,9455;2,1373;0,8679;0,2994;206,6800;44,0869;8,8156;1,1589;31,0186;real;51519;37918;3874;19374;7052;5293;1669;3289;43945;47372;12803;14515;12284;39602;51519;4147;235;1684;37918;37337;581;155,38;48,57
Aragón;2023-04-01;19,6914;26,6551;69,9885;2,1264;0,8370;0,3092;201,6100;44,0446;9,0181;1,1609;31,0002;real;51720;38208;4000;19536;7133;5277;1676;3307;44355;47594;12892;14592;12348;39832;51720;4126;287;1624;38208;37608;600;154,24;44,56
Aragón;2023-05-01;19,7873;26,9340;70,0139;2,1259;1,0045;0,3103;196,0300;44,2382;8,9528;1,1590;30,7711;real;52261;38394;3984;19686;7160;5256;1685;3313;44500;48136;13222;14707;12414;40343;52261;4125;335;1949;38394;37792;602;153,24;40,51
Aragón;2023-06-01;20,0073;27,1844;69,9192;2,3388;0,8014;0,3267;195,3000;43,7987;8,8616;1,1581;30,5404;real;52747;38821;3984;19691;7536;5299;1688;3336;44958;48209;13401;14644;12331;40376;52747;4538;524;1555;38821;38187;634;153,40;41,69
Aragón;2023-07-01;20,2094;27,1649;69,9201;2,4444;0,4401;0,3257;195,8100;43,5757;8,6847;1,1575;30,2319;real;52709;39213;3942;19779;7841;5335;1693;3372;45390;47966;13402;14552;12113;40067;52709;4743;859;854;39213;38581;632;153,22;42,47
Aragón;2023-08-01;20,3361;27,2782;69,9542;2,5191;0,3273;0,3108;193,6400;39,2907;7,7756;1,2776;29,9022;real;52929;39459;3920;19808;8092;5336;1691;8138;50414;48041;13513;14592;11989;40094;52929;4888;1106;635;39459;38856;603;152,85;39,72
Aragón;2023-09-01;20,4454;27,3854;69,9453;2,6423;0,1845;0,3216;190,4100;39,3857;7,6446;1,2728;29,6185;real;53137;39671;3860;19887;8283;5333;1704;8007;50493;48010;13620;14553;11856;40029;53137;5127;1316;358;39671;39047;624;152,44;37,52
Aragón;2023-10-01;20,5624;27,5493;69,8080;2,7042;0,1500;0,3505;189,3600;39,4368;7,7026;1,2700;29,5678;real;53455;39898;3903;19983;8350;5343;1739;7905;50671;48208;13692;14614;11883;40189;53455;5247;1344;291;39898;39218;680;151,53;38,12
Aragón;2023-11-01;20,6773;27,7709;69,7833;2,8248;0,1258;0,3525;187,8600;39,3309;7,8525;1,2725;29,5008;real;53885;40121;4009;20080;8382;5359;1748;7875;51054;48404;13797;14660;11908;40365;53885;5481;1598;244;40121;39437;684;150,40;38,98
Aragón;2023-12-01;20,7871;27,8962;69,7933;2,8577;0,0959;0,3396;190,3400;38,8568;7,9652;1,2865;29,4768;real;54128;40334;4133;20162;8376;5375;1758;8216;51888;48583;13879;14697;11944;40520;54128;5545;1647;186;40334;39675;659;150,84;40,56
Aragón;2024-01-01;21,5394;29,1326;69,8423;3,1732;0,1024;0,3490;194,2800;38,9868;7,9624;1,2882;29,2898;real;54342;40178;4121;20178;8268;5345;1763;8153;51756;48423;13886;14659;11824;40369;54342;5919;1485;191;40178;39527;651;151,53;43,57
Aragón;2024-02-01;21,5592;29,1686;69,9885;3,2504;0,0686;0,3329;199,5200;40,7657;8,1552;1,2386;29,3260;real;54409;40215;4062;20305;8311;5296;1760;6129;49809;48346;13894;14618;11831;40343;54409;6063;1356;128;40215;39594;621;152,22;47,33
Aragón;2024-03-01;21,6814;29,3787;69,9976;3,3726;0,0627;0,3410;203,5100;40,6561;8,1592;1,2376;29,4403;real;54801;40443;4084;20350;8464;5295;1769;6055;50054;48510;13996;14623;11941;40560;54801;6291;1519;117;40443;39807;636;153,80;50,03
Aragón;2024-04-01;21,8203;29,7963;69,9714;3,6653;0,0563;0,3302;206,3000;40,6653;8,1557;1,2378;29,4337;real;55580;40702;4109;20488;8567;5295;1769;6062;50382;48743;14113;14683;12011;40807;55580;6837;1572;105;40702;40086;616;154,91;51,69
Aragón;2024-05-01;21,9468;30,1469;70,0307;3,8717;0,0611;0,3511;209,3000;40,5146;8,2135;1,2464;29,2093;real;56234;40938;4191;20673;8437;5398;1771;6319;51026;49012;14306;14755;11991;41052;56234;7222;1665;114;40938;40283;655;156,39;53,46
Aragón;2024-06-01;22,4379;30,4815;69,9843;3,6985;0,0536;0,3887;211,4400;39,2504;7,7874;1,2889;29,2654;real;56858;41854;4201;21174;8825;5468;1765;8226;53946;49959;14612;15064;12278;41954;56858;6899;1025;100;41854;41129;725;157,21;53,37
Aragón;2024-07-01;22,7156;30,5914;70,0233;3,5522;0,0418;0,4021;210,2100;39,1304;7,5729;1,2939;29,4040;real;57063;42372;4152;21454;9109;5481;1752;8617;54827;50437;14772;15196;12482;42450;57063;6626;911;78;42372;41622;750;155,94;53,15
Aragón;2024-08-01;22,8930;30,5555;69,9078;3,3147;0,0504;0,3313;208,0000;39,2860;7,3775;1,2995;29,2591;real;56996;42703;4094;21801;9212;5367;1750;9021;55493;50813;14927;15348;12522;42797;56996;6183;1002;94;42703;42085;618;152,73;52,93
Aragón;2024-09-01;23,4468;30,6016;69,7802;2,8638;0,0407;0,3281;202,0700;39,3525;7,0593;1,3072;29,2796;real;57082;43736;4036;22499;9539;5437;1751;9661;57173;51740;15259;15725;12828;43812;57082;5342;700;76;43736;43124;612;147,95;50,85
Aragón;2024-10-01;23,7256;30,8444;69,7262;2,8236;0,0450;0,3678;198,0800;38,9663;6,8961;1,3208;29,3663;real;57535;44256;4031;22777;9687;5519;1799;10295;58453;52268;15434;15885;13021;44340;57535;5267;700;84;44256;43570;686;145,02;49,02
Aragón;2024-11-01;24,0472;31,0004;69,7589;2,6735;0,0445;0,3887;193,8300;38,9704;6,9434;1,3260;29,4421;real;57826;44856;4130;23180;9727;5589;1806;10548;59481;52839;15692;16016;13231;44939;57826;4987;940;83;44856;44131;725;141,57;46,40
Aragón;2024-12-01;24,2659;31,0449;69,7349;2,4998;0,0461;0,3962;189,1700;39,1619;6,8644;1,3237;29,4509;real;57909;45264;4113;23465;9837;5649;1787;10563;59918;53246;15815;16179;13356;45350;57909;4663;1061;86;45264;44525;739;140,24;43,70
Aragón;2025-01-01;24,4606;31,1169;69,6668;2,3742;0,0484;0,3889;185,7100;39,3393;6,8051;1,3226;29,3640;real;57851;45476;4093;23661;9919;5608;1792;10534;60146;53437;15946;16240;13380;45566;57851;4414;819;90;45476;44753;723;139,54;40,78
Aragón;2025-02-01;24,4972;31,1368;69,6298;2,3683;0,0559;0,3921;182,0900;39,5587;6,7705;1,3225;29,3507;real;57888;45544;4078;23827;9897;5568;1783;10519;60232;53485;16020;16230;13398;45648;57888;4403;512;104;45544;44815;729;139,70;37,84
Aragón;2025-03-01;24,5983;31,4041;69,5490;2,5334;0,0549;0,3641;178,9300;39,6783;6,7775;1,3228;29,2141;real;58385;45732;4100;24003;9922;5547;1772;10534;60494;53675;16079;16365;13390;45834;58385;4710;574;102;45732;45055;677;138,27;35,61
Aragón;2025-04-01;24,8119;31,5698;69,4982;2,4603;0,0662;0,3609;175,4100;39,6679;6,7897;1,3225;29,1836;real;58693;46129;4142;24199;10045;5601;1771;10544;61004;54119;16218;16536;13498;46252;58693;4574;578;123;46129;45458;671;136,86;33,10
Aragón;2025-05-01;25,0270;31,8376;69,5092;2,5253;0,0581;0,3695;167,0700;39,8208;6,7308;1,3219;29,2107;real;59191;46529;4140;24493;10118;5648;1771;10603;61508;54496;16351;16663;13623;46637;59191;4695;535;108;46529;45842;687;135,22;28,50
Aragón;2025-06-01;25,2992;32,0350;69,5038;2,4689;0,0554;0,3335;162,7500;39,6506;6,7132;1,3229;29,2376;real;59558;47035;4177;24671;10197;5888;1775;10704;62221;54968;16505;16851;13782;47138;59558;4590;342;103;47035;46415;620;133,79;27,43
Aragón;2025-07-01;25,4794;32,3061;69,5141;2,5436;0,0640;0,3254;158,1700;39,7060;6,6397;1,3226;29,1668;real;60062;47370;4160;24877;10282;5947;1788;10739;62653;55333;16623;17015;13851;47489;60062;4729;262;119;47370;46765;605;132,31;24,93
Aragón;2025-08-01;25,6068;32,3465;69,6520;2,4527;0,0597;0,3211;154,9400;39,7885;6,6007;1,3232;29,1986;real;60137;47607;4158;25064;10342;5963;1783;10804;62993;55577;16705;17080;13933;47718;60137;4560;289;111;47607;47010;597;131,13;23,35
Aragón;2025-09-01;25,7865;32,4729;69,7254;2,4065;0,0645;0,3200;151,6900;40,0268;6,5442;1,3231;29,1546;real;60372;47941;4151;25389;10382;5948;1791;10849;63430;55898;16892;17157;14012;48061;60372;4474;372;120;47941;47346;595;128,02;22,64
Aragón;2025-10-01;26,0635;32,7262;69,8286;2,3575;0,0506;0,3340;148,5600;39,9464;6,5320;1,3238;29,0855;real;60843;48456;4190;25624;10467;6065;1836;10935;64146;56460;17097;17332;14121;48550;60843;4383;335;94;48456;47835;621;124,45;22,08
Aragón;2025-11-01;26,3136;32,8483;69,9025;2,2015;0,0409;0,3319;145,4700;40,0970;6,5480;1,3236;29,0303;real;61070;48921;4240;25964;10486;6136;1832;10978;64753;56977;17280;17493;14224;48997;61070;4093;275;76;48921;48304;617;119,88;22,76
Aragón;2025-12-01;26,5239;33,0393;69,9880;2,2037;0,0285;0,3163;140,5900;40,2873;6,4982;1,3213;28,9598;real;61425;49312;4234;26250;10638;6086;1839;10946;65157;57328;17458;17611;14296;49365;61425;4097;282;53;49312;48724;588;115,74;22,53
Aragón;2026-01-01;25,9665;32,5054;69,9663;2,2791;0,0375;0,2919;136,1900;40,4151;6,4252;1,3242;28,9238;real;61572;49186;4185;26324;10549;6039;1844;11046;65134;57255;17463;17547;14247;49257;61572;4317;384;71;49186;48633;553;111,04;22,56
Aragón;2026-02-01;25,9913;32,5339;70,0997;2,3582;0,0422;0,3421;134,1700;40,1351;6,2802;1,3293;28,9863;real;61626;49233;4110;26266;10565;6220;1838;11319;65444;57159;17470;17549;14294;49313;61626;4467;263;80;49233;48585;648;106,54;24,12
Aragón;2026-03-01;26,3023;32,7424;69,9536;2,2585;0,0459;0,3511;129,3800;40,1549;6,1721;1,3268;29,0789;real;62021;49822;4080;26544;10798;6342;1838;11366;66104;57743;17636;17760;14513;49909;62021;4278;243;87;49822;49157;665;101,13;24,66
Aragón;2026-04-01;26,4932;32,9103;69,9536;2,2585;0,0459;0,3511;125,2215;40,1549;6,0992;1,3268;29,1368;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aragón;2026-05-01;26,6841;33,0787;69,9536;2,2585;0,0459;0,3511;120,9586;40,1549;6,0263;1,3268;29,1846;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aragón;2026-06-01;26,8750;33,2470;69,9536;2,2585;0,0459;0,3511;116,6958;40,1549;5,9534;1,3268;29,2227;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aragón;2026-07-01;27,0659;33,4154;69,9536;2,2585;0,0459;0,3511;112,4330;40,1549;5,8805;1,3268;29,2533;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aragón;2026-08-01;27,2568;33,5838;69,9536;2,2585;0,0459;0,3511;108,1702;40,1549;5,8076;1,3268;29,2777;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aragón;2026-09-01;27,4477;33,7522;69,9536;2,2585;0,0459;0,3511;103,9073;40,1549;5,7347;1,3268;29,2973;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aragón;2026-10-01;27,6386;33,9206;69,9536;2,2585;0,0459;0,3511;99,6445;40,1549;5,6618;1,3268;29,3129;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Aragón;2026-11-01;27,8295;34,0890;69,9536;2,2585;0,0459;0,3511;95,3817;40,1549;5,5889;1,3268;29,3254;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2023-01-01;14,2419;23,5010;78,8559;4,2100;2,7103;2,8704;963,1900;35,8973;11,2217;1,1118;33,7191;real;57982;35138;4384;14024;12138;474;5139;1817;39067;47595;13300;14422;14103;41825;57982;10387;9083;6687;35138;28056;7082;541,82;274,26
Canarias;2023-02-01;14,4965;23,4450;78,5613;3,9563;2,6281;2,8453;945,6100;36,1973;11,1111;1,1110;33,6166;real;57844;35766;4415;14383;12342;493;5166;1829;39735;48083;13477;14570;14203;42250;57844;9761;8999;6484;35766;28746;7020;524,62;267,42
Canarias;2023-03-01;14,8459;23,3076;78,4605;3,5903;2,4975;2,6775;915,2700;35,9475;11,2146;1,1164;33,6925;real;57505;36628;4586;14700;12518;520;5266;2109;40893;48647;13635;14738;14417;42790;57505;8858;8246;6162;36628;30022;6606;503,24;256,45
