ccaa;fecha;cobertura_pct_ppd;solicitudes_pct_ppd;pct_mujeres_benef;limbo_grado_pct_ppd;limbo_pia_pct_ppd;limbo_prestaciones_pct_ppd;tiempo_espera_total_dias;pct_pecef;pct_atencion_residencial;ratio_prest_x_benef;pct_grado3;origen;solicitudes;pers_benef_prest;atencion_residencial;pe_cuidados_fam;pe_vinc_serv;ayuda_domicilio;centros_dia_noche;teleasistencia;total;resoluciones_grado;grado1;grado2;grado3;total_der_prest;solicitudes_dict;pendientes_grado_total;pendientes_grado_6m_o_mas;pendientes_pia_total;personas_con_pia;personas_prest_efectiva;pendientes_prest_efectiva;tiempo_solicitud_grado;tiempo_grado_prestacion
Comunidad Valenciana;2024-01-01;22,3302;31,7294;74,0359;2,3789;2,8074;0,2000;278,3000;47,4651;6,6584;1,4106;28,9238;real;204614;144001;13525;96415;22027;5187;9149;54862;203128;189273;54865;60353;46887;162105;204614;15341;9068;18104;144001;142711;1290;198,47;77,78
Comunidad Valenciana;2024-02-01;22,9351;31,7415;73,9580;2,3265;2,2440;0,2537;290,8300;46,3606;6,5787;1,4237;28,7104;real;204692;147902;13853;97623;22640;5353;9191;59861;210573;189689;55102;60653;46618;162373;204692;15003;8642;14471;147902;146266;1636;200,68;89,20
Comunidad Valenciana;2024-03-01;23,3640;31,8421;73,9059;2,1869;2,0407;0,2542;301,7600;42,7565;6,0449;1,5289;28,8431;real;205341;150668;13925;98493;22984;5462;9252;78134;230358;191238;55389;61186;47253;163828;205341;14103;7941;13160;150668;149029;1639;203,74;97,19
Comunidad Valenciana;2024-04-01;23,6568;31,9688;73,8408;2,1049;1,9317;0,2523;306,2400;41,9975;5,9322;1,5422;28,8086;real;206158;152556;13957;98810;22984;5545;9284;82554;235276;192584;55768;61707;47538;165013;206158;13574;7785;12457;152556;150929;1627;206,98;99,17
Comunidad Valenciana;2024-05-01;23,9789;32,1949;73,7363;2,1055;1,8295;0,2405;313,5000;41,3691;5,8196;1,5540;28,7765;real;207616;154633;13984;99407;23088;5664;9331;86640;240293;194038;56297;62241;47893;166431;207616;13578;7989;11798;154633;153082;1551;211,42;101,87
Comunidad Valenciana;2024-06-01;24,2034;32,4285;73,6614;2,1468;1,7754;0,2542;314,3200;41,3335;5,7108;1,5622;28,6337;real;209122;156081;13925;100786;23531;5730;9342;88309;243836;195278;56881;62679;47970;167530;209122;13844;7795;11449;156081;154442;1639;216,78;99,27
Comunidad Valenciana;2024-07-01;24,3597;33,0464;73,5372;2,7365;1,6447;0,2739;317,8800;41,4330;5,6786;1,5626;28,5286;real;213107;157089;13939;101703;23755;5765;9377;88682;245464;195460;57069;62785;47841;167695;213107;17647;8717;10606;157089;155323;1766;221,57;101,35
Comunidad Valenciana;2024-08-01;24,5793;33,0442;73,4736;2,5985;1,5380;0,2819;315,6700;42,0335;5,6721;1,5433;28,3904;real;213093;158505;13875;102821;23706;5814;9373;86761;244617;196336;57551;63056;47816;168423;213093;16757;9831;9918;158505;156687;1818;223,64;100,40
Comunidad Valenciana;2024-09-01;24,6043;33,0577;73,4587;2,5371;1,5654;0,2751;315,8200;42,6813;5,7322;1,5241;28,1706;real;213180;158666;13862;103214;23858;5864;9412;83314;241825;196819;57950;63270;47541;168761;213180;16361;10253;10095;158666;156892;1774;228,12;98,24
Comunidad Valenciana;2024-10-01;24,8984;33,3725;73,4196;2,5999;1,4972;0,2723;315,4600;42,9217;5,6969;1,5179;28,1909;real;215210;160563;13884;104605;24175;5960;9447;83307;243711;198444;58465;63767;47986;170218;215210;16766;10253;9655;160563;158807;1756;233,35;93,61
Comunidad Valenciana;2024-11-01;25,3177;33,5791;73,3090;2,5562;1,2843;0,3052;313,3900;43,6650;5,5743;1,5160;28,1068;real;216542;163267;13797;108076;24933;6085;9460;82784;247512;200058;59060;64272;48217;171549;216542;16484;11183;8282;163267;161299;1968;239,53;86,54
Comunidad Valenciana;2024-12-01;25,5190;33,8560;73,2383;2,6407;1,2389;0,3360;317,4700;44,1056;5,5207;1,5171;27,9953;real;218328;164565;13783;110114;25305;6188;9422;82468;249660;201299;59604;64643;48307;172554;218328;17029;11968;7989;164565;162398;2167;243,33;83,80
Comunidad Valenciana;2025-01-01;25,1279;33,4365;73,1532;2,6201;1,2773;0,3348;314,5900;44,7300;5,4888;1,5106;27,7413;real;219001;164582;13646;111206;25186;6153;9377;80642;248616;201840;60191;64779;47978;172948;219001;17161;12299;8366;164582;162389;2193;249,56;80,36
Comunidad Valenciana;2025-02-01;25,3577;33,5133;73,0645;2,2546;1,4149;0,3148;313,4700;45,4398;5,4295;1,5143;27,4787;real;219504;166087;13656;114287;25253;6204;9413;80223;251513;204737;61557;65612;48185;175354;219504;14767;9763;9267;166087;164025;2062;252,47;72,56
Comunidad Valenciana;2025-03-01;25,5397;33,6725;72,9499;2,2709;1,3407;0,3153;311,7800;45,7197;5,3603;1,5218;27,2004;real;220547;167279;13646;116390;25467;6220;9468;80866;254573;205673;62283;65888;47889;176060;220547;14874;9707;8781;167279;165214;2065;254,59;65,88
Comunidad Valenciana;2025-04-01;25,7200;34,5504;72,8648;3,1832;1,1181;0,3270;309,9000;45,9450;5,2801;1,5231;27,0328;real;226297;168460;13548;117889;25814;6219;9518;81051;256587;205448;62424;65840;47519;175783;226297;20849;10541;7323;168460;166318;2142;258,10;62,01
Comunidad Valenciana;2025-05-01;25,7357;34,7130;73,0103;3,5942;0,8700;0,2916;310,3600;46,0826;5,2514;1,5262;26,8149;real;227362;168563;13510;118554;25803;6222;9590;81012;257264;203821;62196;65337;46728;174261;227362;23541;12981;5698;168563;166653;1910;259,96;62,28
Comunidad Valenciana;2025-06-01;25,5970;34,9051;72,9841;4,0069;0,8000;0,2490;311,8800;46,0762;5,3042;1,5277;26,6389;real;228620;167654;13585;118010;25674;6255;9609;80369;256119;202376;61933;64904;46057;172894;228620;26244;15483;5240;167654;166023;1631;261,77;63,40
Comunidad Valenciana;2025-07-01;26,6019;34,9860;72,8447;2,4520;1,3184;0,3451;303,9400;46,6750;5,1196;1,5214;26,9939;real;229150;174236;13571;123726;26892;6380;9804;82023;265080;213090;65120;68387;49364;182871;229150;16060;8218;8635;174236;171976;2260;260,40;48,71
Comunidad Valenciana;2025-08-01;26,6958;34,9284;72,8270;2,3277;1,2694;0,3872;303,7100;46,7835;5,1037;1,5179;26,8960;real;228773;174851;13546;124170;26954;6383;9794;81867;265414;213527;65269;68632;49264;183165;228773;15246;8982;8314;174851;172315;2536;261,93;45,95
Comunidad Valenciana;2025-09-01;26,7142;35,5222;72,7955;2,8154;1,3547;0,3716;304,8300;46,9115;5,0864;1,5170;26,7437;real;232662;174972;13501;124518;26934;6398;9794;81569;265432;214222;65748;68930;49167;183845;232662;18440;9419;8873;174972;172538;2434;262,64;44,09
Comunidad Valenciana;2025-10-01;27,0801;35,5865;72,7287;2,5583;1,2639;0,3977;303,3600;46,9687;5,0262;1,5133;26,7687;real;233083;177368;13491;126070;27295;6548;9801;82440;268413;216327;66345;69606;49695;185646;233083;16756;9122;8278;177368;174763;2605;262,42;42,46
Comunidad Valenciana;2025-11-01;27,2613;36,1662;72,6217;2,9225;1,2720;0,3738;301,7900;47,3814;4,9294;1,5124;26,7361;real;236880;178555;13312;127954;27205;6887;9604;82454;270051;217738;66750;70170;49966;186886;236880;19142;9506;8331;178555;176107;2448;262,10;41,33
Comunidad Valenciana;2025-12-01;27,3915;36,1433;72,6035;2,6925;1,3248;0,3870;299,5300;47,4044;4,8950;1,5131;26,7395;real;236730;179408;13288;128683;27481;6983;9637;82700;271458;219095;67192;70600;50293;188085;236730;17635;9676;8677;179408;176873;2535;259,85;40,38
Comunidad Valenciana;2026-01-01;26,3461;34,6669;72,5627;2,4691;1,2888;0,3624;297,2100;47,5143;4,8550;1,5117;26,4965;real;235704;179130;13147;128665;27739;6933;9975;81570;270792;218916;67597;70511;49785;187893;235704;16788;10511;8763;179130;176666;2464;257,56;39,78
Comunidad Valenciana;2026-02-01;26,4142;35,1582;72,4490;2,9377;1,2237;0,3264;296,5400;47,7905;4,8208;1,5096;26,3430;real;239044;179593;13070;129569;27546;6963;9958;81212;271119;219070;67717;70694;49502;187913;239044;19974;9596;8320;179593;177374;2219;257,84;39,01
Comunidad Valenciana;2026-03-01;26,5319;35,1842;72,3928;2,5962;1,4497;0,3314;296,7000;47,9106;4,8015;1,5087;26,3075;real;239221;180393;13068;130396;27574;7011;9927;81342;272165;221569;68578;71622;50050;190250;239221;17652;8664;9857;180393;178140;2253;256,73;39,09
Comunidad Valenciana;2026-04-01;26,6993;35,3015;72,3269;2,6279;1,4470;0,3314;296,4299;48,0345;4,7324;1,5087;26,2268;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad Valenciana;2026-05-01;26,8666;35,3946;72,2609;2,6279;1,4470;0,3314;296,2160;48,1311;4,6635;1,5087;26,1466;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad Valenciana;2026-06-01;27,0340;35,4850;72,1950;2,6279;1,4470;0,3314;296,0449;48,2084;4,5946;1,5087;26,0663;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad Valenciana;2026-07-01;27,2013;35,5727;72,1291;2,6279;1,4470;0,3314;295,9080;48,2702;4,5258;1,5087;25,9860;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad Valenciana;2026-08-01;27,3687;35,6578;72,0632;2,6279;1,4470;0,3314;295,7985;48,3197;4,4569;1,5087;25,9058;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad Valenciana;2026-09-01;27,5361;35,7404;71,9973;2,6279;1,4470;0,3314;295,7109;48,3593;4,3881;1,5087;25,8255;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad Valenciana;2026-10-01;27,7034;35,8205;71,9314;2,6279;1,4470;0,3314;295,6408;48,3909;4,3192;1,5087;25,7452;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad Valenciana;2026-11-01;27,8708;35,8983;71,8655;2,6279;1,4470;0,3314;295,5847;48,4162;4,2504;1,5087;25,6649;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;2023-01-01;20,2321;28,0552;75,4229;0,0293;1,3802;0,0000;272,1500;18,8936;10,8050;1,3477;33,4471;real;225189;162396;23648;41351;24180;46978;15429;62908;218862;224954;51231;64221;58022;173474;225189;235;129;11078;162396;162396;0;139,70;51,79
Comunidad de Madrid;2023-02-01;20,2769;28,0537;75,3947;0,0161;1,2723;0,0000;275,9500;19,0862;10,7623;1,3495;33,3711;real;225177;162755;23639;41922;24644;46521;15393;63073;219646;225048;51089;64157;57721;172967;225177;129;90;10212;162755;162755;0;141,19;53,89
Comunidad de Madrid;2023-03-01;20,5138;28,5407;75,3039;0,0131;1,5234;0,0000;279,5100;19,0196;10,7446;1,3503;33,3058;real;229086;164657;23890;42289;24517;46966;15603;64581;222344;228981;52310;65662;58913;176885;229086;105;67;12228;164657;164657;0;144,95;55,82
Comunidad de Madrid;2023-04-01;20,8162;28,6374;75,3321;0,0127;1,4043;0,0000;282,3200;18,9258;10,5725;1,3524;33,1517;real;229862;167084;23891;42767;24882;47685;15890;66311;225972;229760;52824;66404;59128;178356;229862;102;60;11272;167084;167084;0;147,40;57,60
Comunidad de Madrid;2023-05-01;21,0388;28,8268;75,3698;0,0138;1,3361;0,0000;285,7000;18,8949;10,4593;1,3537;33,2660;real;231382;168871;23910;43194;24884;48464;16016;67544;228601;231271;52939;66912;59744;179595;231382;111;66;10724;168871;168871;0;150,20;58,90
Comunidad de Madrid;2023-06-01;21,3143;29,0545;75,3495;0,0546;1,2812;0,0000;288,3300;18,7698;10,3576;1,3585;33,0034;real;233210;171082;24072;43623;25723;49184;16520;68673;232410;232772;53928;67581;59857;181366;233210;438;194;10284;171082;171082;0;154,40;60,16
Comunidad de Madrid;2023-07-01;21,0453;29,1747;75,3144;0,0121;1,6597;0,0000;288,4200;19,0346;10,0395;1,3587;33,2245;real;234175;168923;23042;43687;24994;48355;16602;68208;229514;234078;53882;67813;60550;182245;234175;97;63;13322;168923;168923;0;156,08;59,41
Comunidad de Madrid;2023-08-01;21,4486;29,2110;75,3135;0,0171;1,3549;0,0000;289,0900;18,6339;10,2354;1,3626;32,9259;real;234466;172160;24011;43713;25635;49317;17180;70051;234588;234329;54560;68209;60266;183035;234466;137;86;10875;172160;172160;0;157,86;58,90
Comunidad de Madrid;2023-09-01;21,6015;29,5708;75,2288;0,0313;1,4854;0,0000;288,6100;18,8796;10,1801;1,3615;33,0241;real;237354;173387;24031;44567;25370;49349;17431;70568;236059;237103;55067;69046;61197;185310;237354;251;146;11923;173387;173387;0;161,61;57,12
Comunidad de Madrid;2023-10-01;21,7943;29,7603;75,1769;0,0455;1,4434;0,0000;287,8400;18,9433;10,2107;1,3620;32,9829;real;238875;174935;24329;45136;25553;49632;17542;71294;238269;238510;55633;69368;61520;186521;238875;365;201;11586;174935;174935;0;163,02;54,98
Comunidad de Madrid;2023-11-01;21,9949;29,6007;75,0797;0,0182;1,1539;0,0000;287,8700;18,9047;10,1579;1,3672;32,8760;real;237594;176545;24518;45630;25958;50519;17572;72041;241369;237448;55445;69276;61086;185807;237594;146;105;9262;176545;176545;0;163,87;54,95
Comunidad de Madrid;2023-12-01;22,1506;29,5536;75,0428;0,0244;1,0044;0,0000;288,3500;18,8434;10,0826;1,3714;33,0770;real;237216;177795;24585;45947;27416;51235;17598;71764;243836;237020;55054;69327;61476;185857;237216;196;155;8062;177795;177795;0;165,44;54,69
Comunidad de Madrid;2024-01-01;21,9768;30,2557;75,0299;0,0352;1,5900;0,0000;287,5500;18,8203;10,0773;1,3737;32,7569;real;242904;176438;24424;45614;26811;51188;17689;71295;242366;242621;56638;70588;61977;189203;242904;283;209;12765;176438;176438;0;164,59;54,82
Comunidad de Madrid;2024-02-01;22,0254;30,5224;75,0124;0,0947;1,8204;0,0000;286,8200;19,2099;10,1655;1,3720;32,4520;real;245045;176828;24663;46606;27167;50565;17790;70433;242615;244285;57860;71456;62127;191443;245045;760;289;14615;176828;176828;0;167,01;53,80
Comunidad de Madrid;2024-03-01;22,3602;30,7750;75,0184;0,0582;1,6924;0,0000;287,6200;19,0333;9,9845;1,3757;32,5422;real;247073;179516;24657;47003;27150;52176;17854;72682;246952;246606;58343;71920;62840;193103;247073;467;272;13587;179516;179516;0;167,77;55,05
Comunidad de Madrid;2024-04-01;22,5959;31,0246;74,9193;0,0612;1,6600;0,0000;288,1500;18,9395;9,8876;1,3785;32,5566;real;249077;181408;24726;47362;27490;53092;17931;73992;250070;248586;58894;72442;63399;194735;249077;491;299;13327;181408;181408;0;170,53;57,62
Comunidad de Madrid;2024-05-01;22,8195;31,1183;74,8376;0,0638;1,5428;0,0000;288,7400;19,0144;9,7707;1,3795;32,3893;real;249829;183203;24694;48056;27736;53366;18075;75278;252735;249317;59460;72779;63350;195589;249829;512;375;12386;183203;183203;0;173,03;58,18
Comunidad de Madrid;2024-06-01;22,9710;31,3970;74,7480;0,0468;1,6249;0,0000;290,1000;19,0691;9,7005;1,3803;32,3738;real;252067;184420;24694;48543;28208;53433;18077;76045;254564;251691;60196;73342;63927;197465;252067;376;350;13045;184420;184420;0;175,89;58,70
Comunidad de Madrid;2024-07-01;23,1336;31,5308;74,7497;0,1006;1,5397;0,0000;291,6800;19,1681;9,6076;1,3822;32,2723;real;253141;185725;24664;49207;27944;53689;18200;77418;256713;252333;60609;73550;63927;198086;253141;808;562;12361;185725;185725;0;177,90;58,86
Comunidad de Madrid;2024-08-01;23,0740;31,5058;74,7527;0,0765;1,6394;0,0000;292,4000;19,0947;9,6281;1,3836;32,1694;real;252940;185247;24677;48940;27478;53790;18231;77587;256301;252326;60825;73757;63827;198409;252940;614;510;13162;185247;185247;0;179,05;59,16
Comunidad de Madrid;2024-09-01;23,1241;31,5784;74,6328;0,0323;1,6584;0,0000;294,2000;19,3170;9,6181;1,3845;32,1281;real;253523;185649;24721;49650;27738;53704;18295;77164;257027;253264;60993;74047;63923;198963;253523;259;230;13314;185649;185649;0;182,01;61,02
Comunidad de Madrid;2024-10-01;23,4074;31,9584;74,5858;0,0485;1,6789;0,0000;298,3000;19,3522;9,5331;1,3842;32,1089;real;256574;187923;24798;50340;28431;54528;18470;77681;260125;256185;61740;74994;64668;201402;256574;389;230;13479;187923;187923;0;185,94;62,23
Comunidad de Madrid;2024-11-01;23,6210;32,0892;74,5492;0,0121;1,6262;0,0000;302,4000;19,4069;9,4229;1,3889;31,9516;real;257624;189638;24818;51114;28978;54744;18659;79083;263380;257527;62384;75546;64764;202694;257624;97;69;13056;189638;189638;0;189,08;63,48
Comunidad de Madrid;2024-12-01;23,7845;31,9397;74,5311;0,0127;1,3526;0,0000;305,9000;19,4497;9,2961;1,3924;31,9984;real;256424;190951;24716;51712;29233;54375;18768;81046;265876;256322;61911;75323;64576;201810;256424;102;74;10859;190951;190951;0;191,41;63,78
Comunidad de Madrid;2025-01-01;22,8612;31,3661;74,5445;0,0101;1,8573;0,0000;307,9000;19,4430;9,3371;1,3893;31,6769;real;261049;190266;24681;51394;28695;53640;18348;81531;264332;260965;63930;76627;65167;205724;261049;84;69;15458;190266;190266;0;194,25;64,20
Comunidad de Madrid;2025-02-01;22,8957;31,5388;74,4472;0,0415;1,9322;0,0000;310,9400;19,8052;9,3751;1,3850;31,6332;real;262487;190553;24742;52268;29475;52738;18306;80336;263911;262142;64265;77004;65365;206634;262487;345;225;16081;190553;190553;0;198,50;63,55
Comunidad de Madrid;2025-03-01;23,3484;31,8844;74,3835;0,0153;1,7899;0,0000;320,2600;19,5354;9,1629;1,3908;31,5867;real;265363;194321;24763;52795;29669;53080;18358;85415;270253;265236;64966;78167;66085;209218;265363;127;98;14897;194321;194321;0;205,45;67,36
Comunidad de Madrid;2025-04-01;23,5753;32,0157;74,4634;0,0320;1,7051;0,0000;324,9500;19,7399;9,0461;1,3941;31,3683;real;266456;196209;24744;53995;30035;53863;18336;86320;273532;266190;65713;78688;65999;210400;266456;266;235;14191;196209;196209;0;208,16;66,76
Comunidad de Madrid;2025-05-01;23,6686;32,1450;74,4809;0,0330;1,6985;0,0000;330,3900;19,8270;9,0307;1,3966;31,3634;real;267532;196986;24844;54545;29765;54381;18320;86986;275105;267257;65890;79017;66215;211122;267532;275;234;14136;196986;196986;0;212,30;68,18
Comunidad de Madrid;2025-06-01;23,8430;32,3706;74,3874;0,0324;1,7168;0,0000;336,2900;19,8960;8,9232;1,4002;31,3879;real;269409;198437;24793;55281;29929;54786;18310;88474;277850;269139;66288;79667;66770;212725;269409;270;226;14288;198437;198437;0;218,20;69,75
Comunidad de Madrid;2025-07-01;24,0658;32,5603;74,2412;0,0543;1,6369;0,0000;342,5000;20,0787;8,8406;1,4013;31,2986;real;270988;200291;24812;56353;30333;54806;18378;89672;280661;270536;66876;80086;66952;213914;270988;452;316;13623;200291;200291;0;220,45;69,01
Comunidad de Madrid;2025-08-01;24,3152;32,6850;74,1578;0,0155;1,5451;0,0000;344,4000;20,0820;8,7084;1,4033;31,1775;real;272026;202367;24730;57029;30562;54893;18357;92066;283980;271897;67516;80608;67102;215226;272026;129;97;12859;202367;202367;0;221,31;68,80
Comunidad de Madrid;2025-09-01;24,5091;32,9988;74,1084;0,0708;1,6364;0,0000;345,8900;20,0598;8,6159;1,4057;31,3088;real;274638;203981;24705;57519;30579;55355;18421;93760;286737;274049;67970;81502;68128;217600;274638;589;264;13619;203981;203981;0;222,05;67,10
Comunidad de Madrid;2025-10-01;24,7900;33,3087;74,0306;0,0299;1,6114;0,0000;346,3800;19,9947;8,4638;1,4120;31,3576;real;277217;206319;24657;58249;30943;56949;18389;95667;291322;276968;68484;82344;68902;219730;277217;249;194;13411;206319;206319;0;220,85;66,97
Comunidad de Madrid;2025-11-01;25,0820;33,3875;73,9053;0,0179;1,3958;0,0000;346,3700;19,9439;8,3246;1,4182;31,5303;real;277873;208749;24645;59044;31049;58575;18614;97626;296050;277724;68242;82642;69482;220366;277873;149;103;11617;208749;208749;0;222,49;64,66
Comunidad de Madrid;2025-12-01;25,2276;33,3796;73,8579;0,0189;1,2083;0,0000;347,7200;19,9191;8,1783;1,4240;31,6135;real;277807;209961;24451;59553;31110;59614;18704;98996;298974;277650;67709;82753;69555;220017;277807;157;108;10056;209961;209961;0;223,26;63,12
Comunidad de Madrid;2026-01-01;24,0579;32,4171;73,8641;0,0171;1,7243;0,0000;347,5000;19,8512;8,1764;1,4298;31,3498;real;280628;208264;24347;59111;30443;59243;18743;99248;297771;280480;69472;83749;69970;223191;280628;148;104;14927;208264;208264;0;225,35;61,58
Comunidad de Madrid;2026-02-01;24,4015;32,2124;73,7553;0,0177;1,3884;0,0000;349,2000;19,9298;8,0334;1,4394;31,2011;real;278856;211239;24427;60600;30360;61408;18789;101673;304067;278703;69238;84361;69659;223258;278856;153;106;12019;211239;211239;0;228,17;59,32
Comunidad de Madrid;2026-03-01;24,6434;32,6750;73,7169;0,0176;1,6381;0,0000;349,4600;19,8930;7,9454;1,4473;31,1484;real;282861;213333;24532;61421;30388;63535;18927;102986;308757;282709;70736;85911;70867;227514;282861;152;114;14181;213333;213333;0;226,08;57,36
Comunidad de Madrid;2026-04-01;24,7543;32,8068;73,6719;0,0195;1,5398;0,0000;350,0520;19,9001;7,8703;1,4538;31,1062;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;2026-05-01;24,8830;32,9386;73,6270;0,0195;1,5398;0,0000;350,6439;19,9001;7,7923;1,4604;31,0456;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;2026-06-01;25,0116;33,0704;73,5820;0,0195;1,5398;0,0000;351,2358;19,9001;7,7143;1,4669;30,9849;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;2026-07-01;25,1403;33,2022;73,5370;0,0195;1,5398;0,0000;351,8277;19,9001;7,6363;1,4735;30,9243;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;2026-08-01;25,2689;33,3340;73,4921;0,0195;1,5398;0,0000;352,4196;19,9001;7,5583;1,4800;30,8636;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;2026-09-01;25,3976;33,4658;73,4471;0,0195;1,5398;0,0000;353,0115;19,9001;7,4803;1,4866;30,8030;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;2026-10-01;25,5262;33,5976;73,4021;0,0195;1,5398;0,0000;353,6034;19,9001;7,4023;1,4931;30,7423;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Comunidad de Madrid;2026-11-01;25,6549;33,7294;73,3572;0,0195;1,5398;0,0000;354,1953;19,9001;7,3243;1,4997;30,6817;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Extremadura;2023-01-01;20,4604;35,7170;82,2118;1,9249;3,9473;0,1220;378,0200;17,3010;12,8264;1,1169;32,1439;real;56797;32536;4661;6287;17716;920;2100;3461;36339;53736;13541;12796;12476;38813;56797;3061;788;6277;32536;32342;194;172,49;169,57
Extremadura;2023-02-01;20,5239;35,7723;82,1882;1,8488;4,0020;0,1453;373,3600;17,3801;12,9403;1,1159;32,0940;real;56885;32637;4713;6330;17627;950;2116;3452;36421;53945;13615;12869;12517;39001;56885;2940;651;6364;32637;32406;231;166,13;170,98
Extremadura;2023-03-01;20,6119;35,7578;82,1696;1,8451;3,9020;0,1566;367,8100;17,1687;12,9632;1,1172;32,0840;real;56862;32777;4747;6287;17627;989;2137;3582;36619;53928;13606;12869;12507;38982;56862;2934;589;6205;32777;32528;249;161,71;172,35
Extremadura;2023-04-01;20,8591;35,8666;82,0868;1,7237;3,8674;0,1742;368,9800;17,0394;13,0425;1,1148;32,1872;real;57035;33170;4823;6301;17829;994;2155;3621;36979;54294;13717;12947;12656;39320;57035;2741;554;6150;33170;32893;277;158,57;175,72
Extremadura;2023-05-01;21,1339;36,0735;82,0164;1,7614;3,7448;0,1434;361,0700;16,7063;12,8059;1,1260;32,2178;real;57364;33607;4846;6322;18147;1005;2162;4069;37842;54563;13774;13042;12746;39562;57364;2801;503;5955;33607;33379;228;154,02;176,17
Extremadura;2023-06-01;21,6187;36,3986;81,9151;1,8325;3,4945;0,1553;344,4900;16,4170;12,8298;1,1223;32,4402;real;57881;34378;4950;6334;18439;997;2177;4381;38582;54967;13844;13136;12955;39935;57881;2914;384;5557;34378;34131;247;149,87;171,85
Extremadura;2023-07-01;21,6835;36,4603;81,7874;1,8186;3,4587;0,1610;337,5300;16,2561;12,6453;1,1325;32,5680;real;57979;34481;4938;6348;18509;1000;2191;4763;39050;55087;13807;13153;13021;39981;57979;2892;396;5500;34481;34225;256;145,54;169,08
Extremadura;2023-08-01;21,5715;36,6162;81,9071;1,7979;3,7165;0,1635;336,3700;16,1179;12,7000;1,1369;32,5318;real;58227;34303;4953;6286;18329;995;2196;4932;39000;55368;13908;13223;13082;40213;58227;2859;472;5910;34303;34043;260;144,21;168,65
Extremadura;2023-09-01;21,7005;36,6703;81,8535;1,7627;3,6404;0,1704;326,2300;16,2077;12,5850;1,1375;32,3076;real;58313;34508;4940;6362;18357;981;2186;5100;39253;55510;14004;13274;13019;40297;58313;2803;574;5789;34508;34237;271;142,31;163,92
Extremadura;2023-10-01;21,8583;36,8118;81,9119;1,6935;3,6543;0,1704;317,1700;15,9671;12,4591;1,1432;32,2923;real;58538;34759;4951;6345;18691;993;2210;5204;39738;55845;14107;13362;13101;40570;58538;2693;527;5811;34759;34488;271;141,81;161,68
Extremadura;2023-11-01;22,0602;36,8558;81,7399;1,5897;3,5669;0,1729;310,8300;16,0090;12,3207;1,1508;32,3174;real;58608;35080;4974;6463;18818;989;2248;5518;40371;56080;14180;13402;13170;40752;58608;2528;518;5672;35080;34805;275;139,21;161,24
Extremadura;2023-12-01;22,1941;37,0244;81,7283;1,5168;3,6178;0,2006;309,1000;15,7573;12,3236;1,1544;32,2687;real;58876;35293;5021;6420;18968;985;2249;5683;40743;56464;14327;13474;13245;41046;58876;2412;464;5753;35293;34974;319;138,43;161,75
