ccaa;fecha;genero;origen_genero;origen;cobertura_pct_ppd;solicitudes_pct_ppd;limbo_grado_pct_ppd;limbo_pia_pct_ppd;limbo_prestaciones_pct_ppd;pct_mujeres_benef
Canarias;2025-11-01;mujer;estimado;real;18,0617;22,3182;0,9090;0,9561;4,7809;74,1137
Canarias;2025-12-01;hombre;estimado;real;6,5012;7,8256;0,2441;0,2397;1,6911;74,1937
Canarias;2025-12-01;mujer;estimado;real;18,6911;22,4987;0,7019;0,6891;4,8619;74,1937
Canarias;2026-01-01;hombre;estimado;real;6,5088;7,9041;0,3511;0,2073;1,6610;74,1969
Canarias;2026-01-01;mujer;estimado;real;18,7162;22,7284;1,0096;0,5960;4,7763;74,1969
Canarias;2026-02-01;hombre;estimado;real;6,7022;7,9673;0,2968;0,1284;1,6352;74,0948
Canarias;2026-02-01;mujer;estimado;real;19,1697;22,7881;0,8489;0,3672;4,6770;74,0948
Canarias;2026-03-01;hombre;estimado;real;6,8524;8,0917;0,3096;0,0809;1,5481;74,1880
Canarias;2026-03-01;mujer;estimado;real;19,6949;23,2570;0,8898;0,2324;4,4494;74,1880
Canarias;2026-04-01;hombre;estimado;proyeccion;7,0304;8,1458;0,3098;0,0400;1,4747;74,1880
Canarias;2026-04-01;mujer;estimado;proyeccion;20,2066;23,4125;0,8903;0,1149;4,2387;74,1880
Canarias;2026-05-01;hombre;estimado;proyeccion;7,2112;8,1999;0,3091;0,0076;1,3972;74,1880
Canarias;2026-05-01;mujer;estimado;proyeccion;20,7263;23,5680;0,8885;0,0218;4,0157;74,1880
Canarias;2026-06-01;hombre;estimado;proyeccion;7,3921;8,2541;0,3086;0,0000;1,3196;74,1880
Canarias;2026-06-01;mujer;estimado;proyeccion;21,2460;23,7235;0,8870;0,0000;3,7927;74,1880
Canarias;2026-07-01;hombre;estimado;proyeccion;7,5729;8,3082;0,3082;0,0000;1,2420;74,1880
Canarias;2026-07-01;mujer;estimado;proyeccion;21,7656;23,8790;0,8858;0,0000;3,5698;74,1880
Canarias;2026-08-01;hombre;estimado;proyeccion;7,7537;8,3623;0,3079;0,0000;1,1644;74,1880
Canarias;2026-08-01;mujer;estimado;proyeccion;22,2853;24,0345;0,8849;0,0000;3,3468;74,1880
Canarias;2026-09-01;hombre;estimado;proyeccion;7,9345;8,4164;0,3076;0,0000;1,0869;74,1880
Canarias;2026-09-01;mujer;estimado;proyeccion;22,8049;24,1900;0,8841;0,0000;3,1238;74,1880
Canarias;2026-10-01;hombre;estimado;proyeccion;8,1153;8,4705;0,3074;0,0000;1,0093;74,1880
Canarias;2026-10-01;mujer;estimado;proyeccion;23,3246;24,3455;0,8835;0,0000;2,9008;74,1880
Canarias;2026-11-01;hombre;estimado;proyeccion;8,2961;8,5246;0,3072;0,0000;0,9317;74,1880
Canarias;2026-11-01;mujer;estimado;proyeccion;23,8442;24,5010;0,8830;0,0000;2,6779;74,1880
Cantabria;2023-01-01;hombre;estimado;real;4,7921;6,2767;0,2052;0,2006;0,0000;72,9858
Cantabria;2023-01-01;mujer;estimado;real;12,9470;16,9581;0,5543;0,5418;0,0000;72,9858
Cantabria;2023-02-01;hombre;estimado;real;4,8640;6,3977;0,2103;0,2302;0,0000;72,8079
Cantabria;2023-02-01;mujer;estimado;real;13,0235;17,1300;0,5632;0,6165;0,0000;72,8079
Cantabria;2023-03-01;hombre;estimado;real;4,8937;6,4341;0,2109;0,2258;0,0000;72,6237
Cantabria;2023-03-01;mujer;estimado;real;12,9819;17,0685;0,5596;0,5989;0,0000;72,6237
Cantabria;2023-04-01;hombre;estimado;real;4,9166;6,4713;0,2141;0,2301;0,0000;72,6336
Cantabria;2023-04-01;mujer;estimado;real;13,0492;17,1757;0,5684;0,6106;0,0000;72,6336
Cantabria;2023-05-01;hombre;estimado;real;4,8929;6,4714;0,2231;0,2369;0,0000;72,6078
Cantabria;2023-05-01;mujer;estimado;real;12,9695;17,1536;0,5915;0,6279;0,0000;72,6078
Cantabria;2023-06-01;hombre;estimado;real;4,8951;6,4840;0,1919;0,2655;0,0000;72,5511
Cantabria;2023-06-01;mujer;estimado;real;12,9383;17,1380;0,5073;0,7017;0,0000;72,5511
Cantabria;2023-07-01;hombre;estimado;real;4,8642;6,5026;0,1989;0,2935;0,0000;72,5341
Cantabria;2023-07-01;mujer;estimado;real;12,8458;17,1726;0,5254;0,7750;0,0000;72,5341
Cantabria;2023-08-01;hombre;estimado;real;4,8486;6,5326;0,2065;0,3227;0,0000;72,5552
Cantabria;2023-08-01;mujer;estimado;real;12,8182;17,2700;0,5459;0,8531;0,0000;72,5552
Cantabria;2023-09-01;hombre;estimado;real;4,8305;6,5585;0,2107;0,3487;0,0000;72,4325
Cantabria;2023-09-01;mujer;estimado;real;12,6919;17,2321;0,5537;0,9163;0,0000;72,4325
Cantabria;2023-10-01;hombre;estimado;real;4,8008;6,5709;0,2113;0,3796;0,0000;72,3583
Cantabria;2023-10-01;mujer;estimado;real;12,5671;17,2006;0,5531;0,9938;0,0000;72,3583
Cantabria;2023-11-01;hombre;estimado;real;4,7824;6,5883;0,2172;0,4043;0,0000;72,4164
Cantabria;2023-11-01;mujer;estimado;real;12,5554;17,2966;0,5703;1,0614;0,0000;72,4164
Cantabria;2023-12-01;hombre;estimado;real;4,7682;6,6320;0,2219;0,4397;0,0003;72,3124
Cantabria;2023-12-01;mujer;estimado;real;12,4532;17,3210;0,5796;1,1484;0,0007;72,3124
Cantabria;2024-01-01;hombre;estimado;real;4,7414;6,5903;0,2207;0,4245;0,0003;72,2560
Cantabria;2024-01-01;mujer;estimado;real;12,3483;17,1637;0,5749;1,1057;0,0007;72,2560
Cantabria;2024-02-01;hombre;estimado;real;4,7108;6,5980;0,2281;0,4454;0,0003;72,2035
Cantabria;2024-02-01;mujer;estimado;real;12,2367;17,1389;0,5925;1,1569;0,0007;72,2035
Cantabria;2024-03-01;hombre;estimado;real;4,7011;6,6672;0,2315;0,5057;0,0003;72,1308
Cantabria;2024-03-01;mujer;estimado;real;12,1674;17,2559;0,5992;1,3088;0,0007;72,1308
Cantabria;2024-04-01;hombre;estimado;real;4,8678;6,7099;0,2549;0,3526;0,0003;72,0399
Cantabria;2024-04-01;mujer;estimado;real;12,5421;17,2883;0,6568;0,9084;0,0007;72,0399
Cantabria;2024-05-01;hombre;estimado;real;4,9589;6,6425;0,2470;0,1751;0,0003;71,9584
Cantabria;2024-05-01;mujer;estimado;real;12,7252;17,0455;0,6337;0,4494;0,0007;71,9584
Cantabria;2024-06-01;hombre;estimado;real;4,9777;6,6594;0,2436;0,1824;0,0003;71,9237
Cantabria;2024-06-01;mujer;estimado;real;12,7515;17,0596;0,6241;0,4672;0,0007;71,9237
Cantabria;2024-07-01;hombre;estimado;real;4,9851;6,7215;0,2508;0,2153;0,0003;72,0602
Cantabria;2024-07-01;mujer;estimado;real;12,8572;17,3357;0,6469;0,5553;0,0007;72,0602
Cantabria;2024-08-01;hombre;estimado;real;5,0046;6,7758;0,2541;0,2306;0,0003;72,0325
Cantabria;2024-08-01;mujer;estimado;real;12,8897;17,4516;0,6546;0,5940;0,0007;72,0325
Cantabria;2024-09-01;hombre;estimado;real;5,0074;6,7899;0,2544;0,2311;0,0003;72,0403
Cantabria;2024-09-01;mujer;estimado;real;12,9019;17,4946;0,6554;0,5955;0,0007;72,0403
Cantabria;2024-10-01;hombre;estimado;real;5,0532;6,9006;0,2646;0,2576;0,0003;71,9631
Cantabria;2024-10-01;mujer;estimado;real;12,9702;17,7121;0,6792;0,6612;0,0007;71,9631
Cantabria;2024-11-01;hombre;estimado;real;5,1478;6,6433;0,0597;0,0890;0,0003;71,8692
Cantabria;2024-11-01;mujer;estimado;real;13,1518;16,9725;0,1525;0,2273;0,0007;71,8692
Cantabria;2024-12-01;hombre;estimado;real;5,1023;6,6129;0,0511;0,1056;0,0003;71,9494
Cantabria;2024-12-01;mujer;estimado;real;13,0873;16,9620;0,1311;0,2707;0,0007;71,9494
Cantabria;2025-01-01;hombre;estimado;real;5,0050;6,5022;0,0534;0,0994;0,0003;71,8770
Cantabria;2025-01-01;mujer;estimado;real;12,7917;16,6184;0,1365;0,2541;0,0007;71,8770
Cantabria;2025-02-01;hombre;estimado;real;4,8891;6,3503;0,1029;0,0539;0,0003;72,0437
Cantabria;2025-02-01;mujer;estimado;real;12,5992;16,3649;0,2652;0,1390;0,0007;72,0437
Cantabria;2025-03-01;hombre;estimado;real;4,9801;6,4029;0,0858;0,0564;0,0003;71,9225
Cantabria;2025-03-01;mujer;estimado;real;12,7569;16,4014;0,2197;0,1444;0,0007;71,9225
Cantabria;2025-04-01;hombre;estimado;real;4,9766;6,4287;0,1149;0,0588;0,0003;71,9191
Cantabria;2025-04-01;mujer;estimado;real;12,7457;16,4647;0,2944;0,1507;0,0007;71,9191
Cantabria;2025-05-01;hombre;estimado;real;4,9601;6,4496;0,1172;0,0988;0,0003;71,9643
Cantabria;2025-05-01;mujer;estimado;real;12,7319;16,5554;0,3009;0,2537;0,0007;71,9643
Cantabria;2025-06-01;hombre;estimado;real;4,9644;6,4959;0,1206;0,1316;0,0003;71,8851
Cantabria;2025-06-01;mujer;estimado;real;12,6932;16,6090;0,3083;0,3365;0,0007;71,8851
Cantabria;2025-07-01;hombre;estimado;real;5,0031;6,4774;0,1325;0,0538;0,0003;71,8086
Cantabria;2025-07-01;mujer;estimado;real;12,7437;16,4992;0,3375;0,1371;0,0007;71,8086
Cantabria;2025-08-01;hombre;estimado;real;5,0110;6,5484;0,1087;0,1172;0,0003;71,7622
Cantabria;2025-08-01;mujer;estimado;real;12,7348;16,6417;0,2762;0,2979;0,0007;71,7622
Cantabria;2025-09-01;hombre;estimado;real;5,0130;6,5239;0,1246;0,0753;0,0003;71,8474
Cantabria;2025-09-01;mujer;estimado;real;12,7935;16,6495;0,3180;0,1921;0,0007;71,8474
Cantabria;2025-10-01;hombre;estimado;real;5,0171;6,4960;0,0762;0,0872;0,0003;71,9060
Cantabria;2025-10-01;mujer;estimado;real;12,8413;16,6265;0,1950;0,2232;0,0007;71,9060
Cantabria;2025-11-01;hombre;estimado;real;5,0490;6,6106;0,1133;0,1260;0,0003;71,8386
Cantabria;2025-11-01;mujer;estimado;real;12,8799;16,8634;0,2891;0,3215;0,0007;71,8386
Cantabria;2025-12-01;hombre;estimado;real;4,9880;6,5459;0,1263;0,1169;0,0003;71,9056
Cantabria;2025-12-01;mujer;estimado;real;12,7666;16,7538;0,3232;0,2992;0,0007;71,9056
Cantabria;2026-01-01;hombre;estimado;real;4,8838;6,3435;0,0932;0,0777;0,0003;71,9243
Cantabria;2026-01-01;mujer;estimado;real;12,5113;16,2508;0,2387;0,1992;0,0007;71,9243
Cantabria;2026-02-01;hombre;estimado;real;4,8047;6,1989;0,0645;0,0512;0,0003;71,9035
Cantabria;2026-02-01;mujer;estimado;real;12,2961;15,8639;0,1651;0,1311;0,0007;71,9035
Cantabria;2026-03-01;hombre;estimado;real;5,0936;6,7388;0,0940;0,2753;0,0003;72,0765
Cantabria;2026-03-01;mujer;estimado;real;13,1476;17,3943;0,2427;0,7107;0,0007;72,0765
Cantabria;2026-04-01;hombre;estimado;proyeccion;5,0935;6,5145;0,0889;0,2753;0,0003;72,0209
Cantabria;2026-04-01;mujer;estimado;proyeccion;13,1475;16,8153;0,2296;0,7106;0,0007;72,0209
Cantabria;2026-05-01;hombre;estimado;proyeccion;5,0935;6,5145;0,0889;0,2753;0,0003;72,0188
Cantabria;2026-05-01;mujer;estimado;proyeccion;13,1475;16,8153;0,2296;0,7106;0,0007;72,0188
Cantabria;2026-06-01;hombre;estimado;proyeccion;5,0935;6,5145;0,0889;0,2753;0,0003;72,0169
Cantabria;2026-06-01;mujer;estimado;proyeccion;13,1475;16,8153;0,2296;0,7106;0,0007;72,0169
Cantabria;2026-07-01;hombre;estimado;proyeccion;5,0935;6,5145;0,0889;0,2753;0,0003;72,0152
Cantabria;2026-07-01;mujer;estimado;proyeccion;13,1475;16,8153;0,2296;0,7106;0,0007;72,0152
Cantabria;2026-08-01;hombre;estimado;proyeccion;5,0935;6,5145;0,0889;0,2753;0,0003;72,0136
Cantabria;2026-08-01;mujer;estimado;proyeccion;13,1475;16,8153;0,2296;0,7106;0,0007;72,0136
Cantabria;2026-09-01;hombre;estimado;proyeccion;5,0935;6,5145;0,0889;0,2753;0,0003;72,0122
Cantabria;2026-09-01;mujer;estimado;proyeccion;13,1475;16,8153;0,2296;0,7106;0,0007;72,0122
Cantabria;2026-10-01;hombre;estimado;proyeccion;5,0935;6,5145;0,0889;0,2753;0,0003;72,0109
Cantabria;2026-10-01;mujer;estimado;proyeccion;13,1475;16,8153;0,2296;0,7106;0,0007;72,0109
Cantabria;2026-11-01;hombre;estimado;proyeccion;5,0935;6,5145;0,0889;0,2753;0,0003;72,0098
Cantabria;2026-11-01;mujer;estimado;proyeccion;13,1475;16,8153;0,2296;0,7106;0,0007;72,0098
Castilla y León;2023-01-01;hombre;estimado;real;6,5817;8,4689;0,4557;0,0119;0,3320;75,8817
Castilla y León;2023-01-01;mujer;estimado;real;20,7076;26,6452;1,4337;0,0374;1,0445;75,8817
Castilla y León;2023-02-01;hombre;estimado;real;6,6308;8,5089;0,4476;0,0099;0,3813;75,8692
Castilla y León;2023-02-01;mujer;estimado;real;20,8478;26,7525;1,4072;0,0312;1,1988;75,8692
Castilla y León;2023-03-01;hombre;estimado;real;6,6807;8,5601;0,4532;0,0091;0,4022;75,8302
Castilla y León;2023-03-01;mujer;estimado;real;20,9599;26,8563;1,4218;0,0287;1,2620;75,8302
Castilla y León;2023-04-01;hombre;estimado;real;6,6959;8,5912;0,4612;0,0097;0,4315;75,8876
Castilla y León;2023-04-01;mujer;estimado;real;21,0738;27,0386;1,4515;0,0305;1,3581;75,8876
Castilla y León;2023-05-01;hombre;estimado;real;6,7162;8,6215;0,4714;0,0083;0,4419;75,9509
Castilla y León;2023-05-01;mujer;estimado;real;21,2107;27,2280;1,4889;0,0262;1,3955;75,9509
Castilla y León;2023-06-01;hombre;estimado;real;6,7680;8,6994;0,4922;0,0091;0,4719;75,8969
Castilla y León;2023-06-01;mujer;estimado;real;21,3115;27,3931;1,5497;0,0285;1,4860;75,8969
Castilla y León;2023-07-01;hombre;estimado;real;6,8196;8,7744;0,5118;0,0094;0,5057;75,8501
Castilla y León;2023-07-01;mujer;estimado;real;21,4191;27,5586;1,6074;0,0294;1,5883;75,8501
Castilla y León;2023-08-01;hombre;estimado;real;6,8655;8,8444;0,5349;0,0083;0,4954;75,8291
Castilla y León;2023-08-01;mujer;estimado;real;21,5385;27,7466;1,6780;0,0261;1,5541;75,8291
Castilla y León;2023-09-01;hombre;estimado;real;6,9191;8,9007;0,5359;0,0097;0,5461;75,7979
Castilla y León;2023-09-01;mujer;estimado;real;21,6697;27,8760;1,6784;0,0303;1,7103;75,7979
Castilla y León;2023-10-01;hombre;estimado;real;6,9784;8,9645;0,5371;0,0088;0,5399;75,7497
Castilla y León;2023-10-01;mujer;estimado;real;21,7982;28,0020;1,6777;0,0274;1,6865;75,7497
Castilla y León;2023-11-01;hombre;estimado;real;7,0365;9,0311;0,5422;0,0101;0,5177;75,6975
Castilla y León;2023-11-01;mujer;estimado;real;21,9173;28,1302;1,6890;0,0315;1,6126;75,6975
Castilla y León;2023-12-01;hombre;estimado;real;7,0982;9,0646;0,3712;0,0091;0,5429;75,6524
Castilla y León;2023-12-01;mujer;estimado;real;22,0554;28,1654;1,1532;0,0282;1,6869;75,6524
Castilla y León;2024-01-01;hombre;estimado;real;7,3208;9,3722;0,4399;0,0113;0,5613;75,5965
Castilla y León;2024-01-01;mujer;estimado;real;22,6782;29,0330;1,3626;0,0349;1,7389;75,5965
Castilla y León;2024-02-01;hombre;estimado;real;7,3498;9,4149;0,4476;0,0101;0,6014;75,5848
Castilla y León;2024-02-01;mujer;estimado;real;22,7537;29,1468;1,3856;0,0312;1,8618;75,5848
Castilla y León;2024-03-01;hombre;estimado;real;7,3898;9,4734;0,4650;0,0099;0,6228;75,5601
Castilla y León;2024-03-01;mujer;estimado;real;22,8468;29,2885;1,4376;0,0306;1,9254;75,5601
Castilla y León;2024-04-01;hombre;estimado;real;7,4184;9,5187;0,4611;0,0096;0,6307;75,5348
Castilla y León;2024-04-01;mujer;estimado;real;22,9039;29,3886;1,4236;0,0297;1,9473;75,5348
Castilla y León;2024-05-01;hombre;estimado;real;7,4358;9,5438;0,4452;0,0084;0,6226;75,5530
Castilla y León;2024-05-01;mujer;estimado;real;22,9804;29,4951;1,3758;0,0260;1,9241;75,5530
Castilla y León;2024-06-01;hombre;estimado;real;7,4513;9,5569;0,4158;0,0094;0,5837;75,5245
Castilla y León;2024-06-01;mujer;estimado;real;22,9925;29,4900;1,2829;0,0291;1,8012;75,5245
Castilla y León;2024-07-01;hombre;estimado;real;7,4803;9,5757;0,3833;0,0089;0,5718;75,4822
Castilla y León;2024-07-01;mujer;estimado;real;23,0292;29,4803;1,1800;0,0273;1,7604;75,4822
Castilla y León;2024-08-01;hombre;estimado;real;7,4826;9,5768;0,3692;0,0078;0,5649;75,5093
Castilla y León;2024-08-01;mujer;estimado;real;23,0703;29,5269;1,1384;0,0240;1,7416;75,5093
Castilla y León;2024-09-01;hombre;estimado;real;7,5263;9,6402;0,3601;0,0083;0,5679;75,3658
Castilla y León;2024-09-01;mujer;estimado;real;23,0261;29,4934;1,1018;0,0254;1,7374;75,3658
Castilla y León;2024-10-01;hombre;estimado;real;7,5476;9,6505;0,3206;0,0099;0,5355;75,3530
Castilla y León;2024-10-01;mujer;estimado;real;23,0753;29,5046;0,9802;0,0302;1,6372;75,3530
Castilla y León;2024-11-01;hombre;estimado;real;7,5977;9,7018;0,2898;0,0104;0,4612;75,2477
Castilla y León;2024-11-01;mujer;estimado;real;23,0973;29,4936;0,8809;0,0316;1,4020;75,2477
Castilla y León;2024-12-01;hombre;estimado;real;7,6593;9,7552;0,2561;0,0092;0,4479;75,1356
Castilla y León;2024-12-01;mujer;estimado;real;23,1450;29,4783;0,7738;0,0277;1,3536;75,1356
Castilla y León;2025-01-01;hombre;estimado;real;7,5603;9,6148;0,2169;0,0108;0,4358;74,9899
Castilla y León;2025-01-01;mujer;estimado;real;22,6686;28,8288;0,6503;0,0324;1,3066;74,9899
Castilla y León;2025-02-01;hombre;estimado;real;7,5844;9,6475;0,1909;0,0091;0,4483;74,9149
Castilla y León;2025-02-01;mujer;estimado;real;22,6501;28,8117;0,5701;0,0273;1,3389;74,9149
Castilla y León;2025-03-01;hombre;estimado;real;7,6097;9,6612;0,1793;0,0095;0,4410;74,9009
Castilla y León;2025-03-01;mujer;estimado;real;22,7089;28,8309;0,5352;0,0284;1,3160;74,9009
Castilla y León;2025-04-01;hombre;estimado;real;7,6485;9,7227;0,1748;0,0097;0,4073;74,8251
Castilla y León;2025-04-01;mujer;estimado;real;22,7331;28,8981;0,5196;0,0287;1,2106;74,8251
Castilla y León;2025-05-01;hombre;estimado;real;7,7066;9,7922;0,1749;0,0097;0,3910;74,6842
Castilla y León;2025-05-01;mujer;estimado;real;22,7354;28,8881;0,5159;0,0287;1,1534;74,6842
Castilla y León;2025-06-01;hombre;estimado;real;7,7276;9,8137;0,1836;0,0096;0,3741;74,6295
Castilla y León;2025-06-01;mujer;estimado;real;22,7315;28,8678;0,5400;0,0283;1,1005;74,6295
Castilla y León;2025-07-01;hombre;estimado;real;7,7321;9,8058;0,1800;0,0093;0,3589;74,6181
Castilla y León;2025-07-01;mujer;estimado;real;22,7309;28,8272;0,5292;0,0274;1,0552;74,6181
Castilla y León;2025-08-01;hombre;estimado;real;7,7612;9,8282;0,1689;0,0102;0,3478;74,5988
Castilla y León;2025-08-01;mujer;estimado;real;22,7933;28,8636;0,4962;0,0299;1,0213;74,5988
Castilla y León;2025-09-01;hombre;estimado;real;7,7602;9,8401;0,1698;0,0123;0,3395;74,6074
Castilla y León;2025-09-01;mujer;estimado;real;22,8008;28,9118;0,4989;0,0361;0,9975;74,6074
Castilla y León;2025-10-01;hombre;estimado;real;7,8046;9,8929;0,1968;0,0127;0,3314;74,5612
Castilla y León;2025-10-01;mujer;estimado;real;22,8753;28,9962;0,5769;0,0374;0,9715;74,5612
Castilla y León;2025-11-01;hombre;estimado;real;7,8327;9,9385;0,2146;0,0106;0,3196;74,4997
Castilla y León;2025-11-01;mujer;estimado;real;22,8832;29,0355;0,6270;0,0311;0,9339;74,4997
Castilla y León;2025-12-01;hombre;estimado;real;7,8921;9,9392;0,1621;0,0092;0,3098;74,5188
Castilla y León;2025-12-01;mujer;estimado;real;23,0801;29,0667;0,4740;0,0270;0,9060;74,5188
Castilla y León;2026-01-01;hombre;estimado;real;7,7311;9,7216;0,1425;0,0094;0,2118;74,4685
Castilla y León;2026-01-01;mujer;estimado;real;22,5495;28,3553;0,4158;0,0273;0,6176;74,4685
Castilla y León;2026-02-01;hombre;estimado;real;7,6591;9,6641;0,1574;0,0098;0,2068;74,4242
Castilla y León;2026-02-01;mujer;estimado;real;22,2876;28,1221;0,4581;0,0285;0,6018;74,4242
Castilla y León;2026-03-01;hombre;estimado;real;7,6637;9,6820;0,1812;0,0121;0,1989;74,3901
Castilla y León;2026-03-01;mujer;estimado;real;22,2609;28,1236;0,5263;0,0350;0,5778;74,3901
Castilla y León;2026-04-01;hombre;estimado;proyeccion;7,6432;9,6530;0,1812;0,0101;0,1772;74,3522
Castilla y León;2026-04-01;mujer;estimado;proyeccion;22,2016;28,0395;0,5263;0,0293;0,5148;74,3522
Castilla y León;2026-05-01;hombre;estimado;proyeccion;7,6228;9,6241;0,1812;0,0101;0,1555;74,3143
Castilla y León;2026-05-01;mujer;estimado;proyeccion;22,1423;27,9554;0,5263;0,0293;0,4518;74,3143
Castilla y León;2026-06-01;hombre;estimado;proyeccion;7,6024;9,5952;0,1812;0,0101;0,1338;74,2765
Castilla y León;2026-06-01;mujer;estimado;proyeccion;22,0830;27,8714;0,5263;0,0293;0,3888;74,2765
Castilla y León;2026-07-01;hombre;estimado;proyeccion;7,5820;9,5662;0,1812;0,0101;0,1122;74,2386
Castilla y León;2026-07-01;mujer;estimado;proyeccion;22,0237;27,7873;0,5263;0,0293;0,3258;74,2386
Castilla y León;2026-08-01;hombre;estimado;proyeccion;7,5616;9,5373;0,1812;0,0101;0,0905;74,2007
Castilla y León;2026-08-01;mujer;estimado;proyeccion;21,9644;27,7033;0,5263;0,0293;0,2628;74,2007
Castilla y León;2026-09-01;hombre;estimado;proyeccion;7,5412;9,5083;0,1812;0,0101;0,0688;74,1629
Castilla y León;2026-09-01;mujer;estimado;proyeccion;21,9051;27,6192;0,5263;0,0293;0,1998;74,1629
Castilla y León;2026-10-01;hombre;estimado;proyeccion;7,5208;9,4794;0,1812;0,0101;0,0471;74,1250
Castilla y León;2026-10-01;mujer;estimado;proyeccion;21,8458;27,5351;0,5263;0,0293;0,1368;74,1250
Castilla y León;2026-11-01;hombre;estimado;proyeccion;7,5004;9,4505;0,1812;0,0101;0,0254;74,0871
Castilla y León;2026-11-01;mujer;estimado;proyeccion;21,7865;27,4511;0,5263;0,0293;0,0738;74,0871
Castilla-La Mancha;2023-01-01;hombre;estimado;real;5,0655;6,8520;0,2839;0,2387;0,1857;78,1625
Castilla-La Mancha;2023-01-01;mujer;estimado;real;18,1310;24,5252;1,0163;0,8543;0,6647;78,1625
Castilla-La Mancha;2023-02-01;hombre;estimado;real;5,1402;7,0111;0,3284;0,2765;0,1865;77,9299
Castilla-La Mancha;2023-02-01;mujer;estimado;real;18,1500;24,7564;1,1594;0,9764;0,6585;77,9299
Castilla-La Mancha;2023-03-01;hombre;estimado;real;5,1500;7,0596;0,3341;0,3073;0,1838;77,9376
Castilla-La Mancha;2023-03-01;mujer;estimado;real;18,1927;24,9387;1,1803;1,0855;0,6494;77,9376
Castilla-La Mancha;2023-04-01;hombre;estimado;real;5,1785;7,0884;0,3381;0,3077;0,1661;77,9680
Castilla-La Mancha;2023-04-01;mujer;estimado;real;18,3259;25,0846;1,1966;1,0889;0,5877;77,9680
Castilla-La Mancha;2023-05-01;hombre;estimado;real;5,2372;7,1905;0,3510;0,3336;0,1588;77,8622
Castilla-La Mancha;2023-05-01;mujer;estimado;real;18,4202;25,2903;1,2345;1,1732;0,5586;77,8622
Castilla-La Mancha;2023-06-01;hombre;estimado;real;5,3178;7,2817;0,3469;0,3360;0,1640;77,6865
Castilla-La Mancha;2023-06-01;mujer;estimado;real;18,5144;25,3518;1,2079;1,1698;0,5711;77,6865
Castilla-La Mancha;2023-07-01;hombre;estimado;real;5,3611;7,3414;0,3295;0,3600;0,1626;77,6637
Castilla-La Mancha;2023-07-01;mujer;estimado;real;18,6407;25,5263;1,1458;1,2518;0,5653;77,6637
Castilla-La Mancha;2023-08-01;hombre;estimado;real;5,4067;7,3906;0,3702;0,3183;0,1658;77,6093
Castilla-La Mancha;2023-08-01;mujer;estimado;real;18,7402;25,6167;1,2831;1,1032;0,5745;77,6093
Castilla-La Mancha;2023-09-01;hombre;estimado;real;5,3978;7,4036;0,3496;0,3553;0,1582;77,6720
Castilla-La Mancha;2023-09-01;mujer;estimado;real;18,7771;25,7549;1,2162;1,2358;0,5503;77,6720
Castilla-La Mancha;2023-10-01;hombre;estimado;real;5,4612;7,3815;0,2902;0,3239;0,1630;77,6770
Castilla-La Mancha;2023-10-01;mujer;estimado;real;19,0031;25,6854;1,0097;1,1270;0,5672;77,6770
Castilla-La Mancha;2023-11-01;hombre;estimado;real;5,5523;7,3588;0,2197;0,2716;0,1634;77,6219
Castilla-La Mancha;2023-11-01;mujer;estimado;real;19,2589;25,5251;0,7620;0,9419;0,5668;77,6219
Castilla-La Mancha;2023-12-01;hombre;estimado;real;5,5943;7,3199;0,2115;0,1916;0,1563;77,6179
Castilla-La Mancha;2023-12-01;mujer;estimado;real;19,4002;25,3844;0,7336;0,6644;0,5421;77,6179
Castilla-La Mancha;2024-01-01;hombre;estimado;real;5,7240;7,6049;0,2617;0,2723;0,1551;77,5916
Castilla-La Mancha;2024-01-01;mujer;estimado;real;19,8202;26,3330;0,9061;0,9427;0,5370;77,5916
Castilla-La Mancha;2024-02-01;hombre;estimado;real;5,7348;7,6507;0,3122;0,2575;0,1578;77,5551
Castilla-La Mancha;2024-02-01;mujer;estimado;real;19,8158;26,4358;1,0786;0,8897;0,5452;77,5551
Castilla-La Mancha;2024-03-01;hombre;estimado;real;5,7561;7,7255;0,3076;0,3073;0,1557;77,4593
Castilla-La Mancha;2024-03-01;mujer;estimado;real;19,7803;26,5478;1,0570;1,0562;0,5349;77,4593
Castilla-La Mancha;2024-04-01;hombre;estimado;real;5,8050;7,8159;0,3411;0,3165;0,1407;77,3945
Castilla-La Mancha;2024-04-01;mujer;estimado;real;19,8746;26,7594;1,1678;1,0835;0,4818;77,3945
Castilla-La Mancha;2024-05-01;hombre;estimado;real;5,8594;7,8816;0,3298;0,3277;0,1425;77,2885
Castilla-La Mancha;2024-05-01;mujer;estimado;real;19,9397;26,8217;1,1223;1,1152;0,4850;77,2885
Castilla-La Mancha;2024-06-01;hombre;estimado;real;5,9142;7,9050;0,2827;0,3345;0,1427;77,3030
Castilla-La Mancha;2024-06-01;mujer;estimado;real;20,1430;26,9235;0,9628;1,1393;0,4859;77,3030
Castilla-La Mancha;2024-07-01;hombre;estimado;real;5,9895;7,9694;0,2206;0,3685;0,1493;77,1616
Castilla-La Mancha;2024-07-01;mujer;estimado;real;20,2361;26,9254;0,7452;1,2450;0,5044;77,1616
Castilla-La Mancha;2024-08-01;hombre;estimado;real;6,0501;7,9806;0,2176;0,3178;0,1515;77,1056
Castilla-La Mancha;2024-08-01;mujer;estimado;real;20,3761;26,8777;0,7329;1,0705;0,5104;77,1056
