territorio_cod,territorio,genero,anyo,tasa_paro,tasa_actividad,tasa_empleo,horas_servicios,tasa_paro_juvenil,paro_larga_duracion,temporalidad,parcialidad,brecha_salarial,pct_alquiler_salario
02,Aragón,Ambos géneros,2016,14.74,59.337500000000006,50.5875,120.925,36.6525,53.625,23.45,15.05,25.904,27.01
02,Aragón,Ambos géneros,2017,11.645,58.575,51.75,120.75,30.517500000000002,48.25,25.225,15.2,23.963,27.42
02,Aragón,Ambos géneros,2018,10.6325,58.67,52.435,121.47500000000001,27.5775,43.650000000000006,25.575,15.475000000000001,24.648,28.76
02,Aragón,Ambos géneros,2019,10.025,59.2,53.265,119.725,27.4825,42.0,22.375,13.775,22.892,30.31
02,Aragón,Ambos géneros,2020,11.7025,58.1125,51.31,112.525,28.169999999999998,35.175,21.525,13.225,19.394,30.85
02,Aragón,Ambos géneros,2021,10.337499999999999,58.3825,52.35,120.375,25.355,39.075,24.75,14.475,18.64,30.28
02,Aragón,Ambos géneros,2022,9.620000000000001,58.72,53.07,123.7,24.445,36.35,20.225,14.0,19.629,30.0
02,Aragón,Ambos géneros,2023,8.575,58.5875,53.56,123.65,22.21,40.75,16.625,12.775,19.143,30.32
02,Aragón,Ambos géneros,2024,8.1425,58.7475,53.965,124.575,23.355,36.275,16.1,12.675,20.326,31.27
02,Aragón,Ambos géneros,2025,8.0425,58.535,53.8275,123.475,24.075,32.525,15.45,13.0,,
02,Aragón,Ambos géneros,2026,8.37,58.88,53.95,126.4,18.46,31.6,15.3,14.4,,
02,Aragón,Hombres,2010,14.192499999999999,66.53999999999999,57.1,,29.677500000000002,38.075,21.45,4.725,,26.3
02,Aragón,Hombres,2011,16.88,66.4575,55.2425,,43.417500000000004,42.375,22.275,5.5,,26.41
02,Aragón,Hombres,2012,17.7375,66.8875,55.0225,,46.2425,50.45,20.525,5.15,,24.85
02,Aragón,Hombres,2013,20.3175,65.28,52.0125,,51.06,55.4,19.975,6.1,,23.49
02,Aragón,Hombres,2014,18.2525,65.1225,53.2375,,51.822500000000005,56.45,23.275,6.375,,22.4
02,Aragón,Hombres,2015,13.29,65.1,56.45,,35.817499999999995,54.3,21.125,6.15,,22.46
02,Aragón,Hombres,2016,12.11,65.16749999999999,57.28,,34.835,53.45,21.575,5.775,,23.73
02,Aragón,Hombres,2017,9.022499999999999,64.575,58.7475,,30.18,46.849999999999994,23.700000000000003,5.9,,24.41
02,Aragón,Hombres,2018,9.3325,64.53999999999999,58.519999999999996,,26.322499999999998,42.625,23.3,6.075,,25.4
02,Aragón,Hombres,2019,8.7975,65.455,59.6975,,24.857499999999998,38.075,20.65,6.025,,27.05
02,Aragón,Hombres,2020,10.09,63.39,56.9975,,24.572499999999998,33.075,19.675,5.3,,28.07
02,Aragón,Hombres,2021,8.785,63.6375,58.0425,,21.6525,38.650000000000006,21.7,5.050000000000001,,27.65
02,Aragón,Hombres,2022,7.7775,63.945,58.9725,,19.6225,33.75,17.1,5.475,,27.11
02,Aragón,Hombres,2023,6.4125000000000005,63.3825,59.315,,16.93,33.400000000000006,13.25,5.575,,27.48
02,Aragón,Hombres,2024,6.6725,63.86,59.5975,,21.385,36.775,12.325,4.625,,28.19
02,Aragón,Hombres,2025,6.3975,63.387499999999996,59.33,,23.7875,32.3,12.45,5.025,,
02,Aragón,Hombres,2026,6.82,64.09,59.72,,21.43,23.200000000000003,11.4,6.0,,
02,Aragón,Mujeres,2010,15.9375,51.144999999999996,42.9925,,34.7225,43.650000000000006,25.65,23.9,,35.26
02,Aragón,Mujeres,2011,17.325,51.875,42.885,,35.167500000000004,50.85,25.625,23.875,,35.43
02,Aragón,Mujeres,2012,19.7975,53.4925,42.9,,38.177499999999995,50.65,22.75,23.974999999999998,,35.49
02,Aragón,Mujeres,2013,22.6625,52.9825,40.9725,,49.425,52.75,23.325,26.9,,31.57
02,Aragón,Mujeres,2014,22.4875,52.8775,40.9925,,51.2725,57.075,24.549999999999997,26.125,,29.98
02,Aragón,Mujeres,2015,19.8975,52.6325,42.16,,47.3925,51.75,24.725,25.65,,30.29
02,Aragón,Mujeres,2016,17.835,53.692499999999995,44.1125,,38.379999999999995,53.8,25.575000000000003,26.725,,32.02
02,Aragón,Mujeres,2017,14.7425,52.7775,44.99,,30.747500000000002,49.2,27.0,26.9,,32.1
02,Aragón,Mujeres,2018,12.155,53.01,46.5625,,29.7275,44.575,28.025,26.825,,33.71
02,Aragón,Mujeres,2019,11.4925,53.175,47.0675,,31.5725,45.525,24.275,23.275,,35.08
02,Aragón,Mujeres,2020,13.5625,53.0225,45.83,,33.18,36.975,23.575,22.75,,34.82
02,Aragón,Mujeres,2021,12.1325,53.31,46.855000000000004,,30.825,39.2,27.975,25.725,,33.99
02,Aragón,Mujeres,2022,11.7425,53.6725,47.3725,,30.807499999999997,38.3,23.725,24.225,,33.73
02,Aragón,Mujeres,2023,11.02,53.964999999999996,48.015,,29.6075,45.45,20.325,21.375,,33.99
02,Aragón,Mujeres,2024,9.845,53.78,48.49,,25.947499999999998,35.75,20.3,22.35,,35.39
02,Aragón,Mujeres,2025,9.945,53.790000000000006,48.445,,24.2925,32.5,18.8,22.575,,
02,Aragón,Mujeres,2026,10.19,53.75,48.27,,13.87,38.2,19.7,24.7,,
05,Canarias,Ambos géneros,2010,28.6,61.9275,44.22,134.025,51.9625,48.35,29.3,12.5,16.13,37.23
05,Canarias,Ambos géneros,2011,29.28,62.7875,44.4,132.325,50.805,51.175,30.45,12.975,15.485,35.22
05,Canarias,Ambos géneros,2012,32.575,62.9775,42.4625,131.575,62.254999999999995,53.975,27.725,14.275,17.028,33.76
05,Canarias,Ambos géneros,2013,33.730000000000004,62.2425,41.25,128.8,65.2675,62.125,28.924999999999997,16.15,14.791,32.05
05,Canarias,Ambos géneros,2014,32.4175,61.315,41.44,127.45,57.47,67.325,30.8,16.549999999999997,11.821,31.86
05,Canarias,Ambos géneros,2015,29.105,61.925,43.9,129.25,53.6275,65.425,30.525,16.25,14.327,32.39
05,Canarias,Ambos géneros,2016,26.06,61.115,45.185,129.5,51.355000000000004,61.525,32.325,15.25,13.892,34.61
05,Canarias,Ambos géneros,2017,23.4725,60.332499999999996,46.17,132.77499999999998,45.405,52.875,31.675,13.925,11.15,38.24
05,Canarias,Ambos géneros,2018,20.0775,60.4,48.2775,130.6,38.6475,53.85,31.55,13.575,14.698,42.67
05,Canarias,Ambos géneros,2019,20.5,60.0975,47.78,130.64999999999998,42.315000000000005,47.625,31.025,12.9,11.511,45.28
05,Canarias,Ambos géneros,2020,22.65,57.13,44.21,105.5,52.1325,41.125,26.7,12.15,9.851,44.07
05,Canarias,Ambos géneros,2021,23.5175,57.8475,44.269999999999996,117.525,56.96,55.0,29.3,12.524999999999999,10.335,42.3
05,Canarias,Ambos géneros,2022,17.64,59.16,48.722500000000004,129.025,43.285,51.55,25.225,11.375,4.297,45.26
05,Canarias,Ambos géneros,2023,16.075,59.802499999999995,50.1875,129.4,32.9825,45.675,18.975,11.375,4.736,49.49
05,Canarias,Ambos géneros,2024,13.7625,59.58,51.375,128.45,28.3075,44.825,16.475,11.325,6.269,52.66
05,Canarias,Ambos géneros,2025,13.52,59.99,51.8825,128.175,29.5975,44.225,16.65,9.925,,
05,Canarias,Ambos géneros,2026,11.4,60.22,53.35,131.3,17.36,51.7,17.3,10.7,,
05,Canarias,Hombres,2010,29.1525,69.425,49.1875,,55.875,48.224999999999994,27.45,6.225,,34.26
05,Canarias,Hombres,2011,29.405,69.215,48.8625,,48.3575,51.55,28.6,7.225,,32.59
05,Canarias,Hombres,2012,31.9425,68.9275,46.91,,62.7125,56.4,26.95,8.875,,30.86
05,Canarias,Hombres,2013,34.339999999999996,67.9175,44.589999999999996,,67.8,63.175,27.7,9.925,,29.71
05,Canarias,Hombres,2014,31.814999999999998,66.815,45.555,,57.58,68.52499999999999,28.225,11.100000000000001,,30.0
05,Canarias,Hombres,2015,27.8875,68.04249999999999,49.07,,55.745,66.275,27.9,9.675,,30.15
05,Canarias,Hombres,2016,24.3775,66.345,50.17,,52.25,61.7,29.7,8.95,,32.32
05,Canarias,Hombres,2017,21.2475,64.82249999999999,51.0575,,49.1225,52.575,28.8,7.775,,36.25
05,Canarias,Hombres,2018,18.8975,65.4725,53.0975,,41.795,50.724999999999994,29.325,7.25,,39.67
05,Canarias,Hombres,2019,19.31,65.15,52.5725,,40.7825,43.925,28.725,7.35,,42.78
05,Canarias,Hombres,2020,21.4875,61.3175,48.1675,,55.112500000000004,39.525000000000006,23.125,6.075,,42.0
05,Canarias,Hombres,2021,22.53,61.56,47.7375,,58.19,52.375,27.025,7.325,,40.24
05,Canarias,Hombres,2022,16.15,64.15,53.8,,42.4475,50.275,21.975,6.075,,44.32
05,Canarias,Hombres,2023,14.04,64.8475,55.745,,32.68,47.15,15.700000000000001,6.949999999999999,,48.34
