modelo,mape,mae,rmse,nmae,modelo_mas_preciso,aplicó_parsimonia,metrica_seleccion,unique_id,periodicidad
AutoARIMA,0.31267441709428656,0.38888381539509,0.5187571842632378,0.0031706792938857725,AutoARIMA,False,mape,4|Cantabria|Total,trimestral
Prophet,0.37424254857429495,0.4551964111774822,0.5682149355968455,0.003723488025991675,Prophet,False,mape,4|Castilla y León|Total,trimestral
AutoETS,0.9160213863174116,1.158526288883575,1.5076856640251477,0.009211101481880937,AutoETS,False,mape,4|Castilla-La Mancha|Total,trimestral
AutoETS,0.6029554092737053,0.7548375507943348,0.7693322223508948,0.006055656243837424,AutoETS,False,mape,4|Cataluña|Total,trimestral
AutoTheta,1.0434775010950508,1.2627805438179465,1.561085542375714,0.010620526020335967,AutoTheta,False,mape,4|Comunidad Foral de Navarra|Total,trimestral
AutoETS,0.26861943016697704,0.3499064771422624,0.3908368689344894,0.0026859065602937047,AutoETS,False,mape,4|Comunidad de Madrid|Total,trimestral
AutoARIMA,0.6410050310264097,0.7772498406948181,1.0941528229079722,0.006283345518955684,AutoARIMA,False,mape,4|Comunitat Valenciana|Total,trimestral
AutoTheta,0.9403763843712534,1.1145425639231163,1.235340947572204,0.009295601033553931,AutoTheta,False,mape,4|Extremadura|Total,trimestral
AutoARIMA,0.4163362644431808,0.5060721277899631,0.6750690727045708,0.004146432837279501,AutoARIMA,False,mape,4|Galicia|Total,trimestral
AutoARIMA,1.1284379968033464,1.516936970360966,1.8895013136012848,0.011390553560059816,AutoARIMA,False,mape,4|Illes Balears|Total,trimestral
AutoARIMA,1.5467162154866003,1.8448247427307791,2.8398228640539016,0.01513391913642969,AutoARIMA,False,mape,4|La Rioja|Total,trimestral
AutoTheta,1.8791791838639313,2.1374000901678194,2.426641282519608,0.01833497825578228,AutoTheta,False,mape,4|País Vasco|Total,trimestral
SeasonalNaive,1.5583294051525176,1.8749999999999964,3.034386264139751,0.01570351758793967,SeasonalNaive,False,mape,4|Principado de Asturias|Total,trimestral
AutoARIMA,0.7809024787801416,0.85794606717797,1.5033057820145,0.00719300831840679,AutoARIMA,False,mape,4|Región de Murcia|Total,trimestral
AutoTheta,0.3273538305019054,0.4113634321222115,0.4569303027962234,0.0032863066276989134,AutoETS,True,mape,4|Total Nacional|Total,trimestral
Prophet,3.569032955892574,1.1267880185191412,1.3737580026602876,0.03490398880257543,Prophet,False,mape,6|Andalucía|Ambos géneros,trimestral
Prophet,5.870915340219208,1.8817693396267545,1.8990703882683269,0.05852637709748089,Prophet,False,mape,6|Andalucía|Hombres,trimestral
RWD,7.75847835556724,2.525544082034366,3.338263355549592,0.07793085187176937,Prophet,True,mape,6|Andalucía|Mujeres,trimestral
SeasonalNaive,14.501588010374041,3.1825,4.121622859990953,0.14180683970145927,SeasonalNaive,False,mape,6|Aragón|Ambos géneros,trimestral
SeasonalNaive,14.536398534421242,3.63,4.581446278196438,0.15861918287087612,SeasonalNaive,False,mape,6|Aragón|Hombres,trimestral
SeasonalNaive,20.724496163597227,2.9625,5.531005785569204,0.13759869948908499,SeasonalNaive,False,mape,6|Aragón|Mujeres,trimestral
Naive,22.17774622537428,4.419999999999998,7.094656439884879,0.17050824573247175,RWD,True,mape,6|Canarias|Ambos géneros,trimestral
Naive,28.59088230641527,6.374999999999999,7.228703203203184,0.25843721495895405,RWD,True,mape,6|Canarias|Hombres,trimestral
Naive,33.33993545647052,8.024999999999999,10.086939575510502,0.29105086589899354,Naive,False,mape,6|Canarias|Mujeres,trimestral
AutoTheta,19.60167924688306,3.1487125967188208,4.0141848944648695,0.17036183398992671,AutoTheta,False,mape,6|Cantabria|Ambos géneros,trimestral
WindowAverage,18.49315457118045,3.3084375,3.4516082641828,0.18243382961124896,WindowAverage,False,mape,6|Cantabria|Hombres,trimestral
SeasonalNaive,51.90785126487191,4.602500000000001,7.152920732120551,0.244196843082637,SeasonalNaive,False,mape,6|Cantabria|Mujeres,trimestral
Naive,9.717181066204732,2.202499999999999,2.410503059529275,0.09481274214377954,RWD,True,mape,6|Castilla y León|Ambos géneros,trimestral
Naive,13.995303960092993,2.795000000000001,2.9663529796704915,0.13199527744982295,RWD,True,mape,6|Castilla y León|Hombres,trimestral
Naive,6.977753703554978,1.7950000000000017,2.370369169559883,0.06887290167865714,AutoARIMA,True,mape,6|Castilla y León|Mujeres,trimestral
WindowAverage,6.98746300962018,1.8093749999999993,2.2592014974875525,0.06748251748251746,WindowAverage,False,mape,6|Castilla-La Mancha|Ambos géneros,trimestral
WindowAverage,13.622297758510381,3.2571874999999997,3.305616019084037,0.13228500355366024,WindowAverage,False,mape,6|Castilla-La Mancha|Hombres,trimestral
Naive,4.8550849502674875,1.455000000000001,1.7191131434550786,0.04936805496649422,RWD,True,mape,6|Castilla-La Mancha|Mujeres,trimestral
Prophet,11.611569900853276,2.151316126015141,2.260709147328728,0.11467569968097768,Prophet,False,mape,6|Cataluña|Ambos géneros,trimestral
Prophet,10.43897695334876,1.830630700962975,2.4725201261816423,0.10484711918459191,Prophet,False,mape,6|Cataluña|Hombres,trimestral
WindowAverage,14.366912353544597,2.5462500000000023,3.4096337550754647,0.12570970130831904,WindowAverage,False,mape,6|Cataluña|Mujeres,trimestral
Prophet,13.123470421422864,5.753405528823505,9.319121708288808,0.10508503248992702,Prophet,False,mape,6|Ceuta|Ambos géneros,trimestral
AutoETS,28.30735292071426,10.455909337221014,13.990185880945958,0.2379994158588975,Prophet,True,mape,6|Ceuta|Hombres,trimestral
HistoricAverage,5.510768792960531,3.3108684513185924,4.941574275847841,0.05091881196998873,HistoricAverage,False,mape,6|Ceuta|Mujeres,trimestral
AutoETS,14.342000596971367,3.187237752306009,4.198065129136884,0.1481402627146646,AutoETS,False,mape,6|Comunidad Foral de Navarra|Ambos géneros,trimestral
AutoTheta,17.555230555819527,3.614468214165553,5.4969835357516255,0.19598580529567863,AutoTheta,False,mape,6|Comunidad Foral de Navarra|Hombres,trimestral
WindowAverage,10.213555342253045,2.667812500000002,3.1796490937483988,0.10448692842455702,WindowAverage,False,mape,6|Comunidad Foral de Navarra|Mujeres,trimestral
SeasonalNaive,9.339193033810977,1.9749999999999996,2.396487012274424,0.0991465863453815,SeasonalNaive,False,mape,6|Comunidad de Madrid|Ambos géneros,trimestral
SeasonalNaive,23.39332624859994,4.0125,4.581530857693748,0.21340247307538893,SeasonalNaive,False,mape,6|Comunidad de Madrid|Hombres,trimestral
WindowAverage,7.592166377745858,1.6396875000000009,1.9740301218256533,0.07761834319526631,WindowAverage,False,mape,6|Comunidad de Madrid|Mujeres,trimestral
RWD,2.60871645578677,0.7766036667002423,0.9752884982779689,0.026210046125556608,RWD,False,mape,6|Comunitat Valenciana|Ambos géneros,trimestral
WindowAverage,10.474937941749246,2.718749999999999,3.0969625996692285,0.09849651299701111,WindowAverage,False,mape,6|Comunitat Valenciana|Hombres,trimestral
Prophet,14.093235062517678,4.972372670526076,6.930276257394503,0.15414625034568938,Prophet,False,mape,6|Comunitat Valenciana|Mujeres,trimestral
Prophet,9.926255257806504,2.8347422067523524,4.754589642536401,0.08283875531129026,Prophet,False,mape,6|Extremadura|Ambos géneros,trimestral
AutoTheta,23.569041646501645,6.111600242043368,6.297824559852118,0.2261461699183485,AutoTheta,False,mape,6|Extremadura|Hombres,trimestral
Prophet,12.222178247369058,5.094283986012128,5.954121635072775,0.11731899328716974,Prophet,False,mape,6|Extremadura|Mujeres,trimestral
WindowAverage,10.475079803855795,2.5343750000000007,2.9833259281798234,0.10368722512018005,WindowAverage,False,mape,6|Galicia|Ambos géneros,trimestral
Prophet,9.29982743396171,2.241292017723306,2.363604983203659,0.09149998031121885,Prophet,False,mape,6|Galicia|Hombres,trimestral
Naive,19.91857513867853,4.9775,6.176295410681067,0.2053424092409241,AutoETS,True,mape,6|Galicia|Mujeres,trimestral
SeasonalNaive,40.39233840069405,5.6425,6.614614501238905,0.3213268792710706,SeasonalNaive,False,mape,6|Illes Balears|Ambos géneros,trimestral
SeasonalNaive,18.867022505759913,3.3175,3.679453084359141,0.16786843769765972,SeasonalNaive,False,mape,6|Illes Balears|Hombres,trimestral
Naive,43.24699160077233,7.045,9.440256882098073,0.4654004954582989,RWD,True,mape,6|Illes Balears|Mujeres,trimestral
AutoTheta,8.794697438310031,2.3260710394212003,2.5335876759474174,0.08782597845653012,AutoTheta,False,mape,6|La Rioja|Ambos géneros,trimestral
Naive,13.660783299122109,4.3424999999999985,6.8573227282956415,0.16885389326334202,RWD,True,mape,6|La Rioja|Hombres,trimestral
WindowAverage,18.335938124509067,4.627812499999999,5.759846630173845,0.1709098882836303,WindowAverage,False,mape,6|La Rioja|Mujeres,trimestral
Naive,11.340074500733103,7.67,10.290162778109975,0.11984375,RWD,True,mape,6|Melilla|Ambos géneros,trimestral
Naive,47.67242306036806,19.562500000000004,25.617686761298337,0.4508267557757678,Naive,False,mape,6|Melilla|Hombres,trimestral
Naive,8.212083250334112,7.324999999999996,7.526264013439863,0.08215567519066842,Naive,False,mape,6|Melilla|Mujeres,trimestral
WindowAverage,13.28548101251731,2.2237499999999986,3.3020063739717394,0.10643771688404924,WindowAverage,False,mape,6|País Vasco|Ambos géneros,trimestral
WindowAverage,48.45162380579667,7.858749999999999,8.768325586664194,0.3364911153928494,Prophet,True,mape,6|País Vasco|Hombres,trimestral
SeasonalNaive,13.407913806656529,2.5475000000000003,3.002261647491771,0.14003023223855984,SeasonalNaive,False,mape,6|País Vasco|Mujeres,trimestral
Naive,12.909253640000403,2.96,4.173721361087728,0.11513029949436017,RWD,True,mape,6|Principado de Asturias|Ambos géneros,trimestral
SeasonalNaive,19.061904287159663,3.932500000000001,4.732406892903442,0.16671966083730794,SeasonalNaive,False,mape,6|Principado de Asturias|Hombres,trimestral
Naive,21.116893601492706,5.232500000000001,5.987017203917157,0.18484500574052815,RWD,True,mape,6|Principado de Asturias|Mujeres,trimestral
Prophet,9.738279009317525,2.306750109414116,2.9168198635681595,0.0949182227924747,Prophet,False,mape,6|Región de Murcia|Ambos géneros,trimestral
AutoTheta,10.021229226623806,2.4986902500216486,2.910054354013057,0.10211239272667139,AutoTheta,False,mape,6|Región de Murcia|Hombres,trimestral
Naive,22.689657233279302,5.4075,5.809571843087922,0.2249609984399376,RWD,True,mape,6|Región de Murcia|Mujeres,trimestral
Prophet,5.756334059656898,1.422923258581421,1.62561470483979,0.05837035211081617,Prophet,False,mape,6|Total Nacional|Ambos géneros,trimestral
Prophet,5.371540186963452,1.2795283459235707,1.5597193970181888,0.05458738677148339,Prophet,False,mape,6|Total Nacional|Hombres,trimestral
WindowAverage,5.875660236081253,1.4353124999999993,1.8875868150564625,0.05629228355721146,WindowAverage,False,mape,6|Total Nacional|Mujeres,trimestral
Prophet,4.32962680708729,1.5869605563829055,1.9075776920140612,0.04198308350219327,Prophet,False,mape,7|Andalucía|Ambos géneros,trimestral
Prophet,5.463589481278864,1.8226890566456593,2.214504635797939,0.05302368164787372,Prophet,False,mape,7|Andalucía|Hombres,trimestral
AutoARIMA,3.7621681185896887,1.4736222634699878,2.0314976355903447,0.036296114863792805,AutoARIMA,False,mape,7|Andalucía|Mujeres,trimestral
Prophet,9.913972358963823,2.7701899388493043,3.934921864621575,0.09038140094124973,Prophet,False,mape,7|Aragón|Ambos géneros,trimestral
Naive,34.07740657756768,7.925000000000001,8.75342789997153,0.29324699352451433,AutoETS,True,mape,7|Aragón|Hombres,trimestral
AutoTheta,11.945440903004965,3.9124751022846267,4.5857961537726695,0.11793444166645448,AutoTheta,False,mape,7|Aragón|Mujeres,trimestral
SeasonalNaive,4.873988323197518,1.9500000000000028,2.9376861643136785,0.04416761041902611,SeasonalNaive,False,mape,7|Canarias|Ambos géneros,trimestral
Prophet,15.16569692671304,5.49312875597745,7.057830257751702,0.1388907397213009,Prophet,False,mape,7|Canarias|Hombres,trimestral
SeasonalNaive,4.763547992479461,2.25,2.612470095522625,0.046632124352331605,SeasonalNaive,False,mape,7|Canarias|Mujeres,trimestral
AutoTheta,4.282211679626435,1.4312641243813014,2.2327670659619456,0.04500830579815413,AutoTheta,False,mape,7|Cantabria|Ambos géneros,trimestral
AutoARIMA,11.028678299554073,3.4375185280525606,3.8947202582503073,0.11070913133824671,AutoARIMA,False,mape,7|Cantabria|Hombres,trimestral
AutoTheta,4.3687768274725665,1.3712116551059985,1.7593172316526542,0.042158698081660215,AutoTheta,False,mape,7|Cantabria|Mujeres,trimestral
AutoTheta,3.7182804361341324,1.1325780746500431,1.4197328698534248,0.03653477660161429,AutoTheta,False,mape,7|Castilla y León|Ambos géneros,trimestral
SeasonalNaive,8.410516045962224,2.8000000000000007,3.157530680769389,0.08588957055214727,SeasonalNaive,False,mape,7|Castilla y León|Hombres,trimestral
Naive,10.103717185577327,2.8249999999999984,3.2874762356555514,0.0952782462057335,RWD,True,mape,7|Castilla y León|Mujeres,trimestral
Naive,7.76134507260317,3.2250000000000014,4.211591148247894,0.07674003569303989,AutoARIMA,True,mape,7|Castilla-La Mancha|Ambos géneros,trimestral
Naive,6.533458820781122,2.1999999999999975,2.9137604568666924,0.06102635228848815,AutoETS,True,mape,7|Castilla-La Mancha|Hombres,trimestral
WindowAverage,11.412523705357643,5.653124999999996,7.104782170306137,0.1216379774072081,WindowAverage,False,mape,7|Castilla-La Mancha|Mujeres,trimestral
SeasonalNaive,5.294894221204007,1.7250000000000005,2.0874625745148103,0.052591463414634165,SeasonalNaive,False,mape,7|Cataluña|Ambos géneros,trimestral
SeasonalNaive,3.659657466209793,1.1750000000000025,1.4133294025102583,0.03637770897832825,SeasonalNaive,False,mape,7|Cataluña|Hombres,trimestral
SeasonalNaive,7.825184003677595,2.575000000000001,3.0137186331839283,0.07738542449286255,SeasonalNaive,False,mape,7|Cataluña|Mujeres,trimestral
Prophet,4.54651845400155,2.917553106033079,3.6788520927919297,0.043889478842167415,Prophet,False,mape,7|Ceuta|Ambos géneros,trimestral
WindowAverage,9.264696986534414,6.403125000000001,9.241193020249064,0.10135536208943413,WindowAverage,False,mape,7|Ceuta|Hombres,trimestral
HistoricAverage,6.4692310274117615,4.766804580411172,6.643099343481262,0.06913422161582555,HistoricAverage,False,mape,7|Ceuta|Mujeres,trimestral
WindowAverage,21.68225520798484,6.631250000000005,8.874713903839384,0.18879003558718876,WindowAverage,False,mape,7|Comunidad Foral de Navarra|Ambos géneros,trimestral
Prophet,11.91375374646439,4.049878470609379,4.429095118393602,0.11747290705175863,Prophet,False,mape,7|Comunidad Foral de Navarra|Hombres,trimestral
SeasonalNaive,36.77117463049752,8.749999999999996,12.199385230412226,0.24526979677645402,SeasonalNaive,False,mape,7|Comunidad Foral de Navarra|Mujeres,trimestral
AutoTheta,6.790493868125158,2.408953398574372,3.275047351913059,0.06710176597700201,AutoTheta,False,mape,7|Comunidad de Madrid|Ambos géneros,trimestral
SeasonalNaive,5.594352432351887,2.0,2.182887995294308,0.057183702644746245,SeasonalNaive,False,mape,7|Comunidad de Madrid|Hombres,trimestral
AutoETS,3.979513675934348,1.4792571393093414,1.8588142670579197,0.04030673404112647,AutoETS,False,mape,7|Comunidad de Madrid|Mujeres,trimestral
Prophet,4.2545803505908815,1.600579500602823,1.6925740715115505,0.043405545779059605,Prophet,False,mape,7|Comunitat Valenciana|Ambos géneros,trimestral
Prophet,10.573576434153404,3.9925609231528725,4.559582704255064,0.11129089681262362,Prophet,False,mape,7|Comunitat Valenciana|Hombres,trimestral
AutoETS,1.6308039399889518,0.621128970131803,0.660767980943338,0.016486502193279445,AutoETS,False,mape,7|Comunitat Valenciana|Mujeres,trimestral
Prophet,6.03961516952149,2.1416601029239946,2.2964820903377867,0.06020126782639478,Prophet,False,mape,7|Extremadura|Ambos géneros,trimestral
SeasonalNaive,6.58491698423571,2.424999999999998,3.2368966619278994,0.06928571428571423,SeasonalNaive,False,mape,7|Extremadura|Hombres,trimestral
Prophet,8.512086931328287,2.9847792049654167,3.3140917386458844,0.08302584714785582,Prophet,False,mape,7|Extremadura|Mujeres,trimestral
SeasonalNaive,5.757430711554761,1.924999999999999,2.370126578898265,0.05492154065620539,SeasonalNaive,False,mape,7|Galicia|Ambos géneros,trimestral
Naive,12.780995627410356,4.75,6.113509630318742,0.12863913337846988,RWD,True,mape,7|Galicia|Hombres,trimestral
Prophet,10.099032187916965,3.2726507030805703,3.6258653632202837,0.09835163645621547,Prophet,False,mape,7|Galicia|Mujeres,trimestral
AutoTheta,32.210333743970374,4.509526358058691,5.548762058910175,0.24050807242979688,AutoTheta,False,mape,7|Illes Balears|Ambos géneros,trimestral
AutoETS,30.438395106375086,6.753601352670099,8.779203206828747,0.3343367006272326,AutoETS,False,mape,7|Illes Balears|Hombres,trimestral
WindowAverage,65.92494346124712,6.228124999999999,8.168683052518317,0.3631559766763848,WindowAverage,False,mape,7|Illes Balears|Mujeres,trimestral
Prophet,12.229523223302937,2.931892576116783,4.588941035010737,0.1031448575590777,Prophet,False,mape,7|La Rioja|Ambos géneros,trimestral
Prophet,7.654393517044579,2.252170724165426,3.1152917013091685,0.07016108174970173,Prophet,False,mape,7|La Rioja|Hombres,trimestral
AutoETS,24.890553727074348,5.102711475337623,7.23812043456405,0.19913020391561456,AutoETS,False,mape,7|La Rioja|Mujeres,trimestral
SeasonalNaive,9.98603780786266,5.950000000000003,7.0132018365365765,0.09073579870377434,SeasonalNaive,False,mape,7|Melilla|Ambos géneros,trimestral
Prophet,9.195918265086425,7.255049037466165,11.071875192602928,0.1054129900104056,Prophet,False,mape,7|Melilla|Hombres,trimestral
SeasonalNaive,16.113816327021052,9.05,10.748488265798125,0.1457326892109501,SeasonalNaive,False,mape,7|Melilla|Mujeres,trimestral
Naive,15.116547014525393,4.824999999999999,5.52516968065235,0.14621212121212118,RWD,True,mape,7|País Vasco|Ambos géneros,trimestral
Naive,26.70808977982225,6.550000000000001,8.58807312497978,0.20711462450592888,Naive,False,mape,7|País Vasco|Hombres,trimestral
SeasonalNaive,14.954849134502105,4.849999999999998,4.9824692673412425,0.14170927684441192,SeasonalNaive,False,mape,7|País Vasco|Mujeres,trimestral
AutoARIMA,11.185882479716838,4.105994042426744,4.548488431421498,0.11000653831016058,AutoARIMA,False,mape,7|Principado de Asturias|Ambos géneros,trimestral
AutoTheta,18.8194008193122,6.022747232707035,6.643704424668015,0.17507986141590218,AutoTheta,False,mape,7|Principado de Asturias|Hombres,trimestral
Naive,9.09043676451093,3.5999999999999996,4.628714724413248,0.09148665819567979,Naive,False,mape,7|Principado de Asturias|Mujeres,trimestral
SeasonalNaive,10.32313230266737,4.125000000000002,5.4947702408745,0.10905485789821551,SeasonalNaive,False,mape,7|Región de Murcia|Ambos géneros,trimestral
Prophet,17.524625521551936,7.159347868537185,8.31466064706033,0.18668442942730598,Prophet,False,mape,7|Región de Murcia|Hombres,trimestral
Prophet,6.797986842357817,2.5640543970236713,2.7941451805260513,0.06915858117393583,Prophet,False,mape,7|Región de Murcia|Mujeres,trimestral
Prophet,2.139343995438887,0.7993814079868393,1.095286674688409,0.022112902018999705,Prophet,False,mape,7|Total Nacional|Ambos géneros,trimestral
Prophet,3.889912690908578,1.3850266793227899,1.7281162187037489,0.04026240346868575,Prophet,False,mape,7|Total Nacional|Hombres,trimestral
Prophet,2.37426280198125,0.8917007498968594,0.9412365623317557,0.023683950860474354,Prophet,False,mape,7|Total Nacional|Mujeres,trimestral
SeasonalNaive,2.405768595148437,0.47499999999999876,0.6103277807866836,0.024327784891165105,SeasonalNaive,False,mape,8|Andalucía|Ambos géneros,trimestral
RWD,2.690010937882233,0.473915025643608,0.6452015368749908,0.026699438064428618,RWD,False,mape,8|Andalucía|Hombres,trimestral
WindowAverage,3.695556969961811,0.78125,0.977640654842055,0.036337209302325583,WindowAverage,False,mape,8|Andalucía|Mujeres,trimestral
SeasonalNaive,2.4317639513717944,0.375,0.46097722286464465,0.024115755627009645,SeasonalNaive,False,mape,8|Aragón|Ambos géneros,trimestral
WindowAverage,3.725983888070043,0.446874999999999,0.5655127651079144,0.036184210526315715,WindowAverage,False,mape,8|Aragón|Hombres,trimestral
Naive,2.030449886193658,0.40000000000000124,0.7035623639735156,0.020942408376963415,AutoTheta,True,mape,8|Aragón|Mujeres,trimestral
Naive,2.073235325100229,0.34999999999999964,0.4527692569068708,0.02083333333333331,AutoARIMA,True,mape,8|Canarias|Ambos géneros,trimestral
WindowAverage,2.395358010374175,0.35937500000000044,0.4251378452925594,0.024119127516778555,WindowAverage,False,mape,8|Canarias|Hombres,trimestral
AutoTheta,2.5037244043605917,0.47772591085427774,0.5203883906562956,0.025309982032014715,AutoTheta,False,mape,8|Canarias|Mujeres,trimestral
SeasonalNaive,6.059703447603338,0.875,1.0965856099730655,0.055379746835443035,SeasonalNaive,False,mape,8|Cantabria|Ambos géneros,trimestral
AutoETS,8.972132549274454,1.238600709591437,1.3568963118327866,0.08601393816607202,AutoETS,False,mape,8|Cantabria|Hombres,trimestral
AutoTheta,11.392549822455523,1.5581986854805443,2.3991461260576616,0.09072481429289925,Prophet,True,mape,8|Cantabria|Mujeres,trimestral
SeasonalNaive,3.9153345407774864,0.6249999999999996,0.7365459931328113,0.03968253968253966,SeasonalNaive,False,mape,8|Castilla y León|Ambos géneros,trimestral
AutoTheta,2.944796314825359,0.37457716340109704,0.4435539284652938,0.029436319324251243,AutoTheta,False,mape,8|Castilla y León|Hombres,trimestral
RWD,4.075814509299022,0.7776511440994529,0.9272898793555857,0.04109120972784428,Prophet,True,mape,8|Castilla y León|Mujeres,trimestral
Prophet,3.834059579309468,0.6545875674758603,0.7595838298597397,0.03827997470619066,Prophet,False,mape,8|Castilla-La Mancha|Ambos géneros,trimestral
WindowAverage,5.437966635665451,0.7281250000000004,0.8652356976570029,0.05266726943942137,WindowAverage,False,mape,8|Castilla-La Mancha|Hombres,trimestral
SeasonalNaive,3.1721656311508952,0.6749999999999998,0.8321658488546622,0.03187721369539551,SeasonalNaive,False,mape,8|Castilla-La Mancha|Mujeres,trimestral
Naive,1.9474422993448541,0.22500000000000053,0.25000000000000033,0.019354838709677465,Naive,False,mape,8|Cataluña|Ambos géneros,trimestral
Naive,1.8164318479685426,0.19999999999999973,0.29154759474226477,0.018433179723502276,AutoARIMA,True,mape,8|Cataluña|Hombres,trimestral
RWD,2.7250738463953965,0.3327498153324435,0.43815129352070087,0.02683466252680996,RWD,False,mape,8|Cataluña|Mujeres,trimestral
SeasonalNaive,1.634976884917122,0.2250000000000001,0.2598076211353315,0.016245487364620944,SeasonalNaive,False,mape,8|Ceuta|Ambos géneros,trimestral
SeasonalNaive,24.479238896507802,2.275,2.69675731203236,0.19402985074626866,SeasonalNaive,False,mape,8|Ceuta|Hombres,trimestral
Prophet,14.042333789099658,2.091658075015289,2.7845885400804615,0.12358393353118398,Prophet,False,mape,8|Ceuta|Mujeres,trimestral
AutoARIMA,4.084186033864965,0.7387336511548401,0.969959169402237,0.04064559291085778,AutoARIMA,False,mape,8|Comunidad Foral de Navarra|Ambos géneros,trimestral
WindowAverage,4.920689215143439,0.6687499999999997,0.993219197861177,0.04676573426573424,WindowAverage,False,mape,8|Comunidad Foral de Navarra|Hombres,trimestral
AutoARIMA,3.5857913838468787,0.807327964512754,1.0944568929864136,0.03592115526196903,AutoARIMA,False,mape,8|Comunidad Foral de Navarra|Mujeres,trimestral
Naive,1.5447911814935513,0.17499999999999938,0.2179449471770329,0.015418502202643118,AutoARIMA,True,mape,8|Comunidad de Madrid|Ambos géneros,trimestral
Naive,3.2755865780842583,0.2999999999999994,0.3741657386773935,0.03260869565217385,Naive,False,mape,8|Comunidad de Madrid|Hombres,trimestral
WindowAverage,2.531350178730116,0.3406250000000002,0.3491619430865857,0.025325278810408934,WindowAverage,False,mape,8|Comunidad de Madrid|Mujeres,trimestral
AutoARIMA,1.7794479999467858,0.29067580096233847,0.5016604836498916,0.01808247595411126,AutoARIMA,False,mape,8|Comunitat Valenciana|Ambos géneros,trimestral
AutoARIMA,4.695338797740646,0.5999682160346893,0.724828133792994,0.04502575730091477,AutoARIMA,False,mape,8|Comunitat Valenciana|Hombres,trimestral
Prophet,3.25846717093056,0.6291927995405135,0.7869906661012622,0.03298520574262194,Prophet,False,mape,8|Comunitat Valenciana|Mujeres,trimestral
SeasonalNaive,3.211653362666755,0.7249999999999996,0.9937303457175898,0.03269447576099209,SeasonalNaive,False,mape,8|Extremadura|Ambos géneros,trimestral
AutoTheta,3.1308181672024924,0.5717865099677528,0.7081549469462951,0.03194338044512586,AutoTheta,False,mape,8|Extremadura|Hombres,trimestral
Naive,3.0798724246463607,0.8250000000000002,1.0665364503850778,0.03084112149532711,Naive,False,mape,8|Extremadura|Mujeres,trimestral
Prophet,2.5640675742312284,0.33261086448329014,0.34687825849958315,0.025008335675435346,Prophet,False,mape,8|Galicia|Ambos géneros,trimestral
Prophet,4.556323660473737,0.4891939287491458,0.6787386441922432,0.04749455618923745,Prophet,False,mape,8|Galicia|Hombres,trimestral
AutoTheta,3.5876163920152946,0.5609816132079319,0.8387594230999565,0.03478955740824384,AutoTheta,False,mape,8|Galicia|Mujeres,trimestral
AutoETS,5.675567305713519,0.8262454294754136,1.0204216953800316,0.056689223291623576,AutoETS,False,mape,8|Illes Balears|Ambos géneros,trimestral
AutoETS,8.465153693939214,1.151275935933548,1.3708934580455412,0.08357720043074758,AutoETS,False,mape,8|Illes Balears|Hombres,trimestral
Prophet,7.769670533620094,1.2679020617063887,1.7604710913762716,0.08246517474513099,Prophet,False,mape,8|Illes Balears|Mujeres,trimestral
AutoTheta,1.8160040066659182,0.27312674057983566,0.4170914855280282,0.01854850530253553,AutoTheta,False,mape,8|La Rioja|Ambos géneros,trimestral
AutoETS,4.2541637121545195,0.47171728668591273,0.5409456505232482,0.04249705285458673,AutoETS,False,mape,8|La Rioja|Hombres,trimestral
WindowAverage,4.082110579955416,0.7687500000000016,0.9165577586819081,0.0416102841677944,WindowAverage,False,mape,8|La Rioja|Mujeres,trimestral
HistoricAverage,13.402265517759622,3.628150457366975,4.42282673361312,0.13004123503107437,HistoricAverage,False,mape,8|Melilla|Ambos géneros,trimestral
HistoricAverage,35.30113426751063,7.4387249898747605,7.956066997413311,0.29460296989603013,HistoricAverage,False,mape,8|Melilla|Hombres,trimestral
AutoARIMA,14.085997604189846,4.660633774376168,5.667647141302347,0.15230829328026696,AutoARIMA,False,mape,8|Melilla|Mujeres,trimestral
Naive,6.255111167901866,1.125,1.3901438774457846,0.0615595075239398,Naive,False,mape,8|País Vasco|Ambos géneros,trimestral
RWD,3.800753526848433,0.5705613893715418,0.8310508652871048,0.03729159407657136,AutoTheta,True,mape,8|País Vasco|Hombres,trimestral
Naive,9.32570252189053,1.950000000000001,2.115419580130619,0.09187279151943467,Naive,False,mape,8|País Vasco|Mujeres,trimestral
Naive,6.94327929979493,1.049999999999999,1.1510864433221333,0.06796116504854362,Naive,False,mape,8|Principado de Asturias|Ambos géneros,trimestral
AutoARIMA,3.658058290922127,0.47943155864665954,0.7236723509509049,0.03789972795625767,AutoARIMA,False,mape,8|Principado de Asturias|Hombres,trimestral
AutoETS,11.724120764709287,2.0864152000386333,2.7779120186670703,0.11354640544427937,AutoETS,False,mape,8|Principado de Asturias|Mujeres,trimestral
SeasonalNaive,4.49754708055539,0.8000000000000007,0.9354143466934862,0.04389574759945134,SeasonalNaive,False,mape,8|Región de Murcia|Ambos géneros,trimestral
AutoTheta,9.534169308297678,1.3197176896088392,1.4198134659817643,0.09196638951977973,AutoTheta,False,mape,8|Región de Murcia|Hombres,trimestral
AutoETS,2.7024757939626074,0.6367835223302496,0.8283954701940843,0.027898511383581584,AutoETS,False,mape,8|Región de Murcia|Mujeres,trimestral
