indicador_id,indicador,unidad,territorio_cod,territorio,genero,anyo,trimestre,periodo,periodicidad,t_index,valor,origen,fuente,flag_missing,flag_outlier,algoritmo,modelo_mape,modelo_mae,aplico_parsimonia
1,Tasa de paro,%,01,Andalucía,Mujeres,2012,2.0,2012T2,trimestral,2012.25,34.13,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2012,3.0,2012T3,trimestral,2012.5,35.83,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2012,4.0,2012T4,trimestral,2012.75,37.46,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2013,1.0,2013T1,trimestral,2013.0,38.03,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2013,2.0,2013T2,trimestral,2013.25,37.02,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2013,3.0,2013T3,trimestral,2013.5,37.97,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2013,4.0,2013T4,trimestral,2013.75,38.89,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2014,1.0,2014T1,trimestral,2014.0,36.83,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2014,2.0,2014T2,trimestral,2014.25,36.95,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2014,3.0,2014T3,trimestral,2014.5,38.12,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2014,4.0,2014T4,trimestral,2014.75,37.31,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2015,1.0,2015T1,trimestral,2015.0,36.91,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2015,2.0,2015T2,trimestral,2015.25,33.77,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2015,3.0,2015T3,trimestral,2015.5,34.43,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2015,4.0,2015T4,trimestral,2015.75,32.87,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2016,1.0,2016T1,trimestral,2016.0,33.13,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2016,2.0,2016T2,trimestral,2016.25,31.97,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2016,3.0,2016T3,trimestral,2016.5,32.07,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2016,4.0,2016T4,trimestral,2016.75,31.38,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2017,1.0,2017T1,trimestral,2017.0,30.25,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2017,2.0,2017T2,trimestral,2017.25,27.63,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2017,3.0,2017T3,trimestral,2017.5,28.84,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2017,4.0,2017T4,trimestral,2017.75,27.85,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2018,1.0,2018T1,trimestral,2018.0,28.62,real,INE · EPA,False,False,Prophet,,,False
1,Tasa de paro,%,01,Andalucía,Mujeres,2018,2.0,2018T2,trimestral,2018.25,26.65,real,INE · EPA,False,False,Prophet,,,False
