tipo_hoja,label_norm,pre,post,estado
perfsaad,situación_a_31_de_marzo_de_2013,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_marzo_de_2014,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_marzo_de_2016,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_marzo_de_2017,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_marzo_de_2018,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_mayo_de_2014,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_mayo_de_2015,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_mayo_de_2016,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_mayo_de_2017,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_mayo_de_2018,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_octubre_de_2013,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_octubre_de_2014,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_octubre_de_2015,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_octubre_de_2016,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_octubre_de_2017,TRUE,FALSE,exclusiva_pre_2023
perfsaad,situación_a_31_de_octubre_de_2018,TRUE,FALSE,exclusiva_pre_2023
solsaad,hombre,TRUE,TRUE,comun
solsaad,mujer,TRUE,TRUE,comun
solsaad,1_1_solicitudes,TRUE,FALSE,exclusiva_pre_2023
solsaad,2_1_solicitudes,TRUE,FALSE,exclusiva_pre_2023
solsaad,34477,TRUE,FALSE,exclusiva_pre_2023
solsaad,34829,TRUE,FALSE,exclusiva_pre_2023
solsaad,35731,TRUE,FALSE,exclusiva_pre_2023
solsaad,391739,TRUE,FALSE,exclusiva_pre_2023
solsaad,397446,TRUE,FALSE,exclusiva_pre_2023
solsaad,413279,TRUE,FALSE,exclusiva_pre_2023
solsaad,45651,TRUE,FALSE,exclusiva_pre_2023
solsaad,46239,TRUE,FALSE,exclusiva_pre_2023
solsaad,49141,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_1_de_abril_de_2012,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_1_de_agosto_de_2012,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_1_de_julio_de_2012,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_1_de_junio_de_2012,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_1_de_mayo_de_2012,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_30_de_noviembre_de_2013,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_31_de_agosto_de_2013,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_31_de_diciembre_de_2013,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_31_de_marzo_de_2013,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_31_de_mayo_de_2014,TRUE,FALSE,exclusiva_pre_2023
solsaad,situación_a_31_de_octubre_de_2013,TRUE,FALSE,exclusiva_pre_2023
