year,month,fecha,file_idx,sheet_name,ncol,nrow,col_signature,first_row,second_row,tipo_hoja,periodo
2022,6,2022-06-01,1,43pbagpsaad,11,30,4.3. AGRUPACIÓN DE PRESTACIONES | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11,Situación a 30 de junio de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,porsaad,1,9,INFORMACIÓN ESTADÍSTICA DEL,SISTEMA PARA LA AUTONOMÍA Y ATENCIÓN A LA DEPENDENCIA,NA,otros,pre
2022,7,2022-07-01,1,indsaad,16,18,...1 | ÍNDICE. | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,1. INFORMACIÓN INCORPORADA AL SISAAD SOBRE EXPEDIENTES EN VIGOR A | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | 44773,otros,pre
2022,7,2022-07-01,1,11solsaad,10,28,0 | ...2 | ...3 | ...4 | ...5 | ...6 | Mujer | ...8 | ...9 | Hombre,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,solsaad,pre
2022,7,2022-07-01,1,12solcasaad,14,28,1.2. SOLICITUDES EN RELACIÓN A LA POBLACIÓN DE LAS CCAA | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14,NA | Situación a 31 de julio de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,13solaltabaja,29,33,...1 | ...2 | ...3 | ...4 | ...5 | 0 a 64 | ...7 | ...8 | 65 a 79 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24 | ...25 | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,14perfsaad,29,35,...1 | ...2 | ...3 | Menores de 3 | ...5 | ...6 | 3 a 18 | ...8 | ...9 | 19 a 30 | ...11 | ...12 | 31 a 45 | ...14 | ...15 | 46 a 54 | ...17 | ...18 | 55 a 64 | ...20 | ...21 | 65 a 79 | ...23 | ...24 | 80 y + | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,perfsaad,pre
2022,7,2022-07-01,1,21dictsaad,24,27,...1 | 2.1.  RESOLUCIONES DE GRADO | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24,NA | Situación a 31 de julio de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,dictsaad,pre
2022,7,2022-07-01,1,22dictcasaad,14,31,2.2. RESOLUCIONES DE GRADO EN RELACIÓN  A LA POBLACIÓN DE LAS CCAA | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14,NA | Situación a 31 de julio de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,23ResolGraAltaBaj,29,33,...1 | ...2 | ...3 | ...4 | ...5 | 0 a 64 | ...7 | ...8 | 65 a 79 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24 | ...25 | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,24perfresol,29,36,...1 | ...2 | ...3 | Menores de 3 | ...5 | ...6 | 3 a 18 | ...8 | ...9 | 19 a 30 | ...11 | ...12 | 31 a 45 | ...14 | ...15 | 46 a 54 | ...17 | ...18 | 55 a 64 | ...20 | ...21 | 65 a 79 | ...23 | ...24 | 80 y + | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,31benpresaad,24,32,...1 | ...2 | ...3 | ...4 | PAPD | ...6 | Teleasistencia | ...8 | Ayuda a Domicilio | ...10 | Centros Día/Noche | ...12 | Atención Residencial | ...14 | PE Vinculada al Servicio | ...16 | PE Cuidados Familiares | ...18 | PE Asistencia Personal | ...20 | ...21 | ...22 | ...23 | ...24,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,3.1. PERSONAS CON RESOLUCIÓN DE PIA Y PRESTACIONES | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,benpresaad_v1,pre
2022,7,2022-07-01,1,31benpresaad_graf,19,32,...1 | ...2 | ...3 | ...4 | PAPD | ...6 | Teleasistencia | ...8 | Ayuda a Domicilio | ...10 | Centros Día/Noche | ...12 | Atención Residencial | ...14 | PE Vinculada al Servicio | ...16 | PE Cuidados Familiares | ...18 | PE Asistencia Personal,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,3.1.a. DISTRIBUCIÓN DE LAS PRESTACIONES POR TIPO DE PRESTACIÓN EN CADA CCAA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,32pbpcasaad,14,31,3.2. PERSONAS CON RESOLUCIÓN DE PIA EN RELACIÓN A LA POBLACIÓN DE LAS CCAA | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14,NA | Situación a 31 de julio de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,33ResolPIAAltaBaj,31,33,...1 | ...2 | ...3 | ...4 | ...5 | 0 a 64 | ...7 | ...8 | 65 a 79 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24 | ...25 | ...26 | ...27 | ...28 | ...29 | ...30 | ...31,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,34perfpbsaad,29,34,...1 | ...2 | ...3 | Menores de 3 | ...5 | ...6 | 3 a 18 | ...8 | ...9 | 19 a 30 | ...11 | ...12 | 31 a 45 | ...14 | ...15 | 46 a 54 | ...17 | ...18 | 55 a 64 | ...20 | ...21 | 65 a 79 | ...23 | ...24 | 80 y + | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,41pbgrado,17,28,...1 | 4.1.  PRESTACIONES Y PERSONAS CON RESOLUCIÓN DE PIA POR GRADO | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17,NA | Situación a 31 de julio de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,42SubtipoVinculada,16,28,...1 | ...2 | ...3 | ...4 | Prestación económica vinculada al S.P.A.P.D. | ...6 | Prestación económica vinculada al Servicio de Teleasistencia | ...8 | Prestación económica vinculada al S.A.D. | ...10 | Prestación económica vinculada al S.C.D. | ...12 | Prestación económica vinculada al S.A.R. | ...14 | Prestación económica vinculada al Servicio - Subtipo No Informado | ...16,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | 4.2. SUBTIPO DE PRESTACIÓN ECONÓMICA VINCULADA AL SERVICIO | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,7,2022-07-01,1,43pbagpsaad,11,30,4.3. AGRUPACIÓN DE PRESTACIONES | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11,Situación a 31 de julio de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,porsaad,1,9,INFORMACIÓN ESTADÍSTICA DEL,SISTEMA PARA LA AUTONOMÍA Y ATENCIÓN A LA DEPENDENCIA,NA,otros,pre
2022,8,2022-08-01,1,indsaad,16,18,...1 | ÍNDICE. | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,1. INFORMACIÓN INCORPORADA AL SISAAD SOBRE EXPEDIENTES EN VIGOR A | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | 44804,otros,pre
2022,8,2022-08-01,1,11solsaad,10,28,0 | ...2 | ...3 | ...4 | ...5 | ...6 | Mujer | ...8 | ...9 | Hombre,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,solsaad,pre
2022,8,2022-08-01,1,12solcasaad,14,28,1.2. SOLICITUDES EN RELACIÓN A LA POBLACIÓN DE LAS CCAA | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14,NA | Situación a 31 de agosto de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,13solaltabaja,29,33,...1 | ...2 | ...3 | ...4 | ...5 | 0 a 64 | ...7 | ...8 | 65 a 79 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24 | ...25 | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,14perfsaad,29,35,...1 | ...2 | ...3 | Menores de 3 | ...5 | ...6 | 3 a 18 | ...8 | ...9 | 19 a 30 | ...11 | ...12 | 31 a 45 | ...14 | ...15 | 46 a 54 | ...17 | ...18 | 55 a 64 | ...20 | ...21 | 65 a 79 | ...23 | ...24 | 80 y + | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,perfsaad,pre
2022,8,2022-08-01,1,21dictsaad,24,27,...1 | 2.1.  RESOLUCIONES DE GRADO | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24,NA | Situación a 31 de agosto de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,dictsaad,pre
2022,8,2022-08-01,1,22dictcasaad,14,31,2.2. RESOLUCIONES DE GRADO EN RELACIÓN  A LA POBLACIÓN DE LAS CCAA | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14,NA | Situación a 31 de agosto de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,23ResolGraAltaBaj,29,33,...1 | ...2 | ...3 | ...4 | ...5 | 0 a 64 | ...7 | ...8 | 65 a 79 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24 | ...25 | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,24perfresol,29,36,...1 | ...2 | ...3 | Menores de 3 | ...5 | ...6 | 3 a 18 | ...8 | ...9 | 19 a 30 | ...11 | ...12 | 31 a 45 | ...14 | ...15 | 46 a 54 | ...17 | ...18 | 55 a 64 | ...20 | ...21 | 65 a 79 | ...23 | ...24 | 80 y + | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,31benpresaad,24,32,...1 | ...2 | ...3 | ...4 | PAPD | ...6 | Teleasistencia | ...8 | Ayuda a Domicilio | ...10 | Centros Día/Noche | ...12 | Atención Residencial | ...14 | PE Vinculada al Servicio | ...16 | PE Cuidados Familiares | ...18 | PE Asistencia Personal | ...20 | ...21 | ...22 | ...23 | ...24,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,3.1. PERSONAS CON RESOLUCIÓN DE PIA Y PRESTACIONES | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,benpresaad_v1,pre
2022,8,2022-08-01,1,31benpresaad_graf,19,32,...1 | ...2 | ...3 | ...4 | PAPD | ...6 | Teleasistencia | ...8 | Ayuda a Domicilio | ...10 | Centros Día/Noche | ...12 | Atención Residencial | ...14 | PE Vinculada al Servicio | ...16 | PE Cuidados Familiares | ...18 | PE Asistencia Personal,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,3.1.a. DISTRIBUCIÓN DE LAS PRESTACIONES POR TIPO DE PRESTACIÓN EN CADA CCAA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,32pbpcasaad,14,31,3.2. PERSONAS CON RESOLUCIÓN DE PIA EN RELACIÓN A LA POBLACIÓN DE LAS CCAA | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14,NA | Situación a 31 de agosto de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,33ResolPIAAltaBaj,31,33,...1 | ...2 | ...3 | ...4 | ...5 | 0 a 64 | ...7 | ...8 | 65 a 79 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24 | ...25 | ...26 | ...27 | ...28 | ...29 | ...30 | ...31,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,34perfpbsaad,29,34,...1 | ...2 | ...3 | Menores de 3 | ...5 | ...6 | 3 a 18 | ...8 | ...9 | 19 a 30 | ...11 | ...12 | 31 a 45 | ...14 | ...15 | 46 a 54 | ...17 | ...18 | 55 a 64 | ...20 | ...21 | 65 a 79 | ...23 | ...24 | 80 y + | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,41pbgrado,17,28,...1 | 4.1.  PRESTACIONES Y PERSONAS CON RESOLUCIÓN DE PIA POR GRADO | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17,NA | Situación a 31 de agosto de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,42SubtipoVinculada,16,28,...1 | ...2 | ...3 | ...4 | Prestación económica vinculada al S.P.A.P.D. | ...6 | Prestación económica vinculada al Servicio de Teleasistencia | ...8 | Prestación económica vinculada al S.A.D. | ...10 | Prestación económica vinculada al S.C.D. | ...12 | Prestación económica vinculada al S.A.R. | ...14 | Prestación económica vinculada al Servicio - Subtipo No Informado | ...16,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | 4.2. SUBTIPO DE PRESTACIÓN ECONÓMICA VINCULADA AL SERVICIO | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,8,2022-08-01,1,43pbagpsaad,11,30,4.3. AGRUPACIÓN DE PRESTACIONES | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11,Situación a 31 de agosto de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,9,2022-09-01,1,porsaad,1,9,INFORMACIÓN ESTADÍSTICA DEL,SISTEMA PARA LA AUTONOMÍA Y ATENCIÓN A LA DEPENDENCIA,NA,otros,pre
2022,9,2022-09-01,1,indsaad,16,18,...1 | ÍNDICE. | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,1. INFORMACIÓN INCORPORADA AL SISAAD SOBRE EXPEDIENTES EN VIGOR A | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | 44834,otros,pre
2022,9,2022-09-01,1,11solsaad,10,28,0 | ...2 | ...3 | ...4 | ...5 | ...6 | Mujer | ...8 | ...9 | Hombre,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,solsaad,pre
2022,9,2022-09-01,1,12solcasaad,14,28,1.2. SOLICITUDES EN RELACIÓN A LA POBLACIÓN DE LAS CCAA | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14,NA | Situación a 30 de septiembre de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,9,2022-09-01,1,13solaltabaja,29,33,...1 | ...2 | ...3 | ...4 | ...5 | 0 a 64 | ...7 | ...8 | 65 a 79 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24 | ...25 | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,9,2022-09-01,1,14perfsaad,29,35,...1 | ...2 | ...3 | Menores de 3 | ...5 | ...6 | 3 a 18 | ...8 | ...9 | 19 a 30 | ...11 | ...12 | 31 a 45 | ...14 | ...15 | 46 a 54 | ...17 | ...18 | 55 a 64 | ...20 | ...21 | 65 a 79 | ...23 | ...24 | 80 y + | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,perfsaad,pre
2022,9,2022-09-01,1,21dictsaad,24,27,...1 | 2.1.  RESOLUCIONES DE GRADO | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24,NA | Situación a 30 de septiembre de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,dictsaad,pre
2022,9,2022-09-01,1,22dictcasaad,14,31,2.2. RESOLUCIONES DE GRADO EN RELACIÓN  A LA POBLACIÓN DE LAS CCAA | ...2 | ...3 | ...4 | ...5 | ...6 | ...7 | ...8 | ...9 | ...10 | ...11 | ...12 | ...13 | ...14,NA | Situación a 30 de septiembre de 2022 | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,9,2022-09-01,1,23ResolGraAltaBaj,29,33,...1 | ...2 | ...3 | ...4 | ...5 | 0 a 64 | ...7 | ...8 | 65 a 79 | ...10 | ...11 | ...12 | ...13 | ...14 | ...15 | ...16 | ...17 | ...18 | ...19 | ...20 | ...21 | ...22 | ...23 | ...24 | ...25 | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,9,2022-09-01,1,24perfresol,29,36,...1 | ...2 | ...3 | Menores de 3 | ...5 | ...6 | 3 a 18 | ...8 | ...9 | 19 a 30 | ...11 | ...12 | 31 a 45 | ...14 | ...15 | 46 a 54 | ...17 | ...18 | 55 a 64 | ...20 | ...21 | 65 a 79 | ...23 | ...24 | 80 y + | ...26 | ...27 | ...28 | ...29,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,otros,pre
2022,9,2022-09-01,1,31benpresaad,24,32,...1 | ...2 | ...3 | ...4 | PAPD | ...6 | Teleasistencia | ...8 | Ayuda a Domicilio | ...10 | Centros Día/Noche | ...12 | Atención Residencial | ...14 | PE Vinculada al Servicio | ...16 | PE Cuidados Familiares | ...18 | PE Asistencia Personal | ...20 | ...21 | ...22 | ...23 | ...24,NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,3.1. PERSONAS CON RESOLUCIÓN DE PIA Y PRESTACIONES | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA | NA,benpresaad_v1,pre
