horas;grado I;grado II;grado III;total;servicio;fecha
De 11 a 15;9,78974385714865e-02;4,88129844961240e-02;1,14823703156729e-02;0,062326381124180666;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 16 a 20;4,71323704077080e-01;1,14125753660637e-02;2,16971263306873e-02;0,210725484642028310;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 21 a 30;7,66400732333328e-02;1,67655846253230e-01;1,33517937357701e-01;0,121730747250672122;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 31 a 45;3,66166663769779e-03;6,93387973729544e-01;2,15371361762353e-02;0,261950196540294500;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 46 a 55;5,38821198268820e-04;5,13094853574505e-02;1,04485877792136e-01;0,040272125070192961;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 56 a 65;1,21089925202348e-03;5,36983204134367e-03;1,02196787889976e-01;0,023135103438337030;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 66 a 70;2,31751053018847e-04;5,58516365202412e-04;5,35696264845240e-01;0,108459929136166880;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
71 o más;2,42759228037242e-03;5,21506244616710e-03;6,28884376346071e-02;0,015663590599857873;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
Menos de 5;3,06806450205749e-03;1,75851734051012e-03;1,28079668431959e-03;0,002193436858027506;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
De 5 a 10;4,20026754685705e-01;1,68282463759251e-02;6,56228413539028e-03;0,178879067922540019;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
De 11 a 15;8,93737367862388e-02;5,60814117071381e-02;1,33116509325351e-02;0,060839011798973434;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
De 16 a 20;4,10066450496561e-01;1,07422472322466e-02;2,50402947271471e-02;0,176268256439705645;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
De 21 a 30;7,16487575065796e-02;1,71898892898648e-01;1,56113285747179e-01;0,127835039339778467;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
De 31 a 45;4,17314934640048e-03;6,81532509633617e-01;2,20757540870366e-02;0,270100584324474757;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
De 46 a 55;5,81623602285781e-04;4,90244051623953e-02;1,06939327653696e-01;0,041213524121885232;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
De 56 a 65;4,50758291771480e-04;1,02758578506331e-02;8,79000690766751e-02;0,022242219367366631;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
De 66 a 70;2,69000916057174e-04;5,96366750259955e-04;5,17715288970758e-01;0,106830143328222216;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
71 o más;3,41703866342896e-04;1,26154504862683e-03;6,30612479852636e-02;0,013598716499026126;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-10-31
Menos de 5;5,97796692191637e-04;0,00000000000000e+00;0,00000000000000e+00;0,000318239679941808;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 5 a 10;2,16630134646588e-02;1,59345620651192e-04;0,00000000000000e+00;0,011577862641692430;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 11 a 15;9,36548151100231e-02;6,90497689488501e-04;1,66223404255319e-04;0,050084863914651147;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 16 a 20;7,04859233112243e-01;1,01981197216763e-02;8,31117021276596e-04;0,378296053827968715;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 21 a 30;1,61718238492414e-01;8,24879162904339e-02;5,90093085106383e-03;0,110701945808328803;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 31 a 45;3,13131600671810e-03;7,33414776650555e-01;1,41289893617021e-02;0,213493362429532652;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 46 a 55;2,56198582367844e-04;1,35656238381048e-01;3,69847074468085e-02;0,045584045584045586;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 56 a 65;4,18457684534146e-03;5,52398151590800e-03;1,67386968085106e-01;0,034324422622294966;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 66 a 70;1,13866036607931e-04;2,65576034418654e-04;6,06216755319149e-01;0,110671637267381953;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
71 o más;9,82094565743403e-03;3,16035480958198e-02;1,68384308510638e-01;0,044947566224161968;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
Menos de 5;2,56518642477866e-03;1,53705300159720e-03;1,09156916133147e-03;0,001886755078391950;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 5 a 10;3,38940456406307e-01;1,47289774587836e-02;5,59275884906910e-03;0,151519803500153510;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 11 a 15;9,02331829736475e-02;4,91055019814618e-02;1,13694900286997e-02;0,059073756772014617;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 16 a 20;4,69979212146129e-01;1,06724941023945e-02;2,14634385655064e-02;0,209254013687640517;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 21 a 30;8,99610300121021e-02;1,60628721506045e-01;1,33919591826723e-01;0,125018570423999914;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 31 a 45;3,96069416376660e-03;6,87978240675769e-01;2,08992567517845e-02;0,260815414937553836;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 46 a 55;5,15353480373139e-04;5,99183357057412e-02;9,65977383668163e-02;0,041922113165687801;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 56 a 65;1,21021210559535e-03;9,67675107092497e-03;9,96148845880246e-02;0,024213356839363355;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
De 66 a 70;2,37410030284255e-04;5,54675648402467e-04;5,30686584737656e-01;0,107443521150474924;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
71 o más;2,39726225701662e-03;5,19924884888096e-03;7,87646871243898e-02;0,018852694444719563;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-10-31
Menos de 5;3,03266110557588e-03;1,73746784925759e-03;1,17151225087506e-03;0,002145600193339797;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
De 5 a 10;4,12347366966539e-01;1,70636034627962e-02;6,51475105364669e-03;0,175078617974117223;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
De 11 a 15;8,79398994931020e-02;5,66004810282168e-02;1,33866704764626e-02;0,060386266979861422;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
De 16 a 20;4,13547340785292e-01;1,07358821253253e-02;2,51732266590471e-02;0,176956018143289540;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
De 21 a 30;7,62819720297012e-02;1,69429670488084e-01;1,56011143653118e-01;0,128912846781157608;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
De 31 a 45;5,22897682232388e-03;6,73022207722248e-01;2,23444531752268e-02;0,268164657131320761;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
De 46 a 55;5,74532919281761e-04;5,39904856564062e-02;1,03350239302807e-01;0,042525913722115304;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
De 56 a 65;4,36354115910198e-04;1,56144490557735e-02;8,66347596256875e-02;0,024114424150970089;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
De 66 a 70;2,61812469546119e-04;5,84214080318055e-04;5,10636474033860e-01;0,105673756774997879;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
71 o más;3,49083292728159e-04;1,22153853157412e-03;7,47767697692692e-02;0,016041898148830381;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-11-30
Menos de 5;5,64620857094461e-04;0,00000000000000e+00;0,00000000000000e+00;0,000301086923794900;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 5 a 10;2,17661340409915e-02;1,58688177730759e-04;0,00000000000000e+00;0,011652063950862612;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 11 a 15;9,24284343063633e-02;6,34752710923036e-04;2,47954376394743e-04;0,049513744618071238;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 16 a 20;7,03207046468297e-01;1,04205236709865e-02;8,26514587982478e-04;0,378104958901634869;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 21 a 30;1,63231889786009e-01;8,11954509389051e-02;6,11620795107034e-03;0,111266672688405163;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 31 a 45;5,22274292812377e-03;7,29859825443004e-01;1,42987023720969e-02;0,213109324662029920;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 46 a 55;1,97617299983061e-04;1,36524728907696e-01;3,62013389536325e-02;0,045554451570168304;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 56 a 65;4,03703912822540e-03;8,19888918275588e-03;1,68278370113232e-01;0,035136844006864780;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 66 a 70;1,12924171418892e-04;2,64480296217932e-04;5,95007851888586e-01;0,108511727335681818;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
71 o más;9,23155101349444e-03;3,27426606717800e-02;1,79023059757005e-01;0,046849125342486378;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
Menos de 5;2,52681488334442e-03;1,51932327085752e-03;9,98660333698697e-04;0,001843363398886096;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 5 a 10;3,32302176992686e-01;1,49411179300050e-02;5,55352575812934e-03;0,148302035585785391;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 11 a 15;8,88490560582844e-02;4,95737269862332e-02;1,14480574838631e-02;0,058598255212183939;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 16 a 20;4,72826621180144e-01;1,06949742909272e-02;2,15808062355377e-02;0,209860022672384045;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 21 a 30;9,40819335626933e-02;1,58341350140985e-01;1,33893557422969e-01;0,126006703139632303;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 31 a 45;5,22709531932117e-03;6,80066345994361e-01;2,11545487760322e-02;0,259115777022031646;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 46 a 55;4,97267917546041e-04;6,43357107314646e-02;9,34356351236146e-02;0,043015919956626743;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 56 a 65;1,17378357281217e-03;1,46823685519987e-02;9,86481549141396e-02;0,025915520725516290;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
De 66 a 70;2,31287403509786e-04;5,44037153756842e-04;5,22969187675070e-01;0,106124008083197802;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
71 o más;2,28396310965914e-03;5,30104494941118e-03;9,03178662769456e-02;0,021218394203755729;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-11-30
Menos de 5;3,21883086958063e-03;1,92530717745420e-03;1,22702887798197e-03;0,002314463942167551;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
De 5 a 10;3,99000319047113e-01;1,70094067173513e-02;6,57744549708937e-03;0,171929108610738651;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
De 11 a 15;8,43418767060158e-02;5,66828624921358e-02;1,37113343225659e-02;0,059275345420626131;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
De 16 a 20;4,28451912510192e-01;1,11652656393308e-02;2,52254308868851e-02;0,185600186556287516;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
De 21 a 30;7,71739515757382e-02;1,67797342469699e-01;1,56574591941559e-01;0,128245787908820602;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
De 31 a 45;6,18951398489844e-03;6,66050164105907e-01;2,29283186850816e-02;0,263365009036320152;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
De 46 a 55;6,02644546066858e-04;5,80851531528800e-02;1,00616367994521e-01;0,043141141491284327;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
De 56 a 65;3,75766599312276e-04;1,94653103610330e-02;8,59490925693414e-02;0,025199673526496824;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
De 66 a 70;2,55237690098905e-04;5,53336314780144e-04;5,00984476657916e-01;0,102670086865271376;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
71 o más;3,89946470984438e-04;1,26585156942855e-03;8,62059125670585e-02;0,018259196641986823;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-12-31
Menos de 5;5,59143392322961e-04;0,00000000000000e+00;0,00000000000000e+00;0,000298035943134742;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 5 a 10;2,14151919259694e-02;2,09215963177990e-04;0,00000000000000e+00;0,011474383810687569;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 11 a 15;8,98823003159160e-02;6,27647889533971e-04;3,27385824193812e-04;0,048147706613417579;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 16 a 20;6,92582962900836e-01;1,05654061404885e-02;9,00311016532984e-04;0,372336303758233178;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 21 a 30;1,73138751432805e-01;7,79329462838015e-02;6,30217711573089e-03;0,115637945936279921;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 31 a 45;8,86242276831893e-03;7,21481249019300e-01;1,39138975282370e-02;0,212812565195362569;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 46 a 55;1,67743017696888e-04;1,42632982896595e-01;3,46210509084957e-02;0,047030071826662294;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 56 a 65;3,99787525510917e-03;1,26575657722684e-02;1,66148305778360e-01;0,035987840133520105;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 66 a 70;1,11828678464592e-04;2,61519953972488e-04;5,86266164675070e-01;0,106875689208118504;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
71 o más;9,28178031256116e-03;3,36314660808620e-02;1,91520707153380e-01;0,049399457574583493;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
Menos de 5;2,68047999819039e-03;1,68140655616163e-03;1,04466552482295e-03;0,001984296269571767;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 5 a 10;3,22579368221043e-01;1,48811099931155e-02;5,59989310399281e-03;0,145658072112349213;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 11 a 15;8,54530237397785e-02;4,95816342742149e-02;1,17221189703971e-02;0,057447083401386080;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 16 a 20;4,81830417227456e-01;1,10880156754753e-02;2,16099996355818e-02;0,216122529075790853;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 21 a 30;9,65764502301594e-02;1,56403908277286e-01;1,34239519939750e-01;0,126166139714934150;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 31 a 45;6,72947510094213e-03;6,72986283959117e-01;2,15857050884929e-02;0,255060077372928240;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 46 a 55;5,14606919483810e-04;6,87787957422020e-02;9,08008697447858e-02;0,043771528030013093;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 56 a 65;1,10838413427282e-03;1,86013874913944e-02;9,78341411270240e-02;0,026961077077965290;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
De 66 a 70;2,26200843729147e-04;5,16337446380342e-04;5,13538136365293e-01;0,103344294904453959;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
71 o más;2,30159358494407e-03;5,48112058465286e-03;1,02024950499860e-01;0,023484902040607381;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-12-31
Menos de 5;3,22369915928198e-03;1,90201947486076e-03;1,23112160904731e-03;0,002308464564631171;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
De 5 a 10;3,93767041581459e-01;1,70878642064184e-02;6,57075370410135e-03;0,169761157092326920;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
De 11 a 15;8,28433878663940e-02;5,64164740650930e-02;1,34707608617851e-02;0,058522932888178093;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
De 16 a 20;4,30548454896614e-01;1,11317394763763e-02;2,51234700450934e-02;0,186366926210849493;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
De 21 a 30;8,03936605316973e-02;1,65377183344069e-01;1,57168420299191e-01;0,128774967021934778;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
De 31 a 45;7,59770506703022e-03;6,60758534459895e-01;2,25753346217164e-02;0,262201884127336193;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
De 46 a 55;6,03556009997728e-04;6,22058879248286e-02;9,80316369622790e-02;0,044190607380082417;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
De 56 a 65;3,90536241763236e-04;2,33470996097450e-02;8,47899219812469e-02;0,026437902011370137;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
De 66 a 70;2,41422403999091e-04;5,45599211912249e-04;4,94796363896643e-01;0,101181373521823881;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
71 o más;3,90536241763236e-04;1,22759822680256e-03;9,62422160188963e-02;0,020253785181466911;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-01-31
Menos de 5;5,27851090429226e-04;0,00000000000000e+00;0,00000000000000e+00;0,000283404433041974;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 5 a 10;2,10584803444923e-02;2,10028878970858e-04;0,00000000000000e+00;0,011366009367262312;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 11 a 15;8,72065564661759e-02;6,30086636912575e-04;3,33277787035494e-04;0,047060051907759318;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 16 a 20;6,83594943742186e-01;1,05014439485429e-02;7,49875020829862e-04;0,370141105575609253;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 21 a 30;1,84303375468815e-01;7,59779469677081e-02;5,99900016663889e-03;0,121610333820590083;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 31 a 45;9,50131962772607e-03;7,17091100026254e-01;1,39976670554908e-02;0,211315294889770605;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 46 a 55;1,66689818030282e-04;1,47177736938829e-01;3,42442926178970e-02;0,048029593389218701;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 56 a 65;4,27837199611057e-03;1,42294565502757e-02;1,64222629561740e-01;0,035738790608872049;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 66 a 70;1,11126545353521e-04;2,62536098713573e-04;5,84652557907016e-01;0,104799976134363537;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
71 o más;9,25128490068065e-03;3,39196639537936e-02;1,95800699883353e-01;0,049655439873512126;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
Menos de 5;2,67462835106052e-03;1,66195448495964e-03;1,05039450863522e-03;0,001976824780108750;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 5 a 10;3,17862332977093e-01;1,49575903646368e-02;5,60617534259960e-03;0,143822544588381174;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 11 a 15;8,37220874541270e-02;4,93752772683030e-02;1,15421257053521e-02;0,056639690736745511;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 16 a 20;4,82004218335623e-01;1,10510041250902e-02;2,15453013166573e-02;0,216411062409090471;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 21 a 30;1,01534094443219e-01;1,54085031153370e-01;1,34975694359626e-01;0,127585735622870650;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 31 a 45;7,98430281542803e-03;6,67787878988525e-01;2,13132374135867e-02;0,253841385436902656;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 46 a 55;5,14569090795999e-04;7,29141146947235e-02;8,86606248625937e-02;0,044812909397971439;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 56 a 65;1,18181252721279e-03;2,21947069067120e-02;9,64164447810050e-02;0,027956207229809543;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
De 66 a 70;2,14875004947780e-04;5,09842610923875e-04;5,07865744925129e-01;0,101760106211622764;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
71 o más;2,30707900049195e-03;5,46259940275580e-03;1,11024256784816e-01;0,025193533586497067;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2024-01-31
Menos de 5;3,00183090395560e-03;1,89044527958091e-03;1,18396165119335e-03;0,002205400599026582;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
De 5 a 10;3,86952325531885e-01;1,70823368636830e-02;6,61285897861650e-03;0,167408625046798959;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
De 11 a 15;8,07017045857757e-02;5,60300649128801e-02;1,34422963080610e-02;0,057571485398727071;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2024-02-29
