horas;grado I;grado II;grado III;total;servicio;fecha
De 11 a 15;9,28977687035146e-02;6,01092896174863e-04;2,52143217347453e-04;0,049609974722019758;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 16 a 20;7,28511010646055e-01;9,56284153005464e-03;7,56429652042360e-04;0,390195865576973777;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 21 a 30;1,41898789558116e-01;8,25136612021858e-02;5,63119852075979e-03;0,099902299830963201;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 31 a 45;1,89587283068397e-03;7,56939890710382e-01;1,29433518238359e-02;0,218212552145526734;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 46 a 55;2,62505468863935e-04;1,16393442622951e-01;4,13514876449824e-02;0,040801451545368544;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 56 a 65;3,73341111273152e-03;1,74863387978142e-03;1,86585980837115e-01;0,036908952747235706;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 66 a 70;2,91672743182150e-05;2,73224043715847e-04;6,09430156328795e-01;0,112541289952390558;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
71 o más;9,97520781682952e-03;3,19125683060109e-02;1,42965204236006e-01;0,040739419692011850;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
Menos de 5;2,56170167658958e-03;1,58608657274276e-03;8,82679309996974e-04;0,001864895312135267;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 5 a 10;3,54250952540796e-01;1,40403141830620e-02;5,28346615555331e-03;0,158858633323522541;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 11 a 15;9,63553168559970e-02;4,88031942404369e-02;1,28366791082417e-02;0,062054074352234319;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 16 a 20;4,67448721799198e-01;1,20473619242678e-02;2,25713709270655e-02;0,210375414844059194;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 21 a 30;7,18513153013091e-02;1,72848956286075e-01;1,31443558962978e-01;0,121002527123443379;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 31 a 45;3,29782284802337e-03;6,98767679693265e-01;2,30127105820640e-02;0,263150683541220509;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 46 a 55;5,12340335317916e-04;4,51758832088600e-02;1,09704428528195e-01;0,038916686119089425;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 56 a 65;1,06590345623612e-03;9,03379743605657e-04;1,05782810450923e-01;0,022076808314134638;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
De 66 a 70;2,12002897372931e-04;4,96514057554255e-04;5,37778674467870e-01;0,108483624443068680;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
71 o más;2,44392228916017e-03;5,33063009013109e-03;5,07036215071119e-02;0,013216652627091980;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-05-31
Menos de 5;3,10581701256942e-03;1,84268922850131e-03;1,17898459951367e-03;0,002227399420876150;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
De 5 a 10;4,37204033908214e-01;1,63176012106860e-02;6,27809299241029e-03;0,187625291217424273;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
De 11 a 15;9,88599824612686e-02;5,63235605460633e-02;1,45309851890060e-02;0,065307953019932211;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
De 16 a 20;4,00204618532593e-01;1,13541021398719e-02;2,55250165794709e-02;0,174411394653037399;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
De 21 a 30;5,49693072201111e-02;1,85852851463566e-01;1,54432245228797e-01;0,125525997363240688;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
De 31 a 45;3,93890675241158e-03;6,90287067458108e-01;2,40807604450667e-02;0,271519989404802764;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
De 46 a 55;5,99239988307512e-04;3,52228085720335e-02;1,21140667600029e-01;0,038509929987418201;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
De 56 a 65;4,75007307804736e-04;8,54694152794223e-04;9,22260702969567e-02;0,019360314966318109;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
De 66 a 70;2,70388775211926e-04;5,41044922411022e-04;5,25945029843048e-01;0,107739911987622880;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
71 o más;3,72698041508331e-04;1,40358030596482e-03;3,46621472257019e-02;0,007771817979327324;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-06-30
Menos de 5;6,13765892152565e-04;0,00000000000000e+00;0,00000000000000e+00;0,000324710466500704;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 5 a 10;2,11310828583954e-02;5,44158458943244e-05;8,27746047512623e-05;0,011210242295857622;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 11 a 15;9,44030396025135e-02;5,98574304837569e-04;2,48323814253787e-04;0,050160035872775344;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 16 a 20;7,28014028934678e-01;9,46835718561245e-03;8,27746047512623e-04;0,387998082662007304;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 21 a 30;1,40113985094257e-01;8,39636502149426e-02;5,87699693733962e-03;0,099083079492214690;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 31 a 45;1,84129767645769e-03;7,57577406540785e-01;1,25817399221919e-02;0,218591993567640280;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 46 a 55;2,63042525208242e-04;1,14708603145236e-01;3,99801340948597e-02;0,040202248233420439;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 56 a 65;3,59491451117931e-03;1,68689122272406e-03;1,81441933614767e-01;0,036274797829078595;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 66 a 70;2,92269472453602e-05;2,72079229471622e-04;6,13277046602102e-01;0,114653719481081759;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
71 o más;9,99561595791320e-03;3,16700223104968e-02;1,45683304362222e-01;0,041501090099423245;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
Menos de 5;2,60701321627104e-03;1,61043838188634e-03;1,00060036021613e-03;0,001917108365746992;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 5 a 10;3,53934193374913e-01;1,42677987705845e-02;5,34070442265359e-03;0,158857997944335833;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 11 a 15;9,79558912068834e-02;4,92999732735758e-02;1,23699219531719e-02;0,062831274310244059;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 16 a 20;4,65714269013368e-01;1,11154512996580e-02;2,17880728437062e-02;0,209186501138676734;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 21 a 30;7,19909748242020e-02;1,73002199790300e-01;1,31954172503502e-01;0,121201052016364705;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 31 a 45;3,51888330985463e-03;6,98690405213709e-01;2,23384030418251e-02;0,262860496987041281;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 46 a 55;5,31924221257095e-04;4,52293332785099e-02;1,08852811687012e-01;0,038780507466897762;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 56 a 65;1,09892036919048e-03;9,59410099847180e-04;1,05688413047829e-01;0,022113504907394343;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
De 66 a 70;2,22122202283182e-04;5,07116767062081e-04;5,39035921552932e-01;0,108851951873274344;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
71 o más;2,42580826177686e-03;5,31787312486722e-03;5,16309785871523e-02;0,013399604990023982;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-06-30
Menos de 5;3,14304883028995e-03;1,81343505244892e-03;1,21161972871539e-03;0,002238985394001322;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
De 5 a 10;4,37831806779068e-01;1,63365485328372e-02;6,27973639882975e-03;0,187996634008535196;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
De 11 a 15;9,84335803045330e-02;5,55051823596542e-02;1,30766275599161e-02;0,064566929133858267;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
De 16 a 20;4,00122513272271e-01;1,09665921490769e-02;2,50893938946186e-02;0,174217106449480075;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
De 21 a 30;5,48246893413453e-02;1,84665530664249e-01;1,52841396022341e-01;0,124682935625413244;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
De 31 a 45;3,92334169535033e-03;6,92435161880345e-01;2,26513785868377e-02;0,272455971629500526;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
De 46 a 55;6,05273904673006e-04;3,55026810699267e-02;1,20408404503679e-01;0,038390334795936766;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
De 56 a 65;4,81302141065282e-04;8,36368752638079e-04;9,28662194509294e-02;0,019408547214040991;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
De 66 a 70;2,69820897263870e-04;5,54973658292557e-04;5,30142734714383e-01;0,108153513253591405;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
71 o más;3,64622834140365e-04;1,38352588053215e-03;3,54324891397500e-02;0,007889042495642243;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-07-31
Menos de 5;6,47382514786805e-04;0,00000000000000e+00;0,00000000000000e+00;0,000342978298827638;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 5 a 10;2,16873142453580e-02;1,64581961816985e-04;8,38012234978631e-05;0,011552132701421801;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 11 a 15;9,63128623135097e-02;6,03467193328944e-04;2,51403670493589e-04;0,051244075829383888;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 16 a 20;7,16358179089545e-01;9,49089313144613e-03;7,54211011480767e-04;0,382358443502120227;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 21 a 30;1,48691993055351e-01;8,62958086460391e-02;6,53649543283332e-03;0,104514841606385633;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 31 a 45;1,94214754436042e-03;7,46653500109721e-01;1,35757982066538e-02;0,215733349962584198;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 46 a 55;2,64838301503693e-04;1,22942725477288e-01;3,93865750439956e-02;0,042404589673235224;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 56 a 65;3,85486861077598e-03;1,70068027210884e-03;1,72379116735104e-01;0,034594038413569471;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 66 a 70;2,94264779448548e-05;2,74303269694975e-04;6,14430570686332e-01;0,114398852581691204;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
71 o más;1,02109878468646e-02;3,18740399385561e-02;1,52602027989609e-01;0,042856697430780744;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
Menos de 5;2,64707944744408e-03;1,58710613088153e-03;1,02980144925716e-03;0,001932296560915208;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 5 a 10;3,55141060701681e-01;1,43181600514441e-02;5,34994411443355e-03;0,159458553876307835;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 11 a 15;9,80003739803193e-02;4,86530120811613e-02;1,11519961821995e-02;0,062405369113990382;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 16 a 20;4,62870766425917e-01;1,07813761304711e-02;2,14374521205119e-02;0,207828950186049688;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 21 a 30;7,34579155271954e-02;1,72378880542900e-01;1,30885252489733e-01;0,121407175445977566;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 31 a 45;3,52943926325877e-03;6,99120250653313e-01;2,12867494694011e-02;0,263253362624295550;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 46 a 55;5,37596708973190e-04;4,64023314041785e-02;1,08242179160335e-01;0,039033902105371887;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 56 a 65;1,15115817030129e-03;9,44054508886426e-04;1,04763459630527e-01;0,021859892123939063;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
De 66 a 70;2,22050814575883e-04;5,19914077357742e-04;5,42667688095746e-01;0,109148303131227378;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
71 o más;2,44255896033471e-03;5,29491441940648e-03;5,31854772878546e-02;0,013672194831925470;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-07-31
Menos de 5;3,14966384098217e-03;1,73938588082501e-03;1,23208047659772e-03;0,002210719453436162;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
De 5 a 10;4,33374744226834e-01;1,63966109032438e-02;6,21838264071084e-03;0,184533914107134878;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
De 11 a 15;9,93422975738088e-02;5,60855314017131e-02;1,34224296626999e-02;0,064964124289571434;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
De 16 a 20;4,03463899444607e-01;1,07610006493707e-02;2,48880256272739e-02;0,173990482867670104;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
De 21 a 30;5,49693072201111e-02;1,82225795479143e-01;1,55676991984229e-01;0,124808687739606475;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
De 31 a 45;3,99006138555978e-03;6,91819474937382e-01;2,28152314137036e-02;0,273314736637976063;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
De 46 a 55;6,06547793042970e-04;3,64961810816661e-02;1,17511487338561e-01;0,038519026806092163;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
De 56 a 65;4,89622917275650e-04;2,57429110362101e-03;9,13478960413979e-02;0,019994928173993468;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
De 66 a 70;2,70388775211926e-04;5,64334085778781e-04;5,27707315659018e-01;0,108942822620343993;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
71 o más;3,43466822566501e-04;1,33739447725656e-03;3,91801591558074e-02;0,008720557304175307;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-08-31
Menos de 5;6,45085620455079e-04;0,00000000000000e+00;0,00000000000000e+00;0,000341827221876942;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 5 a 10;2,19035890218156e-02;1,63889647637258e-04;8,36750062756255e-05;0,011668738346799254;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 11 a 15;9,72906403940887e-02;6,55558590549030e-04;1,67350012551251e-04;0,051771286513362338;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 16 a 20;7,09418250058644e-01;9,77874897568970e-03;7,53075056480629e-04;0,378837787445618412;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 21 a 30;1,54292751583392e-01;8,56596558317400e-02;6,35930047694754e-03;0,107302672467371046;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 31 a 45;2,11118930330753e-03;7,41873804971319e-01;1,32206509915488e-02;0,214574269732753287;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 46 a 55;2,63898662913441e-04;1,27888555039607e-01;3,94109279558196e-02;0,043831572405220634;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 56 a 65;3,89983579638752e-03;2,23982518437585e-03;1,68688812651661e-01;0,034027346177750155;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 66 a 70;2,93220736570490e-05;2,73149412728763e-04;6,15513346163501e-01;0,114387818520820403;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
71 o más;1,01454374853390e-02;3,14668123463535e-02;1,55802861685215e-01;0,043256681168427603;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
Menos de 5;2,64966513613898e-03;1,52357478043595e-03;1,04997900041999e-03;0,001909418966060891;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 5 a 10;3,51241482174714e-01;1,43825459273153e-02;5,31165847271290e-03;0,156667450788041979;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 11 a 15;9,89208317491884e-02;4,92080796863467e-02;1,14633001457618e-02;0,062830644798022015;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 16 a 20;4,64445939227327e-01;1,06379376891772e-02;2,13207500555871e-02;0,206960495297774272;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 21 a 30;7,47755388529816e-02;1,70234088800710e-01;1,33606739629913e-01;0,121972582445357580;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 31 a 45;3,61477495393794e-03;6,97939449752504e-01;2,13948662203227e-02;0,263817636724908544;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 46 a 55;5,38121837803059e-04;4,78199337752829e-02;1,05961410183561e-01;0,039369566414246319;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 56 a 65;1,16983008218056e-03;2,53251985725797e-03;1,02749709711688e-01;0,022252363625443569;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
De 66 a 70;2,22267715614307e-04;5,28172590551128e-04;5,40578600192702e-01;0,109805354381153061;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
71 o más;2,42154827011377e-03;5,19369714041942e-03;5,65629863873311e-02;0,014414486558991788;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-08-31
Menos de 5;3,02940259890855e-03;1,82968549397664e-03;1,25530257120596e-03;0,002202368954600965;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
De 5 a 10;4,24130858596473e-01;1,67439285961392e-02;6,34865668196116e-03;0,181228583962722761;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
De 11 a 15;9,82236684760945e-02;5,56593402369366e-02;1,34331803884224e-02;0,064393355544752853;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
De 16 a 20;4,12911922656018e-01;1,16315720688515e-02;2,53080541367270e-02;0,178563806452377849;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
De 21 a 30;5,60584428290852e-02;1,79516747772473e-01;1,55469944882117e-01;0,124082593282033637;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
De 31 a 45;3,96431392727984e-03;6,87369788663638e-01;2,28984503506190e-02;0,271353789971662651;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
De 46 a 55;6,01532094998587e-04;3,96688115500819e-02;1,15790840619860e-01;0,039328440497504183;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
De 56 a 65;4,71079351504917e-04;5,71200135304474e-03;9,06270741349955e-02;0,021012911869671927;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
De 66 a 70;2,75400236264413e-04;5,99644825757052e-04;5,23100453063227e-01;0,107806404951328538;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
71 o más;3,33379233372711e-04;1,26847943910146e-03;4,57680431708654e-02;0,010027744513344636;7. INTENSIDAD DE LA AYUDA A DOMICILIO;2023-09-30
Menos de 5;6,35911666088565e-04;0,00000000000000e+00;0,00000000000000e+00;0,000338232581022077;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 5 a 10;2,22280032373685e-02;1,62048290390536e-04;8,37871805613741e-05;0,011884262960457536;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 11 a 15;9,66585732454619e-02;7,56225355155836e-04;1,67574361122748e-04;0,051657339647008180;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 16 a 20;7,04590126026130e-01;9,88494571382272e-03;7,54084625052367e-04;0,377713547752290824;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 21 a 30;1,58775580992022e-01;8,44811753902663e-02;6,20025136154168e-03;0,109633478875837881;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 31 a 45;2,45693143716037e-03;7,36347431534597e-01;1,36573104315040e-02;0,213394010208474233;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 46 a 55;2,89050757312984e-04;1,33149678604224e-01;3,89610389610390e-02;0,045200172191132162;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 56 a 65;4,16233090530697e-03;2,97088532382650e-03;1,69501466275660e-01;0,034161490683229816;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 66 a 70;5,78101514625968e-05;2,70080483984227e-04;6,09467951403435e-01;0,111939610110079316;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
71 o más;1,01456815816857e-02;3,19775293037325e-02;1,61206535400084e-01;0,044077854990467992;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
Menos de 5;2,54926158320732e-03;1,60152885443583e-03;1,07070334133284e-03;0,001900800572476408;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
De 5 a 10;3,43518792113512e-01;1,46761950904393e-02;5,42735831641130e-03;0,153835641625793246;7. INTENSIDAD DE LA AYUDA A DOMICILIO NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA NA;2023-09-30
