df_origen;ccaa;periodo;variable;yhat
benpresaad_all;Castilla-La Mancha;2021-01;prev_dep_prom_ap;6999,236132753574566
benpresaad_all;Castilla-La Mancha;2021-02;prev_dep_prom_ap;7055,242165946633577
benpresaad_all;Castilla-La Mancha;2021-03;prev_dep_prom_ap;7111,248199139692588
benpresaad_all;Castilla-La Mancha;2021-04;prev_dep_prom_ap;7167,254232332751599
benpresaad_all;Castilla-La Mancha;2021-05;prev_dep_prom_ap;7223,260265525810610
benpresaad_all;Castilla-La Mancha;2021-06;prev_dep_prom_ap;7279,266298718869621
benpresaad_all;Castilla-La Mancha;2021-07;prev_dep_prom_ap;7335,272331911928632
benpresaad_all;Castilla-La Mancha;2021-08;prev_dep_prom_ap;7391,278365104987643
benpresaad_all;Castilla-La Mancha;2021-09;prev_dep_prom_ap;7447,284398298046654
benpresaad_all;Castilla-La Mancha;2021-10;prev_dep_prom_ap;7503,290431491105664
benpresaad_all;Castilla-La Mancha;2021-11;prev_dep_prom_ap;7559,296464684164675
benpresaad_all;Castilla-La Mancha;2021-12;prev_dep_prom_ap;7615,302497877223686
benpresaad_all;Castilla-La Mancha;2022-01;prev_dep_prom_ap;7671,308531070282697
benpresaad_all;Castilla-La Mancha;2022-02;prev_dep_prom_ap;7727,314564263341708
benpresaad_all;Castilla-La Mancha;2022-03;prev_dep_prom_ap;7783,320597456400719
benpresaad_all;Castilla-La Mancha;2022-04;prev_dep_prom_ap;7839,326630649459730
benpresaad_all;Castilla-La Mancha;2022-05;prev_dep_prom_ap;7895,332663842519651
benpresaad_all;Castilla-La Mancha;2022-06;prev_dep_prom_ap;7951,338697035578662
benpresaad_all;Castilla-La Mancha;2022-07;prev_dep_prom_ap;8007,344730228637673
benpresaad_all;Castilla-La Mancha;2022-08;prev_dep_prom_ap;8063,350763421696684
benpresaad_all;Castilla-La Mancha;2022-09;prev_dep_prom_ap;8119,356796614755694
benpresaad_all;Castilla-La Mancha;2022-10;prev_dep_prom_ap;8175,362829807814705
benpresaad_all;Castilla-La Mancha;2022-11;prev_dep_prom_ap;8231,368863000872807
benpresaad_all;Castilla-La Mancha;2022-12;prev_dep_prom_ap;8287,374896193932727
benpresaad_all;Castilla-La Mancha;2023-01;prev_dep_prom_ap;8343,380929386990829
benpresaad_all;Castilla-La Mancha;2023-02;prev_dep_prom_ap;8399,386962580050749
benpresaad_all;Castilla-La Mancha;2023-03;prev_dep_prom_ap;8455,392995773110670
benpresaad_all;Castilla-La Mancha;2023-04;prev_dep_prom_ap;8511,399028966168771
benpresaad_all;Castilla-La Mancha;2023-05;prev_dep_prom_ap;8567,405062159228692
benpresaad_all;Castilla-La Mancha;2023-06;prev_dep_prom_ap;8623,411095352286793
benpresaad_all;Castilla-La Mancha;2023-07;prev_dep_prom_ap;8679,417128545346714
benpresaad_all;Castilla-La Mancha;2023-08;prev_dep_prom_ap;8735,423161738404815
benpresaad_all;Castilla-La Mancha;2023-09;prev_dep_prom_ap;8791,429194931464735
benpresaad_all;Castilla-La Mancha;2023-10;prev_dep_prom_ap;8847,435228124522837
benpresaad_all;Castilla-La Mancha;2023-11;prev_dep_prom_ap;8903,441261317582757
benpresaad_all;Castilla-La Mancha;2023-12;prev_dep_prom_ap;8959,447294510640859
benpresaad_all;Castilla-La Mancha;2024-01;prev_dep_prom_ap;9015,453327703700779
benpresaad_all;Castilla-La Mancha;2024-02;prev_dep_prom_ap;9071,459360896758881
benpresaad_all;Castilla-La Mancha;2024-03;prev_dep_prom_ap;9127,465394089818801
benpresaad_all;Castilla-La Mancha;2024-04;prev_dep_prom_ap;9183,471427282876903
benpresaad_all;Castilla-La Mancha;2024-05;prev_dep_prom_ap;9239,477460475936823
benpresaad_all;Castilla-La Mancha;2024-06;prev_dep_prom_ap;9295,483493668994925
benpresaad_all;Castilla-La Mancha;2024-07;prev_dep_prom_ap;9351,489526862054845
benpresaad_all;Castilla-La Mancha;2024-08;prev_dep_prom_ap;9407,495560055114765
benpresaad_all;Castilla-La Mancha;2024-09;prev_dep_prom_ap;9463,501593248172867
benpresaad_all;Castilla-La Mancha;2024-10;prev_dep_prom_ap;9519,507626441232787
benpresaad_all;Castilla-La Mancha;2024-11;prev_dep_prom_ap;9575,513659634290889
benpresaad_all;Castilla-La Mancha;2024-12;prev_dep_prom_ap;9631,519692827350809
benpresaad_all;Castilla-La Mancha;2025-01;prev_dep_prom_ap;9687,525726020408911
benpresaad_all;Castilla-La Mancha;2025-02;prev_dep_prom_ap;9743,531759213468831
benpresaad_all;Castilla-La Mancha;2025-03;prev_dep_prom_ap;9799,537792406526933
benpresaad_all;Castilla-La Mancha;2025-04;prev_dep_prom_ap;9855,543825599586853
benpresaad_all;Castilla-La Mancha;2025-05;prev_dep_prom_ap;9911,549858792644955
benpresaad_all;Castilla-La Mancha;2025-06;prev_dep_prom_ap;9967,555891985704875
benpresaad_all;Castilla-La Mancha;2025-07;prev_dep_prom_ap;10023,561925178762976
benpresaad_all;Castilla-La Mancha;2025-08;prev_dep_prom_ap;10079,567958371822897
benpresaad_all;Castilla-La Mancha;2025-09;prev_dep_prom_ap;10135,573991564880998
benpresaad_all;Castilla-La Mancha;2019-01;ratio_prest_x_benef;1,196291208567188
benpresaad_all;Castilla-La Mancha;2019-02;ratio_prest_x_benef;1,193689341741124
benpresaad_all;Castilla-La Mancha;2019-03;ratio_prest_x_benef;1,191087474915060
benpresaad_all;Castilla-La Mancha;2019-04;ratio_prest_x_benef;1,188485608088997
benpresaad_all;Castilla-La Mancha;2019-05;ratio_prest_x_benef;1,185883741262933
benpresaad_all;Castilla-La Mancha;2019-06;ratio_prest_x_benef;1,183281874436869
benpresaad_all;Castilla-La Mancha;2019-07;ratio_prest_x_benef;1,180680007610806
benpresaad_all;Castilla-La Mancha;2019-08;ratio_prest_x_benef;1,178078140784742
benpresaad_all;Castilla-La Mancha;2019-09;ratio_prest_x_benef;1,175476273958678
benpresaad_all;Castilla-La Mancha;2019-10;ratio_prest_x_benef;1,172874407132614
benpresaad_all;Castilla-La Mancha;2019-11;ratio_prest_x_benef;1,170272540306551
benpresaad_all;Castilla-La Mancha;2019-12;ratio_prest_x_benef;1,167670673480487
benpresaad_all;Castilla-La Mancha;2020-01;ratio_prest_x_benef;1,165068806654423
benpresaad_all;Castilla-La Mancha;2020-02;ratio_prest_x_benef;1,162466939828360
benpresaad_all;Castilla-La Mancha;2020-03;ratio_prest_x_benef;1,159865073002296
benpresaad_all;Castilla-La Mancha;2020-04;ratio_prest_x_benef;1,157263206176232
benpresaad_all;Castilla-La Mancha;2020-05;ratio_prest_x_benef;1,154661339350169
benpresaad_all;Castilla-La Mancha;2020-06;ratio_prest_x_benef;1,152059472524105
benpresaad_all;Castilla-La Mancha;2020-07;ratio_prest_x_benef;1,149457605698041
benpresaad_all;Castilla-La Mancha;2020-08;ratio_prest_x_benef;1,146855738871978
benpresaad_all;Castilla-La Mancha;2020-09;ratio_prest_x_benef;1,144253872045914
benpresaad_all;Castilla-La Mancha;2020-10;ratio_prest_x_benef;1,141652005219850
benpresaad_all;Castilla-La Mancha;2020-11;ratio_prest_x_benef;1,139050138393786
benpresaad_all;Castilla-La Mancha;2020-12;ratio_prest_x_benef;1,136448271567723
benpresaad_all;Castilla-La Mancha;2021-01;ratio_prest_x_benef;1,133846404741659
benpresaad_all;Castilla-La Mancha;2021-02;ratio_prest_x_benef;1,131244537915595
benpresaad_all;Castilla-La Mancha;2021-03;ratio_prest_x_benef;1,128642671089532
benpresaad_all;Castilla-La Mancha;2021-04;ratio_prest_x_benef;1,126040804263468
benpresaad_all;Castilla-La Mancha;2021-05;ratio_prest_x_benef;1,123438937437404
benpresaad_all;Castilla-La Mancha;2021-06;ratio_prest_x_benef;1,120837070611340
benpresaad_all;Castilla-La Mancha;2021-07;ratio_prest_x_benef;1,118235203785277
benpresaad_all;Castilla-La Mancha;2021-08;ratio_prest_x_benef;1,115633336959213
benpresaad_all;Castilla-La Mancha;2021-09;ratio_prest_x_benef;1,113031470133149
benpresaad_all;Castilla-La Mancha;2021-10;ratio_prest_x_benef;1,110429603307086
benpresaad_all;Castilla-La Mancha;2021-11;ratio_prest_x_benef;1,107827736481022
benpresaad_all;Castilla-La Mancha;2021-12;ratio_prest_x_benef;1,105225869654958
benpresaad_all;Castilla-La Mancha;2022-01;ratio_prest_x_benef;1,102624002828895
benpresaad_all;Castilla-La Mancha;2022-02;ratio_prest_x_benef;1,100022136002831
benpresaad_all;Castilla-La Mancha;2022-03;ratio_prest_x_benef;1,097420269176767
benpresaad_all;Castilla-La Mancha;2022-04;ratio_prest_x_benef;1,094818402350703
benpresaad_all;Castilla-La Mancha;2022-05;ratio_prest_x_benef;1,092216535524640
benpresaad_all;Castilla-La Mancha;2022-06;ratio_prest_x_benef;1,089614668698576
benpresaad_all;Castilla-La Mancha;2022-07;ratio_prest_x_benef;1,087012801872512
benpresaad_all;Castilla-La Mancha;2022-08;ratio_prest_x_benef;1,084410935046449
benpresaad_all;Castilla-La Mancha;2022-09;ratio_prest_x_benef;1,081809068220385
benpresaad_all;Castilla-La Mancha;2022-10;ratio_prest_x_benef;1,079207201394321
benpresaad_all;Castilla-La Mancha;2022-11;ratio_prest_x_benef;1,076605334568258
benpresaad_all;Castilla-La Mancha;2022-12;ratio_prest_x_benef;1,074003467742194
benpresaad_all;Castilla-La Mancha;2023-01;ratio_prest_x_benef;1,071401600916130
benpresaad_all;Castilla-La Mancha;2023-02;ratio_prest_x_benef;1,068799734090066
benpresaad_all;Castilla-La Mancha;2023-03;ratio_prest_x_benef;1,066197867264003
benpresaad_all;Castilla-La Mancha;2023-04;ratio_prest_x_benef;1,063596000437939
benpresaad_all;Castilla-La Mancha;2023-05;ratio_prest_x_benef;1,060994133611875
benpresaad_all;Castilla-La Mancha;2023-06;ratio_prest_x_benef;1,058392266785812
benpresaad_all;Castilla-La Mancha;2023-07;ratio_prest_x_benef;1,055790399959748
benpresaad_all;Castilla-La Mancha;2023-08;ratio_prest_x_benef;1,053188533133684
benpresaad_all;Castilla-La Mancha;2023-09;ratio_prest_x_benef;1,050586666307620
benpresaad_all;Castilla-La Mancha;2023-10;ratio_prest_x_benef;1,047984799481557
benpresaad_all;Castilla-La Mancha;2023-11;ratio_prest_x_benef;1,045382932655493
benpresaad_all;Castilla-La Mancha;2023-12;ratio_prest_x_benef;1,042781065829429
benpresaad_all;Castilla-La Mancha;2024-01;ratio_prest_x_benef;1,040179199003366
benpresaad_all;Castilla-La Mancha;2024-02;ratio_prest_x_benef;1,037577332177302
benpresaad_all;Castilla-La Mancha;2024-03;ratio_prest_x_benef;1,034975465351238
benpresaad_all;Castilla-La Mancha;2024-04;ratio_prest_x_benef;1,032373598525175
benpresaad_all;Castilla-La Mancha;2024-05;ratio_prest_x_benef;1,029771731699111
benpresaad_all;Castilla-La Mancha;2024-06;ratio_prest_x_benef;1,027169864873047
benpresaad_all;Castilla-La Mancha;2024-07;ratio_prest_x_benef;1,024567998046984
benpresaad_all;Castilla-La Mancha;2024-08;ratio_prest_x_benef;1,021966131220920
benpresaad_all;Castilla-La Mancha;2024-09;ratio_prest_x_benef;1,019364264394856
benpresaad_all;Castilla-La Mancha;2024-10;ratio_prest_x_benef;1,016762397568792
benpresaad_all;Castilla-La Mancha;2024-11;ratio_prest_x_benef;1,014160530742729
benpresaad_all;Castilla-La Mancha;2024-12;ratio_prest_x_benef;1,011558663916665
benpresaad_all;Castilla-La Mancha;2025-01;ratio_prest_x_benef;1,008956797090601
benpresaad_all;Castilla-La Mancha;2025-02;ratio_prest_x_benef;1,006354930264538
benpresaad_all;Castilla-La Mancha;2025-03;ratio_prest_x_benef;1,003753063438474
benpresaad_all;Castilla-La Mancha;2025-04;ratio_prest_x_benef;1,001151196612410
benpresaad_all;Castilla-La Mancha;2025-05;ratio_prest_x_benef;0,998549329786346
benpresaad_all;Castilla-La Mancha;2025-06;ratio_prest_x_benef;0,995947462960283
benpresaad_all;Castilla-La Mancha;2025-07;ratio_prest_x_benef;0,993345596134219
benpresaad_all;Castilla-La Mancha;2025-08;ratio_prest_x_benef;0,990743729308155
benpresaad_all;Castilla-La Mancha;2025-09;ratio_prest_x_benef;0,988141862482092
benpresaad_all;Castilla-La Mancha;2019-01;teleasistencia;8911,642932012082383
benpresaad_all;Castilla-La Mancha;2019-02;teleasistencia;8958,830473417872781
benpresaad_all;Castilla-La Mancha;2019-03;teleasistencia;9006,018014823663179
benpresaad_all;Castilla-La Mancha;2019-04;teleasistencia;9053,205556229453578
benpresaad_all;Castilla-La Mancha;2019-05;teleasistencia;9100,393097635243976
benpresaad_all;Castilla-La Mancha;2019-06;teleasistencia;9147,580639041034374
benpresaad_all;Castilla-La Mancha;2019-07;teleasistencia;9194,768180446826591
benpresaad_all;Castilla-La Mancha;2019-08;teleasistencia;9241,955721852616989
benpresaad_all;Castilla-La Mancha;2019-09;teleasistencia;9289,143263258407387
benpresaad_all;Castilla-La Mancha;2019-10;teleasistencia;9336,330804664197785
benpresaad_all;Castilla-La Mancha;2019-11;teleasistencia;9383,518346069988183
benpresaad_all;Castilla-La Mancha;2019-12;teleasistencia;9430,705887475780401
benpresaad_all;Castilla-La Mancha;2020-01;teleasistencia;9477,893428881570799
benpresaad_all;Castilla-La Mancha;2020-02;teleasistencia;9525,080970287361197
benpresaad_all;Castilla-La Mancha;2020-03;teleasistencia;9572,268511693151595
benpresaad_all;Castilla-La Mancha;2020-04;teleasistencia;9619,456053098941993
benpresaad_all;Castilla-La Mancha;2020-05;teleasistencia;9666,643594504732391
benpresaad_all;Castilla-La Mancha;2020-06;teleasistencia;9713,831135910524608
benpresaad_all;Castilla-La Mancha;2020-07;teleasistencia;9761,018677316315006
benpresaad_all;Castilla-La Mancha;2020-08;teleasistencia;9808,206218722105405
benpresaad_all;Castilla-La Mancha;2020-09;teleasistencia;9855,393760127895803
benpresaad_all;Castilla-La Mancha;2020-10;teleasistencia;9902,581301533686201
benpresaad_all;Castilla-La Mancha;2020-11;teleasistencia;9949,768842939478418
benpresaad_all;Castilla-La Mancha;2020-12;teleasistencia;9996,956384345268816
benpresaad_all;Castilla-La Mancha;2021-01;teleasistencia;10044,143925751059214
benpresaad_all;Castilla-La Mancha;2021-02;teleasistencia;10091,331467156849612
benpresaad_all;Castilla-La Mancha;2021-03;teleasistencia;10138,519008562640010
benpresaad_all;Castilla-La Mancha;2021-04;teleasistencia;10185,706549968430409
benpresaad_all;Castilla-La Mancha;2021-05;teleasistencia;10232,894091374222626
benpresaad_all;Castilla-La Mancha;2021-06;teleasistencia;10280,081632780013024
benpresaad_all;Castilla-La Mancha;2021-07;teleasistencia;10327,269174185803422
benpresaad_all;Castilla-La Mancha;2021-08;teleasistencia;10374,456715591593820
benpresaad_all;Castilla-La Mancha;2021-09;teleasistencia;10421,644256997384218
benpresaad_all;Castilla-La Mancha;2021-10;teleasistencia;10468,831798403176435
benpresaad_all;Castilla-La Mancha;2021-11;teleasistencia;10516,019339808966834
benpresaad_all;Castilla-La Mancha;2021-12;teleasistencia;10563,206881214757232
benpresaad_all;Castilla-La Mancha;2022-01;teleasistencia;10610,394422620547630
benpresaad_all;Castilla-La Mancha;2022-02;teleasistencia;10657,581964026338028
benpresaad_all;Castilla-La Mancha;2022-03;teleasistencia;10704,769505432128426
benpresaad_all;Castilla-La Mancha;2022-04;teleasistencia;10751,957046837920643
benpresaad_all;Castilla-La Mancha;2022-05;teleasistencia;10799,144588243711041
benpresaad_all;Castilla-La Mancha;2022-06;teleasistencia;10846,332129649501439
benpresaad_all;Castilla-La Mancha;2022-07;teleasistencia;10893,519671055291838
benpresaad_all;Castilla-La Mancha;2022-08;teleasistencia;10940,707212461082236
benpresaad_all;Castilla-La Mancha;2022-09;teleasistencia;10987,894753866872634
benpresaad_all;Castilla-La Mancha;2022-10;teleasistencia;11035,082295272664851
benpresaad_all;Castilla-La Mancha;2022-11;teleasistencia;11082,269836678455249
benpresaad_all;Castilla-La Mancha;2022-12;teleasistencia;11129,457378084245647
benpresaad_all;Castilla-La Mancha;2023-01;teleasistencia;11176,644919490036045
benpresaad_all;Castilla-La Mancha;2023-02;teleasistencia;11223,832460895826443
benpresaad_all;Castilla-La Mancha;2023-03;teleasistencia;11271,020002301618661
benpresaad_all;Castilla-La Mancha;2023-04;teleasistencia;11318,207543707409059
benpresaad_all;Castilla-La Mancha;2023-05;teleasistencia;11365,395085113199457
benpresaad_all;Castilla-La Mancha;2023-06;teleasistencia;11412,582626518989855
benpresaad_all;Castilla-La Mancha;2023-07;teleasistencia;11459,770167924780253
benpresaad_all;Castilla-La Mancha;2023-08;teleasistencia;11506,957709330570651
benpresaad_all;Castilla-La Mancha;2023-09;teleasistencia;11554,145250736362868
benpresaad_all;Castilla-La Mancha;2023-10;teleasistencia;11601,332792142153266
benpresaad_all;Castilla-La Mancha;2023-11;teleasistencia;11648,520333547943665
benpresaad_all;Castilla-La Mancha;2023-12;teleasistencia;11695,707874953734063
benpresaad_all;Castilla-La Mancha;2024-01;teleasistencia;11742,895416359524461
benpresaad_all;Castilla-La Mancha;2024-02;teleasistencia;11790,082957765316678
benpresaad_all;Castilla-La Mancha;2024-03;teleasistencia;11837,270499171107076
benpresaad_all;Castilla-La Mancha;2024-04;teleasistencia;11884,458040576897474
benpresaad_all;Castilla-La Mancha;2024-05;teleasistencia;11931,645581982687872
benpresaad_all;Castilla-La Mancha;2024-06;teleasistencia;11978,833123388478270
benpresaad_all;Castilla-La Mancha;2024-07;teleasistencia;12026,020664794268669
benpresaad_all;Castilla-La Mancha;2024-08;teleasistencia;12073,208206200060886
benpresaad_all;Castilla-La Mancha;2024-09;teleasistencia;12120,395747605851284
benpresaad_all;Castilla-La Mancha;2024-10;teleasistencia;12167,583289011641682
benpresaad_all;Castilla-La Mancha;2024-11;teleasistencia;12214,770830417432080
benpresaad_all;Castilla-La Mancha;2024-12;teleasistencia;12261,958371823222478
benpresaad_all;Castilla-La Mancha;2025-01;teleasistencia;12309,145913229014695
benpresaad_all;Castilla-La Mancha;2025-02;teleasistencia;12356,333454634805094
benpresaad_all;Castilla-La Mancha;2025-03;teleasistencia;12403,520996040595492
benpresaad_all;Castilla-La Mancha;2025-04;teleasistencia;12450,708537446385890
benpresaad_all;Castilla-La Mancha;2025-05;teleasistencia;12497,896078852176288
benpresaad_all;Castilla-La Mancha;2025-06;teleasistencia;12545,083620257966686
benpresaad_all;Castilla-La Mancha;2025-07;teleasistencia;12592,271161663758903
benpresaad_all;Castilla-La Mancha;2025-08;teleasistencia;12639,458703069549301
benpresaad_all;Castilla-La Mancha;2025-09;teleasistencia;12686,646244475339699
benpresaad_all;Castilla-La Mancha;2019-01;total;60532,997825126833050
benpresaad_all;Castilla-La Mancha;2019-02;total;60699,848408929043217
benpresaad_all;Castilla-La Mancha;2019-03;total;60866,698992731253384
benpresaad_all;Castilla-La Mancha;2019-04;total;61033,549576533463551
benpresaad_all;Castilla-La Mancha;2019-05;total;61200,400160335673718
benpresaad_all;Castilla-La Mancha;2019-06;total;61367,250744137883885
benpresaad_all;Castilla-La Mancha;2019-07;total;61534,101327940094052
benpresaad_all;Castilla-La Mancha;2019-08;total;61700,951911742304219
benpresaad_all;Castilla-La Mancha;2019-09;total;61867,802495544514386
benpresaad_all;Castilla-La Mancha;2019-10;total;62034,653079346724553
benpresaad_all;Castilla-La Mancha;2019-11;total;62201,503663148934720
benpresaad_all;Castilla-La Mancha;2019-12;total;62368,354246951144887
benpresaad_all;Castilla-La Mancha;2020-01;total;62535,204830753355054
benpresaad_all;Castilla-La Mancha;2020-02;total;62702,055414555565221
benpresaad_all;Castilla-La Mancha;2020-03;total;62868,905998357775388
benpresaad_all;Castilla-La Mancha;2020-04;total;63035,756582159985555
benpresaad_all;Castilla-La Mancha;2020-05;total;63202,607165962195722
benpresaad_all;Castilla-La Mancha;2020-06;total;63369,457749764405889
benpresaad_all;Castilla-La Mancha;2020-07;total;63536,308333566616056
benpresaad_all;Castilla-La Mancha;2020-08;total;63703,158917368826224
benpresaad_all;Castilla-La Mancha;2020-09;total;63870,009501171036391
benpresaad_all;Castilla-La Mancha;2020-10;total;64036,860084973246558
benpresaad_all;Castilla-La Mancha;2020-11;total;64203,710668775456725
benpresaad_all;Castilla-La Mancha;2020-12;total;64370,561252577666892
benpresaad_all;Castilla-La Mancha;2021-01;total;64537,411836379877059
benpresaad_all;Castilla-La Mancha;2021-02;total;64704,262420182087226
benpresaad_all;Castilla-La Mancha;2021-03;total;64871,113003984297393
benpresaad_all;Castilla-La Mancha;2021-04;total;65037,963587786507560
benpresaad_all;Castilla-La Mancha;2021-05;total;65204,814171588717727
benpresaad_all;Castilla-La Mancha;2021-06;total;65371,664755390927894
benpresaad_all;Castilla-La Mancha;2021-07;total;65538,515339193138061
benpresaad_all;Castilla-La Mancha;2021-08;total;65705,365922995348228
benpresaad_all;Castilla-La Mancha;2021-09;total;65872,216506797558395
benpresaad_all;Castilla-La Mancha;2021-10;total;66039,067090599768562
benpresaad_all;Castilla-La Mancha;2021-11;total;66205,917674401978729
benpresaad_all;Castilla-La Mancha;2021-12;total;66372,768258204188896
benpresaad_all;Castilla-La Mancha;2022-01;total;66539,618842006399063
benpresaad_all;Castilla-La Mancha;2022-02;total;66706,469425808609230
benpresaad_all;Castilla-La Mancha;2022-03;total;66873,320009610819397
benpresaad_all;Castilla-La Mancha;2022-04;total;67040,170593413029565
benpresaad_all;Castilla-La Mancha;2022-05;total;67207,021177215239732
benpresaad_all;Castilla-La Mancha;2022-06;total;67373,871761017449899
benpresaad_all;Castilla-La Mancha;2022-07;total;67540,722344819660066
benpresaad_all;Castilla-La Mancha;2022-08;total;67707,572928621870233
benpresaad_all;Castilla-La Mancha;2022-09;total;67874,423512424080400
benpresaad_all;Castilla-La Mancha;2022-10;total;68041,274096226290567
benpresaad_all;Castilla-La Mancha;2022-11;total;68208,124680028500734
benpresaad_all;Castilla-La Mancha;2022-12;total;68374,975263830710901
benpresaad_all;Castilla-La Mancha;2023-01;total;68541,825847632921068
benpresaad_all;Castilla-La Mancha;2023-02;total;68708,676431435131235
benpresaad_all;Castilla-La Mancha;2023-03;total;68875,527015237341402
benpresaad_all;Castilla-La Mancha;2023-04;total;69042,377599039551569
benpresaad_all;Castilla-La Mancha;2023-05;total;69209,228182841761736
benpresaad_all;Castilla-La Mancha;2023-06;total;69376,078766643971903
benpresaad_all;Castilla-La Mancha;2023-07;total;69542,929350446182070
benpresaad_all;Castilla-La Mancha;2023-08;total;69709,779934248392237
benpresaad_all;Castilla-La Mancha;2023-09;total;69876,630518050602404
benpresaad_all;Castilla-La Mancha;2023-10;total;70043,481101852812571
benpresaad_all;Castilla-La Mancha;2023-11;total;70210,331685655022739
benpresaad_all;Castilla-La Mancha;2023-12;total;70377,182269457232906
benpresaad_all;Castilla-La Mancha;2024-01;total;70544,032853259443073
benpresaad_all;Castilla-La Mancha;2024-02;total;70710,883437061653240
benpresaad_all;Castilla-La Mancha;2024-03;total;70877,734020863863407
benpresaad_all;Castilla-La Mancha;2024-04;total;71044,584604666073574
benpresaad_all;Castilla-La Mancha;2024-05;total;71211,435188468283741
benpresaad_all;Castilla-La Mancha;2024-06;total;71378,285772270493908
benpresaad_all;Castilla-La Mancha;2024-07;total;71545,136356072704075
benpresaad_all;Castilla-La Mancha;2024-08;total;71711,986939874914242
benpresaad_all;Castilla-La Mancha;2024-09;total;71878,837523677124409
benpresaad_all;Castilla-La Mancha;2024-10;total;72045,688107479334576
benpresaad_all;Castilla-La Mancha;2024-11;total;72212,538691281544743
benpresaad_all;Castilla-La Mancha;2024-12;total;72379,389275083754910
benpresaad_all;Castilla-La Mancha;2025-01;total;72546,239858885965077
benpresaad_all;Castilla-La Mancha;2025-02;total;72713,090442688175244
benpresaad_all;Castilla-La Mancha;2025-03;total;72879,941026490385411
benpresaad_all;Castilla-La Mancha;2025-04;total;73046,791610292595578
benpresaad_all;Castilla-La Mancha;2025-05;total;73213,642194094805745
benpresaad_all;Castilla-La Mancha;2025-06;total;73380,492777897015912
benpresaad_all;Castilla-La Mancha;2025-07;total;73547,343361699226080
benpresaad_all;Castilla-La Mancha;2025-08;total;73714,193945501436247
benpresaad_all;Castilla-La Mancha;2025-09;total;73881,044529303646414
cuantia_pevs_ccaa_2023_2025;Aragón;2025-08;cuantia_pevs;269,142035741670895
dictsaad_all;Castilla-La Mancha;2019-01;grado1;26599,840393701026187
dictsaad_all;Castilla-La Mancha;2019-02;grado1;26868,484011532964360
dictsaad_all;Castilla-La Mancha;2019-03;grado1;27137,127629364902532
dictsaad_all;Castilla-La Mancha;2019-04;grado1;27405,771247196840704
dictsaad_all;Castilla-La Mancha;2019-05;grado1;27674,414865028778877
dictsaad_all;Castilla-La Mancha;2019-06;grado1;27943,058482860717049
dictsaad_all;Castilla-La Mancha;2019-07;grado1;28211,702100692655222
dictsaad_all;Castilla-La Mancha;2019-08;grado1;28480,345718524593394
dictsaad_all;Castilla-La Mancha;2019-09;grado1;28748,989336356535205
dictsaad_all;Castilla-La Mancha;2019-10;grado1;29017,632954188473377
dictsaad_all;Castilla-La Mancha;2019-11;grado1;29286,276572020411550
dictsaad_all;Castilla-La Mancha;2019-12;grado1;29554,920189852349722
dictsaad_all;Castilla-La Mancha;2020-01;grado1;29823,563807684287895
dictsaad_all;Castilla-La Mancha;2020-02;grado1;30092,207425516226067
dictsaad_all;Castilla-La Mancha;2020-03;grado1;30360,851043348164239
dictsaad_all;Castilla-La Mancha;2020-04;grado1;30629,494661180102412
dictsaad_all;Castilla-La Mancha;2020-05;grado1;30898,138279012040584
dictsaad_all;Castilla-La Mancha;2020-06;grado1;31166,781896843978757
dictsaad_all;Castilla-La Mancha;2020-07;grado1;31435,425514675916929
dictsaad_all;Castilla-La Mancha;2020-08;grado1;31704,069132507855102
dictsaad_all;Castilla-La Mancha;2020-09;grado1;31972,712750339793274
dictsaad_all;Castilla-La Mancha;2020-10;grado1;32241,356368171731447
dictsaad_all;Castilla-La Mancha;2020-11;grado1;32509,999986003669619
dictsaad_all;Castilla-La Mancha;2020-12;grado1;32778,643603835611430
dictsaad_all;Castilla-La Mancha;2021-01;grado1;33047,287221667545964
dictsaad_all;Castilla-La Mancha;2021-02;grado1;33315,930839499487774
dictsaad_all;Castilla-La Mancha;2021-03;grado1;33584,574457331422309
dictsaad_all;Castilla-La Mancha;2021-04;grado1;33853,218075163364119
dictsaad_all;Castilla-La Mancha;2021-05;grado1;34121,861692995298654
dictsaad_all;Castilla-La Mancha;2021-06;grado1;34390,505310827240464
dictsaad_all;Castilla-La Mancha;2021-07;grado1;34659,148928659174999
dictsaad_all;Castilla-La Mancha;2021-08;grado1;34927,792546491116809
dictsaad_all;Castilla-La Mancha;2021-09;grado1;35196,436164323051344
dictsaad_all;Castilla-La Mancha;2021-10;grado1;35465,079782154993154
dictsaad_all;Castilla-La Mancha;2021-11;grado1;35733,723399986934965
dictsaad_all;Castilla-La Mancha;2021-12;grado1;36002,367017818869499
dictsaad_all;Castilla-La Mancha;2022-01;grado1;36271,010635650811309
dictsaad_all;Castilla-La Mancha;2022-02;grado1;36539,654253482745844
dictsaad_all;Castilla-La Mancha;2022-03;grado1;36808,297871314687654
dictsaad_all;Castilla-La Mancha;2022-04;grado1;37076,941489146622189
dictsaad_all;Castilla-La Mancha;2022-05;grado1;37345,585106978563999
dictsaad_all;Castilla-La Mancha;2022-06;grado1;37614,228724810498534
dictsaad_all;Castilla-La Mancha;2022-07;grado1;37882,872342642440344
dictsaad_all;Castilla-La Mancha;2022-08;grado1;38151,515960474374879
dictsaad_all;Castilla-La Mancha;2022-09;grado1;38420,159578306316689
dictsaad_all;Castilla-La Mancha;2022-10;grado1;38688,803196138251224
