ccaa_id3,anio,capitulo,codigo,denominacion,importe_eur,capa,fuente_path
bal,2023,9,09,Pasivos financieros,1152935100.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_bal.xlsx
can,2023,1,01,Gastos de personal,4096514180.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
can,2023,2,02,Gastos corrientes en bienes y servicios,1363991470.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
can,2023,3,03,Gastos financieros,50041140.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
can,2023,4,04,Transferencias corrientes,2873210740.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
can,2023,5,05,Fondo de contingencia,29960710.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
can,2023,6,06,Inversiones reales,967552750.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
can,2023,7,07,Transferencias de capital,799516740.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
can,2023,8,08,Activos financieros,6660160.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
can,2023,9,09,Pasivos financieros,871753730.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_can.xlsx
cat,2023,1,01,Gastos de personal,10932369880.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
cat,2023,2,02,Gastos corrientes en bienes y servicios,10711274360.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
cat,2023,3,03,Gastos financieros,784255960.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
cat,2023,4,04,Transferencias corrientes,15031495720.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
cat,2023,5,05,Fondo de contingencia,300000000.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
cat,2023,6,06,Inversiones reales,1289185440.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
cat,2023,7,07,Transferencias de capital,1164157480.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
cat,2023,8,08,Activos financieros,979629040.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
cat,2023,9,09,Pasivos financieros,10615219400.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cat.xlsx
clm,2023,1,01,Gastos de personal,3969586570.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
clm,2023,2,02,Gastos corrientes en bienes y servicios,1503295580.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
clm,2023,3,03,Gastos financieros,124234850.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
clm,2023,4,04,Transferencias corrientes,2990535100.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
clm,2023,5,05,Fondo de contingencia,16041420.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
clm,2023,6,06,Inversiones reales,823984860.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
clm,2023,7,07,Transferencias de capital,760782750.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
clm,2023,8,08,Activos financieros,2665660.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
clm,2023,9,09,Pasivos financieros,2240448760.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_clm.xlsx
cnt,2023,1,01,Gastos de personal,1176010990.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cnt,2023,2,02,Gastos corrientes en bienes y servicios,573493210.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cnt,2023,3,03,Gastos financieros,55134230.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cnt,2023,4,04,Transferencias corrientes,721288860.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cnt,2023,5,05,Fondo de contingencia,23200000.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cnt,2023,6,06,Inversiones reales,294921150.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cnt,2023,7,07,Transferencias de capital,210232910.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cnt,2023,8,08,Activos financieros,18322330.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cnt,2023,9,09,Pasivos financieros,434750030.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cnt.xlsx
cym,2023,1,01,Gastos de personal,4691785790.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cym.xlsx
cym,2023,2,02,Gastos corrientes en bienes y servicios,1946737150.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cym.xlsx
cym,2023,3,03,Gastos financieros,252578650.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cym.xlsx
cym,2023,4,04,Transferencias corrientes,3313465860.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cym.xlsx
cym,2023,6,06,Inversiones reales,1012705950.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cym.xlsx
cym,2023,7,07,Transferencias de capital,1252732680.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cym.xlsx
cym,2023,8,08,Activos financieros,74295260.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cym.xlsx
cym,2023,9,09,Pasivos financieros,1265535560.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_cym.xlsx
ext,2023,1,01,Gastos de personal,2474405180.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
ext,2023,2,02,Gastos corrientes en bienes y servicios,967410570.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
ext,2023,3,03,Gastos financieros,65724250.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
ext,2023,4,04,Transferencias corrientes,2247873930.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
ext,2023,5,05,Fondo de contingencia,10000000.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
ext,2023,6,06,Inversiones reales,667179430.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
ext,2023,7,07,Transferencias de capital,477505420.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
ext,2023,8,08,Activos financieros,26271380.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
ext,2023,9,09,Pasivos financieros,844722590.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_ext.xlsx
gal,2023,1,01,Gastos de personal,4593520030.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
gal,2023,2,02,Gastos corrientes en bienes y servicios,2142138600.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
gal,2023,3,03,Gastos financieros,110836870.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
gal,2023,4,04,Transferencias corrientes,2956982030.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
gal,2023,5,05,Fondo de contingencia,45417180.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
gal,2023,6,06,Inversiones reales,1572300650.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
gal,2023,7,07,Transferencias de capital,1199121240.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
gal,2023,8,08,Activos financieros,226737940.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
gal,2023,9,09,Pasivos financieros,1320116620.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_gal.xlsx
lar,2023,1,01,Gastos de personal,603060210.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
lar,2023,2,02,Gastos corrientes en bienes y servicios,341594990.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
lar,2023,3,03,Gastos financieros,12089610.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
lar,2023,4,04,Transferencias corrientes,461303080.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
lar,2023,5,05,Fondo de contingencia,482000.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
lar,2023,6,06,Inversiones reales,185515740.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
lar,2023,7,07,Transferencias de capital,140190280.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
lar,2023,8,08,Activos financieros,6294200.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
lar,2023,9,09,Pasivos financieros,158343020.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_lar.xlsx
mad,2023,1,01,Gastos de personal,8896420460.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mad,2023,2,02,Gastos corrientes en bienes y servicios,6347957130.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mad,2023,3,03,Gastos financieros,800550460.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mad,2023,4,04,Transferencias corrientes,6688671540.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mad,2023,5,05,Fondo de contingencia,114219560.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mad,2023,6,06,Inversiones reales,1228884530.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mad,2023,7,07,Transferencias de capital,779740530.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mad,2023,8,08,Activos financieros,592843430.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mad,2023,9,09,Pasivos financieros,2693180010.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mad.xlsx
mur,2023,1,01,Gastos de personal,2981945450.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
mur,2023,2,02,Gastos corrientes en bienes y servicios,814457100.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
mur,2023,3,03,Gastos financieros,97878610.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
mur,2023,4,04,Transferencias corrientes,1334822820.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
mur,2023,5,05,Fondo de contingencia,131076200.00000001,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
mur,2023,6,06,Inversiones reales,450775690.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
mur,2023,7,07,Transferencias de capital,218637250.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
mur,2023,8,08,Activos financieros,15387150.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
mur,2023,9,09,Pasivos financieros,1725733120.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_mur.xlsx
nav,2023,1,01,Gastos de personal,1686663870.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
nav,2023,2,02,Gastos corrientes en bienes y servicios,933432180.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
nav,2023,3,03,Gastos financieros,46355840.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
nav,2023,4,04,Transferencias corrientes,1972356130.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
nav,2023,5,05,Fondo de contingencia,4558100.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
nav,2023,6,06,Inversiones reales,281436700.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
nav,2023,7,07,Transferencias de capital,313927500.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
nav,2023,8,08,Activos financieros,36005860.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
nav,2023,9,09,Pasivos financieros,474215000.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_nav.xlsx
pvc,2023,1,01,Gastos de personal,5218744680.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
pvc,2023,2,02,Gastos corrientes en bienes y servicios,2178786560.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
pvc,2023,3,03,Gastos financieros,212047330.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
pvc,2023,4,04,Transferencias corrientes,4162682820.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
pvc,2023,5,05,Fondo de contingencia,770000.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
pvc,2023,6,06,Inversiones reales,570020960.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
pvc,2023,7,07,Transferencias de capital,1084296430.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
pvc,2023,8,08,Activos financieros,156062890.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
pvc,2023,9,09,Pasivos financieros,778313780.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_pvc.xlsx
val,2023,1,01,Gastos de personal,8305303530.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
val,2023,2,02,Gastos corrientes en bienes y servicios,4177412840.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
val,2023,3,03,Gastos financieros,465668340.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
val,2023,4,04,Transferencias corrientes,6587335120.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
val,2023,5,05,Fondo de contingencia,9000000.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
val,2023,6,06,Inversiones reales,1565128850.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
val,2023,7,07,Transferencias de capital,1737747020.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
val,2023,8,08,Activos financieros,117084900.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
val,2023,9,09,Pasivos financieros,6156198930.0,hacienda,fuentes/raw/hacienda/2023/per_ccaa/SGCIEF_2023_val.xlsx
