ccaa;periodo;genero;origen;capa;es_prorroga;estimado;pib_regional_eur;pib_origen;imp_dependencia;imp_discapacidad;imp_diversidad;imp_educacion;imp_empleo;imp_idi;imp_igualdad;imp_salud_mental;imp_sanidad;imp_soberania;imp_total;imp_turismo;imp_vivienda;imp_direccion;pib_dependencia;pib_discapacidad;pib_diversidad;pib_educacion;pib_empleo;pib_idi;pib_igualdad;pib_salud_mental;pib_sanidad;pib_soberania;pib_total;pib_turismo;pib_vivienda;pib_direccion;pibreg_dependencia;pibreg_discapacidad;pibreg_diversidad;pibreg_educacion;pibreg_empleo;pibreg_idi;pibreg_igualdad;pibreg_salud_mental;pibreg_sanidad;pibreg_soberania;pibreg_total;pibreg_turismo;pibreg_vivienda;pibreg_direccion;pc_dependencia;pc_discapacidad;pc_diversidad;pc_educacion;pc_empleo;pc_idi;pc_igualdad;pc_salud_mental;pc_sanidad;pc_soberania;pc_total;pc_turismo;pc_vivienda;pc_direccion;var_dependencia;var_discapacidad;var_diversidad;var_educacion;var_empleo;var_idi;var_igualdad;var_salud_mental;var_sanidad;var_soberania;var_total;var_turismo;var_vivienda;var_direccion
Cantabria;2018;total;real;autonomica;FALSE;FALSE;13843935000,00;real;134832316,00;12600670,00;NA;587781378,00;110416013,00;19497531,00;1855723,00;NA;870665092,00;21045344,00;NA;23477508,00;29846073,00;1974781,00;0,0112;0,0010;NA;0,0486;0,0091;0,0016;0,0002;NA;0,0721;0,0017;NA;0,0019;0,0025;0,0002;0,9739;0,0910;NA;4,2458;0,7976;0,1408;0,0134;NA;6,2891;0,1520;NA;0,1696;0,2156;0,0143;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,47;6,06;NA;6,44;4,18;2,62;5,10;NA;2,15;3,66;NA;10,26;5,51;1,11
Cantabria;2018;total;real;hacienda;FALSE;FALSE;13843935000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2730974340;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2260;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,7269;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,92;NA;NA;NA
Cantabria;2019;total;real;autonomica;FALSE;FALSE;14274351000,00;real;136947079,00;14629432,00;NA;612600404,00;112345707,00;20481355,00;3413851,00;NA;894106775,00;21241225,00;NA;23631802,00;30841472,00;1912806,00;0,0110;0,0012;NA;0,0492;0,0090;0,0016;0,0003;NA;0,0718;0,0017;NA;0,0019;0,0025;0,0002;0,9594;0,1025;NA;4,2916;0,7870;0,1435;0,0239;NA;6,2637;0,1488;NA;0,1656;0,2161;0,0134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,57;16,10;NA;4,22;1,75;5,05;83,96;NA;2,69;0,93;NA;0,66;3,34;-3,14
Cantabria;2019;total;real;hacienda;FALSE;FALSE;14274351000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2853763310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2291;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,9922;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,50;NA;NA;NA
Cantabria;2020;total;real;autonomica;FALSE;FALSE;12991241000,00;real;144411558,00;14529632,00;NA;581071798,00;101865279,00;42743819,00;10164005,00;NA;952686411,00;15567926,00;NA;23569169,00;41805547,00;8702338,00;0,0128;0,0013;NA;0,0515;0,0090;0,0038;0,0009;NA;0,0844;0,0014;NA;0,0021;0,0037;0,0008;1,1116;0,1118;NA;4,4728;0,7841;0,3290;0,0782;NA;7,3333;0,1198;NA;0,1814;0,3218;0,0670;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,45;-0,68;NA;-5,15;-9,33;108,70;197,73;NA;6,55;-26,71;NA;-0,27;35,55;354,95
Cantabria;2020;total;real;hacienda;FALSE;FALSE;12991241000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2888232610;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2558;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;22,2322;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,21;NA;NA;NA
Cantabria;2021;total;real;autonomica;FALSE;FALSE;14206538000,00;real;150775265,00;14412201,00;NA;612286337,00;103698258,00;42967168,00;9017657,00;NA;1031448121,00;16947571,00;NA;26230083,00;44586274,00;8705210,00;0,0123;0,0012;NA;0,0501;0,0085;0,0035;0,0007;NA;0,0844;0,0014;NA;0,0021;0,0036;0,0007;1,0613;0,1014;NA;4,3099;0,7299;0,3024;0,0635;NA;7,2604;0,1193;NA;0,1846;0,3138;0,0613;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,41;-0,81;NA;5,37;1,80;0,52;-11,28;NA;8,27;8,86;NA;11,29;6,65;0,03
Cantabria;2021;total;real;hacienda;FALSE;FALSE;14206538000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3078036790;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2518;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,6663;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,57;NA;NA;NA
Cantabria;2022;total;real;autonomica;FALSE;FALSE;15557155000,00;real;154836701,00;14222435,00;NA;633984499,00;103942441,00;49656475,00;8832976,00;NA;1041181743,00;16873139,00;NA;26907677,00;26705133,00;9166814,00;0,0113;0,0010;NA;0,0462;0,0076;0,0036;0,0006;NA;0,0758;0,0012;NA;0,0020;0,0019;0,0007;0,9953;0,0914;NA;4,0752;0,6681;0,3192;0,0568;NA;6,6926;0,1085;NA;0,1730;0,1717;0,0589;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,69;-1,32;NA;3,54;0,24;15,57;-2,05;NA;0,94;-0,44;NA;2,58;-40,10;5,30
Cantabria;2022;total;real;hacienda;FALSE;FALSE;15557155000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3342636840;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2433;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,4862;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,60;NA;NA;NA
Cantabria;2023;total;real;autonomica;FALSE;FALSE;16740663000,00;real;170767283,00;15296220,00;NA;686857723,00;106262018,00;51590872,00;11844900,00;NA;1099328181,00;17829646,00;NA;32559773,00;30474540,00;8799351,00;0,0114;0,0010;NA;0,0458;0,0071;0,0034;0,0008;NA;0,0734;0,0012;NA;0,0022;0,0020;0,0006;1,0201;0,0914;NA;4,1029;0,6348;0,3082;0,0708;NA;6,5668;0,1065;NA;0,1945;0,1820;0,0526;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,29;7,55;NA;8,34;2,23;3,90;34,10;NA;5,58;5,67;NA;21,01;14,11;-4,01
Cantabria;2023;total;real;hacienda;FALSE;FALSE;16740663000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3507353710;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2341;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,9511;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,93;NA;NA;NA
Cantabria;2024;total;real;autonomica;FALSE;FALSE;17700122000,00;real;182382497,00;14475355,00;NA;723842463,00;108749736,00;49604154,00;7522267,00;NA;1168051162,00;17980803,00;NA;30145610,00;30836033,00;7068889,00;0,0115;0,0009;NA;0,0455;0,0068;0,0031;0,0005;NA;0,0734;0,0011;NA;0,0019;0,0019;0,0004;1,0304;0,0818;NA;4,0895;0,6144;0,2802;0,0425;NA;6,5991;0,1016;NA;0,1703;0,1742;0,0399;310,35;24,63;NA;1231,71;185,05;84,41;12,80;NA;1987,59;30,60;NA;51,30;52,47;12,03;6,80;-5,37;NA;5,38;2,34;-3,85;-36,49;NA;6,25;0,85;NA;-7,41;1,19;-19,67
Cantabria;2024;total;real;hacienda;FALSE;FALSE;17700122000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3547667860;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2229;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,0432;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6036,82;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,15;NA;NA;NA
Cantabria;2025;total;real;autonomica;FALSE;FALSE;18399077585,32;proyeccion;191340914,00;17077855,00;NA;746611006,00;112749736,00;77307482,00;7690961,00;NA;1240702721,00;17790064,00;NA;29686481,00;31611589,00;7324587,00;0,0116;0,0010;NA;0,0453;0,0068;0,0047;0,0005;NA;0,0753;0,0011;NA;0,0018;0,0019;0,0004;1,0399;0,0928;NA;4,0579;0,6128;0,4202;0,0418;NA;6,7433;0,0967;NA;0,1613;0,1718;0,0398;324,86;28,99;NA;1267,59;191,43;131,25;13,06;NA;2106,46;30,20;NA;50,40;53,67;12,44;4,91;17,98;NA;3,15;3,68;55,85;2,24;NA;6,22;-1,06;NA;-1,52;2,52;3,62
Cantabria;2025;total;real;hacienda;FALSE;FALSE;18399077585,32;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3755661620;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,2279;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,4122;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6376,34;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,86;NA;NA;NA
Cantabria;2026;total;real;autonomica;FALSE;FALSE;19638827481,91;proyeccion;211628366,00;19250355,00;NA;793193442,00;112749736,00;83491279,00;8259262,00;NA;1341857644,00;19247162,00;NA;29209446,00;46014536,00;7555911,00;0,0124;0,0011;NA;0,0466;0,0066;0,0049;0,0005;NA;0,0789;0,0011;NA;0,0017;0,0027;0,0004;1,0776;0,0980;NA;4,0389;0,5741;0,4251;0,0421;NA;6,8327;0,0980;NA;0,1487;0,2343;0,0385;358,69;32,63;NA;1344,40;191,10;141,51;14,00;NA;2274,33;32,62;NA;49,51;77,99;12,81;10,60;12,72;NA;6,24;0,00;8,00;7,39;NA;8,15;8,19;NA;-1,61;45,56;3,16
Castilla y León;2015;total;real;autonomica;FALSE;FALSE;53183396000,00;real;611784431,00;128871699,00;5598719,00;2094966245,00;248945164,00;178457014,00;13276250,00;8314980,00;3252486438,00;1443880658,00;NA;38973762,00;135785844,00;1098791,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1503;0,2423;0,0105;3,9391;0,4681;0,3356;0,0250;0,0156;6,1156;2,7149;NA;0,0733;0,2553;0,0021;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Castilla y León;2015;total;real;hacienda;FALSE;FALSE;53183396000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9920811750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,6540;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Castilla y León;2016;total;real;autonomica;FALSE;FALSE;54630532000,00;real;618898555,00;130292035,00;5728341,00;2015501372,00;264604359,00;166951996,00;7458583,00;8325168,00;3285027920,00;1318536495,00;NA;22460969,00;145271044,00;1100523,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1329;0,2385;0,0105;3,6893;0,4844;0,3056;0,0137;0,0152;6,0132;2,4136;NA;0,0411;0,2659;0,0020;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,16;1,10;2,32;-3,79;6,29;-6,45;-43,82;0,12;1,00;-8,68;NA;-42,37;6,99;0,16
Castilla y León;2016;total;real;hacienda;FALSE;FALSE;54630532000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9843699240;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,0187;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,78;NA;NA;NA
Castilla y León;2017;total;real;autonomica;FALSE;FALSE;55879293000,00;real;661201402,00;135944676,00;5818726,00;2172387431,00;292720497,00;224628906,00;8015947,00;8722181,00;3446716392,00;1346493414,00;NA;23983830,00;152388567,00;1031150,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1833;0,2433;0,0104;3,8876;0,5238;0,4020;0,0143;0,0156;6,1681;2,4096;NA;0,0429;0,2727;0,0018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,84;4,34;1,58;7,78;10,63;34,55;7,47;4,77;4,92;2,12;NA;6,78;4,90;-6,30
Castilla y León;2017;total;real;hacienda;FALSE;FALSE;55879293000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10293186360;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,4204;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,57;NA;NA;NA
Castilla y León;2018;total;real;autonomica;FALSE;FALSE;58326859000,00;real;696811366,00;140093908,00;5949666,00;2145638780,00;304469214,00;242182633,00;8537700,00;8978860,00;3544930466,00;1382181385,00;NA;25339532,00;166810280,00;986574,00;0,0577;0,0116;0,0005;0,1776;0,0252;0,0200;0,0007;0,0007;0,2934;0,1144;NA;0,0021;0,0138;0,0001;1,1947;0,2402;0,0102;3,6786;0,5220;0,4152;0,0146;0,0154;6,0777;2,3697;NA;0,0434;0,2860;0,0017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,39;3,05;2,25;-1,23;4,01;7,81;6,51;2,94;2,85;2,65;NA;5,65;9,46;-4,32
Castilla y León;2018;total;real;hacienda;FALSE;FALSE;58326859000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10859218620;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8988;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,6179;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,50;NA;NA;NA
Castilla y León;2019;total;real;autonomica;TRUE;FALSE;59649198000,00;real;696811366,00;140093908,00;5949666,00;2145638780,00;304469214,00;242182633,00;8537700,00;8978860,00;3544930466,00;1382181385,00;NA;25339532,00;166810280,00;986574,00;0,0559;0,0112;0,0005;0,1723;0,0244;0,0194;0,0007;0,0007;0,2846;0,1110;NA;0,0020;0,0134;0,0001;1,1682;0,2349;0,0100;3,5971;0,5104;0,4060;0,0143;0,0151;5,9430;2,3172;NA;0,0425;0,2797;0,0017;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NA;0,00;0,00;0,00
Castilla y León;2019;total;real;hacienda;FALSE;FALSE;59649198000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10784981500;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8659;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,0807;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,68;NA;NA;NA
Castilla y León;2020;total;real;autonomica;TRUE;FALSE;54794589000,00;real;696811366,00;140093908,00;5949666,00;2145638780,00;304469214,00;242182633,00;8537700,00;8978860,00;3544930466,00;1382181385,00;NA;25339532,00;166810280,00;986574,00;0,0617;0,0124;0,0005;0,1900;0,0270;0,0214;0,0008;0,0008;0,3139;0,1224;NA;0,0022;0,0148;0,0001;1,2717;0,2557;0,0109;3,9158;0,5557;0,4420;0,0156;0,0164;6,4695;2,5225;NA;0,0462;0,3044;0,0018;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NA;0,00;0,00;0,00
Castilla y León;2020;total;real;hacienda;FALSE;FALSE;54794589000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10752614220;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,9522;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,6235;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,30;NA;NA;NA
Castilla y León;2021;total;real;autonomica;FALSE;FALSE;59465900000,00;real;744737627,00;172600101,00;7047038,00;2452586140,00;344456453,00;303237083,00;10835846,00;10261322,00;4316967631,00;1419449800,00;NA;29882122,00;173261426,00;1649097,00;0,0609;0,0141;0,0006;0,2007;0,0282;0,0248;0,0009;0,0008;0,3532;0,1161;NA;0,0024;0,0142;0,0001;1,2524;0,2903;0,0119;4,1244;0,5793;0,5099;0,0182;0,0173;7,2596;2,3870;NA;0,0503;0,2914;0,0028;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,88;23,20;18,44;14,31;13,13;25,21;26,92;14,28;21,78;2,70;NA;17,93;3,87;67,15
Castilla y León;2021;total;real;hacienda;FALSE;FALSE;59465900000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12291444520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,0056;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,6697;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14,31;NA;NA;NA
Castilla y León;2022;total;real;autonomica;TRUE;FALSE;65467208000,00;real;744737627,00;172600101,00;7047038,00;2452586140,00;344456453,00;303237083,00;10835846,00;10261322,00;4316967631,00;1419449800,00;NA;29882122,00;173261426,00;1649097,00;0,0542;0,0126;0,0005;0,1785;0,0251;0,0221;0,0008;0,0007;0,3143;0,1033;NA;0,0022;0,0126;0,0001;1,1376;0,2636;0,0108;3,7463;0,5262;0,4632;0,0166;0,0157;6,5941;2,1682;NA;0,0456;0,2647;0,0025;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NA;0,00;0,00;0,00
Castilla y León;2022;total;real;hacienda;FALSE;FALSE;65467208000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12291444520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8948;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,7750;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;NA;NA;NA
Castilla y León;2023;total;real;autonomica;FALSE;FALSE;69893920000,00;real;865314063,00;191657715,00;8476266,00;2735035519,00;426628015,00;438440387,00;11886698,00;10306603,00;4690046743,00;1460955044,00;NA;85235574,00;249148898,00;3087311,00;0,0578;0,0128;0,0006;0,1825;0,0285;0,0293;0,0008;0,0007;0,3130;0,0975;NA;0,0057;0,0166;0,0002;1,2380;0,2742;0,0121;3,9131;0,6104;0,6273;0,0170;0,0147;6,7102;2,0902;NA;0,1219;0,3565;0,0044;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,19;11,04;20,28;11,52;23,86;44,59;9,70;0,44;8,64;2,92;NA;185,24;43,80;87,21
Castilla y León;2023;total;real;hacienda;FALSE;FALSE;69893920000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;13809836900;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,9217;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,7583;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,35;NA;NA;NA
Castilla y León;2024;total;real;autonomica;FALSE;FALSE;73992645000,00;real;950482061,00;204458058,00;9008511,00;2865004829,00;436913059,00;379187952,00;14842204,00;12633520,00;4812765002,00;1497089801,00;NA;61329866,00;244456073,00;3368729,00;0,0597;0,0128;0,0006;0,1800;0,0275;0,0238;0,0009;0,0008;0,3024;0,0941;NA;0,0039;0,0154;0,0002;1,2846;0,2763;0,0122;3,8720;0,5905;0,5125;0,0201;0,0171;6,5044;2,0233;NA;0,0829;0,3304;0,0046;398,84;85,79;3,78;1202,20;183,34;159,11;6,23;5,30;2019,51;628,20;NA;25,73;102,58;1,41;9,84;6,68;6,28;4,75;2,41;-13,51;24,86;22,58;2,62;2,47;NA;-28,05;-1,88;9,12
Castilla y León;2024;total;real;hacienda;FALSE;FALSE;73992645000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14562494140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,9149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,6810;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6110,64;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,45;NA;NA;NA
Castilla y León;2025;total;real;autonomica;FALSE;FALSE;77233592986,80;proyeccion;950482061,00;204458058,00;9008511,00;2865004829,00;436913059,00;379187952,00;14842204,00;12633520,00;4812765002,00;1497089801,00;NA;61329866,00;244456073,00;1836823,00;0,0577;0,0124;0,0005;0,1738;0,0265;0,0230;0,0009;0,0008;0,2920;0,0908;NA;0,0037;0,0148;0,0001;1,2307;0,2647;0,0117;3,7095;0,5657;0,4910;0,0192;0,0164;6,2314;1,9384;NA;0,0794;0,3165;0,0024;399,36;85,91;3,79;1203,78;183,58;159,32;6,24;5,31;2022,17;629,03;NA;25,77;102,71;0,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NA;0,00;0,00;-45,47
Castilla y León;2025;total;real;hacienda;FALSE;FALSE;77233592986,80;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;14562494140;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8836;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,8551;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6118,70;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;NA;NA;NA
Castilla y León;2026;total;real;autonomica;FALSE;FALSE;80786752445,53;proyeccion;950482061,00;204458058,00;9008511,00;2865004829,00;436913059,00;379187952,00;14842204,00;12633520,00;4812765002,00;1497089801,00;NA;61329866,00;244456073,00;1836823,00;0,0559;0,0120;0,0005;0,1684;0,0257;0,0223;0,0009;0,0007;0,2829;0,0880;NA;0,0036;0,0144;0,0001;1,1765;0,2531;0,0112;3,5464;0,5408;0,4694;0,0184;0,0156;5,9574;1,8531;NA;0,0759;0,3026;0,0023;399,87;86,02;3,79;1205,30;183,81;159,52;6,24;5,31;2024,72;629,82;NA;25,80;102,84;0,77;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NA;0,00;0,00;0,00
Castilla-La Mancha;2015;total;real;autonomica;FALSE;TRUE;37998035000,00;real;394645380,00;99388360,00;NA;1515797070,00;53549430,00;21456800,00;14706850,00;61025190,00;2443105240,00;1236879940,00;NA;10119350,00;48559460,00;21757310,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,0386;0,2616;NA;3,9891;0,1409;0,0565;0,0387;0,1606;6,4296;3,2551;NA;0,0266;0,1278;0,0573;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Castilla-La Mancha;2015;total;real;hacienda;FALSE;FALSE;37998035000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8206375740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5968;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Castilla-La Mancha;2016;total;real;autonomica;FALSE;TRUE;39136242000,00;real;388696810,00;101107350,00;NA;1649848580,00;66476340,00;22786400,00;16658040,00;100998450,00;2651780070,00;1264101430,00;NA;10289070,00;42983640,00;12761500,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,9932;0,2583;NA;4,2157;0,1699;0,0582;0,0426;0,2581;6,7758;3,2300;NA;0,0263;0,1098;0,0326;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,51;1,73;NA;8,84;24,14;6,20;13,27;65,50;8,54;2,20;NA;1,68;-11,48;-41,35
Castilla-La Mancha;2016;total;real;hacienda;FALSE;FALSE;39136242000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8420148970;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;21,5150;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2,60;NA;NA;NA
