ccaa;periodo;genero;origen;capa;es_prorroga;estimado;pib_regional_eur;pib_origen;imp_dependencia;imp_discapacidad;imp_diversidad;imp_educacion;imp_empleo;imp_idi;imp_igualdad;imp_salud_mental;imp_sanidad;imp_soberania;imp_total;imp_turismo;imp_vivienda;imp_direccion;pib_dependencia;pib_discapacidad;pib_diversidad;pib_educacion;pib_empleo;pib_idi;pib_igualdad;pib_salud_mental;pib_sanidad;pib_soberania;pib_total;pib_turismo;pib_vivienda;pib_direccion;pibreg_dependencia;pibreg_discapacidad;pibreg_diversidad;pibreg_educacion;pibreg_empleo;pibreg_idi;pibreg_igualdad;pibreg_salud_mental;pibreg_sanidad;pibreg_soberania;pibreg_total;pibreg_turismo;pibreg_vivienda;pibreg_direccion;pc_dependencia;pc_discapacidad;pc_diversidad;pc_educacion;pc_empleo;pc_idi;pc_igualdad;pc_salud_mental;pc_sanidad;pc_soberania;pc_total;pc_turismo;pc_vivienda;pc_direccion;var_dependencia;var_discapacidad;var_diversidad;var_educacion;var_empleo;var_idi;var_igualdad;var_salud_mental;var_sanidad;var_soberania;var_total;var_turismo;var_vivienda;var_direccion
Aragón;2018;total;real;hacienda;FALSE;FALSE;37213896000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6162313660;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5100;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,5592;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,49;NA;NA;NA
Aragón;2019;total;real;autonomica;FALSE;FALSE;38465053000,00;real;NA;NA;1618733,44;1090322967,47;117165149,06;83677198,63;4194067,17;NA;2006052857,97;642673404,76;NA;13489707,07;39953112,30;2204455,39;NA;NA;0,0001;0,0875;0,0094;0,0067;0,0003;NA;0,1611;0,0516;NA;0,0011;0,0032;0,0002;NA;NA;0,0042;2,8346;0,3046;0,2175;0,0109;NA;5,2153;1,6708;NA;0,0351;0,1039;0,0057;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;0,00;0,00;0,00;0,00;NA;0,00;0,00;NA;0,00;0,00;0,00
Aragón;2019;total;real;hacienda;FALSE;FALSE;38465053000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6162313660;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,4948;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,0206;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;NA;NA;NA
Aragón;2020;total;real;autonomica;FALSE;FALSE;35955571000,00;real;NA;NA;1511098,44;1182200938,26;120644675,71;71350539,72;6276132,64;NA;2078641796,21;651857327,27;NA;10810854,19;42982028,47;2472932,30;NA;NA;0,0001;0,1047;0,0107;0,0063;0,0006;NA;0,1841;0,0577;NA;0,0010;0,0038;0,0002;NA;NA;0,0042;3,2879;0,3355;0,1984;0,0175;NA;5,7811;1,8130;NA;0,0301;0,1195;0,0069;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-6,65;8,43;2,97;-14,73;49,64;NA;3,62;1,43;NA;-19,86;7,58;12,18
Aragón;2020;total;real;hacienda;FALSE;FALSE;35955571000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6466530740;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5727;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,9848;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,94;NA;NA;NA
Aragón;2021;total;real;autonomica;FALSE;FALSE;38782157000,00;real;NA;NA;1564164,85;1294794240,56;128587723,21;87919449,35;6176132,64;NA;2366554012,07;673945493,13;NA;14163993,16;48846602,79;2510993,47;NA;NA;0,0001;0,1059;0,0105;0,0072;0,0005;NA;0,1936;0,0551;NA;0,0012;0,0040;0,0002;NA;NA;0,0040;3,3386;0,3316;0,2267;0,0159;NA;6,1022;1,7378;NA;0,0365;0,1260;0,0065;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,51;9,52;6,58;23,22;-1,59;NA;13,85;3,39;NA;31,02;13,64;1,54
Aragón;2021;total;real;hacienda;FALSE;FALSE;38782157000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7454031860;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,6098;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,2203;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15,27;NA;NA;NA
Aragón;2022;total;real;autonomica;FALSE;FALSE;43668835000,00;real;NA;NA;1558190,69;1311647998,15;126175339,25;78952584,61;9184305,35;NA;2250319676,63;689552472,38;NA;30748157,19;51683921,83;2521554,55;NA;NA;0,0001;0,0955;0,0092;0,0057;0,0007;NA;0,1638;0,0502;NA;0,0022;0,0038;0,0002;NA;NA;0,0036;3,0036;0,2889;0,1808;0,0210;NA;5,1531;1,5790;NA;0,0704;0,1184;0,0058;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,38;1,30;-1,88;-10,20;48,71;NA;-4,91;2,32;NA;117,09;5,81;0,42
Aragón;2022;total;real;hacienda;FALSE;FALSE;43668835000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7443845670;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5419;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,0461;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,14;NA;NA;NA
Aragón;2023;total;real;autonomica;FALSE;FALSE;46778120000,00;real;NA;NA;1588071,16;1373141920,04;160280811,92;79775764,20;8254418,05;NA;2557966487,72;715069103,18;NA;52714982,67;101296832,15;2768333,96;NA;NA;0,0001;0,0916;0,0107;0,0053;0,0006;NA;0,1707;0,0477;NA;0,0035;0,0068;0,0002;NA;NA;0,0034;2,9354;0,3426;0,1705;0,0176;NA;5,4683;1,5286;NA;0,1127;0,2165;0,0059;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,92;4,69;27,03;1,04;-10,12;NA;13,67;3,70;NA;71,44;95,99;9,79
Aragón;2023;total;real;hacienda;FALSE;FALSE;46778120000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8249589670;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5506;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,6356;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,82;NA;NA;NA
Aragón;2024;total;real;autonomica;FALSE;TRUE;49634925000,00;real;NA;NA;1758175,87;1519817440,43;168897467,37;77187951,69;16225351,40;16110911,37;2771994758,83;735047604,45;NA;88996832,54;53876320,97;2861117,89;NA;NA;0,0001;0,0955;0,0106;0,0048;0,0010;0,0010;0,1742;0,0462;NA;0,0056;0,0034;0,0002;NA;NA;0,0035;3,0620;0,3403;0,1555;0,0327;0,0325;5,5848;1,4809;NA;0,1793;0,1085;0,0058;NA;NA;1,31;1128,89;125,45;57,33;12,05;11,97;2058,98;545,98;NA;66,11;40,02;2,13;NA;NA;10,71;10,68;5,38;-3,24;96,57;NA;8,37;2,79;NA;68,83;-46,81;3,35
Aragón;2024;total;real;hacienda;FALSE;FALSE;49634925000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8546300920;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5370;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,2183;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6348,02;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,60;NA;NA;NA
Aragón;2025;total;real;autonomica;FALSE;TRUE;51706151620,83;proyeccion;NA;NA;1758175,87;1519817440,43;168897467,37;77187951,69;16225351,40;16110911,37;2771994758,83;735047604,45;NA;88996832,54;53876320,97;2861117,89;NA;NA;0,0001;0,0922;0,0102;0,0047;0,0010;0,0010;0,1682;0,0446;NA;0,0054;0,0033;0,0002;NA;NA;0,0034;2,9393;0,3266;0,1493;0,0314;0,0312;5,3611;1,4216;NA;0,1721;0,1042;0,0055;NA;NA;1,30;1124,13;124,92;57,09;12,00;11,92;2050,29;543,67;NA;65,83;39,85;2,12;NA;NA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NA;0,00;0,00;0,00
Aragón;2025;total;real;hacienda;FALSE;FALSE;51706151620,83;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8546300920;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,5186;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,5286;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6321,23;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,00;NA;NA;NA
Aragón;2026;total;real;autonomica;FALSE;TRUE;54956583155,78;proyeccion;NA;NA;1758175,87;1519817440,43;168897467,37;77187951,69;16225351,40;16110911,37;2771994758,83;735047604,45;NA;88996832,54;53876320,97;2861117,89;NA;NA;0,0001;0,0893;0,0099;0,0045;0,0010;0,0009;0,1630;0,0432;NA;0,0052;0,0032;0,0002;NA;NA;0,0032;2,7655;0,3073;0,1405;0,0295;0,0293;5,0440;1,3375;NA;0,1619;0,0980;0,0052;NA;NA;1,29;1119,16;124,37;56,84;11,95;11,86;2041,23;541,27;NA;65,54;39,67;2,11;NA;NA;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;NA;0,00;0,00;0,00
Canarias;2015;total;real;autonomica;FALSE;FALSE;39636569000,00;real;132896162,00;48724495,00;1261000,00;1513863136,00;90600439,00;82052180,00;6818684,00;NA;2459743096,00;55114206,00;NA;47655904,00;58073671,00;12350493,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,3353;0,1229;0,0032;3,8194;0,2286;0,2070;0,0172;NA;6,2057;0,1390;NA;0,1202;0,1465;0,0312;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2015;total;real;hacienda;FALSE;FALSE;39636569000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6901411560;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,4117;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Canarias;2016;total;real;autonomica;FALSE;FALSE;40979670000,00;real;143405273,00;48636101,00;1511250,00;1521043552,00;67197270,00;69970661,00;7088723,00;NA;2495715117,00;60478490,00;NA;52724724,00;56909628,00;15487547,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,3499;0,1187;0,0037;3,7117;0,1640;0,1707;0,0173;NA;6,0901;0,1476;NA;0,1287;0,1389;0,0378;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,91;-0,18;19,85;0,47;-25,83;-14,72;3,96;NA;1,46;9,73;NA;10,64;-2,00;25,40
Canarias;2016;total;real;hacienda;FALSE;FALSE;40979670000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7264829300;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,7279;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,27;NA;NA;NA
Canarias;2017;total;real;autonomica;FALSE;FALSE;43035839000,00;real;157033480,00;50215994,00;1576250,00;1563618246,00;64567875,00;50868847,00;7813732,00;NA;2556566464,00;66258575,00;NA;52861263,00;74279189,00;16763340,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,3649;0,1167;0,0037;3,6333;0,1500;0,1182;0,0182;NA;5,9406;0,1540;NA;0,1228;0,1726;0,0390;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9,50;3,25;4,30;2,80;-3,91;-27,30;10,23;NA;2,44;9,56;NA;0,26;30,52;8,24
Canarias;2017;total;real;hacienda;FALSE;FALSE;43035839000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7339187980;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;17,0537;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,02;NA;NA;NA
Canarias;2018;total;real;autonomica;FALSE;FALSE;44609266000,00;real;202912218,00;52459748,00;1836250,00;1664736166,00;64810392,00;42445674,00;8889380,00;NA;2739535209,00;72187990,00;NA;58797690,00;89630513,00;17799301,00;0,0168;0,0043;0,0002;0,1378;0,0054;0,0035;0,0007;NA;0,2267;0,0060;NA;0,0049;0,0074;0,0015;0,4549;0,1176;0,0041;3,7318;0,1453;0,0951;0,0199;NA;6,1412;0,1618;NA;0,1318;0,2009;0,0399;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;29,22;4,47;16,49;6,47;0,38;-16,56;13,77;NA;7,16;8,95;NA;11,23;20,67;6,18
Canarias;2018;total;real;hacienda;FALSE;FALSE;44609266000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8272992460;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,6847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;18,5455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12,72;NA;NA;NA
Canarias;2019;total;real;autonomica;FALSE;FALSE;45766832000,00;real;257526731,00;64537608,00;1941250,00;1734250398,00;84268994,00;48074715,00;9768621,00;NA;2832787821,00;81466630,00;NA;74724169,00;125977817,00;22801339,00;0,0207;0,0052;0,0002;0,1392;0,0068;0,0039;0,0008;NA;0,2274;0,0065;NA;0,0060;0,0101;0,0018;0,5627;0,1410;0,0042;3,7893;0,1841;0,1050;0,0213;NA;6,1896;0,1780;NA;0,1633;0,2753;0,0498;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;26,92;23,02;5,72;4,18;30,02;13,26;9,89;NA;3,40;12,85;NA;27,09;40,55;28,10
Canarias;2019;total;real;hacienda;FALSE;FALSE;45766832000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8833481410;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,7092;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,3011;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;6,77;NA;NA;NA
Canarias;2020;total;real;autonomica;FALSE;FALSE;37587399000,00;real;266517815,00;68168451,00;3154250,00;1854289572,00;85890300,00;54723072,00;10777717,00;NA;2970650193,00;91123442,00;NA;80111061,00;124680843,00;19647333,00;0,0236;0,0060;0,0003;0,1642;0,0076;0,0048;0,0010;NA;0,2631;0,0081;NA;0,0071;0,0110;0,0017;0,7091;0,1814;0,0084;4,9333;0,2285;0,1456;0,0287;NA;7,9033;0,2424;NA;0,2131;0,3317;0,0523;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,49;5,63;62,49;6,92;1,92;13,83;10,33;NA;4,87;11,85;NA;7,21;-1,03;-13,83
Canarias;2020;total;real;hacienda;FALSE;FALSE;37587399000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9603397680;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,8504;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;25,5495;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,72;NA;NA;NA
Canarias;2021;total;real;autonomica;FALSE;FALSE;41407275000,00;real;278835673,00;74284157,00;4251626,00;1951014528,00;85836504,00;47283119,00;11873307,00;NA;3088468435,00;97222642,00;NA;95382995,00;151405173,00;21541690,00;0,0228;0,0061;0,0003;0,1596;0,0070;0,0039;0,0010;NA;0,2527;0,0080;NA;0,0078;0,0124;0,0018;0,6734;0,1794;0,0103;4,7118;0,2073;0,1142;0,0287;NA;7,4588;0,2348;NA;0,2304;0,3656;0,0520;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,62;8,97;34,79;5,22;-0,06;-13,60;10,17;NA;3,97;6,69;NA;19,06;21,43;9,64
Canarias;2021;total;real;hacienda;FALSE;FALSE;41407275000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9531472040;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,7798;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;23,0188;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-0,75;NA;NA;NA
Canarias;2022;total;real;autonomica;FALSE;FALSE;48908196000,00;real;300562419,00;82192719,00;4687276,00;2099974847,00;91338493,00;58640520,00;12663329,00;NA;3225421670,00;122367315,00;NA;104769217,00;163995638,00;25173153,00;0,0219;0,0060;0,0003;0,1529;0,0066;0,0043;0,0009;NA;0,2348;0,0089;NA;0,0076;0,0119;0,0018;0,6145;0,1681;0,0096;4,2937;0,1868;0,1199;0,0259;NA;6,5948;0,2502;NA;0,2142;0,3353;0,0515;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;7,79;10,65;10,25;7,64;6,41;24,02;6,65;NA;4,43;25,86;NA;9,84;8,32;16,86
Canarias;2022;total;real;hacienda;FALSE;FALSE;48908196000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;9973597450;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,7261;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,3925;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;4,64;NA;NA;NA
Canarias;2023;total;real;autonomica;FALSE;FALSE;53990089000,00;real;348663128,00;82125662,00;5887276,00;2275406200,00;113622080,00;75998230,00;12837703,00;NA;3575652999,00;142858532,00;NA;127704086,00;200807166,00;24576670,00;0,0233;0,0055;0,0004;0,1519;0,0076;0,0051;0,0009;NA;0,2386;0,0095;NA;0,0085;0,0134;0,0016;0,6458;0,1521;0,0109;4,2145;0,2104;0,1408;0,0238;NA;6,6228;0,2646;NA;0,2365;0,3719;0,0455;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;16,00;-0,08;25,60;8,35;24,40;29,60;1,38;NA;10,86;16,75;NA;21,89;22,45;-2,37
Canarias;2023;total;real;hacienda;FALSE;FALSE;53990089000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11059201620;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,7381;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,4838;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10,88;NA;NA;NA
Canarias;2024;total;real;autonomica;FALSE;FALSE;58144618000,00;real;379252645,00;81486916,00;4554614,00;2368752325,00;93117329,00;95074319,00;13414120,00;NA;4108181841,00;118713832,00;NA;131144302,00;166171055,00;30926843,00;0,0238;0,0051;0,0003;0,1488;0,0059;0,0060;0,0008;NA;0,2581;0,0075;NA;0,0082;0,0104;0,0019;0,6523;0,1401;0,0078;4,0739;0,1601;0,1635;0,0231;NA;7,0655;0,2042;NA;0,2255;0,2858;0,0532;171,37;36,82;2,06;1070,37;42,08;42,96;6,06;NA;1856,37;53,64;NA;59,26;75,09;13,97;8,77;-0,78;-22,64;4,10;-18,05;25,10;4,49;NA;14,89;-16,90;NA;2,69;-17,25;25,84
Canarias;2024;total;real;hacienda;FALSE;FALSE;58144618000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;11970645250;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,7521;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,5877;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5409,20;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;8,24;NA;NA;NA
Canarias;2025;total;real;autonomica;FALSE;FALSE;61062044154,20;proyeccion;415940040,00;83043244,00;4828638,00;2438484346,00;97655020,00;88664354,00;13631088,00;NA;4308657056,00;119247851,00;NA;134487265,00;187328703,00;32402518,00;0,0252;0,0050;0,0003;0,1480;0,0059;0,0054;0,0008;NA;0,2614;0,0072;NA;0,0082;0,0114;0,0020;0,6812;0,1360;0,0079;3,9935;0,1599;0,1452;0,0223;NA;7,0562;0,1953;NA;0,2202;0,3068;0,0531;186,52;37,24;2,17;1093,49;43,79;39,76;6,11;NA;1932,13;53,47;NA;60,31;84,00;14,53;9,67;1,91;6,02;2,94;4,87;-6,74;1,62;NA;4,88;0,45;NA;2,55;12,73;4,77
Canarias;2025;total;real;hacienda;FALSE;FALSE;61062044154,20;proyeccion;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;12342736470;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,7490;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,2134;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5534,86;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3,11;NA;NA;NA
Canarias;2026;total;real;autonomica;FALSE;FALSE;65715780772,60;proyeccion;478357792,00;86685508,00;6911270,00;2606326700,00;96610923,00;79698924,00;14672962,00;NA;4542045217,00;130679861,00;NA;154797203,00;211833521,00;33601026,00;0,0281;0,0051;0,0004;0,1532;0,0057;0,0047;0,0009;NA;0,2670;0,0077;NA;0,0091;0,0125;0,0020;0,7279;0,1319;0,0105;3,9661;0,1470;0,1213;0,0223;NA;6,9117;0,1989;NA;0,2356;0,3223;0,0511;213,08;38,61;3,08;1160,95;43,03;35,50;6,54;NA;2023,18;58,21;NA;68,95;94,36;14,97;15,01;4,39;43,13;6,88;-1,07;-10,11;7,64;NA;5,42;9,59;NA;15,10;13,08;3,70
Cantabria;2015;total;real;autonomica;FALSE;TRUE;12443843000,00;real;138925482,00;10838358,00;NA;513386490,00;107341952,00;24662333,00;1517729,00;7154009,00;813671798,00;21049003,00;NA;12882424,00;25322423,00;1855297,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,1164;0,0871;NA;4,1256;0,8626;0,1982;0,0122;0,0575;6,5388;0,1692;NA;0,1035;0,2035;0,0149;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2015;total;real;hacienda;FALSE;FALSE;12443843000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2500549880;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;20,0947;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
Cantabria;2016;total;real;autonomica;FALSE;TRUE;12833899000,00;real;139664656,00;11437096,00;NA;536376717,00;108622841,00;14337798,00;1706773,00;6168598,00;831449140,00;19203374,00;NA;14829474,00;27862476,00;1857507,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,0882;0,0891;NA;4,1794;0,8464;0,1117;0,0133;0,0481;6,4785;0,1496;NA;0,1155;0,2171;0,0145;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;0,53;5,52;NA;4,48;1,19;-41,86;12,46;-13,77;2,18;-8,77;NA;15,11;10,03;0,12
Cantabria;2016;total;real;hacienda;FALSE;FALSE;12833899000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2465472870;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,2106;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-1,40;NA;NA;NA
Cantabria;2017;total;real;autonomica;FALSE;TRUE;13318023000,00;real;134204538,00;11881158,00;NA;552223348,00;105980816,00;19000371,00;1765645,00;8129154,00;852348270,00;20301447,00;NA;21292996,00;28287681,00;1953093,00;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1,0077;0,0892;NA;4,1464;0,7958;0,1427;0,0133;0,0610;6,4000;0,1524;NA;0,1599;0,2124;0,0147;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-3,91;3,88;NA;2,95;-2,43;32,52;3,45;31,78;2,51;5,72;NA;43,59;1,53;5,15
Cantabria;2017;total;real;hacienda;FALSE;FALSE;13318023000,00;real;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2602893960;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;19,5441;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;5,57;NA;NA;NA
