ccaa_id3,anio,capitulo,codigo,denominacion,importe_eur,capa,fuente_path
bal,2024,4,04,Transferencias corrientes,1950442100.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_bal.xlsx
bal,2024,5,05,Fondo de contingencia,45000000.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_bal.xlsx
bal,2024,6,06,Inversiones reales,344926920.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_bal.xlsx
bal,2024,7,07,Transferencias de capital,809300620.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_bal.xlsx
bal,2024,8,08,Activos financieros,32089880.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_bal.xlsx
bal,2024,9,09,Pasivos financieros,923087610.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_bal.xlsx
can,2024,1,01,Gastos de personal,4393731090.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
can,2024,2,02,Gastos corrientes en bienes y servicios,1695907830.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
can,2024,3,03,Gastos financieros,98823390.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
can,2024,4,04,Transferencias corrientes,3161994640.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
can,2024,5,05,Fondo de contingencia,65641640.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
can,2024,6,06,Inversiones reales,1019865460.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
can,2024,7,07,Transferencias de capital,865414010.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
can,2024,8,08,Activos financieros,6128160.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
can,2024,9,09,Pasivos financieros,663139030.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_can.xlsx
cat,2024,1,01,Gastos de personal,10932744880.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
cat,2024,2,02,Gastos corrientes en bienes y servicios,10710899360.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
cat,2024,3,03,Gastos financieros,784255960.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
cat,2024,4,04,Transferencias corrientes,15051495720.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
cat,2024,5,05,Fondo de contingencia,300000000.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
cat,2024,6,06,Inversiones reales,1289185440.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
cat,2024,7,07,Transferencias de capital,1164157480.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
cat,2024,8,08,Activos financieros,979629040.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
cat,2024,9,09,Pasivos financieros,10615219400.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cat.xlsx
clm,2024,1,01,Gastos de personal,4134940420.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
clm,2024,2,02,Gastos corrientes en bienes y servicios,1619765940.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
clm,2024,3,03,Gastos financieros,256610070.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
clm,2024,4,04,Transferencias corrientes,3069635000.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
clm,2024,5,05,Fondo de contingencia,16794670.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
clm,2024,6,06,Inversiones reales,862570580.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
clm,2024,7,07,Transferencias de capital,842229440.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
clm,2024,8,08,Activos financieros,2663180.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
clm,2024,9,09,Pasivos financieros,1668133460.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_clm.xlsx
cnt,2024,1,01,Gastos de personal,1282729610.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cnt,2024,2,02,Gastos corrientes en bienes y servicios,592664820.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cnt,2024,3,03,Gastos financieros,54824270.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cnt,2024,4,04,Transferencias corrientes,762165520.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cnt,2024,5,05,Fondo de contingencia,5500000.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cnt,2024,6,06,Inversiones reales,240805220.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cnt,2024,7,07,Transferencias de capital,224345730.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cnt,2024,8,08,Activos financieros,19769580.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cnt,2024,9,09,Pasivos financieros,364863110.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cnt.xlsx
cym,2024,1,01,Gastos de personal,4859489380.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cym.xlsx
cym,2024,2,02,Gastos corrientes en bienes y servicios,2055181700.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cym.xlsx
cym,2024,3,03,Gastos financieros,349290890.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cym.xlsx
cym,2024,4,04,Transferencias corrientes,3453095250.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cym.xlsx
cym,2024,6,06,Inversiones reales,1088250960.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cym.xlsx
cym,2024,7,07,Transferencias de capital,1188335580.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cym.xlsx
cym,2024,8,08,Activos financieros,84716140.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cym.xlsx
cym,2024,9,09,Pasivos financieros,1484134240.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_cym.xlsx
ext,2024,1,01,Gastos de personal,2591940700.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
ext,2024,2,02,Gastos corrientes en bienes y servicios,1023275760.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
ext,2024,3,03,Gastos financieros,109748300.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
ext,2024,4,04,Transferencias corrientes,2321650750.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
ext,2024,5,05,Fondo de contingencia,10000000.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
ext,2024,6,06,Inversiones reales,716330430.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
ext,2024,7,07,Transferencias de capital,496952620.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
ext,2024,8,08,Activos financieros,4291380.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
ext,2024,9,09,Pasivos financieros,852919170.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_ext.xlsx
gal,2024,1,01,Gastos de personal,4867677170.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
gal,2024,2,02,Gastos corrientes en bienes y servicios,2243531650.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
gal,2024,3,03,Gastos financieros,188822160.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
gal,2024,4,04,Transferencias corrientes,3101668290.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
gal,2024,5,05,Fondo de contingencia,16839370.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
gal,2024,6,06,Inversiones reales,1595307600.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
gal,2024,7,07,Transferencias de capital,1242965110.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
gal,2024,8,08,Activos financieros,229667020.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
gal,2024,9,09,Pasivos financieros,1328722510.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_gal.xlsx
lar,2024,1,01,Gastos de personal,660418140.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
lar,2024,2,02,Gastos corrientes en bienes y servicios,378418590.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
lar,2024,3,03,Gastos financieros,23164740.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
lar,2024,4,04,Transferencias corrientes,506156980.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
lar,2024,5,05,Fondo de contingencia,1406820.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
lar,2024,6,06,Inversiones reales,104975280.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
lar,2024,7,07,Transferencias de capital,140665030.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
lar,2024,8,08,Activos financieros,6299070.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
lar,2024,9,09,Pasivos financieros,152358660.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_lar.xlsx
mad,2024,1,01,Gastos de personal,9675090470.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mad,2024,2,02,Gastos corrientes en bienes y servicios,5998723130.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mad,2024,3,03,Gastos financieros,996412400.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mad,2024,4,04,Transferencias corrientes,7799439100.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mad,2024,5,05,Fondo de contingencia,137800580.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mad,2024,6,06,Inversiones reales,1432855670.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mad,2024,7,07,Transferencias de capital,774095680.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mad,2024,8,08,Activos financieros,754944840.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mad,2024,9,09,Pasivos financieros,3014994040.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mad.xlsx
mur,2024,1,01,Gastos de personal,3385912880.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
mur,2024,2,02,Gastos corrientes en bienes y servicios,907780820.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
mur,2024,3,03,Gastos financieros,205041350.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
mur,2024,4,04,Transferencias corrientes,1398539670.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
mur,2024,5,05,Fondo de contingencia,135076200.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
mur,2024,6,06,Inversiones reales,385595090.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
mur,2024,7,07,Transferencias de capital,167543540.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
mur,2024,8,08,Activos financieros,45287520.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
mur,2024,9,09,Pasivos financieros,1188559800.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_mur.xlsx
nav,2024,1,01,Gastos de personal,1864332500.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
nav,2024,2,02,Gastos corrientes en bienes y servicios,1001929740.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
nav,2024,3,03,Gastos financieros,51369880.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
nav,2024,4,04,Transferencias corrientes,2280637540.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
nav,2024,5,05,Fondo de contingencia,17035020.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
nav,2024,6,06,Inversiones reales,288236620.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
nav,2024,7,07,Transferencias de capital,332431250.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
nav,2024,8,08,Activos financieros,34909020.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
nav,2024,9,09,Pasivos financieros,484528610.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_nav.xlsx
pvc,2024,1,01,Gastos de personal,5521783750.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
pvc,2024,2,02,Gastos corrientes en bienes y servicios,2283219460.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
pvc,2024,3,03,Gastos financieros,230172460.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
pvc,2024,4,04,Transferencias corrientes,4449228540.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
pvc,2024,5,05,Fondo de contingencia,2570000.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
pvc,2024,6,06,Inversiones reales,685797280.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
pvc,2024,7,07,Transferencias de capital,1187555470.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
pvc,2024,8,08,Activos financieros,154721820.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
pvc,2024,9,09,Pasivos financieros,631985600.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_pvc.xlsx
val,2024,1,01,Gastos de personal,9000689240.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
val,2024,2,02,Gastos corrientes en bienes y servicios,4058781420.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
val,2024,3,03,Gastos financieros,964241040.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
val,2024,4,04,Transferencias corrientes,6655486060.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
val,2024,5,05,Fondo de contingencia,9000000.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
val,2024,6,06,Inversiones reales,1292814670.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
val,2024,7,07,Transferencias de capital,1361755950.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
val,2024,8,08,Activos financieros,66183740.00000001,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
val,2024,9,09,Pasivos financieros,7001353430.0,hacienda,fuentes/raw/hacienda/2024/per_ccaa/SGCIEF_2024_val.xlsx
and,2025,1,01,Gastos de personal,16278865210.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
and,2025,2,02,Gastos corrientes en bienes y servicios,7364114240.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
and,2025,3,03,Gastos financieros,828425470.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
and,2025,4,04,Transferencias corrientes,14964141810.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
and,2025,5,05,Fondo de contingencia,16010000.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
and,2025,6,06,Inversiones reales,3379132720.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
and,2025,7,07,Transferencias de capital,2450378190.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
and,2025,8,08,Activos financieros,17434430.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
and,2025,9,09,Pasivos financieros,3573098690.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_and.xlsx
ara,2025,1,01,Gastos de personal,2937308220.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ara,2025,2,02,Gastos corrientes en bienes y servicios,1341021950.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ara,2025,3,03,Gastos financieros,223976290.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ara,2025,4,04,Transferencias corrientes,1927424070.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ara,2025,5,05,Fondo de contingencia,40000000.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ara,2025,6,06,Inversiones reales,414141530.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ara,2025,7,07,Transferencias de capital,639667140.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ara,2025,8,08,Activos financieros,2250000.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ara,2025,9,09,Pasivos financieros,1020511720.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ara.xlsx
ast,2025,1,01,Gastos de personal,2358366280.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
ast,2025,2,02,Gastos corrientes en bienes y servicios,1293885410.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
ast,2025,3,03,Gastos financieros,93840370.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
ast,2025,4,04,Transferencias corrientes,1276071890.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
ast,2025,5,05,Fondo de contingencia,2000000.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
ast,2025,6,06,Inversiones reales,531714240.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
ast,2025,7,07,Transferencias de capital,535142740.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
ast,2025,8,08,Activos financieros,10383020.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
ast,2025,9,09,Pasivos financieros,563075000.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_ast.xlsx
bal,2025,1,01,Gastos de personal,2338065940.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
bal,2025,2,02,Gastos corrientes en bienes y servicios,975113770.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
bal,2025,3,03,Gastos financieros,142930630.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
bal,2025,4,04,Transferencias corrientes,1972546270.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
bal,2025,5,05,Fondo de contingencia,39335000.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
bal,2025,6,06,Inversiones reales,272727430.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
bal,2025,7,07,Transferencias de capital,822160430.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
bal,2025,8,08,Activos financieros,37615220.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
bal,2025,9,09,Pasivos financieros,868645650.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_bal.xlsx
can,2025,1,01,Gastos de personal,4593561630.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_can.xlsx
can,2025,2,02,Gastos corrientes en bienes y servicios,1844988260.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_can.xlsx
can,2025,3,03,Gastos financieros,107518400.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_can.xlsx
can,2025,4,04,Transferencias corrientes,3119438860.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_can.xlsx
can,2025,5,05,Fondo de contingencia,100181700.0,hacienda,fuentes/raw/hacienda/2025/per_ccaa/SGCIEF_2025_can.xlsx
