"ccaa","genero","variable","periodo","valor","li_95","ls_95","imputado"
"Principado de Asturias","total","enf_ap",2025,0.772699518504932,0.740751091647609,0.829483163110046,TRUE
"Región de Murcia","total","enf_ap",2025,0.637926547594418,0.621298633917799,0.660636845085056,TRUE
"Andalucía","total","camas",2025,2.21077484072984,2.13580051835722,2.36246000008108,TRUE
"Aragón","total","camas",2025,3.51696186133452,3.42279407059377,3.5874115340692,TRUE
"Canarias","total","camas",2025,2.90102949149131,2.75393900763017,3.07899447985967,TRUE
"Cantabria","total","camas",2025,3.02269483645106,2.92663836894125,3.15502663945078,TRUE
"Castilla y León","total","camas",2025,3.44296091133127,3.36293478145396,3.56426749055792,TRUE
"Castilla-La Mancha","total","camas",2025,2.38026803332729,2.27640790269938,2.45777504017531,TRUE
"Cataluña","total","camas",2025,3.57496029075714,3.50818267846781,3.61669062262463,TRUE
"Ceuta","total","camas",2025,1.9510195504877,1.8971254941543,2.09469146790594,TRUE
"Comunidad Foral de Navarra","total","camas",2025,3.17409162394278,2.84667086959271,3.27282485156637,TRUE
"Comunidad Valenciana","total","camas",2025,2.15268980193544,2.05628575228275,2.22494758709366,TRUE
"Comunidad de Madrid","total","camas",2025,2.52778897600703,2.44078751068262,2.56679420856256,TRUE
"Extremadura","total","camas",2025,3.44437414990817,3.36389177006958,3.51611750369227,TRUE
"Galicia","total","camas",2025,3.14743239930229,3.09610463101121,3.19046415538029,TRUE
"Islas Baleares","total","camas",2025,2.7289021789335,2.63320135677039,2.78855093476385,TRUE
"La Rioja","total","camas",2025,3.19895545636196,3.08651322552662,3.33350014376665,TRUE
"Media Estatal","total","camas",2025,2.81581868236286,2.75589529825502,2.85939009510629,TRUE
"Melilla","total","camas",2025,1.93226810980617,1.75966684577137,2.05154341379448,TRUE
"País Vasco","total","camas",2025,3.22881416215802,3.17137858572885,3.31132327228178,TRUE
"Principado de Asturias","total","camas",2025,3.54880480043597,3.43967537973745,3.63328245635622,TRUE
"Región de Murcia","total","camas",2025,2.92976381772821,2.81152165633105,3.01707965934177,TRUE
"Andalucía","total","gasto_farmacia_pct",2025,16.77895559743,15.4518297253373,17.70950022052,TRUE
"Aragón","total","gasto_farmacia_pct",2025,14.122252212072,12.6145062031579,15.91199756334,TRUE
"Canarias","total","gasto_farmacia_pct",2025,15.1096253105965,14.6594346628805,15.3588962436012,TRUE
"Cantabria","total","gasto_farmacia_pct",2025,15.6910565814184,13.8675489628079,17.0124856440447,TRUE
"Castilla y León","total","gasto_farmacia_pct",2025,15.8715951470023,14.7434890086492,17.7124076123818,TRUE
"Castilla-La Mancha","total","gasto_farmacia_pct",2025,16.2257554408647,14.6618653516786,17.2392079246401,TRUE
"Cataluña","total","gasto_farmacia_pct",2025,11.3091603344766,10.0439074569788,11.8222724774552,TRUE
"Comunidad Foral de Navarra","total","gasto_farmacia_pct",2025,11.6092862405734,10.8497608733267,12.7175786050939,TRUE
"Comunidad Valenciana","total","gasto_farmacia_pct",2025,15.9361594816195,14.7842071602752,16.7633895540925,TRUE
"Comunidad de Madrid","total","gasto_farmacia_pct",2025,13.637024138473,12.8290647589357,14.2988346619232,TRUE
"Extremadura","total","gasto_farmacia_pct",2025,18.2085312546275,16.9750123783446,18.8426586435597,TRUE
"Galicia","total","gasto_farmacia_pct",2025,15.9170011233737,14.9163713982223,17.7263176859499,TRUE
"Islas Baleares","total","gasto_farmacia_pct",2025,12.393646043569,11.5503044596658,12.8860907488879,TRUE
"La Rioja","total","gasto_farmacia_pct",2025,14.7494275894092,12.1806004159896,15.8100136132005,TRUE
"Media Estatal","total","gasto_farmacia_pct",2025,14.4449164387127,13.5713392899722,14.8097136903868,TRUE
"País Vasco","total","gasto_farmacia_pct",2025,10.3967510777086,10.0839019553098,11.0943601075502,TRUE
"Principado de Asturias","total","gasto_farmacia_pct",2025,15.4015325465793,14.2725035689852,16.447695884325,TRUE
"Región de Murcia","total","gasto_farmacia_pct",2025,14.1189165690769,13.152140133355,15.4432302654263,TRUE
"Andalucía","hombres","reingresos_psiq",2025,12.6586080539672,11.7466646921782,13.7298316806678,TRUE
"Andalucía","mujeres","reingresos_psiq",2025,12.2951764537936,10.714232830286,13.7004184186182,TRUE
"Andalucía","total","reingresos_psiq",2025,12.3393361434227,11.3504633105176,13.2754482460874,TRUE
"Aragón","hombres","reingresos_psiq",2025,7.0452698196042,5.62752883497229,8.1360610019686,TRUE
"Aragón","mujeres","reingresos_psiq",2025,8.08958478186288,6.96968291549357,9.35195593673186,TRUE
"Aragón","total","reingresos_psiq",2025,7.73351147051081,6.86572020110274,8.30123282719378,TRUE
"Canarias","hombres","reingresos_psiq",2025,9.60695864884389,8.65306821087321,10.6864078311025,TRUE
"Canarias","mujeres","reingresos_psiq",2025,11.2680551688983,9.38423564881704,12.4534401331787,TRUE
"Canarias","total","reingresos_psiq",2025,10.3605148998394,8.98193776083962,11.2719816692742,TRUE
"Cantabria","hombres","reingresos_psiq",2025,7.30682331261755,6.11327677077337,7.59153692445915,TRUE
"Cantabria","mujeres","reingresos_psiq",2025,6.60513261729467,4.68906862128141,7.12795949321932,TRUE
"Cantabria","total","reingresos_psiq",2025,7.10312079228899,5.91422928909978,7.27974032992595,TRUE
"Castilla y León","hombres","reingresos_psiq",2025,11.3991360056743,10.7563179864873,12.1095843908042,TRUE
"Castilla y León","mujeres","reingresos_psiq",2025,11.5320482521809,10.5808836088228,12.8715553196984,TRUE
"Castilla y León","total","reingresos_psiq",2025,11.6035405775555,11.0585258538258,12.2650842560174,TRUE
"Castilla-La Mancha","hombres","reingresos_psiq",2025,13.241862981115,11.9513017947341,14.4249966337131,TRUE
"Castilla-La Mancha","mujeres","reingresos_psiq",2025,14.0395874513627,12.5777837712636,15.4190330194111,TRUE
"Castilla-La Mancha","total","reingresos_psiq",2025,13.5420949209848,12.2311811937318,14.3417179612475,TRUE
"Cataluña","hombres","reingresos_psiq",2025,12.3632594791083,10.9655472026703,14.0766750732374,TRUE
"Cataluña","mujeres","reingresos_psiq",2025,10.0542239377848,8.50022682132997,12.04459966923,TRUE
"Cataluña","total","reingresos_psiq",2025,11.4581521290706,9.97269216778634,12.4952412099437,TRUE
"Ceuta","hombres","reingresos_psiq",2025,11.2417121625945,6.47541920816715,13.6211842205007,TRUE
"Ceuta","mujeres","reingresos_psiq",2025,11.8359708662691,11.0928661571896,14.6615639275956,TRUE
"Ceuta","total","reingresos_psiq",2025,12.0036541109517,7.2362058690799,15.519654259821,TRUE
"Comunidad Foral de Navarra","hombres","reingresos_psiq",2025,6.82946535416474,5.44124564555079,7.81920817068234,TRUE
"Comunidad Foral de Navarra","mujeres","reingresos_psiq",2025,6.86376530144967,6.04465855162919,8.0724629000372,TRUE
"Comunidad Foral de Navarra","total","reingresos_psiq",2025,7.13815559421907,6.16982255761108,8.10633694042566,TRUE
"Comunidad Valenciana","hombres","reingresos_psiq",2025,10.8314792045299,9.83580390550483,11.3591467863665,TRUE
"Comunidad Valenciana","mujeres","reingresos_psiq",2025,10.2985698138522,9.69825324055484,10.958004099476,TRUE
"Comunidad Valenciana","total","reingresos_psiq",2025,10.5413803568173,10.0059203508406,11.0610185114895,TRUE
"Comunidad de Madrid","hombres","reingresos_psiq",2025,11.067510423375,9.81352281895079,11.7854760796528,TRUE
"Comunidad de Madrid","mujeres","reingresos_psiq",2025,10.3865294509958,9.26559510390577,11.3145620411273,TRUE
"Comunidad de Madrid","total","reingresos_psiq",2025,10.5687041274315,9.79799475218348,11.383232422898,TRUE
"Extremadura","hombres","reingresos_psiq",2025,16.0329242499608,14.3108554281401,17.7321715201512,TRUE
"Extremadura","mujeres","reingresos_psiq",2025,15.5716245099547,15.3149093623621,15.7696252389512,TRUE
"Extremadura","total","reingresos_psiq",2025,16.1463249796541,14.4844189583963,17.6422644613467,TRUE
"Galicia","hombres","reingresos_psiq",2025,9.75790143434382,8.67892308711863,10.2382178404393,TRUE
"Galicia","mujeres","reingresos_psiq",2025,10.6913409898021,9.8194109388016,12.006016036978,TRUE
"Galicia","total","reingresos_psiq",2025,9.88445101481276,9.27485708335818,10.7266851590086,TRUE
"Islas Baleares","hombres","reingresos_psiq",2025,10.3307276502291,9.51392535516473,11.4536087225838,TRUE
"Islas Baleares","mujeres","reingresos_psiq",2025,9.575540886997,8.00931025779795,10.7207056476422,TRUE
"Islas Baleares","total","reingresos_psiq",2025,9.83820133419086,9.260755365804,10.7259450925174,TRUE
"La Rioja","hombres","reingresos_psiq",2025,10.4622374758878,8.75274783494592,12.8152194114628,TRUE
"La Rioja","mujeres","reingresos_psiq",2025,8.99789538525656,5.10183834267362,12.5174102548717,TRUE
"La Rioja","total","reingresos_psiq",2025,9.81851920847827,7.23630279541307,13.1161598025115,TRUE
"Media Estatal","hombres","reingresos_psiq",2025,11.2681759625083,10.9187032596874,11.6466172485607,TRUE
"Media Estatal","mujeres","reingresos_psiq",2025,11.0749333811826,10.5266217768839,11.5333296051763,TRUE
"Media Estatal","total","reingresos_psiq",2025,11.1840083489476,10.776135042896,11.5665176222669,TRUE
"Melilla","hombres","reingresos_psiq",2025,17.4707872217165,14.7286115763656,24.1424688918157,TRUE
"Melilla","mujeres","reingresos_psiq",2025,16.4783884429695,12.118100857137,26.4847761797959,TRUE
"Melilla","total","reingresos_psiq",2025,16.8795384094683,14.9585849075821,24.3877099802963,TRUE
"País Vasco","hombres","reingresos_psiq",2025,10.1999833487336,9.77346699781954,10.7801058202077,TRUE
"País Vasco","mujeres","reingresos_psiq",2025,9.66669162373874,9.26819973069684,10.3687817219268,TRUE
"País Vasco","total","reingresos_psiq",2025,9.90250532408608,9.68179209350549,10.6623026548588,TRUE
"Principado de Asturias","hombres","reingresos_psiq",2025,13.7981737437198,12.2035265574629,15.0922451872296,TRUE
"Principado de Asturias","mujeres","reingresos_psiq",2025,14.6715956872265,13.029884846162,16.693709629351,TRUE
"Principado de Asturias","total","reingresos_psiq",2025,14.3042030771781,13.2653619656319,15.6122348490272,TRUE
"Región de Murcia","hombres","reingresos_psiq",2025,9.72746641433067,8.53651287032342,10.9616154442816,TRUE
"Región de Murcia","mujeres","reingresos_psiq",2025,10.5245738680745,9.25816572768687,12.0480156912462,TRUE
"Región de Murcia","total","reingresos_psiq",2025,10.1375262962376,9.25001651119191,11.2394698205061,TRUE
