"ccaa","genero","variable","periodo","valor","li_95","ls_95","imputado"
"La Rioja","mujeres","avs_65",2024,20.1528673426225,19.6479426228822,20.9701801569943,TRUE
"La Rioja","total","avs_65",2024,19.2197728927908,18.8103660813153,20.0334169001851,TRUE
"Media Estatal","hombres","avs_65",2024,17.8619541856634,17.6074439882113,18.0275325784666,TRUE
"Media Estatal","mujeres","avs_65",2024,20.0931437495877,19.692963769334,20.3386723181069,TRUE
"Media Estatal","total","avs_65",2024,19.0643750990702,18.6478225675185,19.265201753641,TRUE
"Melilla","hombres","avs_65",2024,15.24648353915,14.3344951630554,16.2787178232696,TRUE
"Melilla","mujeres","avs_65",2024,15.8366301609872,14.5816249088863,18.8405852669749,TRUE
"Melilla","total","avs_65",2024,15.0850217848817,14.1740309150669,16.4160401168075,TRUE
"País Vasco","hombres","avs_65",2024,17.7989891248787,17.3083962598958,18.1467833156428,TRUE
"País Vasco","mujeres","avs_65",2024,20.7934724546371,19.9470572409619,22.4454407422022,TRUE
"País Vasco","total","avs_65",2024,19.463305865418,18.9378388290146,20.2833549035266,TRUE
"Principado de Asturias","hombres","avs_65",2024,16.831954853836,16.4652352622771,17.1160835689237,TRUE
"Principado de Asturias","mujeres","avs_65",2024,19.4607491198918,18.8000006480623,20.7237811058398,TRUE
"Principado de Asturias","total","avs_65",2024,18.3301159822074,17.7888419755716,19.1917847073467,TRUE
"Región de Murcia","hombres","avs_65",2024,16.0191182288142,15.8781480809029,16.7506860214231,TRUE
"Región de Murcia","mujeres","avs_65",2024,18.1822823828095,16.4350284904921,21.9076274100061,TRUE
"Región de Murcia","total","avs_65",2024,16.9522664305088,16.0723839037797,19.712506376582,TRUE
"Andalucía","total","gasto_farmacia_pct",2024,16.9744152910514,15.8554755821867,17.7646935094199,TRUE
"Aragón","total","gasto_farmacia_pct",2024,14.3265909203372,13.062332871282,15.91199756334,TRUE
"Canarias","total","gasto_farmacia_pct",2024,15.3524916516671,14.9132914406289,15.5855968281626,TRUE
"Cantabria","total","gasto_farmacia_pct",2024,15.7262976399153,14.1244646200533,17.0124856440447,TRUE
"Castilla y León","total","gasto_farmacia_pct",2024,16.0250939841851,15.0815623586875,17.5449906850883,TRUE
"Castilla-La Mancha","total","gasto_farmacia_pct",2024,16.2811560184374,15.1987587816138,17.2618901538345,TRUE
"Cataluña","total","gasto_farmacia_pct",2024,11.5728828608489,10.6611101421856,11.9797093862058,TRUE
"Comunidad Foral de Navarra","total","gasto_farmacia_pct",2024,11.843761655508,11.2344762703967,12.7175786050939,TRUE
"Comunidad Valenciana","total","gasto_farmacia_pct",2024,16.4786452427692,15.449153051229,17.0749633566317,TRUE
"Comunidad de Madrid","total","gasto_farmacia_pct",2024,13.7538562052339,13.085432862646,14.3563456955883,TRUE
"Extremadura","total","gasto_farmacia_pct",2024,18.2588421835723,17.2833714454875,18.8426586435597,TRUE
