ccaa;ccaa_cod;periodo;origen;tasa_paro;tasa_actividad;tasa_empleo;horas_servicios;paro_juvenil;paro_larga_duracion;temporalidad;parcialidad;brecha_salarial;pct_alquiler_salario;brecha_salarial_origen;pct_alquiler_salario_origen
Illes Balears;04;2016;real;13.958;65.218;56.152;131.925;39.558;39.0;28.05;12.975;15.392;44.52;real;real
Illes Balears;04;2017;real;12.528;64.1;56.122;132.8;31.932;33.225;29.1;12.75;13.055;52.23;real;real
Illes Balears;04;2018;real;11.678;64.415;56.982;133.55;27.735;29.525;28.25;12.05;13.716;52.42;real;real
Illes Balears;04;2019;real;11.82;64.41;56.835;134.1;29.442;27.275;26.95;12.675;13.179;51.12;real;real
Illes Balears;04;2020;real;16.188;61.61;51.665;106.425;41.995;24.15;22.575;12.575;14.402;49.24;real;real
Illes Balears;04;2021;real;14.435;63.215;54.16;121.575;34.005;44.025;22.525;11.55;13.722;45.78;real;real
Illes Balears;04;2022;real;10.735;64.005;57.192;131.225;23.935;30.3;20.75;10.375;7.465;45.55;real;real
Illes Balears;04;2023;real;10.48;63.618;57.04;133.025;21.25;25.975;14.4;10.425;8.671;54.39;real;real
Illes Balears;04;2024;real;9.45;63.942;57.962;133.35;24.138;19.75;11.725;10.2;7.579;59.04;real;real
Illes Balears;04;2025;real;8.94;64.04;58.378;133.775;17.25;21.55;14.175;10.8;7.579;60.164;proyeccion;proyeccion
Illes Balears;04;2026;proyeccion;8.342;64.276;58.62;131.245;17.56;10.509;14.608;11.115;7.579;61.287;proyeccion;proyeccion
La Rioja;17;2010;real;14.145;59.902;51.428;123.825;38.108;40.65;19.55;13.55;23.308;29.25;real;real
La Rioja;17;2011;real;17.208;60.605;50.172;122.4;46.122;48.025;19.925;14.875;22.047;27.34;real;real
La Rioja;17;2012;real;20.568;59.85;47.532;119.075;49.24;47.55;20.75;14.7;24.291;28.17;real;real
La Rioja;17;2013;real;20.035;59.31;47.425;119.75;47.745;52.1;20.5;16.275;26.249;25.32;real;real
La Rioja;17;2014;real;18.16;60.277;49.328;121.5;44.798;57.225;21.575;16.625;23.593;22.3;real;real
La Rioja;17;2015;real;15.382;59.375;50.24;122.7;40.352;59.925;22.025;16.425;23.522;22.5;real;real
La Rioja;17;2016;real;13.535;59.232;51.207;119.3;35.74;57.025;22.075;15.375;22.74;22.56;real;real
La Rioja;17;2017;real;11.992;58.955;51.885;119.65;29.54;51.25;24.55;15.45;22.026;23.4;real;real
La Rioja;17;2018;real;10.402;59.152;53.0;120.45;25.692;43.425;24.95;15.45;22.749;25.06;real;real
La Rioja;17;2019;real;9.96;59.508;53.58;119.15;24.895;37.125;24.925;15.675;19.594;26.14;real;real
La Rioja;17;2020;real;10.8;58.4;52.092;111.95;26.43;35.575;22.6;14.825;18.334;27.2;real;real
La Rioja;17;2021;real;11.605;59.878;52.925;116.25;30.318;41.75;22.575;13.25;20.206;27.73;real;real
La Rioja;17;2022;real;9.55;59.53;53.84;121.525;25.838;40.875;19.175;14.475;19.744;27.72;real;real
La Rioja;17;2023;real;9.375;58.965;53.438;121.0;27.728;35.5;15.875;12.1;14.657;27.36;real;real
La Rioja;17;2024;real;9.745;58.458;52.76;119.475;31.877;34.95;15.575;13.275;13.945;27.74;real;real
La Rioja;17;2025;real;8.118;59.248;54.442;121.775;25.488;27.15;14.45;14.875;13.276;27.74;proyeccion;proyeccion
La Rioja;17;2026;proyeccion;8.776;59.003;53.254;121.284;26.922;29.776;14.844;14.714;12.607;27.74;proyeccion;proyeccion
Melilla;19;2010;real;22.772;54.118;41.798;;51.94;59.5;28.5;9.225;;;;
Melilla;19;2011;real;22.408;56.598;43.93;;64.35;64.675;24.375;12.875;;;;
Melilla;19;2012;real;26.858;56.872;41.562;;59.698;63.0;32.3;13.275;;;;
Melilla;19;2013;real;32.408;59.15;39.912;;53.465;60.475;26.475;17.275;;;;
Melilla;19;2014;real;28.4;55.26;39.585;;56.92;74.3;20.2;16.5;;;;
Melilla;19;2015;real;33.948;57.258;37.815;;72.092;65.55;24.025;9.675;;;;
Melilla;19;2016;real;30.778;58.55;40.543;;68.882;70.425;28.225;11.95;;;;
Melilla;19;2017;real;27.615;59.728;43.248;;62.345;70.525;27.4;12.525;;;;
Melilla;19;2018;real;25.765;62.822;46.635;;65.912;66.225;24.525;13.625;;;;
Melilla;19;2019;real;26.982;60.468;44.172;;63.683;69.7;31.65;11.625;;;;
Melilla;19;2020;real;23.608;62.242;47.542;;70.692;60.8;31.75;11.3;;;;
Melilla;19;2021;real;25.345;60.938;45.46;;57.698;68.325;35.575;9.75;;;;
Melilla;19;2022;real;25.902;58.558;43.362;;60.63;63.125;32.75;11.3;;;;
Melilla;19;2023;real;26.632;55.6;40.798;;46.938;64.025;23.7;12.625;;;;
Melilla;19;2024;real;28.315;58.868;42.19;;62.842;61.95;26.775;12.5;;;;
Melilla;19;2025;real;24.818;54.895;41.25;;59.495;65.525;27.075;10.75;;;;
Melilla;19;2026;proyeccion;21.42;51.368;40.396;;76.5;65.575;28.084;7.6;;;;
País Vasco;16;2010;real;10.69;58.195;51.975;123.875;30.618;39.425;22.375;14.1;23.571;37.43;real;real
País Vasco;16;2011;real;12.348;59.062;51.765;123.0;34.005;49.45;23.225;15.25;23.881;40.26;real;real
País Vasco;16;2012;real;15.598;58.172;49.1;120.325;42.683;51.6;21.575;15.95;25.832;39.29;real;real
País Vasco;16;2013;real;16.572;57.448;47.925;119.75;46.512;57.3;20.825;16.675;25.155;35.56;real;real
País Vasco;16;2014;real;16.325;57.01;47.702;120.55;45.0;64.2;21.55;17.45;23.95;33.86;real;real
País Vasco;16;2015;real;14.765;56.73;48.35;119.225;40.385;61.9;23.4;18.375;24.291;34.02;real;real
País Vasco;16;2016;real;12.593;56.942;49.775;117.875;34.672;59.775;24.05;17.85;24.428;34.79;real;real
País Vasco;16;2017;real;11.305;56.148;49.798;117.4;27.212;57.225;24.475;17.225;23.571;35.74;real;real
País Vasco;16;2018;real;9.97;56.275;50.662;118.4;25.78;54.475;25.85;16.325;22.562;37.39;real;real
País Vasco;16;2019;real;9.15;56.18;51.038;116.5;27.368;48.85;24.3;16.7;19.464;37.06;real;real
País Vasco;16;2020;real;9.538;55.05;49.795;108.175;32.812;39.05;22.075;16.1;17.9;37.99;real;real
País Vasco;16;2021;real;10.298;56.258;50.472;116.55;34.472;46.375;24.15;15.4;16.68;37.36;real;real
País Vasco;16;2022;real;8.882;56.458;51.442;117.1;25.45;45.925;22.125;15.85;16.472;36.39;real;real
País Vasco;16;2023;real;7.735;56.86;52.463;116.55;23.605;45.525;20.675;16.05;12.813;36.88;real;real
País Vasco;16;2024;real;8.105;56.062;51.518;116.2;23.098;38.55;20.35;16.25;13.981;37.91;real;real
País Vasco;16;2025;real;7.33;55.782;51.692;116.875;18.772;36.625;18.9;17.55;13.981;36.795;proyeccion;proyeccion
País Vasco;16;2026;proyeccion;7.901;55.906;51.629;115.763;21.444;26.1;18.2;16.014;13.981;36.795;proyeccion;proyeccion
Principado de Asturias;03;2010;real;15.915;51.84;43.59;127.95;37.315;42.625;23.5;11.475;25.365;32.8;real;real
Principado de Asturias;03;2011;real;17.84;51.865;42.612;125.875;48.468;45.475;23.975;11.8;26.137;30.89;real;real
Principado de Asturias;03;2012;real;21.822;52.3;40.882;126.6;49.058;48.8;22.9;13.25;28.036;29.53;real;real
Principado de Asturias;03;2013;real;24.127;52.435;39.785;124.9;55.028;60.975;23.05;13.775;27.626;27.32;real;real
Principado de Asturias;03;2014;real;21.128;51.838;40.885;122.875;44.99;63.1;25.45;12.95;27.333;26.22;real;real
Principado de Asturias;03;2015;real;19.11;50.97;41.23;122.575;42.078;60.35;25.3;13.85;28.623;25.28;real;real
Principado de Asturias;03;2016;real;17.608;51.682;42.578;123.15;47.832;61.325;25.9;14.6;29.369;25.77;real;real
Principado de Asturias;03;2017;real;13.712;50.86;43.885;123.825;37.092;56.8;25.325;14.45;30.244;26.31;real;real
Principado de Asturias;03;2018;real;13.608;50.772;43.862;124.575;37.255;50.6;24.9;14.9;29.262;27.14;real;real
Principado de Asturias;03;2019;real;14.192;50.7;43.502;121.5;28.692;54.7;25.525;13.85;25.22;27.33;real;real
Principado de Asturias;03;2020;real;14.12;50.022;42.96;113.85;35.702;40.975;23.8;12.95;23.759;28.49;real;real
Principado de Asturias;03;2021;real;12.335;50.412;44.19;118.775;29.272;54.025;25.15;13.925;23.207;28.71;real;real
Principado de Asturias;03;2022;real;12.512;49.422;43.238;120.775;36.878;47.625;22.4;12.875;19.549;27.75;real;real
Principado de Asturias;03;2023;real;12.122;50.085;44.015;120.425;28.762;50.175;19.325;13.65;20.059;28.06;real;real
Principado de Asturias;03;2024;real;10.135;51.402;46.202;120.8;32.88;45.8;17.475;12.75;20.211;30.12;real;real
Principado de Asturias;03;2025;real;8.832;52.68;48.028;119.475;27.715;38.675;15.25;13.125;20.211;28.115;proyeccion;proyeccion
Principado de Asturias;03;2026;proyeccion;8.562;52.02;47.33;119.4;20.41;38.464;16.1;12.862;20.211;28.115;proyeccion;proyeccion
Región de Murcia;14;2010;real;22.862;61.94;47.775;126.475;39.42;43.4;33.15;13.075;24.036;26.23;real;real
Región de Murcia;14;2011;real;24.985;61.495;46.128;125.075;48.085;49.9;33.025;14.3;23.047;25.37;real;real
Región de Murcia;14;2012;real;27.615;61.775;44.718;123.975;50.558;50.2;31.925;16.0;25.672;25.76;real;real
Región de Murcia;14;2013;real;28.98;61.4;43.608;125.875;53.49;55.875;31.3;16.925;27.62;24.27;real;real
Región de Murcia;14;2014;real;26.585;61.085;44.845;124.9;52.275;60.8;32.975;17.35;25.27;23.08;real;real
Región de Murcia;14;2015;real;24.615;59.448;44.815;126.725;50.72;57.9;33.875;16.45;26.218;22.48;real;real
Región de Murcia;14;2016;real;19.782;59.138;47.438;125.825;45.732;55.6;34.075;15.1;24.699;22.96;real;real
Región de Murcia;14;2017;real;18.032;59.518;48.788;124.275;39.618;47.95;34.9;13.875;24.827;23.92;real;real
Región de Murcia;14;2018;real;16.762;59.312;49.372;123.4;38.162;42.65;33.075;14.925;21.426;25.71;real;real
Región de Murcia;14;2019;real;14.68;59.12;50.442;121.425;33.37;41.625;32.85;14.75;20.001;26.43;real;real
Región de Murcia;14;2020;real;16.17;58.838;49.315;115.75;37.408;35.55;29.35;14.025;20.692;26.81;real;real
Región de Murcia;14;2021;real;14.722;60.188;51.33;121.6;31.858;45.425;29.825;13.65;21.363;27.42;real;real
Región de Murcia;14;2022;real;13.585;59.555;51.468;123.125;28.92;41.25;23.85;13.0;20.138;28.42;real;real
Región de Murcia;14;2023;real;12.775;59.588;51.975;122.475;28.655;33.425;18.875;13.5;19.153;28.5;real;real
Región de Murcia;14;2024;real;12.732;59.738;52.132;122.425;27.447;36.4;18.55;13.2;19.347;29.69;real;real
Región de Murcia;14;2025;real;12.102;59.948;52.69;118.825;25.34;38.825;18.525;12.75;18.736;29.937;proyeccion;proyeccion
Región de Murcia;14;2026;proyeccion;10.26;60.206;54.016;119.818;23.118;37.825;18.225;12.48;18.263;30.184;proyeccion;proyeccion
