ccaa;ccaa_cod;periodo;genero;origen;tasa_paro;tasa_actividad;tasa_empleo;paro_juvenil;paro_larga_duracion;temporalidad;parcialidad;pct_alquiler_salario;pct_alquiler_salario_origen
Ceuta;18;2019;mujer;real;29.665;48.802;34.315;40.435;67.85;33.05;21.55;;
Ceuta;18;2020;hombre;real;21.822;64.688;50.59;64.36;64.65;14.7;5.45;;
Ceuta;18;2020;mujer;real;28.172;47.948;34.4;60.465;68.15;27.175;15.05;;
Ceuta;18;2021;hombre;real;26.945;61.482;44.922;57.962;71.0;12.425;8.175;;
Ceuta;18;2021;mujer;real;35.435;49.882;32.197;76.14;71.0;23.3;14.875;;
Ceuta;18;2022;hombre;real;26.208;68.48;50.5;31.978;64.2;14.925;6.3;;
Ceuta;18;2022;mujer;real;34.628;53.295;34.732;76.762;63.5;17.925;15.225;;
Ceuta;18;2023;hombre;real;24.555;66.3;50.015;64.225;55.6;11.25;8.4;;
Ceuta;18;2023;mujer;real;36.158;57.408;36.63;54.685;60.85;18.075;17.225;;
Ceuta;18;2024;hombre;real;19.215;66.775;53.922;54.815;63.525;11.65;8.55;;
Ceuta;18;2024;mujer;real;36.882;54.452;34.3;73.805;65.475;18.2;13.85;;
Ceuta;18;2025;hombre;real;18.215;67.242;55.018;42.632;65.1;12.85;5.8;;
Ceuta;18;2025;mujer;real;31.96;54.9;37.402;67.97;69.275;15.075;14.2;;
Ceuta;18;2026;hombre;proyeccion;18.842;75.21;56.23;51.019;60.706;11.725;6.6;;
Ceuta;18;2026;mujer;proyeccion;32.949;55.585;38.558;66.542;64.706;19.421;20.6;;
Comunidad Foral de Navarra;15;2010;hombre;real;11.505;67.888;60.08;29.74;39.4;21.325;4.075;23.45;real
Comunidad Foral de Navarra;15;2010;mujer;real;12.395;53.6;46.957;30.875;27.4;28.325;28.025;31.75;real
Comunidad Foral de Navarra;15;2011;hombre;real;12.572;67.202;58.752;25.475;38.1;23.2;4.35;24.38;real
Comunidad Foral de Navarra;15;2011;mujer;real;13.49;54.81;47.42;33.43;42.275;28.7;27.15;33.97;real
Comunidad Foral de Navarra;15;2012;hombre;real;16.685;66.812;55.665;39.06;43.25;18.0;5.95;25.29;real
Comunidad Foral de Navarra;15;2012;mujer;real;15.53;54.702;46.202;42.385;50.425;25.9;28.65;35.91;real
Comunidad Foral de Navarra;15;2013;hombre;real;17.162;66.665;55.222;47.228;49.6;17.625;6.225;22.48;real
Comunidad Foral de Navarra;15;2013;mujer;real;18.855;53.81;43.66;49.382;51.825;22.8;28.25;32.32;real
Comunidad Foral de Navarra;15;2014;hombre;real;15.48;65.548;55.398;54.175;61.725;20.425;6.275;21.24;real
Comunidad Foral de Navarra;15;2014;mujer;real;15.98;54.09;45.442;35.738;53.025;24.65;31.45;30.19;real
Comunidad Foral de Navarra;15;2015;hombre;real;12.678;64.07;55.945;40.658;56.925;22.65;6.975;21.25;real
Comunidad Foral de Navarra;15;2015;mujer;real;15.17;53.652;45.518;35.595;50.65;29.5;32.15;29.69;real
Comunidad Foral de Navarra;15;2016;hombre;real;10.928;63.418;56.49;33.285;54.15;21.575;6.5;21.77;real
Comunidad Foral de Navarra;15;2016;mujer;real;14.278;53.805;46.13;35.282;56.8;29.025;28.9;30.25;real
Comunidad Foral de Navarra;15;2017;hombre;real;7.738;64.545;59.555;23.4;43.525;21.325;5.65;22.3;real
Comunidad Foral de Navarra;15;2017;mujer;real;13.155;53.858;46.775;42.34;44.5;24.8;28.875;30.25;real
Comunidad Foral de Navarra;15;2018;hombre;real;9.085;63.442;57.685;27.142;44.225;22.1;5.625;24.17;real
Comunidad Foral de Navarra;15;2018;mujer;real;11.09;54.875;48.795;25.415;49.375;26.025;28.5;31.47;real
Comunidad Foral de Navarra;15;2019;hombre;real;7.395;63.475;58.785;23.808;30.7;23.9;7.4;25.19;real
Comunidad Foral de Navarra;15;2019;mujer;real;9.212;53.942;48.975;21.175;35.5;27.5;27.55;32.45;real
Comunidad Foral de Navarra;15;2020;hombre;real;9.99;62.462;56.22;27.815;27.25;20.625;5.575;26.06;real
Comunidad Foral de Navarra;15;2020;mujer;real;10.125;51.96;46.692;23.21;32.725;30.625;24.125;33.93;real
Comunidad Foral de Navarra;15;2021;hombre;real;11.555;62.078;54.91;23.89;49.175;19.575;5.75;26.97;real
Comunidad Foral de Navarra;15;2021;mujer;real;9.768;54.36;49.055;20.645;41.375;28.525;26.475;34.4;real
Comunidad Foral de Navarra;15;2022;hombre;real;9.268;63.588;57.7;22.87;44.625;17.975;5.35;27.78;real
Comunidad Foral de Navarra;15;2022;mujer;real;10.282;54.002;48.45;22.078;44.525;24.8;24.5;34.11;real
Comunidad Foral de Navarra;15;2023;hombre;real;9.157;63.49;57.672;27.585;32.175;16.7;6.1;26.65;real
Comunidad Foral de Navarra;15;2023;mujer;real;10.838;54.225;48.355;22.425;41.3;19.9;23.225;33.59;real
Comunidad Foral de Navarra;15;2024;hombre;real;6.955;63.588;59.162;19.8;23.825;14.55;5.575;26.93;real
Comunidad Foral de Navarra;15;2024;mujer;real;8.4;55.058;50.43;26.835;38.075;18.45;21.25;33.83;real
Comunidad Foral de Navarra;15;2025;hombre;real;6.442;63.685;59.58;17.56;35.35;13.525;5.875;27.179;proyeccion
Comunidad Foral de Navarra;15;2025;mujer;real;9.118;54.335;49.378;24.932;41.375;21.8;20.675;33.83;proyeccion
Comunidad Foral de Navarra;15;2026;hombre;proyeccion;6.708;63.887;59.6;20.295;32.514;14.05;6.112;27.427;proyeccion
Comunidad Foral de Navarra;15;2026;mujer;proyeccion;9.96;54.238;48.54;25.764;35.675;23.424;20.094;33.83;proyeccion
Comunidad de Madrid;13;2010;hombre;real;15.572;72.922;61.562;38.825;40.325;18.175;5.1;36.43;real
Comunidad de Madrid;13;2010;mujer;real;16.142;59.815;50.158;35.168;37.675;19.45;18.725;46.52;real
Comunidad de Madrid;13;2011;hombre;real;16.395;71.99;60.188;42.275;46.725;18.4;5.7;36.54;real
Comunidad de Madrid;13;2011;mujer;real;16.275;59.075;49.47;39.358;43.475;20.1;18.325;46.76;real
Comunidad de Madrid;13;2012;hombre;real;19.105;71.245;57.635;52.305;50.675;16.375;6.35;34.75;real
Comunidad de Madrid;13;2012;mujer;real;17.908;59.952;49.212;43.548;51.2;18.4;18.925;44.3;real
Comunidad de Madrid;13;2013;hombre;real;19.22;70.185;56.692;48.995;58.15;15.375;7.55;32.55;real
Comunidad de Madrid;13;2013;mujer;real;20.345;59.29;47.228;48.655;57.7;17.4;20.35;41.44;real
Comunidad de Madrid;13;2014;hombre;real;17.955;69.712;57.198;46.825;60.45;15.475;7.25;32.19;real
Comunidad de Madrid;13;2014;mujer;real;19.605;58.58;47.1;51.09;63.2;16.5;20.85;41.03;real
Comunidad de Madrid;13;2015;hombre;real;16.808;70.49;58.64;46.258;62.7;17.6;7.8;34.09;real
Comunidad de Madrid;13;2015;mujer;real;17.328;59.242;48.975;41.875;63.15;16.4;20.275;42.58;real
Comunidad de Madrid;13;2016;hombre;real;15.005;68.97;58.615;41.28;58.3;17.8;7.2;36.67;real
Comunidad de Madrid;13;2016;mujer;real;16.46;58.855;49.162;39.712;59.0;18.85;19.45;45.68;real
Comunidad de Madrid;13;2017;hombre;real;12.792;68.222;59.498;37.72;51.525;18.625;7.1;39.41;real
Comunidad de Madrid;13;2017;mujer;real;13.928;58.05;49.965;31.26;54.7;19.175;19.025;49.06;real
Comunidad de Madrid;13;2018;hombre;real;11.62;68.418;60.462;30.172;52.825;18.35;6.7;43.69;real
Comunidad de Madrid;13;2018;mujer;real;12.853;57.93;50.48;24.6;49.225;21.3;20.1;54.45;real
Comunidad de Madrid;13;2019;hombre;real;9.812;67.805;61.152;28.46;41.275;18.3;6.925;44.52;real
Comunidad de Madrid;13;2019;mujer;real;11.478;58.36;51.662;29.742;48.25;20.725;19.875;54.65;real
Comunidad de Madrid;13;2020;hombre;real;11.572;66.598;58.892;30.32;33.775;17.2;6.775;43.98;real
Comunidad de Madrid;13;2020;mujer;real;13.45;58.13;50.312;33.368;38.425;20.275;19.275;53.49;real
Comunidad de Madrid;13;2021;hombre;real;10.755;67.795;60.502;30.502;44.425;18.175;7.0;40.35;real
Comunidad de Madrid;13;2021;mujer;real;12.645;59.325;51.815;28.592;44.475;20.425;19.975;48.91;real
Comunidad de Madrid;13;2022;hombre;real;9.53;68.273;61.765;29.32;46.2;14.2;7.425;39.76;real
Comunidad de Madrid;13;2022;mujer;real;12.97;58.842;51.21;26.018;50.5;17.6;18.625;48.23;real
Comunidad de Madrid;13;2023;hombre;real;8.702;67.718;61.825;28.402;43.85;10.875;6.55;42.42;real
Comunidad de Madrid;13;2023;mujer;real;11.25;59.223;52.56;26.2;42.5;14.125;18.025;50.84;real
Comunidad de Madrid;13;2024;hombre;real;8.485;67.678;61.933;22.582;34.05;9.975;6.3;45.66;real
Comunidad de Madrid;13;2024;mujer;real;9.48;59.072;53.475;17.695;41.7;13.55;19.05;55.35;real
Comunidad de Madrid;13;2025;hombre;real;7.81;67.51;62.238;18.41;34.2;9.1;7.35;46.319;proyeccion
Comunidad de Madrid;13;2025;mujer;real;8.127;59.445;54.61;20.338;36.45;13.675;21.325;55.35;proyeccion
Comunidad de Madrid;13;2026;hombre;proyeccion;6.124;67.659;63.519;18.803;34.975;9.4;8.6;46.979;proyeccion
Comunidad de Madrid;13;2026;mujer;proyeccion;8.579;59.051;53.806;20.52;37.763;13.569;20.217;55.35;proyeccion
Comunitat Valenciana;10;2010;hombre;real;22.932;67.932;52.352;41.42;46.625;27.325;8.075;25.1;real
Comunitat Valenciana;10;2010;mujer;real;22.765;52.502;40.55;43.258;46.25;28.275;26.85;32.94;real
Comunitat Valenciana;10;2011;hombre;real;23.702;66.74;50.918;55.255;52.45;25.875;7.675;22.8;real
Comunitat Valenciana;10;2011;mujer;real;24.332;52.93;40.05;47.162;50.9;27.8;27.125;30.52;real
Comunitat Valenciana;10;2012;hombre;real;27.355;66.812;48.538;55.728;54.175;24.775;8.425;22.21;real
Comunitat Valenciana;10;2012;mujer;real;26.988;52.635;38.432;49.728;55.925;28.4;28.925;30.19;real
Comunitat Valenciana;10;2013;hombre;real;27.082;66.29;48.338;57.67;59.15;25.175;10.125;21.51;real
Comunitat Valenciana;10;2013;mujer;real;29.21;53.245;37.692;54.775;60.25;28.575;29.975;28.4;real
Comunitat Valenciana;10;2014;hombre;real;25.018;65.55;49.152;57.702;63.225;25.975;9.85;21.18;real
Comunitat Valenciana;10;2014;mujer;real;26.778;52.648;38.545;55.402;63.875;27.75;30.575;28.4;real
Comunitat Valenciana;10;2015;hombre;real;21.91;65.197;50.912;48.73;61.2;27.225;9.95;21.15;real
Comunitat Valenciana;10;2015;mujer;real;23.805;53.235;40.565;48.028;63.5;27.725;29.825;28.4;real
Comunitat Valenciana;10;2016;hombre;real;18.908;65.06;52.758;44.948;57.6;27.375;10.1;22.95;real
Comunitat Valenciana;10;2016;mujer;real;22.585;53.922;41.745;46.265;61.375;27.5;29.9;29.61;real
Comunitat Valenciana;10;2017;hombre;real;16.478;65.34;54.578;43.705;51.55;29.0;9.7;24.45;real
Comunitat Valenciana;10;2017;mujer;real;20.18;53.135;42.415;39.388;52.075;30.075;29.7;31.51;real
Comunitat Valenciana;10;2018;hombre;real;14.005;64.902;55.812;35.508;47.525;28.5;7.85;26.25;real
Comunitat Valenciana;10;2018;mujer;real;17.462;52.47;43.302;32.79;50.25;29.075;25.925;33.49;real
Comunitat Valenciana;10;2019;hombre;real;11.795;64.612;56.99;27.088;42.775;27.55;8.0;28.13;real
Comunitat Valenciana;10;2019;mujer;real;16.855;52.098;43.317;36.358;44.95;28.35;26.025;35.69;real
Comunitat Valenciana;10;2020;hombre;real;14.332;63.225;54.168;34.202;37.05;24.025;8.15;28.91;real
Comunitat Valenciana;10;2020;mujer;real;18.365;51.395;41.955;39.777;41.525;26.4;25.95;36.18;real
Comunitat Valenciana;10;2021;hombre;real;14.23;63.335;54.328;36.43;46.65;22.975;7.525;28.08;real
Comunitat Valenciana;10;2021;mujer;real;18.222;52.452;42.895;38.548;50.55;31.325;25.3;35.2;real
Comunitat Valenciana;10;2022;hombre;real;11.428;64.37;57.015;27.168;42.9;19.9;7.5;29.97;real
Comunitat Valenciana;10;2022;mujer;real;15.445;53.292;45.06;30.182;51.125;25.425;24.75;36.13;real
Comunitat Valenciana;10;2023;hombre;real;10.972;64.523;57.445;28.92;37.125;15.55;7.675;33.03;real
Comunitat Valenciana;10;2023;mujer;real;14.872;54.13;46.078;28.378;40.275;20.9;24.875;39.76;real
Comunitat Valenciana;10;2024;hombre;real;11.282;64.07;56.84;27.905;36.45;14.3;8.725;35.87;real
Comunitat Valenciana;10;2024;mujer;real;14.158;53.93;46.3;23.16;41.55;20.4;24.575;43.5;real
Comunitat Valenciana;10;2025;hombre;real;9.73;64.01;57.785;29.415;37.725;13.5;7.725;38.71;proyeccion
Comunitat Valenciana;10;2025;mujer;real;13.678;53.62;46.288;31.832;36.975;19.475;24.475;44.285;proyeccion
Comunitat Valenciana;10;2026;hombre;proyeccion;8.939;63.914;58.95;26.778;32.004;13.135;8.296;41.55;proyeccion
Comunitat Valenciana;10;2026;mujer;proyeccion;13.618;53.987;46.48;27.653;37.545;17.501;23.148;45.099;proyeccion
Extremadura;11;2010;hombre;real;20.58;64.065;50.882;44.543;37.35;29.925;3.7;22.81;real
Extremadura;11;2010;mujer;real;26.302;45.022;33.18;47.26;45.975;39.9;26.975;26.53;real
Extremadura;11;2011;hombre;real;23.038;63.302;48.725;49.285;40.95;34.55;4.625;21.8;real
Extremadura;11;2011;mujer;real;27.873;45.352;32.702;53.042;49.7;39.5;26.925;25.73;real
Extremadura;11;2012;hombre;real;30.86;63.6;43.975;59.052;49.4;32.75;5.3;21.48;real
Extremadura;11;2012;mujer;real;36.025;46.898;29.995;65.675;56.8;36.825;27.125;26.65;real
Extremadura;11;2013;hombre;real;32.24;62.908;42.618;62.202;54.475;30.45;6.95;20.01;real
Extremadura;11;2013;mujer;real;35.905;49.207;31.542;60.182;57.375;35.4;29.3;26.73;real
Extremadura;11;2014;hombre;real;27.205;62.725;45.675;54.985;58.925;32.225;6.85;20.09;real
Extremadura;11;2014;mujer;real;33.152;47.63;31.84;55.812;58.05;34.625;27.325;24.04;real
Extremadura;11;2015;hombre;real;25.665;63.055;46.868;51.965;56.225;32.4;6.9;18.88;real
Extremadura;11;2015;mujer;real;33.535;47.51;31.572;59.86;61.375;36.5;28.3;23.8;real
Extremadura;11;2016;hombre;real;23.728;62.71;47.828;49.458;53.725;31.3;7.15;19.6;real
Extremadura;11;2016;mujer;real;32.392;47.688;32.248;51.55;56.875;35.3;27.925;24.33;real
Extremadura;11;2017;hombre;real;22.695;61.975;47.908;45.375;56.075;34.025;6.175;20.64;real
Extremadura;11;2017;mujer;real;30.695;47.732;33.08;52.522;58.6;37.275;29.125;25.13;real
Extremadura;11;2018;hombre;real;19.38;62.608;50.478;44.09;47.5;33.475;5.75;20.97;real
Extremadura;11;2018;mujer;real;29.055;48.172;34.178;50.308;54.025;38.025;30.925;25.43;real
Extremadura;11;2019;hombre;real;16.6;62.465;52.098;37.457;50.75;33.45;6.6;22.08;real
Extremadura;11;2019;mujer;real;27.685;48.982;35.422;54.345;53.45;34.975;29.3;26.75;real
Extremadura;11;2020;hombre;real;18.035;59.952;49.142;44.36;41.1;32.9;6.2;22.36;real
Extremadura;11;2020;mujer;real;26.28;48.988;36.108;51.175;46.775;37.1;26.225;26.26;real
Extremadura;11;2021;hombre;real;16.102;61.065;51.252;43.888;41.5;30.675;5.6;22.74;real
Extremadura;11;2021;mujer;real;25.18;48.535;36.32;53.112;46.1;37.075;26.15;26.14;real
Extremadura;11;2022;hombre;real;14.352;61.092;52.33;39.112;42.65;25.65;6.35;23.41;real
Extremadura;11;2022;mujer;real;20.91;48.83;38.622;41.595;40.975;32.55;25.825;26.28;real
Extremadura;11;2023;hombre;real;14.342;61.75;52.895;29.278;40.65;22.725;6.6;23.1;real
Extremadura;11;2023;mujer;real;20.988;49.872;39.402;47.155;47.5;31.3;24.15;26.23;real
Extremadura;11;2024;hombre;real;13.438;60.295;52.195;35.578;35.525;18.275;4.725;24.52;real
Extremadura;11;2024;mujer;real;17.96;49.375;40.51;35.122;41.25;26.9;22.4;28.06;real
Extremadura;11;2025;hombre;real;12.322;60.0;52.618;31.775;35.875;18.1;4.775;24.52;proyeccion
Extremadura;11;2025;mujer;real;17.56;50.575;41.69;44.52;37.975;26.525;24.075;28.06;proyeccion
Extremadura;11;2026;hombre;proyeccion;9.084;60.229;54.488;25.828;35.0;17.456;5.027;24.52;proyeccion
Extremadura;11;2026;mujer;proyeccion;14.585;49.99;42.327;39.968;36.021;26.1;23.213;28.06;proyeccion
Galicia;12;2010;hombre;real;14.592;61.205;52.275;34.432;40.0;22.225;4.675;28.85;real
Galicia;12;2010;mujer;real;16.19;47.75;40.018;36.67;41.5;28.1;19.7;36.9;real
Galicia;12;2011;hombre;real;16.56;61.048;50.938;38.545;45.375;22.125;5.15;27.28;real
Galicia;12;2011;mujer;real;18.057;49.008;40.158;36.755;48.55;27.15;20.05;35.31;real
Galicia;12;2012;hombre;real;20.798;61.008;48.32;45.692;50.025;20.475;5.975;26.85;real
Galicia;12;2012;mujer;real;20.23;49.502;39.485;44.738;50.55;25.5;20.8;35.41;real
Galicia;12;2013;hombre;real;22.325;59.86;46.492;50.978;58.85;21.525;6.6;24.13;real
Galicia;12;2013;mujer;real;21.728;48.975;38.332;48.748;55.675;24.1;23.125;31.48;real
Galicia;12;2014;hombre;real;21.623;58.975;46.225;48.928;60.8;23.175;6.725;23.8;real
Galicia;12;2014;mujer;real;21.685;49.005;38.378;48.07;58.15;23.725;22.6;30.1;real
Galicia;12;2015;hombre;real;18.645;58.6;47.67;45.772;62.15;24.075;6.525;22.77;real
Galicia;12;2015;mujer;real;20.038;48.738;38.972;41.05;59.475;26.725;23.125;29.18;real
Galicia;12;2016;hombre;real;16.542;58.478;48.805;39.192;58.875;24.275;6.1;22.13;real
Galicia;12;2016;mujer;real;17.822;48.842;40.138;41.538;58.025;28.2;22.075;28.76;real
Galicia;12;2017;hombre;real;15.003;57.878;49.192;35.882;55.725;25.275;5.875;22.22;real
Galicia;12;2017;mujer;real;16.385;49.108;41.062;33.038;55.25;28.725;21.875;28.7;real
Galicia;12;2018;hombre;real;12.388;57.522;50.4;30.788;49.25;25.6;5.875;23.05;real
Galicia;12;2018;mujer;real;14.355;49.382;42.29;34.442;51.375;27.525;21.875;29.28;real
Galicia;12;2019;hombre;real;10.753;57.585;51.395;28.458;43.525;25.125;6.725;25.07;real
Galicia;12;2019;mujer;real;12.84;49.075;42.772;27.235;46.225;27.825;22.425;31.05;real
Galicia;12;2020;hombre;real;10.89;57.092;50.878;31.158;38.3;22.15;5.75;26.02;real
Galicia;12;2020;mujer;real;13.24;47.715;41.392;35.935;39.225;26.0;21.55;32.16;real
Galicia;12;2021;hombre;real;10.515;57.165;51.155;31.045;44.5;22.2;5.975;26.5;real
Galicia;12;2021;mujer;real;12.66;48.088;42.002;34.262;47.375;26.675;21.8;32.7;real
Galicia;12;2022;hombre;real;10.075;56.99;51.25;31.812;42.5;16.6;6.05;26.68;real
Galicia;12;2022;mujer;real;12.065;48.985;43.078;34.202;44.025;22.3;22.6;32.42;real
Galicia;12;2023;hombre;real;8.938;57.178;52.07;24.228;43.425;13.675;7.25;27.67;real
Galicia;12;2023;mujer;real;10.548;49.178;43.992;25.23;37.95;19.7;21.4;32.84;real
Galicia;12;2024;hombre;real;8.765;57.35;52.32;23.355;40.45;12.575;6.65;29.26;real
Galicia;12;2024;mujer;real;10.018;49.452;44.498;28.912;34.525;19.275;20.825;34.14;real
Galicia;12;2025;hombre;real;7.985;56.625;52.102;25.51;34.875;10.875;6.825;29.26;proyeccion
Galicia;12;2025;mujer;real;8.725;50.725;46.305;24.092;34.45;16.65;20.475;34.14;proyeccion
Galicia;12;2026;hombre;proyeccion;8.234;56.6;52.599;20.449;43.2;8.27;6.531;29.26;proyeccion
Galicia;12;2026;mujer;proyeccion;8.826;51.899;47.485;27.12;30.108;14.778;20.475;34.14;proyeccion
Illes Balears;04;2010;hombre;real;20.828;72.9;57.74;48.908;34.2;27.475;6.725;40.32;real
Illes Balears;04;2010;mujer;real;19.392;59.755;48.215;35.677;32.375;24.175;17.975;47.24;real
Illes Balears;04;2011;hombre;real;22.388;71.552;55.562;49.66;37.35;26.725;6.625;36.22;real
Illes Balears;04;2011;mujer;real;21.42;59.422;46.778;35.885;33.5;26.65;19.9;43.35;real
Illes Balears;04;2012;hombre;real;22.482;72.635;56.358;46.37;48.325;24.45;7.35;34.14;real
Illes Balears;04;2012;mujer;real;24.158;61.418;46.638;52.338;40.9;23.55;23.225;41.03;real
Illes Balears;04;2013;hombre;real;22.588;72.482;56.148;41.298;49.675;25.05;8.325;32.3;real
Illes Balears;04;2013;mujer;real;22.018;60.038;46.862;51.115;47.85;24.5;20.3;38.4;real
Illes Balears;04;2014;hombre;real;21.498;70.8;55.658;43.302;51.65;28.225;7.125;31.3;real
Illes Balears;04;2014;mujer;real;18.545;59.068;48.202;46.925;41.75;23.225;22.05;39.14;real
Illes Balears;04;2015;hombre;real;17.415;70.91;58.608;47.655;42.6;29.575;6.95;34.49;real
Illes Balears;04;2015;mujer;real;17.398;60.718;50.23;37.198;44.075;22.85;22.45;41.37;real
Illes Balears;04;2016;hombre;real;13.47;70.468;61.0;39.16;38.5;30.4;7.65;41.06;real
Illes Balears;04;2016;mujer;real;14.51;60.065;51.395;40.175;39.375;25.5;19.2;48.53;real
Illes Balears;04;2017;hombre;real;12.465;70.162;61.462;32.258;32.7;31.275;6.85;48.9;real
Illes Balears;04;2017;mujer;real;12.605;58.142;50.88;31.485;34.35;26.775;19.725;56.24;real
Illes Balears;04;2018;hombre;real;12.138;69.862;61.445;31.03;31.925;29.125;5.65;48.91;real
Illes Balears;04;2018;mujer;real;11.128;59.055;52.592;23.132;26.7;27.35;19.475;56.68;real
Illes Balears;04;2019;hombre;real;10.342;69.492;62.328;27.055;25.45;26.0;6.95;47.86;real
Illes Balears;04;2019;mujer;real;13.538;59.39;51.41;32.225;29.35;28.025;19.575;55.12;real
Illes Balears;04;2020;hombre;real;14.982;66.365;56.428;39.092;22.45;23.625;6.625;45.76;real
Illes Balears;04;2020;mujer;real;17.602;56.915;46.962;45.188;26.025;21.475;19.725;53.46;real
Illes Balears;04;2021;hombre;real;13.308;67.578;58.66;33.018;38.85;21.0;5.275;42.67;real
Illes Balears;04;2021;mujer;real;15.7;58.92;49.73;35.402;49.2;24.225;18.85;49.45;real
Illes Balears;04;2022;hombre;real;9.642;68.977;62.375;27.542;25.925;18.7;5.375;43.92;real
Illes Balears;04;2022;mujer;real;11.972;59.148;52.128;18.385;33.95;22.925;16.225;47.46;real
Illes Balears;04;2023;hombre;real;10.025;68.208;61.42;23.598;28.55;13.125;5.575;52.08;real
Illes Balears;04;2023;mujer;real;10.992;59.12;52.742;18.303;23.225;15.725;15.975;57.03;real
Illes Balears;04;2024;hombre;real;8.17;68.265;62.73;20.79;17.0;11.2;5.0;56.89;real
Illes Balears;04;2024;mujer;real;10.892;59.695;53.272;28.442;22.025;12.225;16.25;61.55;real
Illes Balears;04;2025;hombre;real;8.535;68.332;62.55;18.805;21.975;12.775;6.25;58.21;proyeccion
Illes Balears;04;2025;mujer;real;9.385;59.835;54.285;15.548;20.925;15.6;15.975;61.55;proyeccion
Illes Balears;04;2026;hombre;proyeccion;8.635;68.276;62.51;19.762;16.246;15.176;7.8;59.565;proyeccion
Illes Balears;04;2026;mujer;proyeccion;8.352;60.28;55.351;24.44;17.369;14.242;15.152;61.55;proyeccion
La Rioja;17;2010;hombre;real;12.845;68.258;59.49;32.89;38.425;19.95;3.65;26.03;real
La Rioja;17;2010;mujer;real;15.875;51.528;43.355;45.043;43.2;19.025;27.15;33.94;real
La Rioja;17;2011;hombre;real;16.652;67.585;56.332;41.04;47.95;18.475;4.725;24.42;real
La Rioja;17;2011;mujer;real;17.895;53.665;44.052;51.67;48.0;21.5;27.75;31.32;real
La Rioja;17;2012;hombre;real;19.04;66.788;54.065;43.852;45.2;20.35;4.575;24.81;real
La Rioja;17;2012;mujer;real;22.46;53.01;41.092;55.938;49.95;21.225;27.925;32.77;real
La Rioja;17;2013;hombre;real;19.21;65.133;52.62;47.75;52.325;20.525;6.2;22.09;real
La Rioja;17;2013;mujer;real;21.0;53.622;42.352;47.725;51.9;20.475;28.5;29.95;real
La Rioja;17;2014;hombre;real;15.588;66.322;55.978;45.16;56.95;20.05;6.825;19.73;real
La Rioja;17;2014;mujer;real;21.208;54.418;42.88;44.485;57.375;23.275;29.025;25.82;real
La Rioja;17;2015;hombre;real;14.12;66.072;56.742;41.655;59.15;20.775;7.775;19.96;real
La Rioja;17;2015;mujer;real;16.88;52.91;43.96;38.558;60.725;23.425;27.2;26.1;real
La Rioja;17;2016;hombre;real;12.172;65.482;57.5;38.58;52.9;21.375;6.45;20.13;real
La Rioja;17;2016;mujer;real;15.13;53.218;45.155;33.012;60.825;22.875;26.3;26.06;real
La Rioja;17;2017;hombre;real;9.538;64.68;58.512;23.068;51.95;24.325;7.3;20.96;real
La Rioja;17;2017;mujer;real;14.845;53.462;45.52;37.268;50.825;24.85;25.5;26.88;real
La Rioja;17;2018;hombre;real;9.11;63.792;57.982;26.058;42.1;25.325;5.35;22.17;real
La Rioja;17;2018;mujer;real;11.855;54.69;48.21;25.395;44.35;24.625;27.125;28.7;real
La Rioja;17;2019;hombre;real;10.125;64.17;57.672;26.818;37.725;23.525;5.825;23.6;real
La Rioja;17;2019;mujer;real;9.758;55.03;49.652;22.365;36.7;26.3;26.675;29.35;real
La Rioja;17;2020;hombre;real;9.27;63.642;57.75;25.895;32.875;20.825;5.0;24.69;real
La Rioja;17;2020;mujer;real;12.538;53.365;46.662;27.237;38.0;24.55;26.45;30.23;real
La Rioja;17;2021;hombre;real;8.84;65.02;59.28;24.382;40.375;19.8;5.35;24.83;real
La Rioja;17;2021;mujer;real;14.775;54.945;46.84;37.735;42.6;25.525;22.8;31.11;real
La Rioja;17;2022;hombre;real;8.902;64.998;59.21;24.415;39.4;16.45;4.375;24.88;real
La Rioja;17;2022;mujer;real;10.295;54.258;48.668;27.615;42.675;22.025;26.35;31.0;real
La Rioja;17;2023;hombre;real;7.858;64.45;59.385;28.978;35.875;14.25;5.05;25.28;real
La Rioja;17;2023;mujer;real;11.118;53.68;47.705;25.88;34.375;17.675;20.55;29.62;real
La Rioja;17;2024;hombre;real;9.315;64.115;58.142;35.865;33.15;12.55;5.3;25.74;real
La Rioja;17;2024;mujer;real;10.248;52.992;47.57;25.715;36.95;18.775;22.725;29.91;real
La Rioja;17;2025;hombre;real;7.073;63.278;58.805;22.56;31.55;10.65;5.35;25.805;proyeccion
La Rioja;17;2025;mujer;real;9.27;55.362;50.232;29.475;23.6;18.325;25.65;29.987;proyeccion
La Rioja;17;2026;hombre;proyeccion;9.63;63.015;58.417;36.26;29.782;11.328;5.4;25.874;proyeccion
La Rioja;17;2026;mujer;proyeccion;7.944;53.24;49.228;24.006;27.875;18.425;24.1;30.045;proyeccion
Melilla;19;2010;hombre;real;17.848;66.288;54.51;41.138;57.5;26.775;4.25;;
Melilla;19;2010;mujer;real;30.282;42.348;29.512;67.87;61.375;31.1;18.225;;
Melilla;19;2011;hombre;real;18.952;67.46;54.665;66.93;67.475;16.3;4.225;;
Melilla;19;2011;mujer;real;27.39;45.935;33.428;61.018;62.85;36.075;26.975;;
Melilla;19;2012;hombre;real;22.625;67.395;52.135;62.038;64.125;30.4;6.075;;
